# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = timeseries_model
# start_datetime = 2023-01-12 14:23:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\timeseries\timeseries.data.R
# init = 2 (Default)
# random
#   seed = 2911287628 (Default)
# output
#   file = examples\timeseries\timeseriesMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,lambda
-19.1037,0.997073,0.215188,3,15,0,20.6919,-1.28819,0.658975,0.527716
-18.7105,0.972634,0.215188,4,19,0,19.4643,-1.54859,0.764149,0.518883
-19.216,0.935492,0.215188,2,7,0,19.5187,-1.38594,0.743997,0.491446
-20.3253,1,0.215188,4,15,0,20.5827,-1.90078,0.557443,0.331156
-20.5243,0.948941,0.215188,4,31,0,21.9844,-1.1079,0.826448,0.659127
-19.7149,0.881674,0.215188,2,3,0,21.5262,-1.09594,0.838175,0.621215
-20.9907,0.762341,0.215188,4,15,0,22.6657,-1.09919,0.743709,0.678034
-20.5277,0.844454,0.215188,3,11,0,22.8906,-1.43594,0.752891,0.5807
-17.7958,0.903078,0.215188,3,11,0,21.4343,-1.35105,0.702367,0.53507
-18.1561,0.967364,0.215188,2,7,0,18.2681,-1.36538,0.689714,0.566622
-18.1474,0.995855,0.215188,4,23,0,18.5377,-1.86365,0.658285,0.373777
-19.6506,0.850488,0.215188,4,15,0,20.0035,-1.75157,0.564746,0.461976
-18.9277,1,0.215188,4,15,0,19.7991,-1.723,0.77264,0.403045
-17.9906,0.99436,0.215188,3,15,0,19.738,-1.78971,0.680468,0.427429
-17.6653,0.999551,0.215188,4,31,0,18.103,-1.45168,0.647922,0.511145
-17.7458,0.753049,0.215188,3,15,0,19.4343,-1.68972,0.626559,0.448968
-19.2162,0.821944,0.215188,4,15,0,20.8987,-1.31315,0.816158,0.53152
-19.1309,0.971006,0.215188,4,15,0,20.4331,-1.28713,0.748612,0.604425
-19.4078,0.957594,0.215188,5,31,0,19.9137,-1.18858,0.673401,0.559485
-19.7872,0.906775,0.215188,4,19,0,21.5867,-1.67336,0.64657,0.391864
-17.7926,0.996001,0.215188,4,23,0,20.2708,-1.50011,0.626458,0.507915
-18.2825,0.911373,0.215188,2,3,0,18.4442,-1.44219,0.620851,0.494843
-18.4398,0.704061,0.215188,3,11,0,20.3375,-1.57156,0.753291,0.507995
-22.7426,0.595722,0.215188,2,3,0,22.7871,-1.66068,0.751349,0.531128
-19.6638,1,0.215188,2,7,0,22.3854,-1.54656,0.753748,0.435535
-20.025,0.999826,0.215188,4,19,0,20.4707,-1.95541,0.610044,0.403647
-18.7427,0.996471,0.215188,4,23,0,21.0404,-1.46822,0.626548,0.544927
-19.1213,0.98373,0.215188,2,3,0,19.2727,-1.37308,0.602306,0.50596
-17.8103,0.992177,0.215188,4,15,0,19.662,-1.66356,0.652986,0.468219
-17.8461,0.730087,0.215188,2,3,0,19.9601,-1.60301,0.609714,0.474919
-18.3646,0.888589,0.215188,2,3,0,18.6286,-1.53349,0.613899,0.462072
-17.7522,0.928541,0.215188,3,15,0,19.8412,-1.59173,0.645494,0.488294
-17.6068,0.947714,0.215188,4,23,0,18.5408,-1.42779,0.66645,0.520472
-17.6434,0.898135,0.215188,2,7,0,18.969,-1.51275,0.700089,0.480368
-18.4042,0.93938,0.215188,3,15,0,19.7907,-1.63836,0.596894,0.481571
-19.1276,0.984771,0.215188,4,15,0,20.855,-2.05821,0.633334,0.341432
-17.9516,0.937578,0.215188,4,15,0,20.0124,-1.41403,0.634992,0.513727
-19.7169,0.992479,0.215188,3,15,0,20.4085,-1.57492,0.862047,0.469649
-19.3375,0.90019,0.215188,4,23,0,22.1822,-1.79144,0.774579,0.379021
-18.9617,0.963248,0.215188,2,7,0,20.8631,-1.74508,0.74559,0.389781
-21.4663,0.993531,0.215188,4,31,0,21.5817,-0.845438,0.657939,0.679982
-19.7733,0.936641,0.215188,2,7,0,21.8592,-0.988846,0.675691,0.668644
-17.5537,0.910062,0.215188,4,15,0,20.6147,-1.64472,0.698733,0.447685
-19.6411,0.923886,0.215188,4,15,0,20.5429,-0.969666,0.742365,0.670804
-18.8354,0.84715,0.215188,4,21,0,20.5965,-1.89479,0.659916,0.347289
-19.2554,0.999518,0.215188,4,15,0,19.7418,-1.98042,0.553104,0.341786
-18.1727,0.992529,0.215188,4,15,0,20.022,-1.55631,0.778921,0.470372
-17.8076,0.897283,0.215188,4,15,0,18.9829,-1.68268,0.611853,0.44466
-17.5701,0.986479,0.215188,3,11,0,19.0137,-1.65718,0.709903,0.451105
-17.8613,0.924935,0.215188,4,23,0,18.1553,-1.52766,0.713081,0.513801
-21.0055,0.769101,0.215188,3,15,0,22.0835,-1.80535,0.819914,0.451377
-18.497,1,0.215188,4,15,0,21.4002,-1.85633,0.577093,0.382873
-17.5725,0.999315,0.215188,3,15,0,18.5783,-1.6745,0.660721,0.438508
-17.5479,0.99963,0.215188,4,19,0,17.6519,-1.46446,0.713299,0.505242
-18.313,0.921917,0.215188,4,15,0,18.4753,-1.58766,0.755112,0.447327
-18.4573,1,0.215188,2,3,0,18.6355,-1.64503,0.782477,0.472479
-18.1592,0.999962,0.215188,4,15,0,18.9488,-1.70607,0.582209,0.440375
-18.1592,0.26353,0.215188,1,3,0,22.7655,-1.70607,0.582209,0.440375
-18.455,0.952682,0.215188,4,31,0,19.6734,-1.31043,0.777351,0.539972
-19.1872,0.989367,0.215188,4,31,0,21.5666,-2.05874,0.604224,0.338671
-19.5516,0.998239,0.215188,3,7,0,19.7019,-2.02215,0.563159,0.318147
-17.6008,0.989874,0.215188,3,15,0,20.0851,-1.6535,0.648184,0.443946
-18.6383,0.947514,0.215188,4,31,0,20.6965,-1.48203,0.804555,0.524912
-17.6528,0.99382,0.215188,4,15,0,19.3383,-1.57679,0.708371,0.461196
-18.919,0.995976,0.215188,4,15,0,19.4287,-1.20206,0.80526,0.604473
-17.9517,0.99791,0.215188,2,7,0,19.7644,-1.28483,0.721387,0.559919
-17.992,0.7608,0.215188,2,3,0,19.3637,-1.31131,0.7384,0.547144
-19.8192,0.47227,0.215188,2,3,0,20.8203,-1.43817,0.713077,0.57409
-17.5552,0.769376,0.215188,2,7,0,21.5125,-1.43557,0.679849,0.522629
-17.7717,0.925598,0.215188,4,15,0,18.4609,-1.66135,0.736204,0.45603
-17.5521,0.999911,0.215188,3,15,0,17.9527,-1.4646,0.711752,0.517649
-19.6124,0.763339,0.215188,3,15,0,19.9247,-1.44504,0.634772,0.566137
-18.7078,0.939625,0.215188,4,15,0,20.6145,-1.24313,0.617141,0.585455
-18.8977,0.956987,0.215188,3,15,0,21.2776,-1.48644,0.83301,0.509062
-18.7769,0.807839,0.215188,3,7,0,19.8786,-1.49392,0.818365,0.517328
-18.0085,0.95991,0.215188,4,15,0,19.2807,-1.63936,0.704064,0.482497
-18.2421,0.996304,0.215188,3,13,0,19.2884,-1.52772,0.587744,0.502417
-17.6473,0.999624,0.215188,3,11,0,18.7346,-1.67,0.711805,0.455485
-17.5915,0.995087,0.215188,4,15,0,17.6812,-1.65432,0.709903,0.446526
-18.121,0.828108,0.215188,3,15,0,19.3115,-1.41573,0.771664,0.511714
-18.3398,0.900635,0.215188,4,31,0,19.9581,-1.73018,0.722369,0.402257
-18.7941,0.997333,0.215188,3,15,0,19.932,-1.91435,0.745298,0.377877
-18.5482,0.999781,0.215188,4,15,0,19.2577,-1.65594,0.555103,0.455497
-18.3215,0.826208,0.215188,2,3,0,19.5531,-1.58339,0.591966,0.453531
-19.6317,0.802722,0.215188,2,7,0,20.3519,-1.56537,0.610442,0.430131
-17.536,0.909377,0.215188,2,7,0,21.3054,-1.65235,0.683192,0.460657
-17.9663,0.960553,0.215188,3,15,0,18.145,-1.37807,0.722367,0.518099
-17.5498,0.996239,0.215188,4,23,0,18.0702,-1.63377,0.646681,0.455056
-17.8352,0.847758,0.215188,2,3,0,18.2156,-1.62993,0.655364,0.438655
-17.8352,0.563282,0.215188,1,3,0,19.5525,-1.62993,0.655364,0.438655
-17.607,0.993847,0.215188,3,15,0,18.5111,-1.5639,0.705527,0.493949
-18.3089,0.9027,0.215188,3,11,0,18.5463,-1.60212,0.651899,0.500858
-17.6922,0.999561,0.215188,4,15,0,18.9491,-1.40873,0.711715,0.516703
-17.8141,0.998868,0.215188,2,7,0,17.9654,-1.41734,0.732333,0.540333
-19.7835,0.736572,0.215188,4,15,0,22.3618,-1.82871,0.823645,0.388282
-18.6301,0.989265,0.215188,3,15,0,21.2928,-1.44017,0.820188,0.517956
-17.6387,0.976792,0.215188,3,7,0,18.7562,-1.504,0.739939,0.501359
-18.8931,0.812158,0.215188,4,15,0,19.6575,-1.18405,0.724953,0.625237
-17.9894,0.77214,0.215188,3,11,0,20.2993,-1.36954,0.760032,0.550854
-18.3646,0.901506,0.215188,4,15,0,18.8719,-1.41748,0.648933,0.495845
-17.8245,0.829544,0.215188,3,11,0,19.6426,-1.68767,0.714401,0.457498
-18.6926,0.987526,0.215188,4,15,0,19.1079,-1.95245,0.669382,0.340771
-17.8362,0.976297,0.215188,4,15,0,20.6908,-1.7215,0.678963,0.449263
-21.0823,0.446641,0.215188,3,11,0,26.2187,-1.53281,0.540272,0.435609
-24.2646,0.97021,0.215188,4,19,0,24.8073,-0.853218,0.897928,0.648391
-19.8844,0.742674,0.215188,4,19,0,26.6113,-1.49809,0.587015,0.452541
-17.9475,0.866358,0.215188,2,7,0,22.0104,-1.6131,0.705171,0.489647
-17.703,0.973236,0.215188,3,11,0,18.5496,-1.47307,0.654692,0.49525
-18.5803,0.883181,0.215188,2,3,0,18.6128,-1.42779,0.650514,0.487468
-17.7375,0.992705,0.215188,2,3,0,18.7222,-1.49078,0.641218,0.514061
-17.5973,0.994746,0.215188,3,15,0,18.5452,-1.50124,0.666737,0.511078
-17.7232,0.999697,0.215188,3,7,0,17.8186,-1.5147,0.630468,0.502098
-18.0334,0.897172,0.215188,3,15,0,18.4965,-1.52902,0.636924,0.46719
-17.8331,0.992778,0.215188,4,15,0,18.1666,-1.74862,0.709329,0.432769
-18.5658,0.918115,0.215188,5,31,0,19.9144,-1.77723,0.706349,0.383274
-18.9224,0.999092,0.215188,4,15,0,19.1511,-1.83669,0.75377,0.420288
-17.8561,0.993814,0.215188,2,7,0,19.6034,-1.61134,0.695108,0.442804
-20.3854,0.887565,0.215188,3,15,0,21.3261,-1.46226,0.51144,0.482613
-20.2345,0.91984,0.215188,2,3,0,21.0497,-1.54004,0.544586,0.529663
-20.3456,0.943734,0.215188,4,23,0,24.3278,-1.7657,0.491114,0.392093
-19.5001,0.930596,0.215188,2,7,0,25.1633,-1.72475,0.552782,0.394904
-17.8942,0.980618,0.215188,4,31,0,19.837,-1.69656,0.7186,0.423011
-17.6379,0.999762,0.215188,4,15,0,18.0184,-1.40683,0.681773,0.521428
-22.7166,0.967202,0.215188,3,7,0,23.0176,-0.916854,0.54687,0.693682
-23.0384,0.99142,0.215188,2,3,0,23.1798,-0.888148,0.541373,0.694785
-28.4585,0.964416,0.215188,4,15,0,29.7867,-1.02002,1.08844,0.665279
-28.546,0.978217,0.215188,2,3,0,28.7498,-0.987677,1.09137,0.655087
-28.8408,0.938658,0.215188,3,7,0,29.1014,-0.959187,1.08714,0.644937
-30.285,0.985102,0.215188,4,15,0,30.7444,-1.14084,1.11099,0.649786
-19.2037,0.981054,0.215188,4,15,0,32.5114,-1.70244,0.596856,0.396344
-18.5351,0.885767,0.215188,2,7,0,20.1738,-1.8162,0.584996,0.420341
-18.4662,0.886914,0.215188,2,7,0,19.4356,-1.73251,0.598818,0.402221
-18.2608,0.789179,0.215188,2,3,0,19.9076,-1.70245,0.608507,0.413678
-18.4909,0.97511,0.215188,2,3,0,18.5275,-1.77583,0.610994,0.441366
-18.4377,1,0.215188,3,11,0,21.1728,-1.90545,0.634344,0.357019
-20.4239,0.639521,0.215188,3,15,0,23.4177,-1.35814,0.784656,0.489475
-19.8315,1,0.215188,1,1,0,20.7399,-1.3596,0.785594,0.496915
-18.5876,1,0.215188,1,1,0,19.4993,-1.391,0.78934,0.511069
-17.8265,0.921436,0.215188,4,15,0,19.2504,-1.48959,0.761979,0.501622
-20.1406,0.935485,0.215188,3,11,0,20.99,-1.02612,0.64643,0.670624
-20.5672,1,0.215188,3,7,0,21.0687,-0.892816,0.679901,0.699573
-18.4719,0.991386,0.215188,4,15,0,21.3661,-1.48628,0.805822,0.514928
-20.5759,0.971448,0.215188,4,15,0,21.1186,-1.56441,0.475846,0.467842
-19.3847,0.896125,0.215188,4,15,0,23.5411,-1.78633,0.550057,0.441015
-19.0408,0.954343,0.215188,4,31,0,22.8264,-1.368,0.740889,0.581935
-18.7607,0.990594,0.215188,3,11,0,20.5497,-1.12228,0.738127,0.604264
-19.5423,0.895591,0.215188,3,7,0,19.8367,-1.12007,0.765343,0.585536
-18.265,0.717763,0.215188,2,3,0,20.713,-1.21682,0.750214,0.586119
-17.6809,0.998867,0.215188,4,15,0,18.6873,-1.62659,0.624065,0.458328
-17.5996,0.952243,0.215188,4,31,0,18.3559,-1.49378,0.650782,0.495646
-18.7909,0.846302,0.215188,4,31,0,18.9966,-1.32809,0.67445,0.517077
-17.6346,0.981594,0.215188,3,11,0,19.5123,-1.39636,0.701447,0.538402
-18.2616,0.990311,0.215188,3,7,0,18.3522,-1.43543,0.796519,0.517227
-18.4266,0.954353,0.215188,3,7,0,18.6692,-1.4629,0.806528,0.506162
-17.9936,0.975763,0.215188,4,15,0,18.7865,-1.36821,0.673839,0.559743
-19.2552,0.922401,0.215188,4,15,0,20.5436,-2.00358,0.694635,0.320117
-17.9782,0.987994,0.215188,4,15,0,20.1836,-1.68915,0.595259,0.442878
-18.772,0.990381,0.215188,4,23,0,20.1467,-1.17159,0.642468,0.605357
-19.2883,0.988542,0.215188,4,15,0,20.0202,-1.55933,0.847404,0.484428
-18.5596,0.99972,0.215188,4,23,0,19.9279,-1.71738,0.788952,0.429277
-18.0015,0.99495,0.215188,3,15,0,19.0366,-1.51076,0.772375,0.487983
-20.1386,0.921672,0.215188,4,15,0,21.5204,-1.08916,0.857246,0.617637
-20.6579,0.995167,0.215188,4,15,0,22.5176,-1.3343,0.510966,0.570372
-17.8823,1,0.215188,3,7,0,21.189,-1.37784,0.705968,0.555472
-19.2615,0.892653,0.215188,4,19,0,20.7225,-1.82845,0.537124,0.416809
-19.1288,0.929498,0.215188,2,3,0,19.8281,-1.74381,0.572016,0.391045
-18.2522,0.996972,0.215188,4,15,0,19.4494,-1.74828,0.593999,0.439074
-17.7017,0.950315,0.215188,4,15,0,18.6393,-1.63022,0.647847,0.474419
-17.4382,0.999923,0.215188,3,15,0,17.7111,-1.5604,0.67975,0.480579
-17.7063,0.969488,0.215188,3,15,0,18.1213,-1.46405,0.646621,0.519957
-17.9023,0.981426,0.215188,4,15,0,18.4805,-1.83384,0.660398,0.394442
-17.5832,0.850893,0.215188,4,19,0,19.0614,-1.48997,0.730908,0.501409
-17.5924,0.926551,0.215188,2,7,0,17.9739,-1.5545,0.707736,0.495894
-17.7139,0.949643,0.215188,3,15,0,19.5424,-1.76341,0.669917,0.41295
-17.8547,0.898141,0.215188,4,19,0,18.6241,-1.52559,0.726449,0.512418
-18.3693,0.985662,0.215188,3,15,0,19.0925,-1.53329,0.768873,0.465349
-18.0704,0.969453,0.215188,3,11,0,19.6741,-1.84051,0.620776,0.388025
-21.6054,0.643128,0.215188,4,23,0,23.0476,-1.48947,0.605739,0.572245
-18.9111,1,0.215188,2,7,0,21.0304,-1.43359,0.619724,0.55605
-18.931,0.95723,0.215188,2,3,0,19.5179,-1.36443,0.647511,0.503935
-19.2351,0.96701,0.215188,2,3,0,19.4751,-1.46812,0.666547,0.557197
-18.1704,1,0.215188,3,15,0,19.7012,-1.37998,0.676409,0.562541
-17.9225,1,0.215188,4,19,0,18.6286,-1.82765,0.66453,0.390949
-18.1733,0.960098,0.215188,4,15,0,18.344,-1.82382,0.689805,0.381448
-18.4579,0.888059,0.215188,4,15,0,19.3191,-1.87922,0.670909,0.360259
-19.8764,0.864758,0.215188,2,3,0,20.0201,-2.02101,0.664035,0.377465
-20.6108,0.896864,0.215188,4,27,0,21.6773,-1.64026,0.599245,0.516069
-18.5292,1,0.215188,2,3,0,20.1608,-1.6033,0.610729,0.498827
-17.5921,0.999377,0.215188,3,15,0,19.0826,-1.6331,0.718387,0.454649
-17.6657,0.999037,0.215188,4,15,0,17.8116,-1.74367,0.652002,0.42514
-17.8435,0.990927,0.215188,4,15,0,19.1235,-1.31264,0.725014,0.557946
-18.4082,0.92625,0.215188,2,7,0,18.9818,-1.30125,0.76473,0.582166
-18.4374,0.981053,0.215188,2,3,0,18.679,-1.22698,0.77741,0.580095
-18.4751,0.997672,0.215188,2,3,0,18.4981,-1.25825,0.779813,0.588119
-19.619,0.795402,0.215188,4,15,0,25.0363,-1.5739,0.85379,0.463666
-18.7536,0.89041,0.215188,4,23,0,20.9458,-1.73021,0.760502,0.401571
-19.128,0.723283,0.215188,4,19,0,21.4577,-1.65925,0.78924,0.419852
-18.1917,0.832016,0.215188,3,15,0,20.9302,-1.90242,0.673967,0.371807
-19.1856,0.692062,0.215188,4,15,0,22.0257,-1.63963,0.813718,0.433705
-17.9066,0.959087,0.215188,3,7,0,19.9114,-1.43206,0.762312,0.51278
-18.1593,0.89882,0.215188,4,15,0,18.9789,-1.70954,0.615846,0.412918
-21.5166,0.996592,0.215188,4,15,0,22.893,-2.34491,0.567214,0.232376
-23.7874,0.715,0.215188,4,15,0,26.0597,-2.2999,0.740012,0.305331
-21.8797,1,0.215188,1,1,0,23.5098,-2.24446,0.736784,0.30154
-23.07,0.926618,0.215188,2,3,0,23.2402,-2.26954,0.745832,0.30786
-20.0079,1,0.215188,2,3,0,22.9783,-2.0812,0.705696,0.292467
-19.4704,0.998957,0.215188,4,31,0,20.681,-1.05067,0.649951,0.642611
-19.2876,1,0.215188,3,7,0,19.7755,-1.03895,0.68868,0.651187
-18.1574,0.877855,0.215188,3,15,0,20.2338,-1.36194,0.686376,0.517655
-17.9309,1,0.215188,2,3,0,18.1821,-1.3695,0.682304,0.522012
-18.2084,0.997688,0.215188,2,7,0,18.2828,-1.40302,0.650615,0.554445
-19.1329,0.928259,0.215188,3,15,0,19.4032,-1.30294,0.614503,0.529689
-18.9689,0.98932,0.215188,3,15,0,21.5884,-1.38311,0.581961,0.513045
-18.9873,0.683447,0.215188,2,3,0,21.5235,-1.43814,0.550799,0.515638
-19.527,0.988769,0.215188,3,11,0,21.7327,-1.45834,0.86324,0.512789
-17.6326,0.985548,0.215188,3,15,0,22.5306,-1.5557,0.63227,0.482472
-18.0658,0.891097,0.215188,2,3,0,18.1709,-1.53438,0.632608,0.465344
-18.4524,0.949886,0.215188,3,9,0,19.7459,-1.8322,0.73603,0.382156
-20.7009,0.919332,0.215188,3,7,0,21.8987,-1.87268,0.850939,0.396713
-22.1152,0.936369,0.215188,4,15,0,23.5845,-1.69016,0.917989,0.46601
-20.2734,0.996733,0.215188,4,15,0,23.8486,-1.91476,0.522756,0.337966
-19.7239,0.998721,0.215188,4,15,0,20.3291,-1.98278,0.554847,0.377197
-18.6784,0.971651,0.215188,4,15,0,24.4426,-1.93413,0.691219,0.385409
-20.1486,0.78023,0.215188,4,19,0,21.2305,-1.48763,0.711823,0.563269
-19.4523,1,0.215188,2,3,0,20.51,-1.45398,0.706962,0.564968
-17.8867,0.899257,0.215188,2,3,0,19.7396,-1.3094,0.703303,0.549801
-18.3702,0.883561,0.215188,3,15,0,19.3308,-1.54388,0.594185,0.507078
-18.2591,0.937906,0.215188,3,15,0,19.1722,-1.75272,0.629978,0.447093
-17.6994,0.971817,0.215188,2,7,0,18.4865,-1.67437,0.636154,0.435798
-18.1887,0.902134,0.215188,3,11,0,21.1514,-1.80432,0.708603,0.387859
-18.9365,0.99651,0.215188,4,15,0,19.5084,-1.40497,0.563635,0.517286
-18.9647,0.760223,0.215188,3,15,0,23.8479,-2.04919,0.669158,0.333079
-19.0888,0.705574,0.215188,2,3,0,21.421,-2.02264,0.69403,0.323627
-22.071,0.638645,0.215188,2,3,0,23.4524,-1.93906,0.729738,0.298051
-18.1095,0.955824,0.215188,4,19,0,22.3325,-1.50765,0.620938,0.476166
-18.0484,0.984122,0.215188,3,15,0,19.4979,-1.70202,0.661057,0.46267
-18.6584,0.945039,0.215188,3,15,0,24.1089,-1.66602,0.597823,0.479206
-20.0483,0.97034,0.215188,4,31,0,21.3201,-2.13784,0.67088,0.278437
-19.6636,0.979043,0.215188,4,15,0,21.301,-2.06623,0.553487,0.31463
-19.1955,0.991372,0.215188,4,15,0,21.6019,-1.75011,0.522316,0.427471
-20.3777,0.84735,0.215188,4,15,0,21.3335,-1.60806,0.856463,0.499566
-20.1495,0.998105,0.215188,3,7,0,21.2496,-1.45497,0.88473,0.525401
-18.7052,0.955733,0.215188,4,15,0,21.5062,-1.76541,0.553443,0.406285
-19.3512,0.903823,0.215188,4,31,0,20.2835,-1.21949,0.834349,0.601921
-19.3416,0.984948,0.215188,4,15,0,20.0282,-1.36782,0.845381,0.558242
-19.2341,1,0.215188,2,3,0,19.4793,-1.32105,0.842755,0.544257
-18.5388,0.965246,0.215188,4,15,0,20.7528,-1.25327,0.744612,0.60042
-18.1922,0.803813,0.215188,3,11,0,20.1784,-1.45062,0.633,0.491085
-17.9641,0.977749,0.215188,3,11,0,18.8645,-1.66269,0.756742,0.4461
-17.4574,0.988867,0.215188,2,7,0,19.3143,-1.6075,0.68952,0.464855
-17.5967,0.987605,0.215188,3,11,0,17.6327,-1.63244,0.646593,0.450189
-17.9832,0.905342,0.215188,4,19,0,19.2061,-1.56698,0.672788,0.505914
-17.804,0.692703,0.215188,2,7,0,20.155,-1.64426,0.67421,0.476086
-19.5185,0.776414,0.215188,2,3,0,20.0572,-1.51041,0.700791,0.444399
-17.8799,1,0.215188,1,1,0,19.0173,-1.55096,0.699349,0.4603
-18.3826,0.941947,0.215188,2,7,0,18.5734,-1.64661,0.675708,0.48924
-18.4233,0.86717,0.215188,3,15,0,21.8178,-1.8069,0.598045,0.384668
-19.4923,0.821557,0.215188,4,19,0,20.262,-1.26385,0.754971,0.530485
-17.6232,0.998137,0.215188,4,19,0,19.2452,-1.62398,0.635688,0.455327
-17.7147,0.995936,0.215188,5,31,0,17.8248,-1.74565,0.647573,0.430498
-20.3622,0.945646,0.215188,4,15,0,21.6028,-0.96198,0.633411,0.66449
-19.6245,0.961812,0.215188,2,7,0,20.9609,-1.10155,0.666916,0.652514
-19.4206,1,0.215188,4,15,0,20.4446,-1.06701,0.786117,0.616937
-19.4871,0.887478,0.215188,4,15,0,22.5395,-1.56079,0.82559,0.511667
-20.9621,0.837733,0.215188,4,15,0,22.6957,-1.16508,0.860818,0.565671
-19.1054,1,0.215188,3,7,0,20.7497,-1.3163,0.840637,0.554032
-19.011,0.953961,0.215188,3,7,0,19.4825,-1.40477,0.83267,0.544104
-17.6718,1,0.215188,3,15,0,19.4687,-1.65969,0.717516,0.459628
-17.7258,0.966915,0.215188,4,23,0,18.1107,-1.48134,0.713189,0.522824
-18.3631,0.998768,0.215188,4,15,0,18.7337,-1.78699,0.73424,0.392112
-18.8746,0.911588,0.215188,4,15,0,19.1833,-1.29659,0.649112,0.530225
-21.7691,0.727631,0.215188,2,3,0,22.1545,-1.20978,0.658509,0.522331
-20.0011,1,0.215188,1,1,0,21.6975,-1.2269,0.654435,0.537145
-19.3564,1,0.215188,2,3,0,19.8654,-1.40964,0.675061,0.575925
-19.7364,0.927021,0.215188,4,19,0,21.4176,-2.08601,0.624324,0.346269
-17.7755,0.99688,0.215188,4,15,0,21.068,-1.56791,0.643422,0.495905
-19.1603,0.928838,0.215188,4,15,0,20.3135,-1.94752,0.57427,0.383153
-18.7396,0.999628,0.215188,3,7,0,19.2506,-1.86347,0.615733,0.359138
-19.0817,0.976226,0.215188,4,15,0,19.7205,-2.02344,0.71112,0.34469
-19.6745,0.924229,0.215188,4,15,0,20.5821,-1.71891,0.533232,0.400107
-19.2182,1,0.215188,4,15,0,20.0713,-1.76651,0.786775,0.444862
-18.1,0.95258,0.215188,4,31,0,20.0406,-1.87093,0.679886,0.3926
-17.7142,0.783117,0.215188,4,21,0,20.7346,-1.45211,0.741829,0.5074
-17.8568,0.962188,0.215188,4,15,0,18.165,-1.4346,0.630012,0.525561
-18.7327,0.976366,0.215188,4,31,0,19.5444,-1.70894,0.550856,0.421918
-17.5836,0.949045,0.215188,4,15,0,19.6103,-1.49981,0.71169,0.511114
-18.167,0.964379,0.215188,4,15,0,18.5555,-1.5436,0.763192,0.466429
-17.6873,0.936242,0.215188,2,5,0,18.4151,-1.57015,0.743199,0.47589
-20.1152,0.991223,0.215188,4,23,0,20.2795,-2.14736,0.55712,0.288463
-18.6011,0.98867,0.215188,3,11,0,21.0776,-1.97993,0.617768,0.351383
-18.3758,0.956634,0.215188,4,15,0,19.2267,-1.76749,0.594388,0.436727
-17.5917,0.989367,0.215188,2,7,0,19.6439,-1.68631,0.662186,0.434322
-17.5011,0.997315,0.215188,2,7,0,17.7156,-1.66284,0.677601,0.448826
-18.7542,0.951451,0.215188,3,15,0,19.1491,-1.79162,0.76124,0.38875
-17.8582,0.965982,0.215188,4,15,0,19.3595,-1.57515,0.740215,0.460835
-18.2229,0.968759,0.215188,4,15,0,19.546,-1.29633,0.674187,0.582042
-19.2981,0.748978,0.215188,4,15,0,22.0865,-1.02798,0.756727,0.65411
-19.5274,0.887842,0.215188,4,15,0,20.597,-1.16788,0.834043,0.618618
-21.5611,0.63755,0.215188,4,31,0,23.1842,-1.41699,0.594838,0.590994
-18.7422,1,0.215188,2,3,0,20.8131,-1.32343,0.595363,0.566884
-21.2357,0.56095,0.215188,2,3,0,21.5592,-1.39718,0.605547,0.594709
-19.6723,1,0.215188,4,15,0,23.0874,-1.49222,0.6742,0.448201
-17.9673,0.988455,0.215188,3,15,0,19.8718,-1.73687,0.685954,0.406097
-20.9489,0.498015,0.215188,1,3,0,21.0226,-1.65294,0.686576,0.384867
-17.6498,0.936799,0.215188,2,7,0,21.626,-1.71529,0.680734,0.442438
-17.9264,0.998545,0.215188,3,7,0,18.0824,-1.73774,0.735305,0.427591
-18.0318,0.968769,0.215188,5,31,0,18.9502,-1.65223,0.750417,0.438274
-19.775,0.598536,0.215188,4,19,0,21.9492,-1.41825,0.766956,0.575447
-18.1983,0.991823,0.215188,1,3,0,19.8322,-1.33457,0.782996,0.553198
-19.0025,0.799056,0.215188,4,15,0,20.2696,-1.17099,0.774204,0.578881
-20.3434,0.926181,0.215188,2,7,0,20.8217,-1.12404,0.792896,0.659063
-18.6706,0.999091,0.215188,4,15,0,21.0874,-1.21203,0.793357,0.582431
-18.0338,0.993214,0.215188,3,7,0,18.7553,-1.33618,0.764116,0.544902
