# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = bernoulli_model
# start_datetime = 2023-01-12 08:39:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\bernoulli\bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 2890681867 (Default)
# output
#   file = examples\bernoulli\bernoulliMCMC10k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-6.75536,0.940605,1.04594,2,3,0,7.04364,0.265343
-7.66931,0.767,1.04594,1,3,0,8.02082,0.110077
-6.74846,1,1.04594,2,3,0,7.55988,0.246309
-6.75842,0.997169,1.04594,1,3,0,6.76128,0.268307
-7.51328,0.469211,1.04594,2,3,0,9.7771,0.420981
-6.81197,1,1.04594,1,1,0,7.25998,0.296372
-6.74844,0.999885,1.04594,1,3,0,6.80233,0.246394
-6.80014,0.987059,1.04594,1,3,0,6.80517,0.211161
-8.85482,0.304411,1.04594,2,3,0,11.6607,0.541247
-9.31537,0.831438,1.04594,1,1,0,10.0993,0.572116
-7.60933,1,1.04594,2,3,0,9.06819,0.113672
-7.46946,1,1.04594,1,1,0,7.70161,0.122893
-7.1737,1,1.04594,1,1,0,7.44904,0.147943
-8.63781,0.847795,1.04594,1,3,0,8.69719,0.0697926
-8.87589,0.976256,1.04594,1,1,0,9.10597,0.0630954
-6.8101,0.824822,1.04594,1,3,0,9.42114,0.295667
-6.76072,1,1.04594,1,1,0,6.79444,0.270266
-6.76072,0.749164,1.04594,1,3,0,7.48508,0.270266
-6.8335,0.970262,1.04594,2,3,0,6.90817,0.200836
-7.07149,0.943194,1.04594,1,1,0,7.07165,0.159434
-6.77673,0.960465,1.04594,2,3,0,7.23412,0.280719
-8.04442,0.674059,1.04594,1,3,0,8.69927,0.0912154
-8.03511,1,1.04594,2,3,0,8.28426,0.0916218
-10.3445,0.863412,1.04594,2,3,0,10.462,0.630517
-7.7211,1,1.04594,1,1,0,9.50379,0.444257
-6.95458,1,1.04594,1,1,0,7.45664,0.335433
-7.79773,0.725139,1.04594,1,1,0,7.82286,0.452224
-7.76539,1,1.04594,1,1,0,8.16717,0.448898
-6.76612,0.670545,1.04594,2,3,0,9.20749,0.226738
-6.75603,1,1.04594,1,1,0,6.76417,0.234407
-6.74818,0.872286,1.04594,2,3,0,7.44831,0.247803
-6.86659,0.954233,1.04594,2,3,0,6.98753,0.313888
-7.24822,0.869988,1.04594,1,1,0,7.26234,0.386381
-6.77054,1,1.04594,1,3,0,7.08583,0.277129
-7.06678,0.907608,1.04594,1,3,0,7.21974,0.160019
-6.956,1,1.04594,1,1,0,7.0715,0.175688
-6.77022,1,1.04594,2,3,0,6.91663,0.276933
-6.75661,0.937539,1.04594,2,3,0,7.05514,0.233861
-9.3509,0.523905,1.04594,1,3,0,9.52364,0.574357
-7.37313,1,1.04594,1,1,0,8.67904,0.403541
-7.67611,0.962343,1.04594,2,3,0,7.8785,0.439438
-10.458,0.328218,1.04594,1,1,0,10.6469,0.636247
-11.788,0.618383,1.04594,1,1,0,13.0752,0.695374
-7.8981,1,1.04594,1,1,0,10.4618,0.46224
-7.26605,1,1.04594,2,3,0,7.70387,0.139067
-6.76149,0.998392,1.04594,1,3,0,7.18774,0.229871
-7.21501,0.884927,1.04594,1,3,0,7.29736,0.381494
-7.22994,0.994288,1.04594,1,1,0,7.39675,0.38371
-9.96619,0.632797,1.04594,2,3,0,10.023,0.610486
-6.87269,0.535513,1.04594,2,3,0,12.2954,0.191298
-6.79727,1,1.04594,2,3,0,6.85623,0.212203
-6.75159,0.834826,1.04594,2,3,0,7.80681,0.239546
-6.7657,0.995885,1.04594,1,1,0,6.76572,0.227
-6.86848,0.970351,1.04594,1,3,0,6.92013,0.314418
-6.81065,0.800956,1.04594,2,3,0,7.65665,0.295875
-8.11136,0.581744,1.04594,2,3,0,9.5378,0.08837
-6.94876,0.899733,1.04594,2,3,0,11.1095,0.176874
-7.02887,0.981696,1.04594,1,1,0,7.06292,0.164929
-7.35838,0.933669,1.04594,1,1,0,7.37119,0.13124
-7.34989,1,1.04594,1,1,0,7.49005,0.131922
-6.75385,0.965294,1.04594,1,3,0,7.36366,0.263653
-6.90582,0.961423,1.04594,1,3,0,6.90826,0.324178
-8.06152,0.644871,1.04594,1,1,0,8.06975,0.477662
-8.05606,0.438411,1.04594,1,3,0,10.7186,0.090711
-7.6107,1,1.04594,1,1,0,8.05488,0.113587
-9.16685,0.891614,1.04594,2,3,0,9.26093,0.562542
-7.17708,1,1.04594,2,3,0,8.43616,0.375711
-7.09375,1,1.04594,1,1,0,7.2587,0.362115
-7.86292,0.741164,1.04594,1,1,0,7.93395,0.45878
-7.34427,1,1.04594,1,1,0,7.83337,0.399729
-6.9994,1,1.04594,1,1,0,7.27211,0.344739
-7.17441,0.936711,1.04594,1,1,0,7.24393,0.375296
-7.7781,0.789452,1.04594,1,1,0,7.88529,0.450211
-6.98022,1,1.04594,2,3,0,7.80295,0.171885
-7.17257,0.95856,1.04594,1,1,0,7.19436,0.14806
-7.30851,0.973437,1.04594,1,1,0,7.3748,0.135353
-7.2403,1,1.04594,1,1,0,7.39076,0.141424
-7.37058,0.975415,1.04594,1,1,0,7.45036,0.13027
-6.98908,1,1.04594,1,1,0,7.29435,0.170555
-6.84193,0.918864,1.04594,2,3,0,7.90723,0.198605
-6.75162,0.995272,1.04594,1,3,0,6.84497,0.260706
-6.90998,0.968994,1.04594,2,3,0,6.94593,0.183725
-6.90998,0.403492,1.04594,1,3,0,11.1391,0.183725
-6.79462,0.884752,1.04594,2,3,0,7.6573,0.289387
-7.16626,0.939243,1.04594,2,3,0,7.16662,0.374019
-6.96261,1,1.04594,2,3,0,7.14475,0.337164
-6.79722,0.985685,1.04594,1,3,0,7.04014,0.212219
-7.44121,0.878395,1.04594,1,3,0,7.4895,0.124919
-7.3989,1,1.04594,1,1,0,7.56543,0.128074
-7.77041,0.939303,1.04594,1,1,0,7.82452,0.104428
-8.87104,0.870681,1.04594,2,3,0,9.80318,0.0632233
-8.10675,1,1.04594,1,1,0,8.83643,0.0885615
-6.7812,0.96599,1.04594,1,3,0,8.02355,0.21876
-7.01062,0.955012,1.04594,1,3,0,7.01425,0.167443
-6.75689,1,1.04594,2,3,0,6.97472,0.266888
-6.82389,0.988759,1.04594,2,3,0,6.83222,0.203539
-7.51364,0.848686,1.04594,2,3,0,7.99212,0.421023
-7.49081,1,1.04594,1,1,0,7.77829,0.418292
-6.83986,0.981536,1.04594,1,3,0,7.58227,0.19914
-6.76172,1,1.04594,1,3,0,6.81834,0.229702
-6.81699,0.984645,1.04594,1,1,0,6.817,0.205597
-7.11602,0.919095,1.04594,1,3,0,7.28302,0.365883
-7.11602,0.193159,1.04594,1,1,0,9.64115,0.365883
-7.3836,0.967455,1.04594,2,3,0,7.48935,0.404902
-7.36268,1,1.04594,1,1,0,7.59885,0.402169
-6.89128,0.956334,1.04594,1,3,0,7.5858,0.187379
-6.91917,0.993198,1.04594,1,1,0,6.95087,0.18202
-6.90363,1,1.04594,1,1,0,6.95284,0.184936
-7.01809,0.973308,1.04594,1,1,0,7.03711,0.1664
-7.01809,0.845706,1.04594,1,3,0,8.08165,0.1664
-7.01809,0.897766,1.04594,1,3,0,7.63417,0.1664
-6.93267,0.96854,1.04594,2,3,0,7.37823,0.179613
-9.83115,0.522476,1.04594,1,3,0,10.4076,0.602959
-7.41655,1,1.04594,2,3,0,8.98279,0.409124
-7.20146,1,1.04594,1,1,0,7.47559,0.379453
-8.81664,0.525987,1.04594,1,1,0,8.89489,0.53852
-6.87724,0.643993,1.04594,2,3,0,10.5545,0.190309
-7.26141,0.940842,1.04594,1,3,0,7.26155,0.139486
-6.76452,0.918148,1.04594,2,3,0,8.07318,0.227766
-6.74829,0.999798,1.04594,2,3,0,6.76539,0.252912
-6.7488,0.931766,1.04594,2,3,0,7.08012,0.254951
-6.75867,0.994286,1.04594,2,3,0,6.77684,0.232057
-7.43292,0.835801,1.04594,1,3,0,7.52396,0.411185
-6.94776,1,1.04594,2,3,0,7.28469,0.333939
-7.13563,0.977661,1.04594,2,3,0,7.18558,0.369115
-7.17325,0.985822,1.04594,1,1,0,7.30716,0.375115
-6.83344,1,1.04594,2,3,0,7.16106,0.200854
-6.74986,1,1.04594,1,3,0,6.81532,0.242469
-6.78892,0.987836,1.04594,2,3,0,6.82201,0.215436
-6.82634,0.970001,1.04594,2,3,0,6.99059,0.301502
-6.87361,0.844192,1.04594,2,3,0,7.52032,0.191096
-6.99227,0.971707,1.04594,1,1,0,7.00502,0.170084
-7.0882,0.949288,1.04594,1,3,0,7.48262,0.361158
-7.4177,0.960435,1.04594,2,3,0,7.5088,0.409269
-7.4169,0.709657,1.04594,1,3,0,8.66546,0.126714
-7.7824,0.940717,1.04594,1,1,0,7.8399,0.103789
-8.82795,0.872529,1.04594,1,1,0,8.83422,0.0643751
-7.73933,1,1.04594,1,1,0,8.68668,0.106113
-6.77937,0.988165,1.04594,1,3,0,7.63367,0.219607
-6.75604,1,1.04594,1,1,0,6.77287,0.234398
-6.75561,1,1.04594,1,1,0,6.75808,0.234811
-6.79048,0.995037,1.04594,2,3,0,6.79608,0.287548
-6.7693,1,1.04594,1,1,0,6.78763,0.276355
-6.92601,0.757682,1.04594,2,3,0,7.94577,0.180786
-7.30397,0.919324,1.04594,1,1,0,7.30486,0.135741
-7.80874,0.916066,1.04594,1,1,0,7.83234,0.102407
-7.41151,1,1.04594,1,1,0,7.79364,0.127119
-7.59176,0.969271,1.04594,1,1,0,7.68813,0.114763
-7.96592,0.944165,1.04594,1,1,0,8.04369,0.094728
-8.78037,0.90483,1.04594,1,1,0,8.81768,0.0656784
-8.19474,1,1.04594,1,1,0,8.80787,0.085002
-6.96314,1,1.04594,1,3,0,8.01564,0.174538
-7.10941,0.967666,1.04594,1,1,0,7.13492,0.154925
-7.10941,0.903561,1.04594,1,1,0,7.5379,0.154925
-7.13085,0.944037,1.04594,1,3,0,7.68213,0.368334
-6.78977,1,1.04594,2,3,0,7.01191,0.287224
-6.75024,0.999414,1.04594,2,3,0,6.79447,0.241743
-7.21566,0.767783,1.04594,2,3,0,7.97404,0.38159
-7.21566,0.459991,1.04594,1,1,0,8.46035,0.38159
-6.95466,1,1.04594,1,1,0,7.16603,0.335451
-6.93074,1,1.04594,1,1,0,7.00539,0.330104
-6.75283,0.903669,1.04594,2,3,0,7.30383,0.262394
-7.79517,0.742816,1.04594,1,3,0,8.18809,0.103115
-6.93231,0.889698,1.04594,2,3,0,8.25223,0.330464
-6.8708,1,1.04594,1,1,0,6.94416,0.315063
-6.8708,0.624869,1.04594,1,1,0,7.65164,0.315063
-9.04466,0.596029,1.04594,2,3,0,9.0617,0.058838
-6.94347,1,1.04594,2,3,0,8.4237,0.332987
-7.31819,0.81561,1.04594,2,3,0,7.89683,0.134535
-7.3551,0.993107,1.04594,1,1,0,7.4739,0.131503
-6.81989,0.936867,1.04594,2,3,0,7.56591,0.299259
-6.78271,0.986946,1.04594,2,3,0,6.90421,0.21808
-6.78803,0.998533,1.04594,1,1,0,6.79684,0.215802
-7.30766,0.899022,1.04594,1,3,0,7.34145,0.135425
-7.41135,0.980954,1.04594,1,1,0,7.50975,0.12713
-6.75351,0.961375,1.04594,1,3,0,7.42757,0.263247
-6.8892,0.900285,1.04594,2,3,0,7.20155,0.319983
-6.98784,0.965188,1.04594,1,1,0,7.02438,0.342417
-6.75992,0.98521,1.04594,2,3,0,7.07775,0.231059
-7.11171,0.922999,1.04594,1,3,0,7.1438,0.154662
-6.88076,1,1.04594,1,1,0,7.06114,0.189558
-7.17031,0.925046,1.04594,2,3,0,7.52602,0.148293
-7.18545,0.998971,1.04594,2,3,0,7.28188,0.146745
-7.24381,0.988383,1.04594,1,1,0,7.33139,0.141098
-8.0515,0.868834,1.04594,1,1,0,8.05189,0.0909081
-6.79441,0.908479,1.04594,2,3,0,9.08371,0.289297
-7.60706,0.80415,1.04594,1,3,0,7.60811,0.431816
-7.60706,0.184393,1.04594,1,1,0,10.3039,0.431816
-7.49301,1,1.04594,1,1,0,7.82751,0.418557
-8.11463,0.919766,1.04594,2,3,0,8.34245,0.482464
-7.35426,1,1.04594,2,3,0,7.97766,0.401058
-6.75528,0.797277,1.04594,2,3,0,8.19217,0.235141
-6.92718,0.954839,1.04594,2,3,0,7.03648,0.329282
-6.91653,1,1.04594,1,1,0,6.97933,0.326774
-6.91653,0.927323,1.04594,1,1,0,7.0848,0.326774
-6.76933,0.992723,1.04594,1,3,0,6.94262,0.224807
-6.90427,0.961752,1.04594,1,3,0,6.96753,0.323796
-7.59832,0.875981,1.04594,2,3,0,7.60705,0.114354
-7.30823,1,1.04594,1,1,0,7.60319,0.135377
-6.97253,1,1.04594,1,1,0,7.24191,0.173065
-7.43854,0.905555,1.04594,1,1,0,7.43912,0.125114
-7.81645,0.939508,1.04594,1,1,0,7.87442,0.102008
-7.18785,1,1.04594,1,1,0,7.70596,0.146503
-7.07041,1,1.04594,1,1,0,7.21423,0.159567
-6.96357,0.934712,1.04594,2,3,0,7.62986,0.337371
-7.07501,0.959799,1.04594,1,1,0,7.13693,0.358856
-7.07501,0.64465,1.04594,1,1,0,7.81153,0.358856
-7.58409,0.821807,1.04594,1,1,0,7.66013,0.429217
-7.12426,1,1.04594,1,1,0,7.50238,0.36725
-7.06819,1,1.04594,1,1,0,7.20957,0.357649
-6.75253,1,1.04594,1,3,0,6.97335,0.261992
-6.74805,0.943689,1.04594,2,3,0,7.01631,0.249126
-6.75394,0.988073,1.04594,2,3,0,6.80577,0.26376
-6.74802,0.959977,1.04594,2,3,0,6.94004,0.249993
-6.74841,0.999898,1.04594,1,3,0,6.74845,0.246548
-6.89802,0.94155,1.04594,2,3,0,7.05515,0.322236
-7.24534,0.879976,1.04594,1,1,0,7.26973,0.385962
-6.90065,1,1.04594,2,3,0,7.14367,0.322896
-6.90065,0.392548,1.04594,1,3,0,9.02188,0.322896
-7.27137,0.872162,1.04594,1,1,0,7.29559,0.389699
-7.31893,0.981738,1.04594,1,1,0,7.50395,0.396311
-6.8472,1,1.04594,2,3,0,7.15436,0.308218
-6.8472,0.650474,1.04594,1,3,0,8.44484,0.308218
-6.74946,0.969982,1.04594,2,3,0,6.97816,0.256736
-6.76447,0.991093,1.04594,2,3,0,6.79178,0.273118
-7.86981,0.800974,1.04594,2,3,0,7.95858,0.0993134
-8.23984,0.951066,1.04594,1,1,0,8.35147,0.0832565
-7.13939,0.849263,1.04594,2,3,0,9.15257,0.369727
-9.75988,0.353354,1.04594,1,1,0,9.79654,0.5989
-8.06614,1,1.04594,1,1,0,9.46228,0.478083
-7.1852,1,1.04594,2,3,0,7.90829,0.14677
-6.87721,1,1.04594,1,1,0,7.11373,0.190316
-8.48612,0.534953,1.04594,2,3,0,10.1874,0.513653
-8.48612,0.324321,1.04594,1,1,0,10.6991,0.513653
-6.74998,1,1.04594,1,3,0,7.94423,0.257886
-6.74998,0.266007,1.04594,1,3,0,10.4639,0.257886
-6.7492,0.982894,1.04594,2,3,0,6.83041,0.256101
-7.2884,0.862223,1.04594,1,3,0,7.44101,0.137086
-8.06859,0.875653,1.04594,1,1,0,8.07067,0.0901725
-7.13592,0.982322,1.04594,1,3,0,7.90178,0.151954
-6.78524,0.985977,1.04594,2,3,0,7.24999,0.216975
-7.44787,0.878811,1.04594,2,3,0,7.69763,0.124436
-7.14221,1,1.04594,1,1,0,7.41865,0.151268
-7.3597,0.957816,1.04594,1,1,0,7.40435,0.131134
-7.60117,0.958473,1.04594,1,1,0,7.67537,0.114176
-7.62122,0.996727,1.04594,1,1,0,7.79437,0.112944
-7.69019,0.989009,1.04594,1,1,0,7.85091,0.10887
-8.86926,0.897834,1.04594,2,3,0,8.87485,0.542271
-7.53664,1,1.04594,2,3,0,8.53805,0.423736
-7.2575,1,1.04594,1,1,0,7.58648,0.38772
-6.77881,0.952963,1.04594,2,3,0,7.54561,0.219869
-7.02178,0.934096,1.04594,1,3,0,7.11721,0.3491
-6.80256,1,1.04594,1,1,0,6.94884,0.292714
-6.76262,0.957254,1.04594,2,3,0,6.97192,0.271755
-6.78931,0.991339,1.04594,1,1,0,6.79113,0.28701
-6.82831,0.880102,1.04594,2,3,0,7.26977,0.30217
-6.81437,1,1.04594,1,1,0,6.84328,0.297265
-6.75151,0.99824,1.04594,1,3,0,6.81422,0.239658
-6.75151,0.670574,1.04594,2,3,0,8.45985,0.239658
-8.07675,0.785184,1.04594,2,3,0,8.25336,0.0898248
-7.7443,1,1.04594,1,1,0,8.13466,0.105841
-7.77171,0.995821,1.04594,1,1,0,7.9649,0.104358
-9.12825,0.888003,1.04594,2,3,0,9.139,0.559998
-7.57433,1,1.04594,1,1,0,8.71078,0.428102
-7.21228,1,1.04594,1,1,0,7.56863,0.381084
-7.85476,0.661445,1.04594,2,3,0,9.23922,0.100062
-7.65995,1,1.04594,1,1,0,7.95469,0.110625
-6.77725,0.991071,1.04594,1,3,0,7.55503,0.220622
-6.77924,0.811595,1.04594,2,3,0,7.94981,0.219666
-6.83326,0.985442,1.04594,1,1,0,6.83525,0.200902
-6.79009,0.898518,1.04594,2,3,0,7.44256,0.28737
-6.75656,0.974736,1.04594,2,3,0,6.89434,0.266565
-6.75184,0.994546,1.04594,2,3,0,6.78109,0.261031
-7.04988,0.865779,1.04594,2,3,0,7.45506,0.162159
-8.33271,0.850113,1.04594,1,3,0,8.39028,0.0798167
-7.98792,1,1.04594,2,3,0,8.41939,0.0937232
-7.6626,1,1.04594,1,1,0,8.03653,0.11047
-7.30815,1,1.04594,1,1,0,7.64519,0.135384
-8.23637,0.872937,1.04594,1,3,0,8.23638,0.0833887
-6.81049,0.8494,1.04594,2,3,0,9.09347,0.295813
-6.97474,0.944266,1.04594,1,1,0,6.98201,0.339724
-7.77188,0.737313,1.04594,1,1,0,7.80391,0.449569
-7.94069,0.978068,1.04594,2,3,0,8.31335,0.466359
-7.84629,1,1.04594,1,1,0,8.31188,0.457126
-6.98917,1,1.04594,2,3,0,7.89852,0.170541
-7.08928,0.977907,1.04594,1,1,0,7.12787,0.157278
-6.79545,1,1.04594,2,3,0,7.01542,0.289746
-7.04324,0.96081,1.04594,2,3,0,7.0563,0.16302
-7.62153,0.890506,1.04594,1,1,0,7.6219,0.112925
-7.69215,0.988755,1.04594,1,1,0,7.8524,0.108758
-6.78326,0.994128,1.04594,2,3,0,7.70012,0.217832
-6.81705,0.965794,1.04594,2,3,0,6.99967,0.298241
-8.03133,0.772858,1.04594,2,3,0,8.07609,0.0917875
-7.0492,0.865275,1.04594,2,3,0,8.73928,0.354224
-6.91484,1,1.04594,1,1,0,7.04279,0.326369
-6.75844,0.994765,1.04594,2,3,0,6.95246,0.232256
-6.77989,0.985946,1.04594,2,3,0,6.83981,0.282407
-7.064,0.906684,1.04594,1,1,0,7.06401,0.356901
-8.45076,0.580694,1.04594,1,1,0,8.49353,0.510846
-8.10911,1,1.04594,1,1,0,8.80672,0.48197
-7.3812,0.738669,1.04594,1,3,0,9.30155,0.129439
-7.0115,0.957173,1.04594,2,3,0,7.86016,0.347117
-7.61261,0.902344,1.04594,2,3,0,7.61265,0.11347
-9.63154,0.812588,1.04594,1,3,0,9.71637,0.0465348
-8.55001,1,1.04594,1,1,0,9.56345,0.0724954
-6.79831,0.931617,1.04594,2,3,0,9.48017,0.290965
-6.7708,0.993709,1.04594,1,3,0,6.83684,0.223971
-6.93256,0.973547,1.04594,2,3,0,6.98469,0.330522
-9.54975,0.649473,1.04594,2,3,0,9.55107,0.586567
-9.74558,0.92606,1.04594,1,1,0,10.829,0.598078
-7.40771,1,1.04594,2,3,0,8.92776,0.408001
-8.24924,0.877548,1.04594,2,3,0,8.43153,0.494223
-7.31334,1,1.04594,1,1,0,8.01839,0.395548
-6.7962,0.965577,1.04594,2,3,0,7.55373,0.2126
-7.25774,0.882331,1.04594,1,3,0,7.40922,0.387753
-8.57648,0.591181,1.04594,1,1,0,8.68313,0.520691
-6.75037,0.452066,1.04594,2,3,0,11.5499,0.258626
-6.85885,0.969252,1.04594,1,3,0,6.89141,0.194441
-6.80533,1,1.04594,1,1,0,6.85192,0.209355
-7.07897,0.963571,1.04594,2,3,0,7.15119,0.359551
-6.85419,1,1.04594,2,3,0,7.02873,0.195549
-8.591,0.712652,1.04594,1,3,0,8.89413,0.0712169
-8.65924,0.992791,1.04594,1,1,0,8.94461,0.0691532
-7.74175,1,1.04594,1,1,0,8.54935,0.10598
-6.77083,0.982035,1.04594,1,3,0,7.64744,0.223959
-6.81016,0.989185,1.04594,1,1,0,6.81175,0.20775
-6.75402,1,1.04594,2,3,0,6.80122,0.26386
-7.34843,0.760751,1.04594,2,3,0,8.10325,0.13204
-7.07094,1,1.04594,2,3,0,7.31596,0.159503
-7.07094,0.889382,1.04594,1,3,0,7.75513,0.159503
-7.14266,0.984814,1.04594,1,1,0,7.20402,0.15122
-8.92365,0.813742,1.04594,1,3,0,9.05898,0.0618524
-6.81205,0.923379,1.04594,1,3,0,8.93472,0.207144
-6.77949,1,1.04594,2,3,0,6.80709,0.219547
-6.83732,0.771163,1.04594,2,3,0,8.21711,0.199811
-6.87607,0.996715,1.04594,2,3,0,6.89271,0.190561
-7.00692,0.968993,1.04594,1,1,0,7.01866,0.167966
-7.00692,0.909472,1.04594,1,1,0,7.37057,0.167966
-7.12607,0.974178,1.04594,1,1,0,7.16456,0.153042
-7.12607,0.882608,1.04594,1,1,0,7.66326,0.153042
-6.78785,1,1.04594,2,3,0,7.04626,0.286333
-7.08938,0.948924,1.04594,2,3,0,7.11083,0.157267
-7.48634,0.908058,1.04594,2,3,0,8.07688,0.121711
-6.87295,1,1.04594,1,3,0,7.35867,0.191242
-6.82895,1,1.04594,2,3,0,6.87542,0.202093
-6.75164,0.970746,1.04594,2,3,0,7.04328,0.23947
-6.74999,1,1.04594,2,3,0,6.75149,0.242217
-7.52718,0.82212,1.04594,1,3,0,7.70287,0.118933
-8.10386,0.915052,1.04594,1,1,0,8.13964,0.0886822
-7.51854,1,1.04594,2,3,0,8.04728,0.119511
-6.79486,1,1.04594,2,3,0,7.34504,0.289493
-6.79486,0.874199,1.04594,1,1,0,7.04303,0.289493
-6.76609,0.977542,1.04594,2,3,0,6.90971,0.226757
-6.74884,0.988495,1.04594,2,3,0,6.83368,0.244971
-6.74826,1,1.04594,2,3,0,6.74868,0.247268
-7.09691,0.930521,1.04594,2,3,0,7.20087,0.156376
-7.20128,0.932293,1.04594,1,3,0,7.753,0.379425
-6.80827,1,1.04594,2,3,0,7.2655,0.208371
-7.88211,0.832378,1.04594,2,3,0,8.1772,0.0987077
-7.98622,0.985389,1.04594,1,1,0,8.17408,0.0938006
-7.07013,0.990127,1.04594,1,3,0,7.81906,0.159602
-6.75037,1,1.04594,2,3,0,7.0416,0.258634
-6.75037,0.712754,1.04594,1,3,0,7.63767,0.258634
-6.84764,0.949718,1.04594,2,3,0,7.00034,0.197155
-6.76043,0.867368,1.04594,2,3,0,7.66416,0.270025
-6.95346,0.940992,1.04594,1,3,0,7.04129,0.176101
-7.56958,0.913644,1.04594,1,3,0,7.57202,0.116166
-7.12609,0.943348,1.04594,1,3,0,8.2528,0.367553
-7.33022,0.766428,1.04594,1,3,0,8.1618,0.133531
-7.30641,0.916265,1.04594,1,3,0,8.17935,0.394596
-7.25531,1,1.04594,2,3,0,7.46507,0.387404
-7.25531,0.112503,1.04594,1,3,0,12.6734,0.387404
-6.98384,0.923392,1.04594,1,3,0,7.67059,0.171337
-7.05766,0.954333,1.04594,1,3,0,7.43444,0.355762
-7.10235,0.994475,1.04594,2,3,0,7.20601,0.363582
-7.10235,0.354253,1.04594,1,3,0,9.74645,0.363582
-6.79907,1,1.04594,2,3,0,7.12664,0.211546
-6.75478,0.872751,1.04594,2,3,0,7.53756,0.264713
-6.78628,0.986933,1.04594,2,3,0,6.82065,0.216529
-7.49231,0.862495,1.04594,1,3,0,7.56268,0.121297
-6.7484,0.971011,1.04594,1,3,0,7.45441,0.246591
-6.82983,0.978182,1.04594,1,3,0,6.84124,0.302679
-6.84539,0.994657,1.04594,1,1,0,6.87017,0.307661
-6.75355,1,1.04594,1,3,0,6.81647,0.2633
-6.74929,0.925416,1.04594,2,3,0,7.10393,0.243736
-7.48866,0.828655,1.04594,1,3,0,7.65799,0.12155
-6.79953,1,1.04594,1,3,0,7.37099,0.211379
-7.10473,0.918225,1.04594,1,3,0,7.24389,0.363986
-7.01474,0.905225,1.04594,1,3,0,7.57626,0.166866
-7.74593,0.832276,1.04594,1,3,0,8.27241,0.446871
-6.77082,1,1.04594,1,3,0,7.59512,0.223961
-7.11232,0.914377,1.04594,2,3,0,7.34287,0.365264
-8.21139,0.649463,1.04594,1,1,0,8.27693,0.490974
-8.85381,0.770715,1.04594,1,1,0,9.36604,0.541174
-6.85404,1,1.04594,1,3,0,8.096,0.310272
-6.83374,1,1.04594,1,1,0,6.87253,0.303971
-6.75249,0.997883,1.04594,1,3,0,6.83314,0.238307
-7.35842,0.728896,1.04594,2,3,0,8.43076,0.131236
-8.09992,0.930708,1.04594,2,3,0,8.10409,0.481143
-7.64573,0.60135,1.04594,1,3,0,9.86508,0.111467
-8.45743,0.891251,1.04594,1,1,0,8.47492,0.0754988
-7.7419,1,1.04594,1,1,0,8.39424,0.105972
-7.77188,0.995428,1.04594,1,1,0,7.96384,0.104349
-7.72692,1,1.04594,2,3,0,7.9497,0.106799
-7.75897,0.995082,1.04594,1,1,0,7.94796,0.105043
-6.79727,0.887692,1.04594,2,3,0,8.28485,0.290524
-6.79328,0.914946,1.04594,2,3,0,7.12873,0.288802
-7.47708,0.833061,1.04594,1,3,0,7.47758,0.416631
-8.2486,0.733618,1.04594,1,1,0,8.46133,0.494168
-7.19667,0.84639,1.04594,1,3,0,9.0245,0.145621
-7.89271,0.470935,1.04594,2,3,0,12.5132,0.0981903
-6.90159,1,1.04594,1,3,0,7.72964,0.185332
-7.44356,0.865017,1.04594,1,3,0,7.77495,0.412512
-6.83529,1,1.04594,1,1,0,7.22479,0.304474
-6.93088,0.989006,1.04594,2,3,0,6.94946,0.330138
-6.81349,0.727981,1.04594,2,3,0,8.0552,0.29694
-6.81349,0.751847,1.04594,1,3,0,7.83924,0.29694
-7.26851,0.849849,1.04594,1,1,0,7.27005,0.389292
-6.80097,1,1.04594,2,3,0,7.10283,0.292069
-6.8156,0.995074,1.04594,1,1,0,6.83069,0.297714
-6.8156,0.859521,1.04594,1,1,0,7.08999,0.297714
-7.426,0.802375,1.04594,1,1,0,7.42659,0.410316
-6.93835,0.93816,1.04594,1,3,0,7.73895,0.17863
-7.49439,0.955088,1.04594,2,3,0,7.59162,0.418723
-7.20871,0.810043,1.04594,1,3,0,8.34224,0.144435
-6.74954,0.997012,1.04594,2,3,0,7.20312,0.243164
-6.86939,0.970912,1.04594,1,3,0,6.88121,0.192029
