# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = surveyunbias_model
# start_datetime = 2023-01-12 09:07:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\surveyunbias\surveyunbias.data.R
# init = 2 (Default)
# random
#   seed = 2892334200 (Default)
# output
#   file = examples\surveyunbias\surveyunbiasMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias.1,bias.2
-8.19357,0.773288,0.950364,2,3,0,8.91682,0.960212,0.899498
-7.91048,1,0.950364,1,1,0,8.49415,0.939381,0.902293
-6.77349,1,0.950364,2,3,0,8.41454,0.748266,0.139979
-6.08975,0.785697,0.950364,2,3,0,8.93286,0.956637,0.514504
-5.57816,1,0.950364,2,3,0,6.1531,0.895722,0.61275
-6.67096,0.799538,0.950364,2,3,0,7.06588,0.822538,0.853698
-5.44343,0.922725,0.950364,1,3,0,7.83116,0.806452,0.358011
-5.446,0.989154,0.950364,2,7,0,5.53999,0.78291,0.641527
-6.45313,0.770135,0.950364,2,3,0,6.65462,0.92702,0.781108
-6.57014,0.94635,0.950364,2,3,0,8.15174,0.965966,0.319685
-5.8801,0.956643,0.950364,2,3,0,6.91277,0.853843,0.254368
-6.37342,0.94472,0.950364,2,3,0,6.82056,0.746779,0.820631
-8.76156,0.341075,0.950364,1,1,0,8.96335,0.318102,0.816572
-5.82651,0.992241,0.950364,1,3,0,10.0576,0.913729,0.330951
-5.67197,1,0.950364,1,1,0,5.8511,0.891819,0.339511
-6.40524,0.926759,0.950364,1,3,0,6.98833,0.965885,0.618589
-8.31821,0.786561,0.950364,2,3,0,9.10192,0.965694,0.89945
-7.49972,0.979745,0.950364,2,3,0,9.26646,0.410123,0.760626
-5.81219,1,0.950364,2,3,0,7.96089,0.93776,0.473092
-11.5837,0.202186,0.950364,2,3,0,15.7209,0.998544,0.0879607
-5.52863,0.849247,0.950364,3,7,0,10.6407,0.692013,0.386534
-5.45479,0.899853,0.950364,2,3,0,6.41339,0.887368,0.449394
-6.10255,0.885881,0.950364,1,3,0,6.2177,0.906916,0.251977
-6.30729,0.983326,0.950364,2,3,0,6.91431,0.964535,0.579381
-5.39012,1,0.950364,2,3,0,6.26063,0.875803,0.487805
-6.56581,0.8713,0.950364,2,3,0,6.77793,0.609666,0.202621
-5.94435,0.997712,0.950364,2,3,0,6.78046,0.946178,0.440641
-5.65486,1,0.950364,1,1,0,5.92632,0.917722,0.428627
-5.52796,1,0.950364,2,3,0,5.63926,0.656558,0.521362
-5.73108,0.788627,0.950364,2,3,0,6.34671,0.926074,0.575879
-5.99809,0.872009,0.950364,2,3,0,7.04742,0.760361,0.22812
-5.3204,0.882708,0.950364,2,3,0,6.31172,0.769106,0.562909
-6.52861,0.547251,0.950364,2,3,0,8.39154,0.97386,0.526821
-6.95432,0.889159,0.950364,2,7,0,7.6507,0.956439,0.796956
-8.98173,1,0.950364,2,3,0,10.7366,0.311758,0.833109
-7.06959,1,0.950364,1,1,0,8.79796,0.462936,0.753582
-5.786,1,0.950364,2,3,0,7.02315,0.92901,0.595075
-5.49146,0.952379,0.950364,1,3,0,6.26377,0.699266,0.397162
-5.42293,0.946468,0.950364,2,3,0,5.8658,0.878314,0.555749
-5.96783,0.879306,0.950364,2,3,0,6.21057,0.801016,0.770609
-6.67897,0.967455,0.950364,2,3,0,6.6834,0.789454,0.854993
-6.52439,0.715837,0.950364,2,7,0,9.67267,0.966043,0.334877
-5.62213,0.949019,0.950364,2,3,0,6.54633,0.695802,0.342607
-5.45201,0.993128,0.950364,2,3,0,5.7237,0.862017,0.386991
-5.77151,0.934401,0.950364,1,1,0,5.7742,0.890407,0.306737
-6.95428,0.852584,0.950364,2,3,0,7.38955,0.982355,0.405217
-5.76931,1,0.950364,2,3,0,7.08412,0.922265,0.380031
-7.56861,0.878348,0.950364,1,3,0,8.33158,0.991061,0.427271
-5.72325,0.977331,0.950364,2,3,0,7.29376,0.603133,0.522454
-6.60673,0.727067,0.950364,2,3,0,7.39863,0.874494,0.83811
-6.62615,0.932202,0.950364,2,7,0,7.63754,0.975516,0.425695
-5.46224,0.850215,0.950364,2,7,0,7.18626,0.840417,0.638235
-6.09483,0.933349,0.950364,2,3,0,6.14303,0.809901,0.210214
-5.92111,0.880173,0.950364,2,7,0,6.87499,0.71106,0.743805
-5.54617,1,0.950364,1,1,0,5.86794,0.723919,0.652103
-6.08784,0.852669,0.950364,1,1,0,6.10664,0.637569,0.735151
-6.08363,0.714261,0.950364,2,3,0,8.06712,0.926166,0.287531
-5.36373,0.950327,0.950364,2,3,0,6.1892,0.735056,0.437325
-5.31972,1,0.950364,1,1,0,5.3563,0.764574,0.442074
-5.66224,0.873446,0.950364,2,3,0,5.9032,0.770106,0.706645
-5.5661,1,0.950364,1,1,0,5.6819,0.777672,0.68195
-7.07974,0.619304,0.950364,2,3,0,7.95043,0.746765,0.117117
-8.01718,0.869398,0.950364,2,3,0,8.5226,0.938283,0.0913771
-8.12535,0.987419,0.950364,1,1,0,8.49576,0.949832,0.093961
-5.27985,0.968095,0.950364,2,3,0,8.7888,0.817643,0.495596
-6.22325,0.864328,0.950364,2,3,0,6.35519,0.914615,0.239555
-5.49576,1,0.950364,2,3,0,6.12183,0.793768,0.661567
-8.93479,0.431736,0.950364,2,3,0,9.2124,0.984777,0.892529
-6.82545,1,0.950364,2,3,0,9.3232,0.921796,0.166341
-7.36861,0.969973,0.950364,2,3,0,8.52326,0.888069,0.893468
-7.33552,0.980446,0.950364,2,3,0,8.67422,0.66333,0.887283
-6.56271,1,0.950364,1,1,0,7.25781,0.784215,0.844186
-6.046,0.954363,0.950364,2,7,0,6.89691,0.925025,0.294244
-6.32507,0.983282,0.950364,2,3,0,6.85004,0.965506,0.574653
-6.02656,0.984936,0.950364,2,3,0,6.4515,0.617993,0.295393
-8.68259,0.629861,0.950364,2,3,0,9.29019,0.536557,0.0715502
-8.48694,0.994457,0.950364,2,3,0,8.99637,0.967047,0.906725
-5.50276,0.929151,0.950364,3,7,0,8.41408,0.685417,0.412124
-5.95203,0.844562,0.950364,2,3,0,6.26834,0.938006,0.631223
-5.50003,0.968145,0.950364,2,3,0,6.35664,0.668828,0.459121
-5.63074,0.882337,0.950364,2,3,0,6.0819,0.869321,0.675503
-5.63074,0.599498,0.950364,1,3,0,8.35318,0.869321,0.675503
-5.28982,0.528807,0.950364,3,7,0,8.81521,0.825109,0.475839
-5.28982,0.61504,0.950364,1,3,0,7.60863,0.825109,0.475839
-5.75851,0.933783,0.950364,2,3,0,5.84617,0.73553,0.280714
-6.61501,0.763815,0.950364,2,3,0,7.08188,0.951121,0.758776
-6.84271,0.938733,0.950364,2,3,0,7.52634,0.442438,0.662796
-7.93224,0.522064,0.950364,2,3,0,8.64415,0.994039,0.459448
-6.88705,0.977675,0.950364,2,3,0,8.04876,0.452214,0.697213
-5.92394,1,0.950364,1,1,0,6.60208,0.686185,0.732226
-5.77087,0.982942,0.950364,2,3,0,6.1494,0.933028,0.453313
-5.34913,0.985906,0.950364,2,3,0,5.78764,0.835605,0.580599
-5.34614,0.986132,0.950364,2,3,0,5.4797,0.746612,0.437121
-7.3163,0.488854,0.950364,2,3,0,8.42723,0.988478,0.435194
-6.99984,0.963634,0.950364,2,3,0,7.76542,0.475098,0.755595
-8.21735,0.990211,0.950364,2,3,0,8.66559,0.943392,0.0847765
-6.01006,1,0.950364,2,3,0,8.01292,0.547674,0.433387
-7.62163,0.500986,0.950364,2,3,0,7.95329,0.991717,0.447499
-5.34019,0.933736,0.950364,2,3,0,8.15162,0.856841,0.473113
-6.64385,0.833736,0.950364,2,3,0,6.68121,0.706864,0.841493
-6.77317,0.853353,0.950364,2,7,0,7.46685,0.938453,0.191469
-7.22591,0.982307,0.950364,2,3,0,7.98653,0.699098,0.886515
-7.02015,1,0.950364,1,1,0,7.40921,0.737017,0.877732
-6.77168,0.90067,0.950364,2,3,0,7.58769,0.928076,0.178341
-6.13935,0.970575,0.950364,2,7,0,7.17797,0.933268,0.708842
-7.7814,0.760275,0.950364,2,3,0,8.57407,0.58912,0.102305
-7.7814,0.17714,0.950364,1,1,0,10.2569,0.58912,0.102305
-6.76197,0.646908,0.950364,2,7,0,9.43313,0.957954,0.236868
-6.69443,0.943493,0.950364,2,3,0,8.01279,0.819213,0.144044
-7.4957,0.922495,0.950364,1,1,0,7.52602,0.833163,0.0914948
-7.28554,0.862687,0.950364,3,7,0,9.324,0.363782,0.544539
-7.37432,1,0.950364,2,3,0,7.57937,0.988912,0.417474
-6.06207,0.996925,0.950364,2,3,0,8.25339,0.952264,0.579924
-6.16932,0.856892,0.950364,2,3,0,8.82772,0.885137,0.221219
-6.28797,0.993764,0.950364,2,3,0,6.42863,0.888533,0.205985
-6.346,0.798995,0.950364,2,3,0,9.50829,0.861866,0.186454
-6.346,0.920999,0.950364,1,1,0,6.86173,0.861866,0.186454
-5.69589,0.841437,0.950364,2,3,0,8.54918,0.832132,0.286244
-6.01674,0.884128,0.950364,2,3,0,6.37543,0.944223,0.375417
-5.79715,0.924305,0.950364,1,3,0,6.98067,0.847776,0.731302
-5.75329,0.970015,0.950364,2,3,0,6.3645,0.683587,0.689006
-6.2977,0.690871,0.950364,1,3,0,8.01398,0.885296,0.202719
-5.98747,0.953726,0.950364,2,3,0,7.11472,0.547958,0.457245
-5.95396,0.959254,0.950364,2,3,0,6.83333,0.943082,0.4005
-6.77841,0.910817,0.950364,2,3,0,7.13264,0.926318,0.175715
-5.57062,1,0.950364,2,3,0,6.52734,0.655551,0.573013
-5.57062,0.189823,0.950364,1,1,0,7.57489,0.655551,0.573013
-5.67136,0.956627,0.950364,2,3,0,6.14852,0.894458,0.344308
-5.37826,0.992088,0.950364,1,3,0,5.63565,0.869037,0.46239
-5.84784,0.905928,0.950364,1,3,0,6.00773,0.588209,0.410371
-5.43473,0.977881,0.950364,2,3,0,6.16982,0.881808,0.445874
-6.83941,0.713174,0.950364,1,3,0,7.32863,0.883959,0.143537
-5.95722,0.975108,0.950364,2,3,0,7.34881,0.94805,0.458597
-5.48202,0.955933,0.950364,2,3,0,6.01144,0.796532,0.656867
-5.43449,0.980561,0.950364,2,3,0,5.63009,0.885612,0.468725
-5.9729,0.895415,0.950364,2,3,0,6.27015,0.853648,0.237374
-6.44882,0.97475,0.950364,2,3,0,6.60369,0.651189,0.198065
-6.63487,0.990349,0.950364,2,7,0,6.67812,0.929544,0.803255
-5.52231,0.989864,0.950364,2,3,0,6.77044,0.781789,0.66904
-5.74033,0.938292,0.950364,2,3,0,5.93188,0.928174,0.433139
-5.98271,0.892338,0.950364,2,3,0,6.77657,0.614662,0.689395
-5.4851,1,0.950364,2,3,0,5.90714,0.896675,0.52823
-5.8159,0.947407,0.950364,2,3,0,6.01093,0.74324,0.734484
-6.52297,0.893923,0.950364,2,3,0,7.09109,0.881323,0.826723
-6.58051,0.95474,0.950364,2,3,0,7.42649,0.588993,0.212705
-5.63325,1,0.950364,2,3,0,6.36173,0.692501,0.341574
-5.50186,1,0.950364,1,1,0,5.63158,0.770819,0.340435
-5.78924,0.86811,0.950364,2,3,0,6.39461,0.8602,0.72371
-5.61648,1,0.950364,2,3,0,5.8655,0.790254,0.302189
-5.78393,0.89318,0.950364,2,3,0,6.10352,0.935516,0.520542
-8.76479,0.75376,0.950364,2,3,0,8.81354,0.454273,0.090079
-7.37297,1,0.950364,2,3,0,9.71395,0.92941,0.124757
-7.04039,0.979562,0.950364,2,3,0,8.50293,0.477295,0.234818
-6.67897,1,0.950364,2,3,0,7.53114,0.971272,0.668106
-7.97592,0.920499,0.950364,2,3,0,8.59421,0.991498,0.713303
-7.66846,1,0.950364,2,3,0,8.10344,0.991636,0.598054
-9.6367,0.872603,0.950364,2,3,0,10.3969,0.998113,0.248388
-8.36979,0.921025,0.950364,3,7,0,11.6323,0.957069,0.0879491
-6.53106,0.957339,0.950364,2,7,0,9.69413,0.973899,0.529314
-6.24192,0.904373,0.950364,1,3,0,8.21056,0.567051,0.703697
-5.97491,0.59612,0.950364,1,3,0,7.87767,0.947256,0.426855
-5.32681,0.918249,0.950364,1,3,0,6.178,0.794978,0.579965
-6.23782,0.848865,0.950364,2,3,0,6.44465,0.934708,0.728008
-5.56482,1,0.950364,2,3,0,6.27506,0.859302,0.337058
-6.67891,0.744178,0.950364,2,7,0,7.38243,0.977669,0.457963
-5.88492,0.846033,0.950364,2,7,0,7.64753,0.874368,0.735349
-5.79908,0.886372,0.950364,1,3,0,7.16617,0.869782,0.280104
-5.68435,1,0.950364,2,3,0,6.16378,0.860207,0.698186
-5.66096,0.962123,0.950364,2,3,0,6.23823,0.637739,0.595087
-7.34234,0.825383,0.950364,2,7,0,7.39477,0.903859,0.113291
-8.63215,0.96731,0.950364,2,3,0,9.78812,0.962476,0.919037
-6.29259,1,0.950364,2,3,0,8.58188,0.744034,0.189467
-6.02142,0.959406,0.950364,2,3,0,6.78964,0.880286,0.757459
-6.23044,0.965083,0.950364,2,3,0,6.68589,0.834123,0.194346
-6.30241,0.992801,0.950364,1,1,0,6.45644,0.80926,0.183205
-5.7675,1,0.950364,1,1,0,6.22012,0.800447,0.266319
-6.13651,0.790508,0.950364,2,7,0,7.51716,0.939171,0.690364
-8.08285,0.819073,0.950364,2,3,0,8.72687,0.978776,0.852267
-6.52914,0.881489,0.950364,1,3,0,10.4748,0.946254,0.243268
-5.99491,1,0.950364,2,3,0,6.90813,0.945484,0.604218
-6.26306,0.907109,0.950364,2,3,0,7.1682,0.61113,0.750152
-5.88984,0.807886,0.950364,2,3,0,6.97222,0.925317,0.658664
-7.966,0.772045,0.950364,2,7,0,8.40691,0.894012,0.0776213
-5.92471,1,0.950364,2,3,0,8.13022,0.564024,0.437672
-5.32481,1,0.950364,2,3,0,5.6831,0.755456,0.447554
-5.38879,0.993783,0.950364,2,3,0,5.3935,0.863369,0.568661
-6.26313,0.869395,0.950364,1,3,0,6.47778,0.963771,0.55578
-6.50859,0.942967,0.950364,2,3,0,7.08751,0.639148,0.804419
-5.38171,1,0.950364,2,3,0,6.38788,0.733359,0.576031
-6.78989,0.540114,0.950364,1,1,0,6.80008,0.432234,0.6083
-7.29977,1,0.950364,2,3,0,8.13501,0.938849,0.861585
-8.42229,0.974747,0.950364,2,3,0,8.70317,0.899363,0.938414
-6.06997,1,0.950364,2,3,0,8.72324,0.544072,0.597337
-7.21563,0.59308,0.950364,2,3,0,8.02406,0.985416,0.362859
-8.35885,0.934673,0.950364,2,7,0,8.68481,0.267553,0.511962
-7.55116,1,0.950364,2,7,0,7.5978,0.991288,0.492217
-6.77744,1,0.950364,2,3,0,7.59179,0.979338,0.571966
-5.34231,0.999524,0.950364,2,3,0,6.58455,0.835355,0.575527
-5.85746,0.843224,0.950364,2,3,0,6.24949,0.675521,0.289484
-5.85746,0.208194,0.950364,1,3,0,11.4619,0.675521,0.289484
-7.5924,0.740816,0.950364,3,7,0,8.30502,0.926005,0.892081
-5.89696,0.925909,0.950364,2,3,0,8.66888,0.567342,0.549111
-5.37232,0.993895,0.950364,1,3,0,5.97082,0.855444,0.42869
-5.57579,0.953756,0.950364,2,3,0,5.75487,0.786851,0.313804
-5.37234,0.872751,0.950364,2,3,0,6.62647,0.870698,0.493773
-5.46314,0.96242,0.950364,2,3,0,5.60855,0.79577,0.350135
-5.60206,0.955719,0.950364,2,3,0,5.92162,0.778209,0.307626
-6.31812,0.713382,0.950364,1,3,0,7.55224,0.959888,0.640981
-6.78341,0.685693,0.950364,1,3,0,9.06659,0.879324,0.146847
-5.5994,1,0.950364,2,3,0,7.01111,0.910281,0.429875
-8.55412,0.695715,0.950364,2,3,0,9.28812,0.50595,0.0842606
-10.5756,0.459837,0.950364,3,7,0,11.6959,0.994016,0.928824
-7.81741,1,0.950364,2,3,0,10.5529,0.988968,0.733807
-8.11665,0.974233,0.950364,2,3,0,8.42265,0.986004,0.81588
-9.48987,0.88105,0.950364,1,1,0,9.53058,0.990504,0.898805
-6.72826,0.759392,0.950364,2,3,0,11.1725,0.51823,0.246172
-5.43216,1,0.950364,2,3,0,7.02676,0.768242,0.631303
-5.4351,0.776578,0.950364,3,7,0,6.91417,0.817846,0.636659
-6.30723,0.712262,0.950364,1,3,0,7.50538,0.807226,0.182574
-5.82564,1,0.950364,1,1,0,6.25323,0.830003,0.257614
-6.16904,0.975226,0.950364,2,3,0,6.27666,0.671321,0.229958
-5.83868,1,0.950364,2,3,0,6.29334,0.886073,0.715279
-5.57038,0.969143,0.950364,2,3,0,6.26236,0.892318,0.617432
-5.40871,0.978649,0.950364,2,3,0,5.65524,0.781974,0.374921
-7.06045,0.252769,0.950364,3,7,0,9.99799,0.556628,0.828613
-5.38365,1,0.950364,1,3,0,6.74633,0.789678,0.614342
-6.12493,0.752897,0.950364,2,3,0,6.98861,0.919674,0.265726
-6.25097,0.975551,0.950364,2,3,0,6.80225,0.504643,0.429391
-5.62684,0.828834,0.950364,1,3,0,6.82693,0.917087,0.452578
-5.34445,0.995883,0.950364,2,3,0,5.66145,0.842734,0.568265
-5.34445,0.631298,0.950364,1,3,0,7.46065,0.842734,0.568265
-5.44493,0.958162,0.950364,2,3,0,5.58628,0.690279,0.45317
-5.85532,0.897318,0.950364,2,3,0,6.04804,0.611359,0.64247
-6.86102,0.909107,0.950364,2,3,0,7.22324,0.915325,0.84238
-7.34978,0.979253,0.950364,2,3,0,8.10166,0.776955,0.0986596
-7.33781,0.986007,0.950364,2,3,0,7.78176,0.888601,0.10856
-7.2209,0.983699,0.950364,2,7,0,7.63068,0.818216,0.894043
-6.17297,0.986235,0.950364,2,3,0,7.4939,0.879692,0.217365
-5.68868,1,0.950364,2,3,0,6.4562,0.634791,0.394566
-5.88621,0.976117,0.950364,2,3,0,5.91845,0.936533,0.607194
-5.60626,0.991021,0.950364,2,3,0,6.14797,0.89693,0.376348
-5.86221,0.783473,0.950364,2,3,0,7.41281,0.651471,0.307325
-5.4924,0.94142,0.950364,2,3,0,6.1163,0.890138,0.424797
-5.42704,0.973168,0.950364,2,3,0,5.77016,0.720616,0.59187
-5.39046,0.975499,0.950364,2,3,0,5.70152,0.872256,0.459052
-5.51771,0.966777,0.950364,2,3,0,5.72009,0.823263,0.333821
-5.35856,0.920116,0.950364,2,3,0,6.11476,0.809799,0.600467
-5.31635,0.871029,0.950364,2,3,0,6.30868,0.808146,0.570956
-5.36904,0.973337,0.950364,1,3,0,5.49718,0.841927,0.411606
-5.79071,0.852669,0.950364,2,3,0,6.42941,0.928588,0.600494
-6.62001,0.863969,0.950364,2,3,0,7.24571,0.952951,0.245799
-5.84487,0.988671,0.950364,2,3,0,7.21919,0.58825,0.58772
-5.54176,1,0.950364,2,3,0,5.80684,0.894373,0.4042
-5.42009,0.981085,0.950364,2,3,0,5.75859,0.812375,0.368651
-5.64153,0.831691,0.950364,2,3,0,6.38762,0.908587,0.606645
-5.64153,0.678736,0.950364,2,7,0,7.88541,0.908587,0.606645
-6.21586,0.896019,0.950364,2,3,0,6.52429,0.834211,0.80376
-5.97813,0.95448,0.950364,2,3,0,6.99148,0.89075,0.740978
-5.31543,0.9299,0.950364,2,3,0,6.78206,0.806351,0.429475
-5.58335,0.794817,0.950364,2,3,0,6.29923,0.713824,0.658262
-5.65372,0.929801,0.950364,2,3,0,6.14224,0.651427,0.382881
-6.18017,0.593151,0.950364,1,3,0,7.51389,0.948836,0.663025
-5.44827,0.927829,0.950364,2,3,0,6.41703,0.733511,0.382505
-5.43476,0.996952,0.950364,2,3,0,5.54229,0.887439,0.494355
-7.38938,0.699752,0.950364,2,3,0,8.19371,0.989638,0.473799
-5.70509,0.847822,0.950364,2,3,0,7.16049,0.704744,0.690282
-5.52463,0.958402,0.950364,2,3,0,6.21657,0.705206,0.372947
-6.04651,0.925325,0.950364,2,3,0,6.33319,0.876711,0.235871
-6.27675,0.955246,0.950364,2,3,0,6.68307,0.60818,0.750507
-6.24855,0.802873,0.950364,3,7,0,7.63634,0.910563,0.769586
-5.68345,0.901699,0.950364,2,3,0,7.63847,0.623991,0.575588
-6.79192,0.621081,0.950364,2,3,0,7.16382,0.98007,0.446209
-8.23285,0.802688,0.950364,2,3,0,8.8494,0.556644,0.913499
-5.96355,1,0.950364,2,3,0,8.02245,0.899953,0.271791
-7.66926,0.749462,0.950364,2,3,0,8.46113,0.987875,0.278857
-6.3542,1,0.950364,2,3,0,8.21829,0.922964,0.228699
-6.60319,0.9878,0.950364,2,3,0,6.73715,0.929564,0.20096
-5.40039,1,0.950364,2,3,0,6.49475,0.731719,0.412199
-5.5462,0.984832,0.950364,2,3,0,5.56625,0.693594,0.375842
-6.44452,0.724379,0.950364,2,3,0,6.67824,0.961933,0.329159
-7.54074,0.504845,0.950364,1,3,0,11.5591,0.73859,0.909122
-6.57437,1,0.950364,1,1,0,7.50308,0.709525,0.835126
-5.98314,0.795221,0.950364,2,3,0,7.38145,0.936557,0.650811
-7.61139,0.836803,0.950364,1,3,0,7.70141,0.979159,0.798814
-8.74127,0.909199,0.950364,1,1,0,8.7742,0.988347,0.860693
-5.81939,0.921089,0.950364,2,7,0,8.26608,0.787418,0.256314
-5.60881,0.937158,0.950364,2,3,0,6.42017,0.747518,0.314602
-6.07092,0.844596,0.950364,1,1,0,6.1135,0.612451,0.289723
-5.39827,0.991158,0.950364,2,3,0,6.19111,0.874058,0.456332
-5.39827,0.568029,0.950364,1,3,0,9.19135,0.874058,0.456332
-6.44633,0.759424,0.950364,1,3,0,6.97381,0.916465,0.793136
-6.26358,1,0.950364,2,3,0,7.11695,0.497191,0.467789
-6.69097,0.834303,0.950364,2,3,0,7.99791,0.965383,0.283785
-5.90791,1,0.950364,2,3,0,6.73657,0.585945,0.381583
-5.41891,1,0.950364,2,3,0,6.08631,0.883712,0.504173
-6.73414,0.742391,0.950364,1,3,0,7.18291,0.933287,0.189046
-6.85414,0.999987,0.950364,2,3,0,7.14563,0.95923,0.225837
-5.61279,0.78872,0.950364,3,7,0,9.66006,0.819758,0.695482
-5.54854,1,0.950364,1,1,0,5.64733,0.836967,0.671478
-6.49705,0.809626,0.950364,2,3,0,6.63108,0.956094,0.282586
-8.86057,0.910924,0.950364,2,3,0,9.49261,0.32381,0.834447
-8.61495,0.98041,0.950364,2,7,0,9.14545,0.993778,0.222283
-5.85256,0.939144,0.950364,2,7,0,8.36313,0.659974,0.302564
-7.95703,0.336388,0.950364,2,3,0,10.066,0.980865,0.169259
-7.33974,1,0.950364,2,3,0,8.04127,0.98212,0.270983
-6.71492,1,0.950364,2,3,0,7.21815,0.498945,0.728871
-6.88518,1,0.950364,2,3,0,7.08102,0.956494,0.212937
-6.16265,1,0.950364,2,3,0,7.0051,0.600489,0.720494
-6.42472,0.923222,0.950364,2,3,0,6.65435,0.946555,0.264156
-6.34425,0.934067,0.950364,2,7,0,7.31486,0.962371,0.629225
-5.29521,0.877031,0.950364,2,3,0,6.51588,0.79021,0.54881
-5.28147,0.984917,0.950364,2,3,0,5.40355,0.812221,0.476402
-5.28147,0.644365,0.950364,2,3,0,7.33036,0.812221,0.476402
-5.46549,0.966242,0.950364,2,3,0,5.51708,0.881036,0.584055
-7.17712,0.733128,0.950364,2,3,0,7.30537,0.986264,0.586984
-8.7964,0.699868,0.950364,2,3,0,9.78014,0.981016,0.896541
-6.35151,1,0.950364,2,7,0,8.3567,0.534143,0.311477
-5.70946,1,0.950364,2,3,0,6.23191,0.911629,0.630264
-8.71516,0.568561,0.950364,2,3,0,8.96012,0.766512,0.0473619
-6.03067,0.959545,0.950364,2,5,0,12.2201,0.579501,0.657648
-5.91901,0.925453,0.950364,2,7,0,6.64295,0.587931,0.372132
-5.53454,0.864236,0.950364,1,3,0,6.43544,0.904693,0.536458
-6.33482,0.889937,0.950364,1,3,0,6.40487,0.949555,0.705059
-6.87147,0.95345,0.950364,1,1,0,6.93512,0.97165,0.717774
-8.4007,0.86951,0.950364,3,7,0,9.26592,0.924294,0.0684578
-6.46863,1,0.950364,2,3,0,10.4609,0.937618,0.765745
-5.5946,1,0.950364,2,3,0,6.51494,0.914957,0.515403
-5.58208,0.94806,0.950364,2,3,0,6.08477,0.71794,0.33919
-6.87329,0.820449,0.950364,2,3,0,7.12114,0.813712,0.129294
-6.21857,0.9551,0.950364,2,3,0,7.30434,0.931323,0.268391
-6.52657,0.994213,0.950364,2,3,0,7.07414,0.966709,0.660006
-5.48468,0.938916,0.950364,2,3,0,6.63742,0.84446,0.644727
-6.1272,0.880689,0.950364,2,3,0,6.26647,0.924016,0.273079
-6.96058,0.906281,0.950364,2,7,0,7.45443,0.914126,0.852459
-6.38797,1,0.950364,2,3,0,7.32585,0.530746,0.306394
-7.15085,0.696935,0.950364,2,3,0,7.718,0.985782,0.408739
-6.73105,1,0.950364,1,1,0,7.16502,0.978134,0.42362
-5.75463,0.974079,0.950364,1,3,0,6.7054,0.932991,0.485539
-5.39536,0.978098,0.950364,2,3,0,6.01816,0.7366,0.589986
-5.7143,0.885215,0.950364,2,3,0,6.08392,0.800001,0.722127
-6.79839,0.892772,0.950364,2,3,0,6.94049,0.924929,0.172119
-6.23799,1,0.950364,2,3,0,7.10018,0.767817,0.807247
-5.55094,0.851189,0.950364,2,3,0,8.00182,0.878433,0.63552
-5.99804,0.835398,0.950364,2,7,0,6.87884,0.866435,0.238553
-6.28551,0.915188,0.950364,2,3,0,7.11137,0.901869,0.78389
-5.54267,1,0.950364,2,3,0,6.40747,0.898906,0.419844
-7.09492,0.673364,0.950364,1,3,0,8.04733,0.947136,0.832232
-6.79135,0.97838,0.950364,2,7,0,7.4064,0.688017,0.148958
-6.94039,0.997481,0.950364,2,7,0,6.99079,0.875693,0.867328
-6.56918,0.964344,0.950364,2,3,0,7.84472,0.500398,0.695881
-6.25191,1,0.950364,2,3,0,6.89294,0.94662,0.694889
-5.39759,0.988968,0.950364,2,3,0,6.31002,0.799005,0.622102
-5.5319,0.92672,0.950364,1,3,0,5.97984,0.804225,0.326367
-5.44628,0.946313,0.950364,2,3,0,6.06057,0.868029,0.600451
-5.55947,0.977282,0.950364,2,3,0,5.73833,0.716043,0.651234
-5.47415,0.783123,0.950364,2,3,0,6.30624,0.805518,0.3461
-6.0453,0.882958,0.950364,2,3,0,6.38993,0.941457,0.348194
-5.34365,1,0.950364,1,3,0,6.02978,0.860337,0.510059
-6.90761,0.708921,0.950364,2,3,0,7.37902,0.631027,0.154672
-5.72075,0.881082,0.950364,2,3,0,8.35154,0.928078,0.453422
-5.29471,0.981782,0.950364,1,3,0,5.71915,0.825768,0.533477
-5.28932,0.939935,0.950364,2,3,0,5.70282,0.824254,0.524755
-5.32202,0.896,0.950364,2,3,0,5.93211,0.821838,0.430061
-5.30395,0.997752,0.950364,2,3,0,5.35763,0.764953,0.461925
-5.48841,0.849108,0.950364,2,3,0,5.9654,0.765093,0.34715
-6.48743,0.863382,0.950364,2,3,0,6.52324,0.930118,0.781756
