# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = coinbias_model
# start_datetime = 2023-01-12 09:01:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\coinbias\coinbias.data.R
# init = 2 (Default)
# random
#   seed = 2891974704 (Default)
# output
#   file = examples\coinbias\coinbiasMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,bias
-10.2596,1,1.17623,2,3,0,11.1611,0.702965
-8.54924,1,1.17623,1,1,0,9.64784,0.545352
-11.1447,0.592208,1.17623,2,3,0,11.1902,0.750104
-8.87113,0.975839,1.17623,2,3,0,11.4699,0.257167
-8.23457,1,1.17623,1,1,0,8.63758,0.359226
-8.31808,0.982164,1.17623,2,3,0,8.37972,0.500077
-8.20373,0.964455,1.17623,2,3,0,8.44443,0.370747
-8.20373,0.804752,1.17623,1,1,0,8.55875,0.370747
-8.15272,0.924082,1.17623,2,3,0,8.39553,0.406833
-8.15272,0.17975,1.17623,1,3,0,11.3641,0.406833
-8.6599,0.864782,1.17623,1,3,0,8.66811,0.28055
-9.06813,0.959582,1.17623,2,3,0,9.27896,0.610552
-8.28451,1,1.17623,2,3,0,8.76382,0.491223
-8.18354,0.978148,1.17623,2,3,0,8.3614,0.453606
-8.16495,0.999345,1.17623,2,3,0,8.19255,0.392468
-8.17696,0.998371,1.17623,2,3,0,8.18209,0.384098
-8.64433,0.833739,1.17623,1,1,0,8.64433,0.282491
-8.77165,0.957311,1.17623,1,1,0,8.9387,0.267562
-8.35981,1,1.17623,1,1,0,8.66748,0.327252
-9.46029,0.800483,1.17623,2,3,0,9.46984,0.209533
-8.35543,1,1.17623,1,1,0,9.08697,0.328156
-8.57957,0.920817,1.17623,1,1,0,8.63758,0.290984
-8.57957,0.878377,1.17623,1,1,0,8.94619,0.290984
-8.62023,0.985772,1.17623,1,1,0,8.77722,0.28557
-8.18795,1,1.17623,1,1,0,8.45385,0.37803
-8.30953,0.97446,1.17623,2,3,0,8.31763,0.338344
-8.78173,0.841442,1.17623,1,1,0,8.80819,0.266464
-8.16548,0.981764,1.17623,2,3,0,8.58774,0.441571
-8.2403,0.968628,1.17623,1,1,0,8.2439,0.477648
-8.15258,0.769352,1.17623,2,3,0,8.85807,0.426255
-9.41079,0.677947,1.17623,1,3,0,9.42086,0.642374
-8.97717,1,1.17623,2,3,0,9.38723,0.247045
-9.29214,0.907419,1.17623,1,1,0,9.53514,0.221296
-8.46069,1,1.17623,1,1,0,9.05208,0.308784
-8.1571,0.984764,1.17623,2,3,0,8.42138,0.400166
-8.42352,0.926781,1.17623,1,3,0,8.43865,0.523192
-8.15133,0.992048,1.17623,2,3,0,8.3624,0.410268
-8.59637,0.878014,1.17623,1,3,0,8.60638,0.552698
-8.59637,0.458939,1.17623,1,1,0,9.84866,0.552698
-8.16523,0.994321,1.17623,2,3,0,8.47363,0.392244
-8.64633,0.873555,1.17623,1,3,0,8.67674,0.560053
-8.3857,1,1.17623,1,1,0,8.62081,0.515531
-8.18403,1,1.17623,1,1,0,8.30682,0.453881
-8.18403,0.737835,1.17623,1,3,0,8.93102,0.453881
-8.23337,0.985519,1.17623,2,3,0,8.26688,0.359626
-8.96797,0.761385,1.17623,1,1,0,8.9699,0.247889
-8.38797,0.944847,1.17623,2,3,0,9.4034,0.321675
-8.32277,0.71776,1.17623,2,3,0,9.44924,0.335257
-8.44287,0.985271,1.17623,2,3,0,8.49877,0.311771
-8.87286,0.850562,1.17623,2,3,0,9.28509,0.589243
-8.64054,1,1.17623,1,1,0,8.96824,0.559223
-8.64054,0.783198,1.17623,1,1,0,9.15565,0.559223
-9.03678,0.934591,1.17623,2,3,0,9.21912,0.607316
-8.6126,1,1.17623,2,3,0,9.1576,0.286565
-8.15034,0.992569,1.17623,1,3,0,8.44032,0.417581
-9.09756,0.630288,1.17623,2,3,0,9.66249,0.613532
-8.2268,1,1.17623,2,3,0,8.73636,0.472858
-10.1889,0.439237,1.17623,1,1,0,10.1892,0.698616
-8.65846,1,1.17623,1,1,0,9.69759,0.561779
-8.28533,1,1.17623,1,1,0,8.5395,0.491453
-8.31406,0.996653,1.17623,2,3,0,8.31545,0.337272
-8.26213,1,1.17623,1,1,0,8.33363,0.350705
-8.15579,0.954436,1.17623,2,3,0,8.38978,0.4316
-8.35931,0.916987,1.17623,1,1,0,8.35934,0.509807
-10.8563,0.518603,1.17623,2,3,0,11.7079,0.141094
-9.73475,1,1.17623,1,1,0,10.8747,0.192513
-8.15837,0.956473,1.17623,1,3,0,9.23262,0.434799
-8.26053,0.914827,1.17623,2,3,0,8.42043,0.351165
-10.127,0.58418,1.17623,2,3,0,10.3289,0.694723
-8.79742,1,1.17623,2,3,0,9.7796,0.580159
-8.28037,0.814285,1.17623,2,3,0,9.38016,0.345667
-8.19085,1,1.17623,1,1,0,8.25534,0.376591
-8.89046,0.824068,1.17623,1,3,0,8.89059,0.255255
-8.308,1,1.17623,1,1,0,8.69947,0.338708
-10.2303,0.580759,1.17623,1,3,0,10.236,0.166888
-8.25858,0.964805,1.17623,1,3,0,9.55719,0.351732
-8.34181,0.989622,1.17623,2,3,0,8.38715,0.505808
-9.9615,0.698767,1.17623,2,3,0,9.98663,0.683894
-8.273,0.892198,1.17623,2,3,0,10.4068,0.347653
-8.16585,0.973803,1.17623,2,3,0,8.36012,0.441877
-8.19875,0.986107,1.17623,1,1,0,8.20365,0.461321
-8.35195,0.965456,1.17623,2,3,0,8.36596,0.508146
-8.52143,0.929974,1.17623,1,1,0,8.59768,0.540802
-8.34919,1,1.17623,2,3,0,8.56859,0.329464
-8.37862,0.696051,1.17623,2,3,0,9.51473,0.323484
-8.36187,0.702474,1.17623,2,3,0,9.52906,0.326831
-8.36772,0.997794,1.17623,1,1,0,8.45019,0.325646
-8.36772,0.905157,1.17623,1,1,0,8.5991,0.325646
-8.27699,1,1.17623,2,3,0,8.35934,0.489093
-8.20611,0.996315,1.17623,2,3,0,8.31731,0.369752
-11.0879,0.411185,1.17623,1,3,0,11.2056,0.132939
-10.1944,1,1.17623,2,3,0,10.9723,0.698958
-8.26724,1,1.17623,1,3,0,9.59486,0.34925
-8.37116,0.960853,1.17623,1,1,0,8.40833,0.324959
-8.37116,0.666758,1.17623,1,1,0,9.15778,0.324959
-8.15518,0.860774,1.17623,2,3,0,8.78762,0.402679
-8.17169,0.99324,1.17623,1,1,0,8.17286,0.387469
-8.2578,0.966009,1.17623,1,1,0,8.26206,0.351961
-8.29266,0.986519,1.17623,1,1,0,8.33229,0.342484
-8.17686,1,1.17623,1,1,0,8.25131,0.384158
-8.23668,0.976256,1.17623,1,1,0,8.24374,0.358524
-8.71466,0.6251,1.17623,2,3,0,9.58606,0.569503
-10.2988,0.531863,1.17623,1,1,0,10.4376,0.705333
-8.83848,1,1.17623,1,1,0,9.90991,0.585171
-9.199,0.862322,1.17623,1,1,0,9.46342,0.623416
-9.45008,0.986704,1.17623,2,3,0,9.45734,0.210215
-9.00762,1,1.17623,1,1,0,9.54785,0.244296
-8.75821,1,1.17623,2,3,0,8.95734,0.575209
-9.04276,0.888593,1.17623,1,1,0,9.28035,0.607938
-8.16062,0.970074,1.17623,2,3,0,8.94557,0.39634
-8.42499,0.928103,1.17623,1,3,0,8.42504,0.314872
-8.21199,1,1.17623,1,1,0,8.35401,0.367381
-8.34043,0.917311,1.17623,2,3,0,8.52633,0.505485
-8.37102,0.996866,1.17623,2,3,0,8.37156,0.324986
-8.6408,0.923135,1.17623,2,3,0,8.88093,0.559259
-8.5445,1,1.17623,2,3,0,8.6021,0.295901
-8.22463,0.973435,1.17623,2,3,0,8.64864,0.362655
-8.68643,0.901889,1.17623,2,3,0,8.69271,0.277321
-9.51466,0.768642,1.17623,1,1,0,9.61106,0.205963
-8.32446,1,1.17623,1,1,0,9.10296,0.334873
-8.50025,0.978807,1.17623,2,3,0,8.55182,0.302482
-8.25625,1,1.17623,1,1,0,8.43136,0.352419
-8.30607,0.952285,1.17623,2,3,0,8.498,0.339171
-8.15899,0.9502,1.17623,2,3,0,8.45434,0.435486
-9.22425,0.7364,1.17623,1,3,0,9.3112,0.226393
-10.473,0.715006,1.17623,1,1,0,10.6395,0.156158
-9.73121,1,1.17623,2,3,0,10.6469,0.192718
-8.15411,0.962779,1.17623,1,3,0,9.18653,0.404314
-8.27624,0.956084,1.17623,2,3,0,8.31487,0.346773
-9.15338,0.651331,1.17623,2,3,0,9.82352,0.231957
-8.35826,1,1.17623,1,1,0,8.89525,0.327573
-8.44363,0.968597,1.17623,1,1,0,8.51583,0.311641
-8.15093,0.873259,1.17623,2,3,0,8.83947,0.411696
-8.18545,0.923432,1.17623,2,3,0,8.34788,0.454659
-8.42375,0.902969,1.17623,1,1,0,8.43103,0.523237
-8.2496,1,1.17623,1,1,0,8.38257,0.480741
-8.2494,0.589186,1.17623,2,3,0,9.7394,0.480676
-8.97369,0.734334,1.17623,1,1,0,8.99246,0.600602
-8.86841,1,1.17623,2,3,0,9.22654,0.588723
-8.29065,1,1.17623,1,1,0,8.65843,0.492921
-8.36829,0.967213,1.17623,1,1,0,8.42344,0.511793
-9.22343,0.752086,1.17623,2,3,0,9.64194,0.226456
-8.17888,0.957078,1.17623,2,3,0,9.15846,0.382957
-8.19583,0.997705,1.17623,2,3,0,8.20209,0.459944
-8.32401,0.555774,1.17623,2,3,0,9.78727,0.501547
-8.23895,1,1.17623,1,1,0,8.32041,0.477184
-8.77923,0.773764,1.17623,2,3,0,9.17283,0.266736
-9.8603,0.876167,1.17623,2,3,0,9.95301,0.185471
-9.11755,1,1.17623,1,1,0,9.86193,0.234873
-8.22658,1,1.17623,1,1,0,8.78834,0.361964
-8.22658,0.755155,1.17623,1,3,0,8.96434,0.361964
-8.50161,0.899881,1.17623,1,1,0,8.5149,0.302274
-8.19916,0.969525,1.17623,2,3,0,8.62778,0.461511
-8.34435,0.932441,1.17623,2,3,0,8.46833,0.330492
-8.19921,1,1.17623,1,1,0,8.29801,0.372704
-8.15399,1,1.17623,2,3,0,8.18094,0.404506
-8.25086,0.827737,1.17623,2,3,0,8.63549,0.481147
-8.22799,1,1.17623,1,1,0,8.2726,0.473296
-8.27956,0.978129,1.17623,1,1,0,8.30949,0.489829
-8.27142,1,1.17623,1,1,0,8.32717,0.487474
-8.86071,0.871426,1.17623,2,3,0,8.88994,0.587817
-8.86071,0.248913,1.17623,1,1,0,11.3133,0.587817
-8.27257,1,1.17623,1,1,0,8.63939,0.487813
-8.60434,0.927965,1.17623,2,3,0,8.6415,0.553901
-11.5585,0.512258,1.17623,2,3,0,12.242,0.118168
-8.22138,0.897946,1.17623,1,3,0,10.5489,0.363827
-9.47092,0.706272,1.17623,1,3,0,9.47398,0.208827
-9.32471,1,1.17623,1,1,0,9.80216,0.218925
-8.25485,0.948136,1.17623,2,3,0,9.47844,0.352834
-8.45188,0.965431,1.17623,2,3,0,8.47809,0.310248
-8.15251,0.905218,1.17623,2,3,0,8.75339,0.42611
-8.15246,1,1.17623,1,1,0,8.15339,0.426007
-8.15246,0.333383,1.17623,1,3,0,10.6932,0.426007
-8.15732,0.997141,1.17623,2,3,0,8.16311,0.433564
-8.25177,0.960642,1.17623,1,1,0,8.25253,0.481443
-8.56703,0.873584,1.17623,1,1,0,8.59668,0.548176
-8.31001,0.970101,1.17623,2,3,0,8.76401,0.33823
-8.31001,0.278675,1.17623,1,3,0,11.0517,0.33823
-8.31001,0.730917,1.17623,1,1,0,8.88581,0.33823
-8.31001,0.501801,1.17623,1,3,0,10.0648,0.33823
-8.31001,0.127711,1.17623,2,3,0,12.2778,0.33823
-9.54645,0.453367,1.17623,2,3,0,12.0037,0.653522
-8.18529,0.70485,1.17623,2,3,0,10.6356,0.379404
-8.15035,0.998599,1.17623,2,3,0,8.17722,0.415478
-8.43078,0.920797,1.17623,1,3,0,8.43494,0.524599
-8.16389,1,1.17623,1,1,0,8.31767,0.440226
-8.41369,0.898802,1.17623,1,1,0,8.4147,0.521255
-8.33088,1,1.17623,2,3,0,8.40108,0.33343
-8.33088,0.711715,1.17623,1,1,0,8.96762,0.33343
-8.37399,0.993762,1.17623,2,3,0,8.37572,0.513033
-8.27453,1,1.17623,2,3,0,8.39394,0.347236
-8.45923,0.932268,1.17623,1,1,0,8.4929,0.309025
-8.74617,0.954742,1.17623,2,3,0,8.93598,0.573653
-9.09,0.867138,1.17623,1,1,0,9.3185,0.612772
-8.86396,1,1.17623,2,3,0,9.01933,0.257885
-8.40762,1,1.17623,2,3,0,8.75749,0.317996
-8.1863,0.972451,1.17623,2,3,0,8.52321,0.45512
-8.15083,0.931849,1.17623,2,3,0,8.34463,0.412129
-9.23993,0.278281,1.17623,2,3,0,11.5277,0.627245
-11.0391,0.512649,1.17623,1,1,0,11.329,0.745088
-8.44474,1,1.17623,1,1,0,10.0206,0.527254
-8.16873,0.59151,1.17623,2,3,0,9.84588,0.444124
-8.31386,0.939906,1.17623,1,1,0,8.31726,0.499017
-8.21448,1,1.17623,1,1,0,8.29335,0.468106
-8.69243,0.467255,1.17623,2,3,0,10.7874,0.5665
-8.99204,0.966185,1.17623,2,3,0,9.04261,0.245694
-8.80369,0.634646,1.17623,2,3,0,11.1636,0.264108
-10.8509,0.556252,1.17623,1,1,0,10.8751,0.141291
-10.1558,1,1.17623,2,3,0,10.7895,0.696549
-8.32872,1,1.17623,1,1,0,9.41566,0.502694
-8.31761,1,1.17623,1,1,0,8.39469,0.499962
-8.21228,0.5849,1.17623,2,3,0,9.80006,0.467212
-8.15693,1,1.17623,2,3,0,8.18991,0.433083
-8.15693,0.537903,1.17623,1,3,0,9.6587,0.433083
-8.16349,0.998601,1.17623,2,3,0,8.16726,0.393706
-8.40389,0.689574,1.17623,2,3,0,9.1406,0.519288
-8.1579,0.746611,1.17623,2,3,0,9.10588,0.399218
-8.16825,0.995761,1.17623,1,1,0,8.1707,0.389902
-9.62884,0.659054,1.17623,1,3,0,9.66292,0.198797
-8.4686,1,1.17623,1,1,0,9.26838,0.307489
-8.57598,0.987341,1.17623,2,3,0,8.68527,0.291477
-8.34145,1,1.17623,2,3,0,8.5418,0.331114
-9.37345,0.566382,1.17623,2,3,0,10.3559,0.215464
-9.06025,1,1.17623,2,3,0,9.31685,0.609744
-9.06025,0.248317,1.17623,1,1,0,11.6729,0.609744
-8.73444,1,1.17623,2,3,0,9.05279,0.271716
-8.7091,1,1.17623,1,1,0,8.92974,0.274638
-8.55451,0.901699,1.17623,2,3,0,9.43317,0.294473
-8.55451,0.539213,1.17623,1,1,0,9.93368,0.294473
-8.35619,1,1.17623,1,1,0,8.54188,0.327999
-8.35619,0.812769,1.17623,1,1,0,8.76226,0.327999
-8.24923,1,1.17623,1,1,0,8.34522,0.354535
-8.39712,0.944678,1.17623,1,1,0,8.42461,0.319942
-8.18917,1,1.17623,1,1,0,8.32087,0.377416
-8.48554,0.890838,1.17623,1,1,0,8.48871,0.304776
-8.6003,0.985128,1.17623,2,3,0,8.61324,0.553292
-8.73727,0.986152,1.17623,2,3,0,8.74898,0.271394
-9.07467,0.895568,1.17623,1,1,0,9.24271,0.238459
-8.6748,1,1.17623,1,1,0,9.08365,0.278725
-8.93491,0.916571,1.17623,1,1,0,9.09385,0.250973
-8.1934,0.944364,1.17623,2,3,0,9.15285,0.458767
-8.61455,0.834952,1.17623,1,1,0,8.62143,0.555422
-9.16267,0.795916,1.17623,1,1,0,9.3254,0.619943
-10.6498,0.756068,1.17623,2,3,0,10.9424,0.725269
-8.29739,1,1.17623,1,3,0,9.93467,0.341297
-8.22879,1,1.17623,1,1,0,8.29623,0.361193
-8.2878,0.977115,1.17623,1,1,0,8.31425,0.343725
-8.19611,1,1.17623,1,1,0,8.26375,0.374101
-9.28778,0.737132,1.17623,1,3,0,9.29224,0.221617
-8.47049,1,1.17623,2,3,0,9.23022,0.531985
-8.77042,0.946976,1.17623,2,3,0,8.88909,0.576768
-8.15379,1,1.17623,1,3,0,8.50934,0.428549
-10.0353,0.465117,1.17623,2,3,0,11.2571,0.176312
-10.0788,0.989258,1.17623,1,1,0,10.6633,0.174142
-10.3732,0.931926,1.17623,1,1,0,10.9071,0.160444
-8.15458,0.953308,1.17623,2,3,0,10.0545,0.429847
-8.26982,0.894316,1.17623,2,3,0,8.47312,0.348531
-8.43628,0.903974,1.17623,2,3,0,8.70587,0.312901
-8.34446,1,1.17623,2,3,0,8.4187,0.506426
-9.02358,0.857178,1.17623,2,3,0,9.0763,0.605935
-8.4176,0.905808,1.17623,2,3,0,9.47199,0.316187
-8.28818,1,1.17623,2,3,0,8.41312,0.492242
-8.95457,0.752957,1.17623,1,1,0,8.98759,0.59851
-8.17704,0.661426,1.17623,2,3,0,10.1095,0.44978
-8.50073,0.870619,1.17623,1,1,0,8.50424,0.5373
-8.15855,0.994251,1.17623,2,3,0,8.40507,0.398485
-8.15855,0.207595,1.17623,1,3,0,11.1513,0.398485
-8.1566,1,1.17623,1,1,0,8.16019,0.400783
-9.38015,0.633466,1.17623,2,3,0,9.80899,0.214996
-8.36885,0.798093,1.17623,2,3,0,10.7092,0.325419
-8.22264,1,1.17623,2,3,0,8.33041,0.363369
-8.46911,0.798104,1.17623,2,3,0,8.91683,0.531738
-8.31598,1,1.17623,1,1,0,8.46541,0.499553
-8.31598,0.754525,1.17623,1,1,0,8.73988,0.499553
-8.77413,0.902151,1.17623,2,3,0,8.82377,0.577239
-8.77413,0.615185,1.17623,1,1,0,9.68211,0.577239
-9.3106,0.802319,1.17623,1,1,0,9.53684,0.633663
-8.86405,1,1.17623,2,3,0,9.33106,0.257877
-8.24322,1,1.17623,1,1,0,8.6388,0.35641
-8.31512,0.972391,1.17623,1,1,0,8.34599,0.337024
-8.38841,0.92848,1.17623,2,3,0,8.69029,0.321591
-8.19266,1,1.17623,1,1,0,8.31834,0.375716
-8.19266,0.793955,1.17623,1,3,0,8.71066,0.375716
-8.42606,0.764692,1.17623,2,3,0,8.95155,0.523685
-8.22392,0.542707,1.17623,2,3,0,10.1933,0.471784
-8.20425,1,1.17623,1,1,0,8.23711,0.463801
-8.20425,0.564235,1.17623,1,1,0,8.98272,0.463801
-8.26443,0.974561,1.17623,1,1,0,8.28395,0.485387
-8.24738,1,1.17623,1,1,0,8.29732,0.480016
-8.16418,0.704734,1.17623,2,3,0,9.10848,0.440479
-8.15286,0.998684,1.17623,2,3,0,8.16843,0.426842
-8.1539,0.999564,1.17623,1,1,0,8.15489,0.428743
-8.17353,0.876353,1.17623,2,3,0,8.46086,0.447514
-8.18678,0.755881,1.17623,2,3,0,8.85266,0.455375
-8.1586,0.817028,1.17623,2,3,0,8.65508,0.43505
-8.30493,0.627645,1.17623,2,3,0,9.35185,0.496726
-9.46526,0.613356,1.17623,1,1,0,9.49122,0.646934
-11.8926,0.424998,1.17623,1,1,0,12.1898,0.782011
-8.51714,1,1.17623,1,1,0,10.5901,0.540085
-8.2283,0.861019,1.17623,2,3,0,8.92479,0.36136
-9.21864,0.385779,1.17623,2,3,0,10.8158,0.625264
-9.7899,0.799498,1.17623,1,1,0,10.1842,0.671944
-8.43014,0.433613,1.17623,2,3,0,12.9522,0.524476
-8.19889,0.951221,1.17623,2,3,0,8.58295,0.461385
-8.19889,0.216364,1.17623,1,3,0,10.8279,0.461385
-8.31172,0.919622,1.17623,2,3,0,8.47885,0.498474
-8.41674,0.819757,1.17623,2,3,0,8.9451,0.521859
-10.3089,0.665665,1.17623,2,3,0,10.3459,0.705941
-8.69991,1,1.17623,2,3,0,9.79974,0.567517
-8.49821,1,1.17623,1,1,0,8.74997,0.536866
-8.49821,0.775324,1.17623,1,1,0,8.96387,0.536866
-8.18611,1,1.17623,1,1,0,8.37081,0.45502
-8.54385,0.810055,1.17623,2,3,0,8.85293,0.544483
-8.25282,1,1.17623,2,3,0,8.44985,0.481776
-8.35233,0.958177,1.17623,1,1,0,8.39038,0.508234
-9.92259,0.520626,1.17623,1,1,0,9.95166,0.681252
-8.1524,1,1.17623,1,3,0,9.1896,0.425869
-8.21854,0.972394,1.17623,1,1,0,8.21856,0.46972
-8.15061,1,1.17623,1,3,0,8.19019,0.420089
-8.34479,0.637124,1.17623,2,3,0,9.3025,0.506503
-8.35499,0.998544,1.17623,2,3,0,8.43746,0.508836
-8.54967,0.586357,1.17623,2,3,0,10.0101,0.545421
-8.3749,1,1.17623,1,1,0,8.56048,0.513229
-8.15039,1,1.17623,1,3,0,8.282,0.418399
-8.64691,0.862789,1.17623,1,3,0,8.65224,0.560137
-8.2976,0.905208,1.17623,2,3,0,8.99474,0.341244
-8.44704,0.945056,1.17623,1,1,0,8.49141,0.311063
-8.3281,1,1.17623,2,3,0,8.46028,0.334052
-8.15048,0.992818,1.17623,2,3,0,8.28678,0.414108
-8.76825,0.812357,1.17623,2,3,0,8.90215,0.267936
-8.16358,0.981877,1.17623,2,3,0,8.5796,0.439952
-8.82112,0.662867,1.17623,2,3,0,9.48715,0.262273
-10.32,0.644342,1.17623,1,1,0,10.3831,0.162799
-8.15364,0.929914,1.17623,2,3,0,10.5249,0.428293
-8.93558,0.797472,1.17623,1,3,0,8.98399,0.25091
-8.56763,1,1.17623,1,1,0,8.92225,0.292632
-8.56763,0.576668,1.17623,1,1,0,9.79525,0.292632
-9.27845,0.906354,1.17623,2,3,0,9.35605,0.222307
-8.89273,1,1.17623,1,1,0,9.36528,0.255032
-8.151,0.984253,1.17623,1,3,0,8.6279,0.421936
-8.15398,0.998537,1.17623,2,3,0,8.15631,0.428872
-8.33396,0.618471,1.17623,2,3,0,9.38642,0.503955
-8.59053,0.896002,1.17623,1,1,0,8.6552,0.551811
-8.17394,1,1.17623,2,3,0,8.41418,0.447789
-8.16217,1,1.17623,2,3,0,8.17719,0.394878
-8.71941,0.619609,1.17623,2,3,0,9.64358,0.273439
-8.41167,1,1.17623,1,1,0,8.6781,0.317257
-8.63098,0.923696,1.17623,1,1,0,8.70841,0.284185
-9.5393,0.747251,1.17623,1,1,0,9.61478,0.20438
-8.95704,1,1.17623,1,1,0,9.56009,0.248899
-8.1654,0.975134,1.17623,2,3,0,8.72209,0.441509
-8.4577,0.882571,1.17623,1,1,0,8.45873,0.529661
-9.49739,0.794845,1.17623,2,3,0,9.57693,0.64957
-8.52432,0.901888,1.17623,2,3,0,10.0567,0.298848
-9.4711,0.731656,1.17623,1,1,0,9.51925,0.208815
-9.4711,0.50566,1.17623,1,1,0,11.7824,0.208815
-10.2241,0.948858,1.17623,2,3,0,10.3892,0.700796
-9.40722,1,1.17623,2,3,0,10.2704,0.213122
-8.32393,1,1.17623,1,1,0,9.03298,0.334994
-8.17325,0.972829,1.17623,2,3,0,8.42602,0.447327
-8.17325,0.743199,1.17623,1,1,0,8.57126,0.447327
-8.15425,0.98619,1.17623,2,3,0,8.20832,0.404086
-8.22283,0.973991,1.17623,2,3,0,8.24916,0.363301
-8.84035,0.793076,1.17623,1,1,0,8.84289,0.260282
-9.19496,0.893405,1.17623,1,1,0,9.3916,0.228661
-8.29665,1,1.17623,2,3,0,9.0462,0.494543
-8.29665,0.567949,1.17623,1,1,0,9.09718,0.494543
-8.15853,1,1.17623,1,1,0,8.23852,0.434976
-8.36019,0.914259,1.17623,2,3,0,8.45812,0.510004
-8.33645,1,1.17623,2,3,0,8.42798,0.504547
-8.36602,0.996968,1.17623,2,3,0,8.36651,0.325988
-8.15863,1,1.17623,1,3,0,8.28274,0.398401
-8.60607,0.52234,1.17623,2,3,0,9.86465,0.554159
-8.43479,1,1.17623,2,3,0,8.60884,0.313158
-8.24357,1,1.17623,1,1,0,8.38421,0.3563
-9.07585,0.829031,1.17623,2,3,0,9.07741,0.238359
-8.512,0.703631,1.17623,2,3,0,10.7278,0.300691
-8.7177,0.97676,1.17623,2,3,0,8.78651,0.569909
-9.24356,0.80483,1.17623,1,1,0,9.44833,0.627581
-8.15045,0.873599,1.17623,2,3,0,9.62609,0.414394
-8.18284,0.989614,1.17623,2,3,0,8.18747,0.453213
-8.15306,0.964236,1.17623,2,3,0,8.26717,0.406147
-8.87131,0.762237,1.17623,2,3,0,9.10355,0.589062
-8.87131,0.420031,1.17623,1,1,0,10.4151,0.589062
-8.56503,1,1.17623,2,3,0,8.91895,0.292994
-10.3779,0.357549,1.17623,2,3,0,11.9769,0.710017
-10.8027,1,1.17623,2,3,0,10.8027,0.143077
-9.54005,1,1.17623,2,3,0,10.7151,0.204333
-10.6512,0.756055,1.17623,1,1,0,10.9021,0.148892
-9.04522,1,1.17623,1,1,0,10.3018,0.240987
-10.3017,0.793836,1.17623,2,3,0,11.052,0.705509
-8.34344,1,1.17623,1,1,0,9.5113,0.506189
-8.80938,0.866701,1.17623,2,3,0,9.05094,0.263506
-8.15092,0.880073,1.17623,2,3,0,9.31407,0.411738
-8.15092,0.365915,1.17623,1,3,0,10.0377,0.411738
-8.18746,0.988867,1.17623,2,3,0,8.19129,0.45574
-8.80325,0.345135,1.17623,2,3,0,11.1389,0.580882
-8.61724,1,1.17623,2,3,0,8.76338,0.285959
-8.1533,0.98465,1.17623,2,3,0,8.48341,0.427677
-8.18333,0.992518,1.17623,2,3,0,8.18374,0.453491
-8.71729,0.795732,1.17623,1,1,0,8.72028,0.569855
-8.15733,1,1.17623,1,3,0,8.50341,0.399879
-8.42355,0.926883,1.17623,1,3,0,8.43896,0.523198
-9.20534,0.794167,1.17623,2,3,0,9.55015,0.227853
-8.15109,0.978294,1.17623,1,3,0,8.82754,0.411072
-8.44411,0.74438,1.17623,2,3,0,9.00276,0.31156
-8.69101,0.968608,1.17623,2,3,0,8.83791,0.566305
-8.18473,1,1.17623,2,3,0,8.47788,0.454269
-8.70492,0.377262,1.17623,2,3,0,10.8809,0.568195
-10.4854,0.646253,1.17623,2,3,0,10.9537,0.155635
-9.84346,1,1.17623,2,3,0,10.7317,0.186392
-8.1597,0.951509,1.17623,2,3,0,9.49483,0.436239
-8.70638,0.845595,1.17623,1,3,0,8.70647,0.568392
-9.88445,0.782866,1.17623,2,3,0,10.0443,0.678624
-8.28475,1,1.17623,1,1,0,9.2268,0.491292
-9.3181,0.66354,1.17623,2,3,0,9.90111,0.219403
-8.56159,1,1.17623,1,1,0,9.13992,0.293475
-8.85784,0.903119,1.17623,1,1,0,8.97622,0.258502
-9.24472,0.885106,1.17623,1,1,0,9.44184,0.224833
-8.92853,1,1.17623,2,3,0,9.18344,0.595616
-8.87468,1,1.17623,1,1,0,9.20943,0.589456
-10.9625,0.447888,1.17623,1,1,0,11.1196,0.741357
-8.64223,1,1.17623,1,1,0,10.1285,0.559465
-8.93079,0.886081,1.17623,1,1,0,9.12073,0.595869
-8.16313,0.895012,1.17623,2,3,0,9.22332,0.439551
-8.1505,1,1.17623,1,3,0,8.15784,0.41935
-9.59674,0.666937,1.17623,2,3,0,9.68299,0.200769
-8.84641,1,1.17623,1,1,0,9.51217,0.259663
-8.94106,0.752222,1.17623,2,3,0,10.4099,0.250394
