# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-10-18 22:34:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../programs/STAN/clickgraph/clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 1276562338 (Default)
# output
#   file = clickgraph.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-26.2682,0.938327,0.00441821,9,511,0,28.9379,0.577341,0.735561,0.420722,0.336196,0.956195,0.999018,0.432375,0.299452
-25.895,0.773002,0.00441821,10,1023,0,29.2455,0.536118,0.8018,0.426756,0.389677,0.975199,0.996379,0.455597,0.635075
-27.7651,0.529444,0.00441821,10,1023,0,29.5951,0.144047,0.838526,0.245186,0.456963,0.985189,0.998786,0.553044,0.494093
-26.8517,0.961729,0.00441821,9,511,0,29.481,0.148266,0.737546,0.22704,0.523348,0.985084,0.997788,0.530797,0.490707
-27.0486,0.864538,0.00441821,10,1023,0,32.5217,0.961229,0.412074,0.694879,0.480374,0.00082585,0.0805315,0.561987,0.312481
-27.0235,0.999991,0.00441821,9,511,0,30.2822,0.938152,0.750455,0.68954,0.178878,0.00150062,0.0943762,0.454863,0.683514
-20.6898,1,0.00441821,9,1023,0,29.3768,0.24114,0.55131,0.453928,0.317895,0.132949,0.138078,0.715616,0.655032
-19.9079,0.686912,0.00441821,9,1023,0,25.9908,0.218187,0.222564,0.479091,0.353242,0.158769,0.721622,0.347742,0.557427
-20.416,0.499025,0.00441821,9,511,0,23.7241,0.576605,0.249032,0.330505,0.923439,0.139826,0.686979,0.624967,0.510879
-19.8037,0.916645,0.00441821,9,1023,0,23.371,0.279925,0.539981,0.346019,0.0985237,0.396231,0.83737,0.605524,0.541096
-20.8966,0.908648,0.00441821,9,511,0,21.9803,0.318769,0.678445,0.374307,0.0564266,0.392478,0.90718,0.688837,0.549358
-18.9109,0.711335,0.00441821,9,1023,0,22.9203,0.484593,0.640339,0.646316,0.196333,0.696065,0.436619,0.472049,0.498454
-22.9908,0.986118,0.00441821,9,511,0,23.5847,0.854955,0.941428,0.0291146,0.764408,0.264473,0.543203,0.618707,0.770038
-21.2016,0.842556,0.00441821,9,1023,0,26.2421,0.642286,0.920418,0.497962,0.469094,0.169797,0.851511,0.698283,0.246754
-24.1458,0.711138,0.00441821,9,511,0,26.4864,0.329392,0.903877,0.239213,0.0753863,0.169825,0.765758,0.677363,0.922892
-22.5054,0.460115,0.00441821,9,1023,0,31.0681,0.407677,0.779663,0.539618,0.0350193,0.83983,0.726478,0.500878,0.789043
-26.9329,0.589283,0.00441821,10,1023,0,30.0372,0.858295,0.993318,0.432436,0.918571,0.778214,0.198974,0.451801,0.186665
-24.6888,0.974919,0.00441821,8,255,0,27.8246,0.834723,0.99338,0.415347,0.909958,0.822609,0.282096,0.440237,0.40315
-22.8472,0.840395,0.00441821,10,1023,0,26.7301,0.946469,0.988128,0.637442,0.665164,0.543297,0.397611,0.48027,0.580066
-24.8823,0.999988,0.00441821,9,511,0,25.7878,0.913184,0.992667,0.633509,0.86317,0.743119,0.238229,0.676412,0.362781
-22.9616,0.473756,0.00441821,10,1023,0,28.9456,0.0727629,0.0105399,0.446989,0.410765,0.519966,0.516603,0.797745,0.547675
-22.8983,0.703114,0.00441821,9,1023,0,29.8311,0.273116,0.0263347,0.440338,0.84995,0.148792,0.728226,0.708687,0.389291
-25.5853,0.962938,0.00441821,9,511,0,30.1179,0.214345,0.0040733,0.529963,0.375191,0.698888,0.882708,0.300964,0.324863
-28.345,0.999989,0.00441821,9,511,0,31.0174,0.220722,0.00377076,0.521461,0.527499,0.673726,0.908553,0.159466,0.33175
-24.9243,0.659305,0.00441821,10,1023,0,35.3121,0.0519551,0.228973,0.97638,0.674422,0.868208,0.935301,0.689837,0.668688
-22.3503,0.95926,0.00441821,9,511,0,26.5443,0.11536,0.541874,0.973291,0.418567,0.276349,0.556686,0.444514,0.335312
-22.3676,1,0.00441821,9,511,0,23.9488,0.0911785,0.149089,0.948616,0.36309,0.399234,0.561504,0.439237,0.772147
-22.0563,0.754225,0.00441821,10,1023,0,26.1296,0.158675,0.567141,0.695499,0.978271,0.755093,0.43615,0.621308,0.752648
-23.9541,0.937235,0.00441821,9,511,0,27.122,0.0585338,0.391939,0.766237,0.275744,0.948124,0.245918,0.219771,0.547354
-21.554,0.966863,0.00441821,10,1023,0,26.1334,0.0911269,0.263094,0.517815,0.722793,0.0285442,0.62512,0.462343,0.649254
-22.5568,0.8479,0.00441821,10,1023,0,24.6305,0.134064,0.850636,0.107826,0.262,0.955594,0.592549,0.598275,0.657003
-19.605,0.73936,0.00441821,9,511,0,24.1722,0.341845,0.318931,0.530509,0.746421,0.136618,0.229118,0.606131,0.878966
-23.0685,0.482905,0.00441821,9,1023,0,25.6569,0.218211,0.456845,0.798413,0.346123,0.0248295,0.90657,0.671621,0.456186
-20.7975,0.995615,0.00441821,9,1023,0,26.802,0.724463,0.684442,0.141498,0.238575,0.912172,0.566078,0.515017,0.608486
-20.4392,0.913601,0.00441821,9,511,0,21.8042,0.708511,0.682523,0.164066,0.252677,0.898486,0.565248,0.526701,0.616609
-21.1815,0.657455,0.00441821,9,1023,0,22.9545,0.910164,0.531876,0.157503,0.392723,0.921057,0.599797,0.574889,0.639916
-21.7291,0.59772,0.00441821,10,1023,0,24.0579,0.264984,0.471962,0.829888,0.609801,0.0241406,0.408793,0.593644,0.851095
-20.5666,0.916947,0.00441821,9,511,0,23.4246,0.181079,0.608622,0.779371,0.253772,0.0942233,0.421383,0.337401,0.570973
-21.8667,0.508831,0.00441821,9,1023,0,24.0874,0.346232,0.9225,0.642054,0.429833,0.0185525,0.653535,0.486541,0.69057
-22.5595,0.874976,0.00441821,10,1023,0,25.4025,0.578754,0.0710511,0.573579,0.237499,0.968815,0.398644,0.418849,0.520336
-27.0342,0.999999,0.00441821,9,511,0,29.4796,0.492724,0.0159597,0.827087,0.934236,0.985795,0.928552,0.503979,0.414225
-24.2835,0.502645,0.00441821,10,1023,0,31.2645,0.456819,0.307047,0.962534,0.0100934,0.556465,0.299269,0.788334,0.428024
-22.9214,0.999973,0.00441821,9,511,0,24.8101,0.506907,0.346737,0.944442,0.0162748,0.6508,0.273037,0.722668,0.546816
-19.4754,0.974862,0.00441821,9,511,0,24.3721,0.190247,0.52013,0.685541,0.514781,0.38441,0.317359,0.349277,0.513143
-20.7867,0.603604,0.00441821,10,1023,0,24.533,0.806111,0.64533,0.268141,0.831034,0.828962,0.619478,0.751689,0.285081
-21.452,0.996653,0.00441821,10,1023,0,24.851,0.676068,0.343947,0.660905,0.229697,0.224054,0.0378391,0.486763,0.785079
-21.5252,0.744831,0.00441821,9,511,0,23.9277,0.607918,0.276051,0.700839,0.150712,0.242664,0.0517624,0.57165,0.905813
-24.2509,0.66046,0.00441821,10,1023,0,26.97,0.731986,0.792732,0.300109,0.496778,0.549767,0.949439,0.756414,0.0495147
-25.1712,0.999999,0.00441821,9,511,0,26.9856,0.401619,0.948974,0.523382,0.436298,0.857399,0.97768,0.79416,0.849658
-22.5966,0.902354,0.00441821,9,511,0,27.7875,0.637301,0.848535,0.496968,0.533368,0.636793,0.977601,0.821723,0.642467
-23.125,0.87326,0.00441821,10,1023,0,27.579,0.704687,0.113282,0.85992,0.285004,0.738749,0.942797,0.895728,0.276539
-22.8232,0.704944,0.00441821,10,1023,0,28.5917,0.906161,0.301046,0.472522,0.360416,0.595319,0.964263,0.668091,0.0207555
-23.7923,0.873785,0.00441821,9,511,0,26.536,0.733921,0.213512,0.21839,0.294389,0.422052,0.98357,0.464342,0.820424
-22.0568,1,0.00441821,8,255,0,24.2957,0.654424,0.20318,0.27162,0.375138,0.39752,0.966353,0.464934,0.734483
-21.3831,0.262341,0.00441821,10,1023,0,25.5335,0.444792,0.290404,0.529488,0.375777,0.269741,0.0339267,0.354732,0.483666
-22.7599,0.628961,0.00441821,9,511,0,24.7427,0.507931,0.265942,0.461228,0.347843,0.352326,0.0279848,0.288985,0.488275
-20.2335,0.75774,0.00441821,9,1023,0,27.6503,0.372491,0.418934,0.332792,0.330589,0.375141,0.858609,0.363635,0.380843
-24.7759,0.929836,0.00441821,9,511,0,26.2085,0.935855,0.729266,0.653449,0.0132083,0.713104,0.155368,0.793444,0.537982
-25.806,0.226518,0.00441821,10,1023,0,34.3401,0.943278,0.422963,0.832116,0.0189567,0.860994,0.078279,0.714265,0.135587
-22.0267,1,0.00441821,9,1023,0,29.6387,0.706237,0.194582,0.302567,0.0476595,0.961498,0.384416,0.572426,0.317706
-22.7132,0.86295,0.00441821,10,1023,0,25.5099,0.301242,0.537254,0.749685,0.993988,0.171887,0.705134,0.471173,0.5913
-25.7049,0.96376,0.00441821,10,1023,0,30.0755,0.147188,0.861269,0.626861,0.00450172,0.937213,0.22065,0.692045,0.300842
-27.6429,0.646286,0.00441821,10,1023,0,32.3508,0.133149,0.709634,0.100312,0.00865027,0.976706,0.912343,0.55101,0.717034
-25.2096,1,0.00441821,9,511,0,30.8575,0.48556,0.94822,0.0756828,0.0112147,0.765475,0.627347,0.599643,0.117226
-23.057,0.947932,0.00441821,9,1023,0,28.5274,0.394292,0.729445,0.643502,0.0290658,0.122234,0.8001,0.436436,0.86654
-23.6732,0.438329,0.00441821,9,1023,0,28.9622,0.828341,0.842167,0.865551,0.0604738,0.0877269,0.420791,0.2864,0.490886
-23.4046,0.440173,0.00441821,9,1023,0,28.5944,0.627601,0.859985,0.883779,0.132991,0.0358398,0.410094,0.333196,0.430314
-21.9551,0.746269,0.00441821,9,1023,0,25.9437,0.486268,0.931092,0.707106,0.14051,0.106132,0.370205,0.472873,0.380808
-20.4846,0.925618,0.00441821,10,1023,0,24.0837,0.573122,0.082646,0.215218,0.675494,0.274374,0.84184,0.547014,0.536758
-19.7966,0.961355,0.00441821,9,511,0,22.8174,0.593846,0.167376,0.300421,0.638929,0.269197,0.780838,0.486241,0.662448
-20.0788,0.304502,0.00441821,9,1023,0,23.1066,0.437741,0.433681,0.329198,0.739835,0.12475,0.552092,0.519694,0.203075
-23.5644,0.806997,0.00441821,9,1023,0,27.0474,0.72402,0.159265,0.402538,0.838055,0.0182762,0.7867,0.618182,0.163538
-23.8527,0.822523,0.00441821,9,511,0,26.4513,0.828757,0.146608,0.583366,0.599055,0.00944087,0.649062,0.687979,0.897712
-19.9895,0.510456,0.00441821,9,1023,0,28.5415,0.596406,0.108573,0.654578,0.317754,0.675878,0.897514,0.739432,0.306086
-20.6529,0.310554,0.00441821,10,1023,0,24.0004,0.497478,0.470114,0.416222,0.4629,0.0697755,0.768904,0.767169,0.728187
-19.1552,0.952475,0.00441821,9,511,0,22.2754,0.275504,0.420185,0.462663,0.885898,0.343399,0.540325,0.585072,0.558955
-19.48,0.736548,0.00441821,9,1023,0,22.1022,0.313318,0.457095,0.650296,0.631348,0.27799,0.0644959,0.551439,0.913281
-20.804,0.271582,0.00441821,9,1023,0,24.9268,0.880507,0.661734,0.111329,0.269959,0.625427,0.309089,0.451236,0.30457
-21.7346,0.999996,0.00441821,9,511,0,23.8407,0.965179,0.326764,0.586054,0.745247,0.220916,0.395906,0.713082,0.828108
-21.663,0.72736,0.00441821,10,1023,0,25.6316,0.968114,0.454484,0.603288,0.628324,0.41059,0.477592,0.721518,0.901589
-24.8141,0.876722,0.00441821,9,511,0,30.6443,0.960284,0.437256,0.608289,0.507599,0.610242,0.213439,0.524416,0.997168
-25.7788,0.834654,0.00441821,9,511,0,28.8482,0.863895,0.878221,0.217614,0.684987,0.0841238,0.492565,0.726313,0.996802
-24.9503,0.691734,0.00441821,10,1023,0,32.8322,0.752994,0.329108,0.142992,0.308811,0.658893,0.544566,0.493827,0.00102542
-26.3291,0.685369,0.00441821,9,511,0,27.9076,0.842924,0.484107,0.229884,0.18538,0.824127,0.641354,0.377305,0.00122547
-22.5728,0.548762,0.00441821,9,511,0,27.4858,0.646817,0.4074,0.622399,0.261744,0.655983,0.601639,0.640346,0.0015771
-24.0542,0.138992,0.00441821,8,511,0,29.1598,0.644093,0.400396,0.589831,0.298053,0.61552,0.59185,0.688814,0.00104707
-22.5176,0.475002,0.00441821,9,511,0,26.4797,0.612217,0.130237,0.550399,0.609583,0.618024,0.245673,0.454864,0.00683649
-23.7644,0.106842,0.00441821,9,511,0,25.2981,0.714325,0.0930922,0.708968,0.58214,0.552584,0.208213,0.487415,0.00589639
-22.753,0.628035,0.00441821,9,511,0,28.5847,0.590771,0.111582,0.556076,0.165562,0.143104,0.210899,0.557317,0.0285582
-22.5553,0.362314,0.00441821,9,511,0,28.0694,0.61552,0.121783,0.573104,0.25251,0.148201,0.2184,0.537158,0.0237551
-22.8468,0.265322,0.00441821,9,1023,0,30.2164,0.679724,0.0264247,0.140011,0.845528,0.250703,0.252737,0.37926,0.755455
-20.4284,0.648474,0.00441821,9,511,0,26.2809,0.611069,0.356581,0.782114,0.139459,0.687861,0.105527,0.683097,0.404127
-20.9498,0.867791,0.00441821,9,511,0,22.2752,0.677235,0.384293,0.583199,0.133522,0.491363,0.10403,0.643104,0.0991511
-25.7369,0.999994,0.00441821,9,1023,0,29.0646,0.350474,0.685463,0.571032,0.223552,0.980129,0.826542,0.811958,0.913973
-22.9835,0.994079,0.00441821,9,511,0,28.2793,0.22126,0.655363,0.264687,0.898735,0.978622,0.412481,0.688135,0.359499
-22.4527,0.934387,0.00441821,9,1023,0,29.1791,0.21508,0.872222,0.0322766,0.522461,0.462841,0.828901,0.718554,0.722973
-20.4142,0.823887,0.00441821,10,1023,0,24.6748,0.555663,0.145891,0.848221,0.547306,0.541019,0.834983,0.511968,0.725214
-21.5526,0.808138,0.00441821,9,1023,0,27.3461,0.310016,0.0389926,0.794449,0.286911,0.706525,0.821729,0.700462,0.662248
-23.4433,0.808654,0.00441821,9,511,0,24.5588,0.504722,0.0410796,0.865855,0.832964,0.588058,0.939848,0.748382,0.277921
-23.2292,0.473596,0.00441821,9,1023,0,27.9743,0.518501,0.123135,0.928105,0.817819,0.676206,0.939369,0.84337,0.437016
-24.9862,0.505113,0.00441821,9,1023,0,29.5533,0.0424427,0.316309,0.860724,0.0834173,0.602605,0.988239,0.58266,0.481679
-24.0923,0.999979,0.00441821,10,1023,0,29.2991,0.246361,0.665348,0.0562759,0.953847,0.553958,0.0530791,0.648541,0.831059
-24.2898,0.855106,0.00441821,10,1023,0,30.447,0.877888,0.441926,0.931415,0.0390051,0.153332,0.948126,0.654622,0.487428
-19.6948,0.999999,0.00441821,9,511,0,26.5809,0.656073,0.186153,0.734658,0.305518,0.158877,0.619485,0.463549,0.588128
-19.3322,0.797165,0.00441821,10,1023,0,22.0495,0.733217,0.635687,0.433695,0.76125,0.818429,0.538875,0.637316,0.31415
-18.6317,0.710556,0.00441821,9,511,0,22.9677,0.44289,0.39387,0.408632,0.336806,0.949841,0.581126,0.648738,0.225622
-19.8775,0.299615,0.00441821,9,1023,0,22.4775,0.711529,0.327727,0.618271,0.355868,0.833189,0.0755182,0.674388,0.442061
-18.5304,0.925027,0.00441821,9,511,0,21.7808,0.355762,0.619384,0.654775,0.310527,0.363221,0.344621,0.489023,0.620622
-18.1814,0.834965,0.00441821,9,767,0,25.1208,0.370969,0.433318,0.52005,0.413456,0.552614,0.370462,0.612049,0.745951
-23.8214,0.70842,0.00441821,9,511,0,25.4928,0.665542,0.361266,0.146889,0.886049,0.855394,0.558355,0.910377,0.468069
-20.2922,0.85256,0.00441821,9,511,0,25.3673,0.408893,0.693339,0.342135,0.480642,0.909519,0.898505,0.587578,0.419976
-21.2148,0.664123,0.00441821,10,1023,0,24.004,0.790092,0.334256,0.390289,0.301999,0.724112,0.288968,0.814555,0.190597
-20.5138,0.938855,0.00441821,9,511,0,25.9693,0.662902,0.626573,0.361149,0.0696304,0.760115,0.604205,0.719448,0.0672901
-19.1869,0.366502,0.00441821,9,1023,0,23.3111,0.708065,0.247129,0.354857,0.657227,0.760809,0.252093,0.511536,0.209415
-20.2744,0.719402,0.00441821,10,1023,0,25.1983,0.779498,0.20855,0.427991,0.721333,0.740021,0.288721,0.521771,0.122961
-20.9352,0.746106,0.00441821,9,511,0,26.1554,0.807425,0.18884,0.482231,0.682384,0.739954,0.258088,0.503239,0.0744415
-19.3842,0.99417,0.00441821,10,1023,0,22.283,0.613305,0.474804,0.188012,0.428129,0.699629,0.107912,0.543671,0.247538
-21.3715,0.636628,0.00441821,10,1023,0,28.3467,0.400338,0.75948,0.935204,0.36875,0.81338,0.515367,0.390023,0.331588
-23.0118,0.715892,0.00441821,10,1023,0,27.971,0.464679,0.783558,0.956796,0.976719,0.500675,0.705024,0.704914,0.644398
-25.1346,0.584876,0.00441821,10,1023,0,32.4654,0.554845,0.704433,0.980929,0.981909,0.352633,0.828108,0.721766,0.832878
-25.4976,0.92102,0.00441821,10,1023,0,31.8831,0.0999412,0.286546,0.728644,0.00433583,0.782056,0.869335,0.540607,0.24265
-26.0566,0.999994,0.00441821,9,511,0,28.8898,0.191037,0.0884983,0.735812,0.000662324,0.3605,0.833213,0.595388,0.31417
-26.1278,0.835031,0.00441821,10,1023,0,29.7362,0.742178,0.960224,0.266465,0.998064,0.689151,0.218894,0.629467,0.507765
-27.4413,0.674338,0.00441821,10,1023,0,31.6529,0.353574,0.143896,0.317697,0.000243298,0.314493,0.188533,0.548237,0.097681
-23.1913,0.911947,0.00441821,10,1023,0,30.6452,0.898253,0.931086,0.626784,0.0413511,0.549549,0.419627,0.51404,0.941701
-24.0882,0.872849,0.00441821,10,1023,0,27.2082,0.583723,0.989062,0.743174,0.0484737,0.391817,0.111117,0.620748,0.606357
-22.9991,1,0.00441821,10,1023,0,27.3758,0.396339,0.0651965,0.0558816,0.87388,0.427228,0.938216,0.554872,0.46341
-22.3583,0.680033,0.00441821,9,511,0,26.7206,0.280067,0.0861589,0.371364,0.837894,0.283501,0.972197,0.700926,0.5148
-22.8278,0.696936,0.00441821,9,511,0,24.3322,0.389462,0.0873206,0.430228,0.861571,0.238109,0.93895,0.788066,0.6126
-20.8098,0.817945,0.00441821,10,1023,0,25.6496,0.615954,0.846271,0.604668,0.346465,0.656148,0.0552767,0.448183,0.474911
-21.2591,0.569327,0.00441821,9,511,0,24.9039,0.546183,0.954684,0.540898,0.487495,0.559534,0.0757523,0.475164,0.408306
-23.2911,0.816858,0.00441821,10,1023,0,25.1682,0.38102,0.987264,0.13147,0.464986,0.849417,0.236916,0.662245,0.7734
-20.0526,0.375282,0.00441821,9,1023,0,24.5706,0.453388,0.932158,0.651877,0.501061,0.439114,0.308175,0.443895,0.435349
-19.0581,0.501993,0.00441821,9,1023,0,21.3283,0.403198,0.893159,0.538386,0.42835,0.446513,0.241192,0.461268,0.659583
-24.1002,0.501252,0.00441821,9,1023,0,26.6092,0.128486,0.605251,0.721638,0.510987,0.00436628,0.20561,0.697599,0.777586
-20.483,0.988677,0.00441821,9,511,0,25.4958,0.542779,0.402607,0.693642,0.265871,0.0406165,0.290715,0.630615,0.685145
-20.257,0.554183,0.00441821,9,1023,0,28.4389,0.563536,0.440549,0.594837,0.160174,0.137767,0.310559,0.665258,0.889333
-22.8937,0.963313,0.00441821,10,1023,0,26.6433,0.252834,0.573037,0.00815086,0.680649,0.709312,0.374259,0.438671,0.316596
-19.756,0.810795,0.00441821,10,1023,0,25.9149,0.650328,0.457527,0.45984,0.296358,0.276948,0.944411,0.72518,0.413168
-21.248,0.516354,0.00441821,10,1023,0,22.6034,0.756493,0.709329,0.212788,0.122094,0.361855,0.930756,0.73587,0.137962
-20.2157,0.63153,0.00441821,9,1023,0,24.2174,0.898073,0.781873,0.222103,0.282116,0.505133,0.678273,0.681306,0.466558
-19.4295,0.430098,0.00441821,9,1023,0,23.1237,0.741454,0.7967,0.469238,0.215053,0.435363,0.708804,0.595942,0.837159
-22.3394,0.760015,0.00441821,9,1023,0,25.3725,0.917285,0.34908,0.423832,0.438948,0.865817,0.914547,0.611255,0.918859
-21.3915,0.662365,0.00441821,9,1023,0,25.4839,0.967358,0.284531,0.560266,0.638491,0.414399,0.354751,0.538247,0.897633
-22.2371,0.999996,0.00441821,10,1023,0,25.2411,0.0447404,0.386263,0.461957,0.081327,0.155488,0.826558,0.660832,0.552555
-23.1147,0.932098,0.00441821,10,1023,0,26.0917,0.0395249,0.631763,0.581616,0.945497,0.882823,0.184365,0.46426,0.661093
-21.5625,0.996111,0.00441821,10,1023,0,24.8554,0.872133,0.526855,0.688699,0.0587079,0.133748,0.225313,0.571233,0.656394
-22.5563,0.894396,0.00441821,9,1023,0,25.3472,0.683081,0.666108,0.553074,0.00176115,0.687366,0.721818,0.592367,0.306937
-26.589,0.347573,0.00441821,10,1023,0,34.0684,0.312645,0.141192,0.411742,0.997641,0.739443,0.203887,0.23976,0.400209
-24.8036,0.918831,0.00441821,10,1023,0,28.9638,0.690424,0.486009,0.898385,0.012668,0.29436,0.234286,0.826214,0.642027
-24.7423,1,0.00441821,9,511,0,26.8103,0.691679,0.574117,0.805258,0.00439344,0.360351,0.326182,0.812025,0.693794
-25.6807,0.707215,0.00441821,10,1023,0,31.1894,0.973553,0.836721,0.0766223,0.0669297,0.803777,0.705565,0.433209,0.0906473
-21.7829,0.399697,0.00441821,9,1023,0,28.1332,0.882265,0.671854,0.106833,0.599796,0.618493,0.605606,0.758288,0.110859
-25.4767,0.320449,0.00441821,9,511,0,31.2782,0.862976,0.596262,0.0879202,0.859881,0.606493,0.788122,0.807709,0.0135235
-28.1054,0.915313,0.00441821,9,511,0,31.4516,0.925865,0.93855,0.542003,0.0975225,0.9935,0.951297,0.552597,0.742298
-24.6286,0.976974,0.00441821,9,511,0,28.3374,0.940346,0.935391,0.622499,0.237459,0.991985,0.715727,0.58006,0.192625
-23.5166,0.667404,0.00441821,10,1023,0,28.6621,0.913331,0.0869649,0.834875,0.603002,0.938992,0.960232,0.571853,0.402048
-20.8582,0.38159,0.00441821,10,1023,0,26.5245,0.649042,0.0654603,0.166415,0.130727,0.68219,0.860778,0.639769,0.103672
-19.7624,0.161585,0.00441821,10,1023,0,24.1323,0.44985,0.0557874,0.311506,0.392721,0.475028,0.863281,0.661509,0.0794107
-24.8554,0.329445,0.00441821,9,511,0,26.0461,0.52808,0.0303292,0.208766,0.984913,0.554731,0.266213,0.564001,0.852022
-24.4611,0.483282,0.00441821,10,1023,0,35.2799,0.62478,0.0143172,0.176032,0.979728,0.462354,0.428018,0.489582,0.891823
-20.5649,0.841316,0.00441821,9,511,0,27.4228,0.321329,0.701429,0.325069,0.28969,0.131414,0.302618,0.426982,0.345033
-22.1474,0.982931,0.00441821,9,511,0,23.7666,0.446421,0.859504,0.642502,0.881824,0.916457,0.843117,0.683703,0.753969
-23.1074,0.742733,0.00441821,10,1023,0,25.5531,0.48531,0.991664,0.33954,0.0654889,0.651848,0.650904,0.691249,0.19351
-22.2256,0.532249,0.00441821,9,511,0,24.9668,0.416589,0.99197,0.41215,0.151508,0.607519,0.75694,0.603888,0.265365
-21.6364,0.501334,0.00441821,9,511,0,26.5714,0.509927,0.961408,0.275165,0.74148,0.817277,0.275779,0.589253,0.35656
-21.9938,0.904428,0.00441821,10,1023,0,24.0234,0.469819,0.0488797,0.767533,0.750205,0.615634,0.73438,0.371275,0.705726
-19.6155,0.999996,0.00441821,9,511,0,24.2794,0.76259,0.244805,0.665232,0.583285,0.887149,0.705843,0.69375,0.172605
-22.9507,0.356405,0.00441821,9,1023,0,25.3365,0.351248,0.668746,0.996268,0.456885,0.314095,0.40948,0.618359,0.8235
-20.0469,0.810419,0.00441821,10,1023,0,26.532,0.916094,0.272367,0.760909,0.510967,0.545759,0.717726,0.495062,0.38328
-20.7602,0.491836,0.00441821,10,1023,0,26.7139,0.0746949,0.613247,0.230749,0.369657,0.758453,0.372393,0.624174,0.349965
-20.79,0.517776,0.00441821,10,1023,0,27.3075,0.0855717,0.564505,0.358972,0.429526,0.597391,0.133146,0.779944,0.63678
-26.3949,0.776795,0.00441821,9,511,0,27.7607,0.114251,0.567839,0.88203,0.666713,0.125446,0.0291401,0.130113,0.849759
-26.0468,0.999999,0.00441821,9,1023,0,28.6861,0.0933521,0.680405,0.778962,0.519283,0.07497,0.0806692,0.107177,0.404998
-24.9032,0.311473,0.00441821,9,1023,0,28.8483,0.0945956,0.516492,0.607697,0.251716,0.0512027,0.0690143,0.127035,0.537752
-25.5072,0.335765,0.00441821,9,511,0,28.0503,0.108515,0.665101,0.679637,0.156242,0.051136,0.0409811,0.120451,0.657416
-25.629,0.305424,0.00441821,10,1023,0,36.8711,0.0794,0.648037,0.698653,0.0810176,0.0437756,0.0387038,0.153491,0.86584
-24.2749,0.313105,0.00441821,10,1023,0,30.4939,0.915752,0.241326,0.412378,0.113758,0.940604,0.958866,0.897724,0.104448
-24.607,0.366448,0.00441821,10,1023,0,28.6787,0.199953,0.44642,0.984798,0.871762,0.104593,0.091033,0.248089,0.944661
-21.9454,0.257823,0.00441821,10,1023,0,29.8187,0.405082,0.114961,0.571642,0.529299,0.03534,0.062602,0.453859,0.764778
-21.9937,0.632985,0.00441821,10,1023,0,27.1104,0.261742,0.0765605,0.397193,0.688902,0.0351497,0.775246,0.603342,0.629731
-21.4842,0.797401,0.00441821,9,511,0,24.2542,0.177455,0.32341,0.381481,0.804102,0.0967339,0.860141,0.535159,0.409059
-20.5968,0.563989,0.00441821,9,1023,0,23.3045,0.654043,0.747339,0.621718,0.16761,0.795651,0.133569,0.568558,0.741409
-21.3234,0.92759,0.00441821,9,511,0,24.0858,0.626018,0.259111,0.375642,0.787082,0.587455,0.0523922,0.672852,0.910432
-22.4264,0.894986,0.00441821,9,511,0,24.3306,0.423326,0.600217,0.735532,0.976646,0.319462,0.0397822,0.325798,0.608896
-23.2158,0.454196,0.00441821,9,511,0,26.4786,0.408685,0.56036,0.785608,0.983918,0.349411,0.0384635,0.234351,0.741249
-24.0765,0.27521,0.00441821,9,1023,0,26.8133,0.415754,0.380617,0.83163,0.97888,0.303441,0.0387791,0.271413,0.86151
-23.4446,0.933566,0.00441821,9,1023,0,33.0728,0.516948,0.0784708,0.772376,0.746185,0.0180918,0.373112,0.639607,0.409115
-24.1421,0.984443,0.00441821,10,1023,0,31.6573,0.222378,0.8286,0.277159,0.808511,0.968717,0.716644,0.20159,0.545221
-21.5489,0.513247,0.00441821,9,1023,0,28.51,0.669926,0.61777,0.158281,0.868055,0.0531623,0.662805,0.680711,0.678583
-20.1141,0.827112,0.00441821,10,1023,0,25.6655,0.812859,0.679582,0.502885,0.765917,0.0885009,0.597012,0.611993,0.344118
-21.7413,0.999997,0.00441821,9,1023,0,24.239,0.814677,0.601934,0.25001,0.436257,0.92199,0.415768,0.681357,0.018303
-27.3675,0.875921,0.00441821,10,1023,0,29.2702,0.13257,0.0808924,0.635075,0.507725,0.969229,0.0215317,0.526287,0.951103
