# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf2_model
# start_datetime = 2023-07-05 12:15:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf2.data.r
# init = 2 (Default)
# random
#   seed = 757342305 (Default)
# output
#   file = examples\cf\cf2_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mean
-2149.04,0.93535,0.00352524,9,511,0,2151.45,-4.16841,-4.20218,4.73012,2.31327,-4.09383,24.3646
-2148.44,0.99699,0.00352524,10,1023,0,2149.55,-4.61986,-4.86838,-2.11685,-0.603942,0.43478,24.2045
-2148.38,0.955992,0.00352524,8,407,0,2149.81,-4.86913,-4.61766,-2.11867,-0.692608,0.276842,24.2282
-2148.5,0.999189,0.00352524,9,1023,0,2148.95,-3.50841,-6.17615,-1.79877,-2.05415,-1.09621,24.2672
-2150.24,0.957649,0.00352524,10,1023,0,2150.91,-4.16963,-7.31827,-7.17521,0.316684,-3.86531,24.3769
-2150.58,0.546021,0.00352524,9,511,0,2156.83,-6.60045,-3.89751,1.23547,0.578224,-2.46753,23.9721
-2150.09,0.928577,0.00352524,8,415,0,2154.02,-4.60961,-5.26454,2.8595,-0.686716,1.6999,24.0037
-2149.84,0.997108,0.00352524,8,339,0,2150.88,-5.74975,-4.05469,0.368313,-0.331159,1.36469,24.5562
-2148.57,0.999858,0.00352524,10,1023,0,2150.9,4.13272,2.45355,3.23103,3.43265,3.13894,24.3698
-2149.26,0.978473,0.00352524,8,507,0,2151.25,2.51738,4.71631,4.50229,3.34982,-2.84151,24.113
-2149.15,0.959557,0.00352524,10,1023,0,2150.58,5.19938,4.23047,-1.78624,0.0710744,2.60674,24.4756
-2149.24,0.951192,0.00352524,8,459,0,2151.64,4.08942,6.14865,-1.38676,-0.269241,-1.03763,24.4802
-2149.87,0.869398,0.00352524,8,295,0,2154.41,7.29397,4.224,-0.76126,1.26526,-5.71138,24.1351
-2149.62,0.980354,0.00352524,9,511,0,2150.58,6.03147,5.62298,-1.45211,2.50432,-6.04149,24.2368
-2150.2,0.999803,0.00352524,9,511,0,2150.54,7.54549,5.10234,-2.70965,2.76147,-6.75775,24.2593
-2148.91,0.991586,0.00352524,10,1023,0,2150.66,2.15112,5.21134,-1.85644,-4.65546,4.48065,24.3334
-2149.45,0.955881,0.00352524,10,1023,0,2151.49,-2.04359,-6.24155,-3.4053,-1.39515,6.70635,24.2125
-2148.36,0.994258,0.00352524,10,1023,0,2150.76,2.69774,2.37553,-4.02902,-4.46272,-0.0478632,24.3411
-2148.41,0.997763,0.00352524,10,1023,0,2149.59,-5.28227,-4.00836,-0.810833,-1.52204,1.80975,24.2171
-2148.77,0.998815,0.00352524,10,1023,0,2149.04,-3.29347,-4.54103,-1.27515,-5.29238,2.64592,24.3502
-2152.67,0.993388,0.00352524,9,511,0,2154.35,1.4512,-2.3241,-2.48773,-5.21631,14.7718,24.3758
-2150.03,0.969356,0.00352524,10,1023,0,2154.48,-7.3474,-1.44545,-4.43817,-3.05848,-0.13599,24.0583
-2150.88,0.985836,0.00352524,10,1023,0,2153.44,10.439,1.92812,0.878639,2.05873,2.57918,24.5157
-2151.49,0.942884,0.00352524,10,1023,0,2153.54,-7.06393,0.935366,6.89322,4.10429,2.89077,24.5752
-2151.5,0.896794,0.00352524,9,511,0,2155.42,-7.51441,-4.89294,9.77642,-0.910232,-3.44288,24.4258
-2149.85,0.564145,0.00352524,10,1023,0,2156.13,0.680491,4.66386,3.49731,7.2061,-4.24153,24.1342
-2150.34,0.977754,0.00352524,9,511,0,2151.91,0.366522,4.68093,3.32335,8.20351,-4.5218,24.457
-2149.41,0.993888,0.00352524,10,1023,0,2153.5,-7.79282,-0.407544,5.35614,3.9033,0.207417,24.29
-2149.4,0.995532,0.00352524,10,1023,0,2150.34,2.98993,-3.76297,-7.65031,-4.55694,0.708224,24.3192
-2149.52,0.994783,0.00352524,10,1023,0,2150.21,2.25179,-5.56015,-6.27625,-5.82169,0.291755,24.3099
-2150.54,0.988675,0.00352524,10,1023,0,2152.16,-4.81011,2.0045,-9.96426,-2.93222,4.63979,24.2154
-2151.17,0.964759,0.00352524,10,1023,0,2155.02,5.64992,-2.42914,-7.2283,-4.05841,8.76768,24.3786
-2152.62,0.806845,0.00352524,9,511,0,2153.34,5.69121,-2.06458,-8.16609,-3.41845,8.40019,24.5656
-2150.43,0.978876,0.00352524,9,511,0,2154.11,6.09368,2.24614,-1.55013,-5.66402,2.08962,24.5568
-2149.78,0.99764,0.00352524,10,1023,0,2151.24,3.09804,6.52158,-1.1196,-2.62864,1.38277,24.5299
-2150.32,0.947241,0.00352524,10,1023,0,2152.29,4.52676,1.52158,5.20509,3.1799,1.14147,24.581
-2151.32,0.953368,0.00352524,10,1023,0,2154.05,3.30353,7.44227,-8.84607,0.213736,1.35572,24.0508
-2150.38,0.752846,0.00352524,9,1023,0,2154.23,4.60066,6.86763,-8.63761,0.567488,-2.47303,24.2209
-2148.91,0.996791,0.00352524,10,1023,0,2151.33,3.42807,2.8999,-4.11728,-4.57912,-4.47153,24.323
-2150.18,0.977786,0.00352524,10,1023,0,2151.83,-2.96421,-4.09005,-2.45696,-7.63421,-6.69098,24.1898
-2150.2,0.979131,0.00352524,10,1023,0,2152.69,-5.94742,1.64042,-8.06409,-3.95616,1.98955,24.1361
-2149.81,0.895167,0.00352524,9,511,0,2151.19,-5.4215,-0.0155477,-5.90499,-3.96044,0.602145,24.0728
-2152.76,0.939314,0.00352524,9,1023,0,2154.86,7.35776,1.20527,-1.64341,-10.6319,-1.74484,24.5959
-2149.67,0.795048,0.00352524,9,1023,0,2155.18,-0.916584,2.16373,-7.87613,-4.0505,-5.58483,24.3342
-2151.66,0.902881,0.00352524,10,1023,0,2154.95,-7.1138,1.68741,-3.39691,-11.7353,-3.6138,24.246
-2149,0.999886,0.00352524,10,1023,0,2152.09,-0.798306,-4.15607,-7.00478,-3.32883,-2.37167,24.2639
-2148.56,0.997066,0.00352524,10,1023,0,2150.55,0.420105,4.12617,-4.45061,-5.02613,0.192564,24.2953
-2148.57,0.993198,0.00352524,10,1023,0,2149.24,6.37715,2.81373,-2.46784,-2.52489,0.149687,24.3243
-2148.71,0.984363,0.00352524,9,1023,0,2150.61,6.32386,2.52167,-1.54276,-4.17159,1.90617,24.2886
-2148.46,0.999806,0.00352524,8,511,0,2148.82,5.33816,3.02161,-1.77354,-3.64996,1.66832,24.2715
-2151.81,0.991341,0.00352524,9,1023,0,2152.9,3.93906,7.04216,0.494256,-12.2809,2.65408,24.3237
-2151.29,0.787532,0.00352524,10,1023,0,2157.18,-2.37007,7.43583,10.7178,4.09656,-2.04427,24.2382
-2150.51,0.884547,0.00352524,10,1023,0,2153.97,9.94653,1.55636,1.52312,7.16069,-2.07849,24.3085
-2152.04,0.571807,0.00352524,10,1023,0,2155.33,-1.75421,7.32594,6.821,5.13141,1.81165,23.9618
-2151.34,0.913671,0.00352524,9,511,0,2153.55,-0.983435,6.57662,5.44373,5.68028,0.136923,24.5912
-2153.12,0.892605,0.00352524,9,1023,0,2157.69,-1.83023,-11.8636,-1.53242,1.99202,5.9461,24.6066
-2149.31,0.997202,0.00352524,10,1023,0,2153.75,-3.53215,-2.40649,-2.05951,-5.50083,4.61425,24.4433
-2149.84,0.984456,0.00352524,10,1023,0,2152.36,-5.10577,-5.91141,5.60069,-0.664189,-2.00774,24.4547
-2149.1,0.970048,0.00352524,9,1023,0,2152.33,-6.38472,-3.22226,1.06114,3.99901,-0.676952,24.1398
-2148.76,0.999592,0.00352524,10,1023,0,2149.43,-5.88803,-3.9622,2.76714,0.630756,-0.904752,24.1702
-2148.89,0.999579,0.00352524,10,1023,0,2149.63,-1.78098,-6.88057,-3.31762,-3.13953,1.54339,24.2133
-2148.58,0.99987,0.00352524,9,767,0,2149.36,-6.1513,-2.88907,-1.76967,-3.47875,0.398639,24.3264
-2151.12,0.999404,0.00352524,9,511,0,2151.64,-7.74733,0.104779,-3.10067,-4.96389,9.65002,24.2296
-2149.01,0.985914,0.00352524,9,511,0,2152.3,-4.73212,0.0498068,-4.28774,-4.59999,4.78847,24.2763
-2149.11,0.999986,0.00352524,10,1023,0,2150.57,4.94055,2.31195,-6.07671,-2.76054,-3.92016,24.2771
-2152.38,0.998783,0.00352524,10,1023,0,2156.2,8.99666,-0.988393,12.4419,2.88968,-2.80012,24.2609
-2152.42,0.999133,0.00352524,9,511,0,2153.45,9.52942,-2.76784,11.6856,4.38754,-0.585567,24.3095
-2148.53,0.823184,0.00352524,9,571,0,2155.72,2.92053,1.76919,3.21008,5.33383,1.91114,24.2001
-2148.93,0.959203,0.00352524,8,299,0,2150.61,3.51616,1.41664,2.34067,7.07104,2.6916,24.2237
-2150.03,0.994452,0.00352524,10,1023,0,2151.52,-3.33868,-1.52037,1.93727,10.6457,-1.47135,24.2282
-2149.81,0.458572,0.00352524,9,511,0,2153.62,-2.68392,-1.6955,1.96626,9.46769,1.25731,24.4239
-2149.08,0.986192,0.00352524,10,1023,0,2150.81,0.0950847,-4.13257,4.90282,5.70604,-3.35632,24.2264
-2149.88,0.998456,0.00352524,10,1023,0,2150.75,2.23841,6.89283,1.37605,0.412053,8.35031,24.3463
-2150.81,0.96302,0.00352524,10,1023,0,2154.71,-3.47427,-6.50637,-10.1549,-0.375339,-2.01861,24.3978
-2149.73,0.97378,0.00352524,10,1023,0,2152.59,-2.98059,-9.28374,0.302827,-1.06263,-3.1864,24.1629
-2150.42,0.95823,0.00352524,10,1023,0,2151.33,-7.08386,1.00789,-6.65196,-4.62268,0.477591,24.0878
-2151.87,0.366733,0.00352524,9,511,0,2163.5,-9.96823,-1.76685,-4.53205,-0.774429,2.85092,23.9731
-2150.19,0.932488,0.00352524,9,627,0,2154.3,-5.41436,-3.83822,-0.966412,0.594455,4.35788,24.5649
-2149.91,0.999355,0.00352524,8,367,0,2150.64,-5.07911,-4.44203,0.410471,-0.579126,1.67486,23.9987
-2148.46,0.911319,0.00352524,6,79,0,2152.54,-5.00999,-4.63367,0.522799,-0.834846,1.58917,24.3673
-2149.7,0.977974,0.00352524,9,1023,0,2153.55,-6.56312,-2.0531,-7.57888,-1.1829,1.74268,24.1825
-2153.27,0.863047,0.00352524,9,511,0,2155.88,-0.169145,-12.3346,-2.95821,-6.30627,3.82884,24.5705
-2149.21,0.418416,0.00352524,9,511,0,2158.41,-6.61793,-3.31168,2.38368,0.220014,1.66427,24.1051
-2149.06,0.999384,0.00352524,10,1023,0,2151.25,-4.60399,0.00236358,-3.90821,-5.62903,2.17582,24.1644
-2149.19,0.999725,0.00352524,10,1023,0,2150.31,-1.27832,1.51595,-6.3286,-4.91928,-4.94378,24.2505
-2149.17,0.875326,0.00352524,8,399,0,2151.68,0.364888,0.444714,-4.97784,-4.57922,1.11321,24.0701
-2148.77,0.975354,0.00352524,7,215,0,2150.56,1.36596,-0.500201,-5.21923,-4.49494,1.36071,24.1375
-2148.52,0.901353,0.00352524,8,335,0,2151.04,0.246912,0.720699,-5.85294,-3.56401,3.19687,24.2348
-2148.99,0.991377,0.00352524,10,1023,0,2149.61,3.44756,2.8751,-3.42515,-2.41749,6.17923,24.3716
-2148.38,0.998674,0.00352524,10,1023,0,2150.05,4.72635,5.29855,0.767591,0.271064,-1.00419,24.2467
-2151.18,0.90127,0.00352524,10,1023,0,2153.98,0.367267,3.22223,4.62544,2.43108,11.72,24.1483
-2149.19,0.984515,0.00352524,9,1023,0,2152.02,0.196125,2.29942,3.22269,5.67413,5.66293,24.3999
-2149.9,0.982767,0.00352524,10,1023,0,2150.81,-4.31115,-6.84226,3.03681,0.0985461,-5.35364,24.4436
-2151.03,0.978569,0.00352524,10,1023,0,2154.53,7.42525,3.61099,5.93975,-1.52208,6.69828,24.47
-2152.6,0.901861,0.00352524,10,1023,0,2155.92,7.28344,7.96498,-2.84857,9.44766,-6.87195,24.2281
-2150.32,0.998513,0.00352524,10,1023,0,2153.23,3.84037,9.39864,-1.51791,4.96508,-4.22636,24.3313
-2149.21,0.739009,0.00352524,10,1023,0,2152.19,6.90833,3.72577,-0.259998,-5.02969,-2.76973,24.2769
-2149.41,0.872784,0.00352524,10,1023,0,2150.91,-5.23927,-1.82616,-6.12979,-2.05017,2.31179,24.4467
-2149.6,0.981622,0.00352524,9,1023,0,2151.98,-3.46241,-4.86848,-7.07166,-0.644889,3.00411,24.4212
-2149.39,0.922472,0.00352524,9,1023,0,2152.32,-3.48683,-5.22841,-6.37955,-1.16961,-1.54867,24.1435
-2150.31,0.961996,0.00352524,10,1023,0,2153.02,4.97167,0.760148,-4.23909,-6.05504,-5.36679,24.0803
-2152.67,0.975419,0.00352524,10,1023,0,2155.02,4.02748,6.06955,1.77631,-6.34157,10.8726,24.053
-2150.18,0.984749,0.00352524,10,1023,0,2157.72,5.8275,5.68605,8.0853,-0.718604,-3.08085,24.2445
-2150.29,0.999484,0.00352524,10,1023,0,2153.2,0.16974,5.48589,-5.98614,-5.14727,-7.4749,24.2685
-2151.47,0.964,0.00352524,10,1023,0,2152.38,8.85612,0.588926,-2.45179,-3.54979,10.4098,24.3288
-2149.27,0.946247,0.00352524,10,1023,0,2153.22,1.15064,4.42132,-2.02253,-7.65639,3.68964,24.2623
-2151.63,0.918664,0.00352524,8,511,0,2154.76,0.696892,5.1363,-1.22878,-11.1069,6.92944,24.1568
-2151.17,0.986605,0.00352524,9,511,0,2152.81,-1.51715,7.52531,-3.35469,-8.60395,6.87264,24.3192
-2148.63,0.986856,0.00352524,10,1023,0,2152.16,3.89831,6.40605,0.365377,-2.69908,0.253797,24.2404
-2148.54,0.995282,0.00352524,9,1023,0,2149.9,4.83101,3.82957,-3.90292,-1.81328,-1.23786,24.3399
-2148.5,0.998328,0.00352524,10,1023,0,2152.92,4.7425,3.7215,-4.10554,-1.88607,-1.07385,24.3187
-2149.46,0.992394,0.00352524,9,1023,0,2150.86,3.03044,7.77917,-1.71825,-3.03343,-4.5702,24.2163
-2149.57,0.98844,0.00352524,10,1023,0,2150.55,1.64376,6.68516,-5.03028,-3.49524,-4.38085,24.19
-2149.22,0.884181,0.00352524,10,1023,0,2152.69,2.42808,0.418727,5.82337,3.72958,1.34954,24.085
-2149.48,0.989147,0.00352524,10,1023,0,2151.06,-1.7061,-4.5883,2.26862,8.43956,-2.71142,24.2628
-2149.28,0.847724,0.00352524,10,1023,0,2152.04,-3.41626,-8.42782,-1.4009,3.56818,0.512192,24.3052
-2149.66,0.947813,0.00352524,9,1023,0,2152.02,-5.0872,-7.16039,-2.28987,4.46548,-1.81044,24.3905
-2150.09,0.999821,0.00352524,10,1023,0,2150.98,-0.262831,2.0482,8.81213,2.07493,6.63049,24.3767
-2150.72,0.982035,0.00352524,10,1023,0,2152.18,4.43071,2.02781,-8.5521,-2.59864,-6.78266,24.4258
-2149.98,0.935927,0.00352524,10,1023,0,2154.35,2.58932,6.02617,5.36176,2.24471,-3.56562,24.0736
-2152.06,0.918963,0.00352524,9,511,0,2154.62,6.7014,4.91257,-4.55216,-0.489048,-11.0249,24.1224
-2151.07,0.999022,0.00352524,9,511,0,2153.16,5.1449,7.22722,1.29734,-3.82833,-8.09876,24.118
-2151.41,0.966878,0.00352524,10,1023,0,2154.87,4.41698,2.68349,-5.67686,-0.25688,11.1202,24.4314
-2150.32,0.9958,0.00352524,9,511,0,2151.73,2.83334,3.6254,-4.64311,-0.802423,10.2435,24.2412
-2149.17,0.965194,0.00352524,9,1023,0,2151.7,3.59422,-0.289965,-3.29161,-7.67282,-0.0307425,24.183
-2151.19,0.965502,0.00352524,9,511,0,2152.17,4.92993,5.63666,0.413433,-11.1617,1.21619,24.3899
-2149.62,0.992786,0.00352524,10,1023,0,2152.48,3.05,7.67711,-4.72433,-1.11385,-4.45266,24.2248
-2149.09,0.944071,0.00352524,10,1023,0,2150.54,7.01367,3.89017,0.582939,-4.21716,-0.464398,24.3616
-2150.96,0.9923,0.00352524,9,767,0,2152.61,1.81312,9.92885,-4.49487,0.164142,7.11675,24.3812
-2152.21,0.946006,0.00352524,9,1023,0,2153.81,0.671905,7.54715,-2.05943,-3.32719,12.2093,24.1323
-2150.32,0.967228,0.00352524,10,1023,0,2155.26,-0.132771,-6.04819,-9.45839,-2.58127,-0.805562,24.4121
-2149.26,0.977961,0.00352524,10,1023,0,2153.39,0.353931,4.71781,-7.67759,-2.55883,2.98281,24.2982
-2149.51,0.857026,0.00352524,9,1023,0,2151.93,-2.36765,-8.47818,-0.457275,-4.61245,2.17752,24.3601
-2149.72,0.99287,0.00352524,10,1023,0,2150.79,-7.51929,-0.121058,-5.69247,-4.42656,-1.73298,24.3753
-2148.75,0.997659,0.00352524,9,1023,0,2151.72,-2.61886,-7.25206,-2.62849,-1.99568,0.00689453,24.2447
-2148.81,0.98838,0.00352524,10,1023,0,2150.36,-6.40349,-2.80833,2.15434,0.965025,4.26834,24.3304
-2152.04,0.941668,0.00352524,9,511,0,2152.5,-11.9742,-0.40314,6.7562,2.55731,1.98745,24.0924
-2149.23,0.993262,0.00352524,10,1023,0,2153.5,-4.30122,-4.99034,3.65882,2.30235,-5.55353,24.3349
-2148.72,0.93853,0.00352524,8,395,0,2152.47,-4.27469,-4.85417,1.36529,3.60743,-1.49738,24.1779
-2149.1,0.990762,0.00352524,10,1023,0,2149.75,-3.79305,-1.93071,3.64217,2.86077,6.61823,24.3609
-2149.96,0.999524,0.00352524,10,1023,0,2150.91,1.38588,1.00312,2.4378,5.41982,9.65934,24.262
-2151.43,0.857241,0.00352524,8,423,0,2154.06,0.767962,-0.351217,4.00544,3.49086,10.8155,24.5282
-2149.19,0.952184,0.00352524,9,835,0,2154.46,3.68276,7.12252,-0.660984,1.43417,-1.16,24.1226
-2148.98,0.969061,0.00352524,10,1023,0,2150.55,4.22616,0.999652,-2.64304,-6.86891,1.8219,24.2014
-2148.75,0.97384,0.00352524,10,1023,0,2150.22,4.40989,6.21454,-0.563262,-0.128886,-3.13734,24.3407
-2149.05,0.936255,0.00352524,10,1023,0,2152.03,1.5505,3.15713,-2.4174,-8.25566,-0.580656,24.2717
-2148.94,0.963685,0.00352524,10,1023,0,2150.78,-3.70413,-6.38667,-3.91428,0.109376,0.950902,24.1798
-2149.03,0.997873,0.00352524,9,1023,0,2149.68,-2.38512,-6.61379,-3.5422,-1.09091,4.674,24.3129
-2149.49,0.95914,0.00352524,10,1023,0,2151.46,-1.97526,-4.09891,-6.80075,-1.89011,3.49404,24.4446
-2151.65,0.805425,0.00352524,9,511,0,2154.15,-2.26124,-5.9568,-1.97948,-5.72447,-0.144434,24.6568
-2150.22,0.884244,0.00352524,9,511,0,2154.97,-4.50789,-1.9025,-2.1072,-8.68096,-2.39597,24.4728
-2149.12,0.921882,0.00352524,10,1023,0,2154.42,-5.7552,-3.27905,-0.476026,-3.94089,3.39748,24.1451
-2149.32,0.901921,0.00352524,9,1023,0,2155.98,-4.80413,-6.10484,2.24288,0.12347,-5.23458,24.3708
-2151.01,0.882944,0.00352524,9,1023,0,2153.28,-10.6723,-3.12201,6.93946,-0.834375,-3.20132,24.3278
-2151.19,0.985673,0.00352524,10,1023,0,2155.29,-10.9404,-3.94273,6.65786,-2.39138,-2.92261,24.2909
-2150.77,0.404867,0.00352524,9,511,0,2153.81,-10.0609,-3.27426,7.11334,-0.925033,-2.14616,24.2157
-2151.25,0.961581,0.00352524,9,511,0,2152.08,-11.6511,-3.03389,6.40475,-1.25051,-3.06241,24.2766
-2150.59,0.630065,0.00352524,9,1023,0,2156.47,-8.42829,-1.47454,8.16796,1.92747,-3.81474,24.3566
-2150.83,0.836715,0.00352524,9,511,0,2152.5,-5.42076,-0.479883,10.2035,2.63786,-5.31667,24.2
-2152.12,0.872953,0.00352524,10,1023,0,2153.6,-0.125824,-10.031,-7.16889,-2.23769,7.15863,24.4625
-2150.94,0.99909,0.00352524,10,1023,0,2153.85,-8.37859,-0.919443,-3.83636,-6.12114,-6.7951,24.3914
-2149.95,0.551349,0.00352524,10,1023,0,2156.71,0.413713,-1.3871,2.84768,6.87313,5.06465,24.0632
-2151.3,0.954837,0.00352524,10,1023,0,2153.07,3.5258,4.8755,3.05378,-0.463016,8.78375,24.5598
-2151.02,0.905809,0.00352524,9,511,0,2155.41,-0.175347,2.62235,3.24601,5.18459,7.6258,23.9952
-2150.9,0.937185,0.00352524,10,1023,0,2155.33,1.18117,8.52022,1.63556,7.88393,1.12727,24.0858
-2150.41,0.9943,0.00352524,10,1023,0,2154.21,1.43213,2.58305,1.63818,7.70368,7.81248,24.1318
-2149.98,0.998363,0.00352524,10,1023,0,2151.6,-5.08939,-7.04425,1.26837,-4.28298,-6.11811,24.3005
-2150.65,0.990835,0.00352524,10,1023,0,2153.79,0.759249,4.65508,-8.53927,-3.33819,-7.76209,24.2779
-2149.06,0.999582,0.00352524,10,1023,0,2151.34,4.65894,5.3076,0.318258,-5.9361,1.43676,24.2754
-2148.99,0.984754,0.00352524,10,1023,0,2149.79,-2.97287,-3.58173,-7.40753,-1.55675,2.08752,24.2672
-2148.6,0.999995,0.00352524,9,511,0,2149.27,-2.07824,-4.20962,-5.84105,-2.41245,1.42826,24.2682
-2148.74,0.99896,0.00352524,10,1023,0,2150.1,-5.05019,-5.64297,-3.52484,1.0555,-0.477011,24.3006
-2148.89,0.919552,0.00352524,6,71,0,2149.65,-5.19274,-5.26603,-3.11891,0.901474,-0.133294,24.4002
-2150.7,0.977936,0.00352524,9,511,0,2151.78,-6.28487,-5.42658,-1.5016,8.63133,3.25329,24.3978
-2149.08,0.98996,0.00352524,10,1023,0,2153.84,1.96691,-2.92463,-5.28378,-4.72683,5.04127,24.2643
-2148.56,0.952332,0.00352524,10,1023,0,2151.56,3.63361,6.64475,-0.931629,-1.51091,-1.25889,24.2932
-2148.94,0.975466,0.00352524,9,1023,0,2150.58,5.03756,5.7061,0.640344,-2.98614,-2.63396,24.1987
-2150.67,0.995838,0.00352524,9,511,0,2151.27,2.392,12.0988,-2.51312,2.04264,0.546946,24.3538
-2149.54,0.99995,0.00352524,10,1023,0,2151.65,9.36951,1.44243,-2.89132,-3.21679,1.44696,24.2626
-2150.45,0.893615,0.00352524,9,1023,0,2153.13,1.80897,11.1342,-0.591118,1.24784,4.93744,24.3414
-2149.3,0.633348,0.00352524,9,511,0,2153.29,2.9323,3.15736,3.57358,2.92963,4.74692,24.4745
-2149.13,0.995862,0.00352524,10,1023,0,2151.05,3.13439,2.20578,-6.54509,-2.22662,2.65079,24.138
-2149.74,0.969202,0.00352524,9,511,0,2151.15,-2.44432,4.69893,-4.80741,-6.34066,5.23868,24.2351
-2151.97,0.855044,0.00352524,10,1023,0,2153.17,10.1748,1.83784,2.85706,4.00536,-6.1135,24.0298
-2151.11,0.999074,0.00352524,5,47,0,2151.89,10.3387,1.88125,2.87459,3.8746,-6.17037,24.4172
-2151.27,0.967144,0.00352524,10,1023,0,2154.03,-7.25223,2.87872,5.72839,8.10218,-1.05924,24.476
-2148.88,0.971595,0.00352524,8,511,0,2152.62,-4.84257,0.390134,5.0629,5.1707,-0.0513569,24.2381
-2150.64,0.988621,0.00352524,10,1023,0,2152.21,7.64814,3.77439,4.75136,0.782505,-8.25253,24.3325
-2150.83,0.934214,0.00352524,10,1023,0,2153.44,3.10518,1.38416,-6.36883,-1.44749,10.8306,24.3475
-2150.09,0.881707,0.00352524,7,227,0,2154.51,2.13682,1.17016,-5.31435,-2.30117,9.45475,24.1844
-2149.89,0.960409,0.00352524,10,1023,0,2153.42,-4.13145,-3.38968,-3.03333,-5.68014,-6.84263,24.3914
-2149.54,0.999831,0.00352524,10,1023,0,2150.45,-4.53827,-1.32934,-5.54192,-4.39753,-6.15039,24.2533
-2149.66,0.973556,0.00352524,10,1023,0,2152.03,-5.35362,-2.80048,7.90116,0.781925,3.19817,24.369
-2149.02,0.844165,0.00352524,9,871,0,2151.67,-5.82939,-3.03554,3.36547,0.516538,4.92714,24.3609
-2149.25,0.998074,0.00352524,10,1023,0,2150.32,1.10634,-1.09526,-7.23128,-4.15595,-4.4908,24.3503
-2150.94,0.998414,0.00352524,9,511,0,2151.28,1.93579,-0.958849,-6.09903,-5.94606,-10.1555,24.2536
-2149.15,0.984248,0.00352524,10,1023,0,2151.43,3.36393,4.81998,-0.757311,-1.03205,7.32942,24.325
-2148.91,0.952938,0.00352524,10,1023,0,2150.98,5.38093,2.02275,2.22688,3.63288,5.2813,24.2556
-2150.3,0.988696,0.00352524,9,511,0,2151.76,4.79741,1.40604,2.02257,3.73316,10.0579,24.3538
-2152.13,0.991139,0.00352524,10,1023,0,2153.26,5.01707,7.18031,1.23439,0.220184,-12.135,24.1608
-2151.22,0.999027,0.00352524,9,511,0,2153.12,6.41806,5.53583,1.00166,-0.41618,-10.747,24.3654
-2150.1,0.948188,0.00352524,10,1023,0,2153.22,-2.14282,-0.892227,-3.51739,-3.69061,9.5213,24.4145
-2149.91,0.991829,0.00352524,10,1023,0,2151.93,5.29317,1.99029,-1.60537,-3.86872,7.68366,24.4294
-2148.94,0.907597,0.00352524,7,255,0,2152.83,3.96334,3.83199,-1.02704,-2.40366,6.60727,24.2634
-2149.48,0.995359,0.00352524,10,1023,0,2151.86,-0.881446,-7.20949,-5.54356,-3.75081,-2.81376,24.3339
-2148.99,0.992481,0.00352524,10,1023,0,2150.47,-1.88489,3.29585,-4.39864,-6.65222,1.16864,24.217
-2151.03,0.98937,0.00352524,10,1023,0,2152.87,12.6917,1.37336,-1.60579,-3.40143,1.30743,24.1996
-2152.16,0.93901,0.00352524,10,1023,0,2155.51,8.01596,2.73726,-6.04946,-2.12997,-10.6686,24.1584
-2152.25,0.976852,0.00352524,6,71,0,2152.53,7.95883,2.70891,-6.05536,-2.20114,-10.4465,24.4419
-2151.95,0.997581,0.00352524,10,1023,0,2156.56,-7.66544,-2.02862,-4.2457,0.571389,11.3098,24.4342
-2150.66,0.964111,0.00352524,10,1023,0,2154.54,-0.443817,-8.9044,8.19049,2.47421,-0.0542006,24.1627
-2150.98,0.784679,0.00352524,9,1023,0,2152.57,-7.35149,-1.49376,1.30949,5.65697,6.12998,24.5191
-2151.71,0.972454,0.00352524,10,1023,0,2155.42,-5.79803,-1.38922,-3.96335,-6.19906,-8.08671,24.5371
-2149.57,0.998864,0.00352524,9,511,0,2152.06,1.62685,-1.84758,-5.84955,-4.7672,-0.373968,24.5062
-2150.01,0.996087,0.00352524,9,587,0,2150.92,-1.03289,3.37789,-3.80087,-6.1175,4.73935,24.5022
-2148.36,0.999561,0.00352524,10,1023,0,2150.53,-3.79581,-4.21383,-3.70717,-2.42288,-0.680316,24.2966
-2148.95,0.90419,0.00352524,10,1023,0,2150.91,2.79074,3.89364,-2.09386,-3.84826,5.24947,24.1733
