# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf20_model
# start_datetime = 2023-07-05 17:05:50 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf20.data.r
# init = 2 (Default)
# random
#   seed = 774767535 (Default)
# output
#   file = examples\cf\cf20_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mean
-20449,0.982195,0.00105802,10,1023,0,20464,5.02789,-0.611391,4.36018,6.79931,4.3757,5.77789,-3.69859,5.19788,6.91135,-6.38836,-0.520897,-1.42512,6.23126,-0.925664,-1.01534,-0.467792,2.61001,0.055057,4.06636,-0.744057,1.34297,0.362441,-5.86509,-8.83307,-5.06038,-0.854738,-4.8091,1.604,-7.73478,-2.63757,3.33991,5.26621,1.7901,-4.33543,-2.3244,-6.62043,-2.02563,-4.62392,3.02217,-1.84118,-6.36412,73.7474
-20452,0.911797,0.00105802,10,1023,0,20466.1,5.67426,-1.67593,4.97495,5.75583,-0.823662,2.34204,-8.68093,4.15108,7.9357,-1.55522,-1.81389,-3.45736,5.11008,8.32421,1.72688,-1.32433,-0.233035,-3.03983,2.94619,-6.30465,-1.49198,1.51883,-3.66293,-7.25357,-3.9264,-5.5823,-6.59474,1.31123,-7.61628,-5.04241,3.73586,5.34664,1.58195,-2.01329,1.27942,-7.80133,0.65934,-4.79797,3.56514,-0.711516,-6.86094,73.9718
-20455.3,0.995501,0.00105802,10,1023,0,20470.9,6.71343,-1.24995,3.07837,-0.816979,4.23987,2.79616,-5.47573,6.81776,9.69992,0.12733,-1.05435,-0.098005,5.76951,8.10922,-1.78365,-4.31019,4.43536,-5.235,2.47291,-0.581513,0.226565,2.51172,-9.03951,4.04662,-10.2483,-9.12033,-5.55855,6.46168,-9.18874,-7.49481,2.09953,1.73612,-0.758633,-5.17241,6.2378,-2.15114,-0.312204,0.0628489,2.05844,-0.649721,-4.10679,73.9699
-20448.7,0.990102,0.00105802,10,1023,0,20471.3,4.06641,4.076,2.0281,1.6036,0.140887,4.1856,-8.37735,4.80178,8.14419,2.18741,-0.14895,6.16086,6.10039,5.44734,-1.90233,-0.302809,-4.66211,-0.776082,1.4096,-3.82165,-0.18624,0.622421,-8.82589,-1.67006,-3.23787,-4.6298,-8.06133,0.324021,-3.73785,-8.55475,0.335948,6.1383,1.50179,-1.35202,0.908629,-5.61659,-1.71602,-2.27609,3.63847,-3.09651,-1.04695,73.7074
-20449,0.999904,0.00105802,10,1023,0,20467.3,4.89228,4.91953,6.06892,1.32531,1.54988,3.21946,-6.78438,5.81794,8.12453,4.86655,3.76387,3.26725,2.2025,1.70184,-1.55049,0.379259,-7.20394,3.48098,1.64301,-3.45073,-2.78615,0.853827,-7.44156,-2.39492,-4.91352,-7.02274,-8.06331,2.11064,-4.31051,-4.66381,2.14986,3.52195,4.14293,-4.0641,-1.9105,-5.58699,2.79003,-5.13572,0.0789197,1.67791,-0.634669,73.7883
-20445.4,0.983675,0.00105802,10,1023,0,20469.6,3.31241,2.68417,5.41103,-0.122106,1.05508,4.95888,-3.98771,5.26701,4.17852,5.71187,1.77361,6.57107,9.04205,2.73663,-0.392785,-2.00723,-0.681707,4.30894,-0.338156,-0.800785,-6.23698,-0.0613335,-5.35993,-1.46344,-2.96884,-6.17057,-4.81283,1.30967,2.23357,-1.92554,2.11014,0.678059,1.30524,-5.26875,-0.720999,-6.77254,-1.74396,1.69296,-4.23327,0.516464,0.998283,73.7401
-20452.3,0.931252,0.00105802,10,1023,0,20466.9,1.11169,2.20503,6.01106,-0.176274,-1.38698,6.41038,-7.54479,0.494902,7.10305,7.71845,0.134425,8.31059,5.50449,-2.53468,-5.43794,-3.71914,3.45906,-1.1417,5.3863,0.757546,-6.88132,-1.97743,-3.01268,-5.64979,-7.53397,0.0653184,-2.0514,2.63849,4.61816,-0.543853,0.857893,-5.26047,-1.35504,-8.52911,2.13577,-7.49228,-1.99251,0.208336,-8.51411,-0.126417,7.64956,73.7944
-20457.1,0.96809,0.00105802,10,1023,0,20474.7,-3.26127,7.8699,3.5273,2.36877,-2.54067,8.1757,-9.86898,3.84362,5.4971,10.6591,2.2705,8.73807,6.95505,-2.3643,-2.77925,-4.23847,-0.354786,-1.85482,4.67344,-3.7038,-3.84713,-0.273545,-4.14857,-12.2584,-4.36703,-0.461449,1.338,7.32091,4.20096,-4.76754,1.40939,-3.69947,-2.03091,-7.64192,-2.54073,-1.01197,-3.84856,3.98169,-8.68579,-2.95203,6.04569,73.873
-20455.6,0.685261,0.00105802,10,1023,0,20474.2,0.151352,3.29705,6.27737,1.06987,-5.29087,7.21896,-10.607,0.836748,4.28745,6.00389,-0.0190611,8.63412,8.02278,0.48095,-8.83859,-3.44723,1.63949,-1.77633,1.39782,-4.34615,-4.62596,-1.3215,-7.79279,-6.09343,-8.17326,-4.30315,0.976873,-0.248456,-3.35548,-1.2131,1.58488,2.4884,2.03472,-10.7012,-1.37217,0.250184,-7.61018,1.3432,-6.61356,0.617479,2.4701,73.4846
-20453.6,0.997974,0.00105802,10,1023,0,20476.8,3.85906,1.77588,2.27251,-2.52661,-6.67469,0.589179,-4.91116,-3.96184,-1.48181,8.25714,2.9812,3.02203,6.32259,3.69239,-5.45696,-2.20352,1.97223,2.37234,6.08534,-1.24866,-6.60796,-6.1249,-7.24488,-5.54805,-15.1029,4.19622,5.13376,0.46469,-0.811952,2.35333,-0.276482,5.35358,-1.61807,-7.85019,-5.57067,1.26911,4.35701,2.2719,-4.40232,2.65856,-1.04007,73.9444
-20457.3,0.571971,0.00105802,10,1023,0,20477.2,4.70972,4.0743,2.33478,-5.24127,-6.65519,1.44114,-6.5299,-2.86318,-0.759389,7.56762,2.73246,2.33118,6.21228,0.00761159,-4.10398,-0.726964,-0.045512,4.25383,5.43278,0.242412,-7.73968,-6.8893,-6.87847,-7.18144,-14.4155,3.41153,7.25556,-1.12232,0.530586,2.48615,-1.49645,8.11271,-1.90891,-8.70337,-6.49883,-0.236449,5.24884,1.04953,-4.51755,2.31206,-0.90989,74.0837
-20454,0.99971,0.00105802,10,1023,0,20478.2,3.86276,2.73345,3.4483,-4.00517,-6.9453,-3.83593,-6.28781,-3.73936,1.95144,0.819485,-1.18943,0.694562,3.35595,-2.27561,-1.13239,-3.4687,-4.20628,8.50307,9.18396,3.4328,-5.48318,-6.07543,-4.74152,-7.49948,-3.05946,-6.7588,3.88261,-1.59302,8.70691,-6.6464,0.70947,7.86635,-4.27862,-4.43964,1.68939,4.41567,1.7005,1.45513,-7.65468,3.41164,1.26934,74.0603
-20451.9,0.999949,0.00105802,10,1023,0,20472.1,1.70916,-2.8399,3.66615,-2.04061,-9.27638,-2.6734,-5.80372,-7.5553,5.12541,2.82642,-4.17527,4.22539,3.55165,8.0174,2.47109,-3.71909,-3.60756,-1.01101,3.43185,5.21707,-9.19873,-1.74804,-0.327118,-3.4709,0.555043,-2.87888,6.98954,-0.711149,6.97874,-2.65063,4.19446,3.23618,-3.48163,7.43438,2.29418,0.452614,-1.35199,1.91136,-5.8033,-4.41199,-6.7159,73.5331
-20454.5,0.994483,0.00105802,10,1023,0,20481.9,-5.02378,-4.05208,5.40797,-1.3649,-9.79036,-1.4097,-8.05612,-7.50041,5.37377,4.21798,-7.63255,3.90001,2.46221,7.88537,5.69299,-3.61556,-3.56088,0.00454567,5.85751,1.67108,-3.64977,-3.6764,1.26878,-4.51172,3.62072,-5.20511,5.15241,4.95137,2.83982,-5.62069,1.94511,6.36559,0.527536,9.35189,1.29957,3.06397,-2.66812,1.55643,-1.9566,-3.62191,-8.02016,73.5456
-20452.7,0.918984,0.00105802,10,1023,0,20471.2,-2.00624,-5.01854,5.55068,-2.61847,-10.7298,-1.40942,-11.436,-5.56385,5.15802,5.61038,-5.32282,1.81628,0.828274,6.82227,4.55165,-2.94048,-2.54867,0.0990441,4.76534,1.25429,-2.41746,-4.38103,1.91829,-4.15829,4.14587,-5.98108,4.15908,6.37601,2.56701,-4.10779,0.453157,6.98993,-0.775083,8.16297,2.16825,3.63526,-3.6003,1.13377,-1.62494,-3.18572,-7.73893,73.7487
-20454.8,0.976566,0.00105802,10,1023,0,20478.1,-5.51175,0.841908,7.15626,-8.99872,-8.38565,1.33839,-8.4456,-6.52036,3.27319,2.56117,-3.34214,-1.59236,-4.54079,3.1839,-1.68011,-1.95874,2.2354,2.70657,3.17698,1.60595,-7.54693,-2.09969,0.214407,2.69904,2.68804,-5.40126,5.7691,5.83766,3.26822,-6.45795,6.77494,8.02406,0.598049,5.13227,3.85855,10.1195,2.27969,-1.62853,3.37652,-5.4646,-8.84963,73.7637
-20459.9,0.859686,0.00105802,10,1023,0,20481.5,-0.214233,-0.532857,9.4512,-7.05259,-14.8442,-0.548689,-8.73536,-9.01829,-4.22354,2.45254,-2.53226,-6.41485,-2.23708,0.267236,-0.781912,-2.93374,-0.836284,1.90999,3.72819,1.82055,-8.06284,-1.65608,-5.28284,1.49183,-4.78145e-005,-0.166408,2.86644,2.32129,7.10805,-10.7016,7.38159,2.80779,2.46871,1.76366,7.79139,10.0096,-1.04533,4.32812,0.485795,-4.11507,-7.96749,74.033
-20453.5,0.995604,0.00105802,10,1023,0,20478.1,-2.41826,1.53103,10.1295,-4.52702,-12.3724,-5.06951,-4.13411,-8.75416,-6.26771,3.89766,-1.22151,-3.43454,-2.99194,3.09359,0.158863,-2.28778,-0.836188,3.69898,5.14669,2.16706,-3.98581,-1.33896,-2.61574,2.55431,-1.49238,-1.89538,1.86258,3.11673,2.67599,-8.30772,5.13177,1.63994,2.29063,2.48208,6.27506,8.19622,0.947978,4.53466,3.03751,-0.877814,-10.3991,73.5801
-20452.1,0.995109,0.00105802,10,1023,0,20469,-0.889017,-3.48396,8.83852,-3.91878,-12.4324,-2.5331,3.62606,-7.02001,0.545365,-0.179124,-5.00892,-4.0337,-1.13492,4.22266,-1.80025,-3.28062,3.65329,2.82773,-5.62293,-2.30481,-0.246814,-1.05947,4.1034,-0.614621,-1.33143,-4.58554,-4.58819,-0.43408,5.37347,-4.73873,0.482031,-1.54931,-1.35286,-0.108503,8.69313,7.31958,2.57743,6.83778,6.19077,-2.94192,-8.44593,73.5821
-20450.6,0.999864,0.00105802,10,1023,0,20471.4,1.97067,-3.06955,2.79696,0.162324,-10.3386,-3.1882,3.08773,-8.87917,0.831154,3.47543,-1.1203,-4.53735,0.14786,5.2491,-3.93038,0.632739,-1.67727,7.42013,-8.10506,3.04725,-4.7517,0.987822,4.04584,0.241318,-1.76525,-2.38868,-5.78636,-4.59667,1.72721,-0.506773,1.32675,5.30207,4.13577,6.04305,6.23516,8.99242,-2.06947,0.361847,1.98461,-3.6767,-6.82022,73.6029
-20451.2,0.99569,0.00105802,10,1023,0,20468.9,-4.57457,-1.25692,-3.1985,8.11977,-1.75458,-3.02277,1.61231,-12.1554,-1.55285,-3.50597,-2.22734,-9.23586,7.15314,0.0609291,-6.81424,-1.30505,3.63971,6.72004,-3.75277,-0.85267,-7.75591,0.85938,6.48563,0.440236,-2.18764,1.43462,-4.25361,-3.33319,0.291194,0.96119,-0.739147,0.393871,1.63814,6.09347,6.80684,5.0656,-3.96491,1.2224,6.90722,-3.26785,0.510621,73.832
-20445.3,0.887149,0.00105802,10,1023,0,20465.7,-2.45619,-1.31122,5.12862,4.00674,-0.508836,-5.72452,-4.80414,-8.60922,1.44476,-0.487621,-2.54918,-6.16462,4.25644,-1.12052,-6.33665,-2.55729,3.58121,0.346529,1.35476,-6.25153,-0.622745,-0.26522,4.40319,-2.10377,-1.33764,2.0818,-7.08374,-0.635424,3.13015,0.41952,-1.65528,3.56609,-0.310075,2.9285,-0.815235,6.01288,-4.60451,0.5457,3.83277,-3.2944,3.84441,73.8979
-20445.9,0.946893,0.00105802,10,1023,0,20470.7,0.449785,2.17483,4.64223,5.69215,-0.938598,-5.42302,-2.04347,-8.11124,-1.12585,0.766471,-1.78451,-7.7811,6.382,1.07088,-5.95073,-2.15793,2.706,-0.449024,3.15074,-4.63088,-1.81079,-1.58751,4.23099,-2.7237,-3.08468,-0.0604072,-8.33747,-2.86386,1.78319,-1.98721,-2.13336,1.92983,-3.13196,3.02209,1.9266,6.49348,-4.78881,2.68791,3.38451,-2.40262,4.12993,73.7707
-20447.6,0.933094,0.00105802,10,1023,0,20469,3.32313,-1.67489,8.35563,7.04137,-0.312974,-6.64168,2.30172,-6.64191,4.62684,-1.70765,-0.960094,-4.2766,1.53622,9.56913,-4.1304,1.09078,1.56271,1.0137,3.21707,-0.966632,2.4564,-4.83631,1.63018,0.880866,-3.63424,0.609153,-7.71531,0.107526,4.64793,-0.929071,1.16033,5.7674,-3.31696,-3.16705,2.14767,7.98427,-3.65918,-1.66721,2.84793,-0.783291,4.31859,73.7677
-20449.2,0.999993,0.00105802,10,1023,0,20473.6,4.78877,-1.42278,7.2005,5.87859,-1.87314,-9.96125,4.27219,-8.80479,3.56979,-0.196729,-0.857334,-2.48875,2.75766,9.10796,-5.67288,1.96078,-0.0924958,1.56902,3.92717,0.647935,2.32668,-4.66868,3.43541,1.81527,-1.71162,-0.503642,-6.3744,1.72384,5.16704,0.401503,0.37741,4.08805,-2.54366,-3.70279,2.82973,9.27211,-5.14753,-2.09751,1.26455,-1.70617,4.08742,73.7643
-20449.8,0.80294,0.00105802,10,1023,0,20470.8,1.6053,-4.29947,6.51049,4.63764,-2.31464,-9.31803,2.79091,-7.74459,2.77114,0.354398,-4.44343,-1.11905,1.12942,9.70933,-6.67808,2.30408,-1.58944,2.15211,1.88835,-1.05175,3.6614,-4.36459,0.872269,0.833194,-3.01336,-0.668441,-6.96485,-0.861725,4.44844,1.04478,-0.853017,1.60339,-5.98322,-3.9169,3.36318,7.73025,-5.52719,-0.764798,1.41583,-2.70539,3.82784,74.0448
-20448.2,0.995636,0.00105802,10,1023,0,20467.2,2.11115,-3.60057,4.71967,7.72535,-4.09716,-8.03066,1.62802,-5.42075,5.14659,-0.213753,-0.459605,-3.35869,2.0227,8.54796,-4.48378,6.79795,-1.99236,2.31825,1.76804,0.831719,-0.576718,-2.01054,3.34756,3.35053,-1.45653,-7.27481,-5.08394,2.41436,7.77927,4.37552,2.45091,-0.895773,-0.743963,-3.33074,1.1865,7.4468,-2.33627,4.63135,2.95876,-2.75435,0.339826,73.81
-20451.7,0.891311,0.00105802,10,1023,0,20470.2,1.86615,-2.05766,4.82521,2.71418,-6.82294,-8.11834,1.98883,-4.5857,5.9855,-2.27327,-0.312935,0.0958375,1.96737,11.2014,-4.36683,11.3989,-3.13228,3.08323,1.88022,2.12615,5.07798,-2.53538,1.45704,4.19643,-1.65234,-7.31057,-1.95902,-1.95131,6.75276,4.05788,-1.16945,2.13265,-2.60542,-3.89301,4.4244,9.34054,-5.25393,2.37234,3.16374,-2.10182,-0.982322,73.8839
-20452.5,0.999365,0.00105802,10,1023,0,20476.3,2.78927,-5.6249,7.41673,-0.527904,-4.52374,-5.91732,11.6637,2.91131,-9.08778,-5.43948,4.13545,0.739297,7.949,2.87958,-2.78601,6.25161,-6.1109,2.52668,0.634275,-0.665938,6.57826,-1.24545,-3.96328,-1.33375,-1.49936,1.76589,0.194585,-7.43102,2.46473,3.50295,2.41348,1.93509,-5.16125,3.90796,1.90276,9.03261,-5.87106,1.95203,0.00184515,-0.318914,-4.49337,73.6441
-20453.1,0.887278,0.00105802,10,1023,0,20468.9,2.82668,-4.48093,7.71858,-1.9602,-7.20846,-4.76857,11.81,-0.075537,-10.3049,-5.3008,5.90086,2.17646,5.00105,2.18135,-2.2319,3.20771,-6.91275,2.754,-1.27972,1.76885,3.81453,2.27603,1.26776,3.31855,-1.63681,-3.34226,0.241174,-10.1021,5.09828,-2.45834,0.501592,3.29922,-2.67921,5.80796,1.80645,9.51205,-3.16421,1.57333,1.50744,4.80388,-3.53618,73.8387
-20451.3,0.904888,0.00105802,10,1023,0,20466.3,2.76347,-4.07244,7.62309,-0.265257,-4.02683,-2.89138,4.93998,3.36692,-14.9263,-3.69231,3.95046,1.24591,-1.3623,1.49218,-4.73252,4.43651,-1.13923,0.616151,-2.34264,0.622469,5.98717,-0.84625,-0.368118,3.24712,0.900666,-7.10475,0.785345,-3.44867,5.84639,-1.12449,1.91518,2.38236,-3.71295,5.72521,6.84165,9.64716,-4.32637,3.06785,3.00627,3.21384,-4.86004,73.6601
-20462.1,0.985142,0.00105802,10,1023,0,20482.3,2.69608,-8.92936,0.301896,-5.39025,-1.24979,-3.83082,-2.48572,1.21107,-15.9008,-2.73072,-2.01021,8.28301,-2.71721,-7.4455,-5.2342,4.81042,3.18202,6.03748,-12.0104,4.83409,9.88021,2.33465,2.73467,0.814955,2.82821,-3.91995,-5.45383,-11.6079,6.49554,0.913484,5.07964,2.86403,-3.33711,5.74867,10.0699,2.99876,-5.95416,-4.05356,-1.60769,-1.53061,-4.34282,73.6644
-20462.9,0.597081,0.00105802,10,1023,0,20479.7,4.0481,-10.5474,-4.00254,-7.33008,-0.60944,-0.311984,0.195052,-0.125172,-14.5026,-0.061177,1.02241,12.785,-1.4658,-9.2916,-2.57532,4.57786,5.09955,7.70431,-13.05,5.68642,8.20879,1.83238,2.59816,-0.174198,-0.208428,-4.89914,-3.31477,-11.453,3.24298,-3.48769,7.12865,4.87451,1.68576,3.27002,3.93726,2.91786,-5.83445,-2.01527,1.33299,-5.29067,-5.66755,73.8004
-20452.8,0.999995,0.00105802,10,1023,0,20480.3,1.01013,-8.10486,-1.89768,-5.02755,-3.22069,-4.14692,-1.92998,0.14817,-13.8684,0.304431,-3.13014,3.07154,-10.4905,-5.94097,-2.05348,4.78367,-0.381244,-0.300725,-4.79032,6.00235,5.75417,0.124709,4.77869,-1.2278,-6.20261,3.33495,-3.6281,-3.73167,-7.50924,-1.20141,2.82042,5.18088,4.49045,-0.259558,5.69816,1.0673,-5.35165,-1.75346,-5.25249,-6.49192,-0.832061,73.7395
-20449.8,0.994594,0.00105802,10,1023,0,20467.9,0.00881339,-6.79966,-5.45913,-8.24104,-1.48492,-2.74258,-0.530197,-0.999362,-7.21141,2.50204,-7.63573,3.4618,-10.0544,-5.34143,-2.60659,2.17107,-0.957399,-0.16304,-3.30937,4.62149,1.56185,-1.91675,4.36748,0.172401,-6.88696,1.75655,-1.55424,-2.66659,-3.80373,-2.15197,4.09319,2.33269,4.93757,3.93846,8.12865,-0.566198,1.675,-3.41434,-5.95787,-7.34655,1.74788,73.712
-20455.1,0.991243,0.00105802,10,1023,0,20475.5,-2.59856,-4.01722,-3.62358,-3.14375,-0.38505,9.62967,-0.627277,2.17041,-5.40171,2.91955,-2.76244,2.75854,-3.61792,4.3531,6.09491,-1.35053,-7.64715,-0.278232,-0.0642428,9.84756,2.83023,-4.87333,5.22406,5.83354,-7.03283,3.44623,-1.69179,-5.81937,-2.45285,2.76069,2.61474,7.01253,6.34554,7.7459,10.8987,-0.490115,2.38771,4.61931,-8.431,-4.1399,6.93828,73.8013
-20459.3,0.861702,0.00105802,10,1023,0,20486.6,-2.69117,-7.09904,-0.548395,-4.24165,2.00483,8.53877,-1.86103,0.995054,-5.20269,3.2238,-0.946545,0.353434,-5.2692,6.70329,7.13012,-1.83347,-11.1539,-0.97372,-2.0992,10.4971,-0.509546,-5.63578,8.21679,6.14156,-4.08303,2.80927,-2.8159,-7.57644,3.96685,3.2223,2.04469,12.0326,4.5666,2.51372,5.41177,-1.12387,3.3631,3.94447,-11.6591,0.881006,4.84585,73.5094
-20458,0.953775,0.00105802,10,1023,0,20480.7,-3.11049,-6.91404,-2.30897,-4.19871,2.4377,6.32562,-2.9599,0.888241,-6.23017,2.74131,-1.60954,-0.960307,-3.45298,11.1463,4.59484,-1.35554,-10.7738,-1.93263,-3.13371,10.7731,0.108833,-5.38283,7.4673,5.81642,-4.36859,3.20068,-2.6219,-7.46048,3.44161,3.53142,1.53516,12.6209,6.17213,3.59297,2.56778,-4.21281,3.81937,2.31579,-10.3983,0.330485,4.68212,73.7534
-20455.4,0.765823,0.00105802,10,1023,0,20475.1,-11.9676,-5.82586,-4.78381,-2.90396,5.53407,5.5823,0.413137,-0.20353,-1.19746,9.40913,-3.36223,1.21472,-1.78272,9.23641,8.6575,-2.55812,-7.40513,2.96511,-2.27902,5.87691,-3.41491,-5.57386,9.71713,2.08448,-1.44494,-0.275307,3.21608,-7.31382,-0.140779,3.84086,-0.243816,9.63401,4.0184,5.06677,0.807875,-2.37036,2.36088,-2.16671,-5.55962,-4.06743,3.4694,73.7121
-20455.8,0.982273,0.00105802,10,1023,0,20475.1,-12.2418,-5.78066,-5.33181,-2.14339,5.85302,5.44099,0.566782,-0.793289,-1.12803,8.62203,-3.54541,0.811156,-1.35123,9.79385,9.42867,-2.11206,-7.7043,2.82481,-2.24271,6.13005,-2.99644,-5.84798,9.92424,2.07294,-1.14847,0.0124376,3.70174,-7.40009,0.09546,3.54622,-0.91841,8.80831,3.91635,5.15383,1.19436,-2.11935,1.95492,-2.19165,-5.14545,-4.82762,3.07373,73.673
-20461.1,0.723776,0.00105802,10,1023,0,20479.1,-14.6814,-4.72347,-5.46796,-3.55773,7.17277,3.60064,5.22436,-2.25769,-1.79095,11.1056,-2.88706,-0.725306,-3.85423,7.69141,8.37374,-1.21,-5.3286,2.98343,-3.38321,5.37708,-0.228009,-5.63663,6.37214,2.87511,-2.29813,-0.341521,3.53621,-8.65064,1.62223,1.06882,0.97707,9.94662,3.72128,8.60784,2.60992,-5.62727,2.72489,2.94674,-7.23491,-4.27298,2.59599,73.403
-20459.7,0.983419,0.00105802,10,1023,0,20485.4,-12.1552,-4.65603,-11.3227,6.21541,1.95328,7.395,7.7734,-1.39159,5.51634,10.9677,2.90221,2.89628,-4.64021,6.7928,6.20951,0.74523,-0.49759,0.620724,-6.16404,5.39329,-3.99252,-0.181475,6.43766,6.73761,-1.21164,0.894022,7.52515,-5.45945,3.92952,1.38577,1.21133,1.08098,2.49279,5.24135,2.23504,0.554499,6.00161,1.24791,-6.19809,-4.99839,5.92438,74.1
-20461,0.946065,0.00105802,10,1023,0,20476.4,-13.4231,-5.14535,-9.24667,5.42774,1.79535,6.89405,6.18326,-1.66379,5.79932,9.03704,0.996455,2.05687,-6.38247,11.7673,6.67885,0.999643,-0.612607,0.340073,-5.60775,5.43052,-4.15306,-1.10118,8.96216,5.61566,-0.91118,0.594791,5.61969,-5.3861,2.10102,0.139909,-1.5926,1.95704,1.94475,3.09713,2.11973,-1.4217,8.13738,1.04854,-8.03223,-7.06951,5.45983,73.4406
-20457.4,0.999979,0.00105802,10,1023,0,20480.9,-6.767,-1.48217,-4.77878,4.55292,3.27821,7.12555,4.3735,-1.4427,7.24618,2.89318,-1.04336,4.77464,-6.19485,6.98527,0.70763,1.4972,-3.55674,1.61359,-5.08187,6.69341,-4.38102,0.592039,9.94372,6.66958,-7.08109,-4.88083,6.99441,-10.6715,2.0117,1.78616,-4.64443,-2.29833,1.62334,0.781799,2.83286,-2.38761,9.08876,5.77399,-8.35606,-5.65127,7.44294,73.9197
-20452.6,0.998324,0.00105802,10,1023,0,20475.3,-1.63732,-5.52542,-4.37584,5.98737,-3.04571,2.72193,1.3935,-1.62082,4.56586,6.64356,2.36166,0.99992,-0.556364,5.84256,3.41087,-0.425473,-6.07635,-1.65704,-8.05017,5.14348,3.69125,5.14832,3.89703,4.15139,-5.88661,-9.8757,4.00945,-8.59206,2.55098,3.04086,-2.22314,-2.02439,-0.142419,3.387,1.69764,1.19004,8.21259,-2.75418,-8.1968,-5.45407,7.56491,73.63
-20452.2,0.988896,0.00105802,10,1023,0,20469,-1.36887,-5.6528,-4.99279,6.39753,-3.93399,2.56012,1.22195,-1.49232,4.37815,6.97869,2.50294,1.13779,-0.284463,4.24427,2.47883,-0.289132,-4.813,-1.92366,-7.73692,4.94184,2.19971,4.27771,4.16712,4.62688,-6.62045,-10.4161,5.14756,-8.01797,2.38683,2.20346,-1.96065,-1.07233,0.043117,3.07526,1.70947,1.35556,8.60441,-2.35822,-8.26843,-6.12381,7.96851,73.7509
-20456.3,0.996858,0.00105802,10,1023,0,20478.2,-0.862344,-7.03,-1.07679,2.83458,1.10896,3.9194,-4.56497,-4.26316,10.4653,1.31189,1.81339,-2.12278,-2.12315,3.61982,5.57207,2.87205,-2.72425,1.62495,-10.1949,0.405403,4.88836,6.04592,5.72486,6.59375,0.551835,-11.2258,1.16539,-0.75708,0.163807,4.75485,-7.84526,-2.69388,-5.3786,7.03337,3.50357,-3.68917,3.27893,-10.1346,-4.66378,-7.40245,8.43911,73.7219
-20456.5,0.96512,0.00105802,10,1023,0,20475.3,-3.56214,-8.85833,-3.83657,2.57899,1.16969,5.3592,-1.96001,-2.54789,10.8504,0.172891,3.21093,1.4799,-2.33782,2.72922,3.01905,3.11461,-2.34649,3.9224,-9.88778,0.0260703,3.57004,5.90087,5.66527,7.00649,3.68453,-11.9619,0.848163,-1.29998,-0.28127,6.04056,-7.2068,-2.20428,-4.46001,7.99776,2.94781,-2.56841,0.495354,-9.08003,-6.76003,-7.03779,6.21347,73.6835
-20456.5,0.937351,0.00105802,10,1023,0,20476.4,-3.82354,-10.6239,-2.61075,2.22888,-1.27519,3.4532,1.26011,-1.69409,10.9638,-1.83719,4.89354,0.75303,-0.471502,2.06494,2.48224,0.520535,3.04113,5.35631,-9.83317,-0.745691,7.98408,5.03038,4.73597,5.0323,3.13531,-12.9432,0.528263,0.290855,-3.33533,1.01187,-6.16964,-0.561701,-4.1654,6.92793,1.90296,-0.605486,1.51687,-7.87511,-5.06852,-8.96118,7.03821,73.593
-20448.9,0.878767,0.00105802,10,1023,0,20481.8,-3.1049,-10.9732,3.26026,0.993792,-1.09382,4.64694,1.32171,-0.953361,7.49079,-0.450652,2.34083,2.19874,3.0862,2.29204,0.773932,2.99008,2.67026,5.00678,-4.48461,0.692978,5.45345,1.81431,1.40335,5.94924,0.318244,-5.8823,3.11571,1.49022,-5.5228,2.56519,-5.86853,0.234192,-2.82047,6.04564,3.64215,-2.62876,0.638703,-5.44803,-4.67525,-7.89137,3.71817,73.5147
