# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf5_model
# start_datetime = 2023-07-05 12:28:59 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf5.data.r
# init = 2 (Default)
# random
#   seed = 758156533 (Default)
# output
#   file = examples\cf\cf5_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mean
-3938.02,0.927418,0.00243678,10,1023,0,3939.94,-8.94163,2.03977,7.4622,-1.58778,-0.145184,8.29829,-3.51114,-0.961984,3.61725,0.373714,-5.60378,-32.1663
-3937.67,0.551967,0.00243678,10,1023,0,3946.6,2.52729,1.36985,7.91538,-4.58371,2.00828,-2.07233,3.06218,0.741279,-1.62625,-1.76587,0.265603,-31.5744
-3938,0.970414,0.00243678,10,1023,0,3942.87,2.11628,2.35753,4.66216,-6.57664,2.68622,0.704907,6.08347,0.184814,1.56438,-5.29765,-0.655224,-31.5971
-3934.74,0.975156,0.00243678,10,1023,0,3943.26,-0.738461,-6.72108,4.65082,-4.41021,4.57825,-2.69674,0.656341,-1.21334,0.0958621,1.57402,-3.52546,-32.0651
-3935.89,0.941904,0.00243678,10,1023,0,3939.12,-0.460089,-3.79305,1.17761,2.25,0.969201,-2.42183,5.51865,-4.47503,1.01964,-8.11651,-1.28144,-32.206
-3939.16,0.908429,0.00243678,10,1023,0,3942.03,5.99512,-3.59218,2.44964,-3.77029,5.70738,0.845945,9.87383,-0.965457,-0.143366,-0.661665,3.77524,-31.606
-3935.44,0.942639,0.00243678,10,1023,0,3942.47,3.12992,0.816313,0.445993,-4.91726,6.56282,-3.89265,7.59528,-1.09545,1.5409,1.1612,-0.400588,-32.1164
-3936.16,0.958748,0.00243678,10,1023,0,3941.69,-0.764617,0.765986,-2.19254,-4.48501,7.81586,-1.0012,7.70328,-2.88318,-3.6969,2.4806,-1.85389,-31.8117
-3936.97,0.969207,0.00243678,10,1023,0,3941.56,-0.495057,0.662229,-3.36395,-5.27125,7.27098,-1.5205,8.46094,-3.38575,-3.77042,2.22022,-1.08943,-31.7583
-3934.89,0.99949,0.00243678,10,1023,0,3938.58,2.20482,1.71744,2.4316,-2.6844,5.92761,-1.61934,4.58145,-3.73745,-4.26515,1.28836,3.12248,-31.8351
-3936.41,0.994839,0.00243678,10,1023,0,3937.96,3.63163,0.634678,0.279783,-5.37865,7.14645,-0.0280583,4.80882,-4.85044,-6.38393,1.86633,2.47955,-32.1603
-3939.81,0.985864,0.00243678,10,1023,0,3942.3,4.55744,-7.76694,5.43528,4.93557,2.12539,-12.0147,-1.90993,-5.71233,-2.33037,2.82683,-1.96751,-31.7519
-3935.89,0.999252,0.00243678,10,1023,0,3942.96,4.82915,-2.13979,1.22246,-2.94319,3.62715,-8.42356,-1.18772,-4.52154,-1.69812,-0.432623,6.47504,-31.9049
-3936.3,0.993482,0.00243678,10,1023,0,3939.21,1.20453,3.70748,7.1236,-7.12694,8.3294,1.69588,3.02031,1.4551,1.50312,-1.26596,-2.21419,-31.9003
-3937.59,0.99309,0.00243678,10,1023,0,3940.24,0.448153,1.22594,5.71032,-8.18563,10.9353,1.60809,2.62406,2.38367,1.74598,-2.94261,-4.60266,-32.0938
-3936.11,0.988588,0.00243678,10,1023,0,3943.01,-2.50659,2.59041,-1.72343,-3.4034,-0.11713,5.69006,-6.65874,3.98877,-4.1185,2.86598,7.71244,-31.9454
-3935.52,0.919666,0.00243678,10,1023,0,3938.98,1.05383,2.72535,-3.76711,-1.96157,-3.78589,2.74893,-8.10679,3.67927,-1.1492,1.20036,-0.847379,-32.1995
-3935.71,0.968861,0.00243678,10,1023,0,3940.98,7.45813,-6.41798,1.46248,3.0792,-1.88978,-0.795486,0.940185,0.789265,0.588524,5.39818,5.86155,-32.079
-3936.97,0.890883,0.00243678,10,1023,0,3942.05,6.62184,-0.38828,8.62237,-1.37969,-3.30785,6.84123,6.58963,-0.270515,2.24783,1.31153,3.86729,-32.0643
-3938.8,0.982342,0.00243678,10,1023,0,3942.95,2.85555,-10.9864,5.84441,2.29111,-0.941655,9.33122,2.00245,0.091588,-0.960734,7.65817,2.08838,-31.8544
-3935,0.999779,0.00243678,10,1023,0,3941.74,5.01021,-2.56329,1.61698,0.580522,-2.66587,7.52055,-1.05577,-2.03549,1.53681,-4.34571,4.57281,-31.9094
-3935.56,0.974102,0.00243678,10,1023,0,3939.95,4.91936,-1.08575,-0.423396,-2.34887,-1.81708,7.76862,2.36367,-1.53814,3.5052,-4.39132,5.62187,-31.8692
-3938.56,0.96547,0.00243678,10,1023,0,3942.52,12.9143,-2.77945,2.57813,-7.26927,2.3676,6.03371,-4.63608,-0.232847,-1.53334,-3.0782,2.67788,-31.873
-3936.05,0.853251,0.00243678,10,1023,0,3943.97,6.64343,-4.84637,2.86645,0.175792,-5.91263,4.11765,-1.22765,0.680905,6.22013,3.44393,3.35842,-32.0945
-3936.49,0.929937,0.00243678,10,1023,0,3942.16,-0.385155,-5.11201,-3.58976,5.19155,-7.22163,0.39515,2.52444,-1.38946,1.79109,-1.17216,-7.06705,-32.1953
-3936.08,0.998337,0.00243678,10,1023,0,3940.32,-3.60659,6.85104,2.29239,-6.88666,-0.334846,6.20392,-4.17771,-4.36652,3.35653,-1.74927,-1.77309,-31.9756
-3933.64,0.999143,0.00243678,9,1023,0,3940.57,-1.69483,5.6187,3.75527,-2.49097,-2.38238,0.888597,0.808031,-1.54978,3.20965,-2.71039,-1.02765,-31.9733
-3937.47,0.952214,0.00243678,10,1023,0,3940.09,6.1766,-0.748936,-0.862656,-2.27318,-4.15745,5.84405,-0.0433297,-0.811102,-0.949131,-6.19188,-10.7859,-31.8351
-3935.15,0.87454,0.00243678,10,1023,0,3942.92,2.58046,-1.69726,-0.18099,-6.47936,0.618382,4.33458,-0.527898,1.03541,3.5371,-7.85523,-3.07296,-31.9309
-3935.23,0.999276,0.00243678,10,1023,0,3937.4,0.00141423,-4.34455,5.45775,-0.047469,-5.35573,1.84395,-0.923209,5.35376,3.65048,-5.42786,2.94426,-31.9536
-3935.1,0.945607,0.00243678,10,1023,0,3939.73,-1.67395,-1.04525,-0.600555,-3.17332,-3.21958,5.8159,-3.17834,7.26186,1.08855,1.76023,4.35697,-31.8769
-3935.42,0.989589,0.00243678,10,1023,0,3938.42,1.7795,3.4057,3.64826,-0.873915,-7.28662,-0.749124,-6.54515,5.21471,-1.12203,2.30299,-3.59948,-31.9839
-3937.58,0.999692,0.00243678,10,1023,0,3940.13,0.211542,3.38197,4.51313,-6.40399,-3.87288,2.2059,-7.89258,1.51574,1.73834,10.7607,-1.98693,-31.974
-3937.99,0.624232,0.00243678,10,1023,0,3944,2.35121,-5.83908,1.37866,-4.48749,-4.73914,-5.05698,-4.57935,3.37065,-3.5356,6.36454,1.58147,-32.3062
-3938.42,0.983878,0.00243678,10,1023,0,3940.57,2.28788,-6.83654,1.4787,-5.56547,-4.05202,-4.35567,-3.50394,2.78088,-2.93187,6.26688,1.99419,-32.3451
-3938.09,0.997535,0.00243678,10,1023,0,3943.45,2.11655,1.10388,0.733064,2.95754,-3.76684,3.48623,-10.5139,3.9425,-4.07248,-5.50599,-4.05523,-31.711
-3935.7,0.999832,0.00243678,10,1023,0,3940.42,3.06208,0.640108,-3.50703,-2.55513,-0.0596698,2.01323,-6.08519,4.77664,-3.87355,4.5008,3.92232,-31.7776
-3935.01,0.996838,0.00243678,10,1023,0,3938,-0.28727,3.06918,0.722737,0.511951,-5.63223,1.59401,-4.46234,2.96436,-4.43977,3.61024,6.75235,-31.9938
-3938.63,0.97451,0.00243678,10,1023,0,3943.73,2.28808,-2.78831,-2.62584,4.84461,6.58197,6.48914,-1.07038,6.02043,-12.2171,3.99218,-0.343027,-31.9496
-3936,0.793392,0.00243678,10,1023,0,3942.91,1.3115,0.256863,-3.345,-3.99593,0.531046,1.66824,0.13667,8.0096,-7.30893,6.7966,1.97048,-32.0215
-3937.95,0.951126,0.00243678,10,1023,0,3939.89,7.01654,0.785122,-3.52621,-2.38258,-0.362594,1.12217,4.98545,5.60773,-8.82592,8.64874,2.77668,-32.0959
-3935.99,0.787597,0.00243678,10,1023,0,3943.12,0.444981,-3.70313,1.44264,-4.97588,2.8985,-4.28143,-0.29912,-2.01049,-0.383969,7.01009,-8.58169,-31.9079
-3940.72,0.943513,0.00243678,9,511,0,3942.37,-1.76662,-3.11141,2.52651,-9.24384,-0.801888,-6.44044,0.170159,0.041331,-0.560218,9.39873,-14.0911,-32.0429
-3936.8,0.87815,0.00243678,10,1023,0,3947.3,-2.9789,0.848512,-7.28933,5.63056,5.23865,5.5626,-5.25296,3.61632,-0.0689131,-1.80871,1.52173,-31.7801
-3936.31,0.985076,0.00243678,10,1023,0,3939.62,0.599004,0.551271,-1.78517,8.08675,1.13555,-7.43323,-3.19695,4.41655,-2.07464,-1.25767,2.29555,-31.7616
-3935.94,0.944835,0.00243678,10,1023,0,3940.33,3.96223,-3.72858,-5.51712,-0.661053,6.05795,-5.39457,-4.02361,2.2499,-4.00232,-5.20983,-0.0645693,-32.0724
-3939.97,0.993946,0.00243678,10,1023,0,3943.01,4.16989,-0.00533103,5.31826,10.3412,8.66894,-8.55486,1.01497,6.24343,5.53669,-3.80108,1.80865,-32.0865
-3936.15,0.999009,0.00243678,10,1023,0,3943.34,5.98474,1.11117,2.9394,-4.573,2.37324,-8.69076,0.748687,-2.4284,1.30561,-5.61066,4.58901,-31.9716
-3939.35,0.910878,0.00243678,10,1023,0,3942.97,10.1592,-2.2085,-0.876392,-6.82515,2.70097,-3.45368,-3.43259,-8.16391,4.18225,-7.41045,-3.41039,-32.1628
-3939.9,0.849631,0.00243678,10,1023,0,3952.09,-5.19764,-7.15854,-1.597,-3.36724,5.20199,-10.7276,2.99569,-4.76378,-4.62203,-1.17823,-10.0232,-32.0683
-3938.1,0.99783,0.00243678,10,1023,0,3942.44,-3.23297,-4.09428,0.532757,-4.36155,4.92084,-9.43549,-1.95651,-6.84956,0.164193,-2.39172,-9.44674,-31.9557
-3938.43,0.994598,0.00243678,10,1023,0,3944.2,6.85994,1.46197,4.21136,-4.48079,3.20371,-11.5837,0.17696,0.929481,2.15758,8.20623,-3.95511,-32.0372
-3939.9,0.802578,0.00243678,10,1023,0,3942.97,4.05832,-11.6814,-0.934045,1.39709,4.38302,4.05276,-1.32417,-1.34305,-11.5685,0.739458,5.55027,-32.1742
-3936.89,0.801967,0.00243678,10,1023,0,3944.47,2.67137,-12.6816,1.14576,1.66875,-1.96581,3.63003,0.304611,-3.53332,-3.8971,-1.42478,2.49763,-32.1274
-3940.44,0.981753,0.00243678,10,1023,0,3944.4,8.01929,-10.5202,0.152947,2.92926,-7.32044,-4.16948,8.92829,1.70533,0.828159,-1.79771,7.51258,-32.1446
-3935.56,0.995364,0.00243678,10,1023,0,3943.02,0.450439,-5.14783,-2.65456,4.2384,-3.12073,8.15518,-1.13558,-5.95444,-0.0889512,0.511149,0.200098,-32.1036
-3941.03,0.796066,0.00243678,10,1023,0,3946.62,-2.40368,2.46613,8.43159,-3.35969,-10.3942,2.55328,-3.54727,-7.89077,-2.79376,-3.60803,-9.00137,-31.7254
-3940.59,0.990434,0.00243678,10,1023,0,3947.2,2.79189,2.40865,9.09844,-3.20938,-7.27958,7.39695,1.33639,-6.36144,-9.6548,-5.33188,1.13491,-32.2106
-3938.59,0.964328,0.00243678,10,1023,0,3942.88,1.69981,2.58724,8.97889,-2.01977,-6.32096,7.55582,-2.51631,-5.97023,-9.5266,-1.37114,1.37523,-32.037
-3937,0.99678,0.00243678,10,1023,0,3942.69,4.77147,2.36068,-1.07559,-4.66104,-3.26093,-1.57972,7.88089,-7.18146,0.679237,8.18718,-2.37748,-31.9842
-3938.79,0.999952,0.00243678,10,1023,0,3941.36,2.64088,-1.62833,-1.85581,-2.93526,-3.01225,-3.59573,8.86115,-8.69418,3.20697,11.1712,-2.74412,-31.9804
-3938.6,0.923349,0.00243678,10,1023,0,3945.44,2.65029,-1.29439,-0.787421,-2.15947,-1.09079,-2.12047,8.51724,-8.75428,4.40671,10.5258,-4.49845,-32.0939
-3939.2,0.931013,0.00243678,10,1023,0,3945.28,7.28866,-6.04322,-4.10929,-3.74278,1.71809,-3.23993,3.05472,-8.41041,5.7619,3.46329,8.17249,-31.7971
-3938.22,0.950125,0.00243678,10,1023,0,3944.41,-0.170389,-9.52324,4.10784,2.17481,2.78601,-2.96098,9.37296,-3.27811,8.30497,-0.570005,1.28423,-31.8681
-3938.17,0.999906,0.00243678,10,1023,0,3941.64,1.09275,-9.08293,2.51757,0.939285,2.73519,-4.91819,11.7926,-1.34305,0.102302,-3.01499,5.06883,-32.0905
-3938.43,0.885783,0.00243678,10,1023,0,3944.67,-1.69694,2.09966,3.54983,-8.84309,-0.179128,-10.1258,8.04709,-0.215204,0.106967,3.32269,2.33046,-32.1865
-3936.28,0.99851,0.00243678,10,1023,0,3940.5,-1.61797,4.0894,2.91829,-6.75364,0.361596,-8.63566,3.7038,1.05274,-1.24896,6.67817,1.95317,-31.9367
-3938.51,0.736748,0.00243678,10,1023,0,3945.75,-0.94908,2.79462,3.29428,-9.88863,1.25778,4.25506,-3.81737,-3.98923,-4.78365,3.28992,-1.94746,-32.3332
-3936.04,0.996205,0.00243678,10,1023,0,3941.89,6.67781,1.20198,2.62749,-4.70308,1.60489,-0.19103,-4.83178,-0.578539,-3.05883,9.3544,-1.57801,-32.0334
-3936.17,0.999647,0.00243678,10,1023,0,3941.62,8.13512,-1.74967,4.62258,-6.62819,2.16203,3.01015,5.97229,2.31161,-3.9988,1.98913,0.51515,-31.9984
-3936,0.968683,0.00243678,10,1023,0,3943.58,8.55348,-1.36136,4.40478,-5.48693,2.91329,2.89914,4.02513,1.77326,-4.93178,2.36486,0.0101709,-31.8823
-3936.57,0.846691,0.00243678,10,1023,0,3940.42,1.12648,-4.06443,5.82491,-6.05349,-4.04251,-0.39046,-0.872623,-0.107117,-1.13865,3.30468,9.82185,-32.1086
-3937.45,0.995039,0.00243678,10,1023,0,3942.5,1.79603,0.0738386,11.9392,-0.993706,-3.78018,1.20798,4.41515,-5.10816,0.771217,0.257126,6.51849,-32.1343
-3939.31,0.808906,0.00243678,10,1023,0,3945.46,5.56776,-6.22444,-4.06731,1.80789,2.11503,5.32786,2.2583,8.69086,-4.76469,3.68648,-3.64359,-32.3228
-3942.26,0.954672,0.00243678,10,1023,0,3947.73,-0.950453,1.61502,-3.83622,-2.47085,0.830657,11.3315,0.766484,4.64884,-12.3523,4.15551,-1.98024,-32.3908
-3933.51,0.960672,0.00243678,10,1023,0,3944.39,2.35326,-3.35699,-2.95178,3.24839,-2.78116,3.01031,-1.86823,-1.05856,-2.48086,2.10154,-2.89545,-31.992
-3933.71,0.980618,0.00243678,10,1023,0,3935.85,3.25052,-3.66945,-4.53685,2.10067,-5.49739,1.90097,0.930423,-0.0789371,0.15483,1.38786,-0.186778,-31.9537
-3936.57,0.999277,0.00243678,10,1023,0,3937.68,4.42099,-2.61232,3.90671,3.95518,0.202023,2.76598,-3.73835,6.47995,1.75757,-1.23187,-10.101,-32.0289
-3935.58,0.99991,0.00243678,10,1023,0,3939.82,5.47565,-7.24352,0.853365,3.1591,0.543831,6.67438,1.18842,4.93041,1.39356,-0.638444,-3.58317,-31.9508
-3936.29,0.999788,0.00243678,10,1023,0,3940.55,5.34968,-8.75281,1.21942,2.54934,1.61247,8.27865,1.68002,3.14939,2.73947,-1.48947,-2.79794,-31.9541
-3936.57,0.90599,0.00243678,10,1023,0,3943.73,-3.12312,0.501213,8.24546,1.69419,1.19525,-1.89939,-1.49439,-0.671086,-6.58966,5.6893,-5.44161,-31.7956
-3938.93,0.969284,0.00243678,10,1023,0,3943.55,0.052047,-6.02202,-2.39042,-10.9994,1.14075,-3.65493,-4.68597,3.25753,8.05171,-4.86066,0.826104,-31.7649
-3937.99,0.997942,0.00243678,10,1023,0,3943.92,7.87045,0.20337,-1.18762,-3.11819,-5.196,-5.72339,-3.5351,4.50458,4.81866,-9.76654,-4.05207,-31.9953
-3939.57,0.970942,0.00243678,10,1023,0,3942.45,7.13115,1.01374,-3.44621,-6.03942,-4.79221,-3.89514,-4.34367,11.2116,4.94034,-4.76145,-6.37549,-31.8893
-3944.59,0.982299,0.00243678,10,1023,0,3951.33,6.29094,-9.1815,4.82382,2.29701,7.00462,-9.13347,4.6009,14.3991,9.73645,1.19439,0.934843,-31.8435
-3939.15,0.873579,0.00243678,10,1023,0,3949.25,-3.73852,4.79522,-3.45744,-2.04857,-2.87011,0.284617,-11.5034,-1.15418,2.50896,-11.5318,-4.71123,-32.0282
-3942.65,0.79709,0.00243678,10,1023,0,3949.85,-0.921747,5.37665,-4.42371,4.4288,10.1049,-0.960443,14.8612,2.97637,10.318,-3.95626,-1.05113,-31.8927
-3939.1,0.869623,0.00243678,10,1023,0,3948.91,-4.06517,7.55731,3.4183,2.39929,4.55455,-9.44768,7.22951,3.83103,-1.34122,-7.78536,-4.50081,-31.9126
-3938.58,0.851929,0.00243678,10,1023,0,3943.98,-8.10378,8.21876,-4.81179,0.651769,3.66714,3.74295,-5.40065,-3.63255,2.9299,3.78313,-6.47723,-31.7883
-3936.24,0.992467,0.00243678,10,1023,0,3940.4,-8.12894,6.77807,0.633924,0.537062,1.39274,3.19752,-2.32782,-2.80273,3.28255,5.05483,-4.66634,-31.8541
-3937.67,0.981828,0.00243678,10,1023,0,3941.79,-6.90004,0.609119,-6.42503,-3.41597,-0.456027,-3.07591,-1.57204,4.16411,-9.0973,4.36949,-5.00086,-32.1501
-3934.8,0.99711,0.00243678,10,1023,0,3939.76,-2.71608,2.42254,1.75489,1.77388,3.51304,2.0072,2.33338,0.726953,-7.6528,4.8751,-0.0875937,-32.115
-3937.33,0.943458,0.00243678,10,1023,0,3939.62,4.81651,1.19108,-1.79348,-0.546053,1.38852,-3.19925,-6.68638,1.40011,-5.01998,6.26572,6.82028,-31.7212
-3936.74,0.968238,0.00243678,10,1023,0,3942.7,1.36727,3.50677,-1.10568,2.05339,0.466074,2.32971,0.130295,-0.595528,-4.18092,6.19165,-9.87421,-32.2285
-3935.1,0.999662,0.00243678,10,1023,0,3938.72,-2.25443,1.2503,-2.98062,3.74785,-2.05054,2.91346,-5.82727,0.81584,-3.61376,2.23572,0.565461,-32.2318
-3935.48,0.982626,0.00243678,10,1023,0,3939.15,-0.580343,0.689118,-2.61085,2.02636,-2.26987,1.46702,8.56729,-1.90635,0.948462,1.59142,-8.23112,-32.0743
-3936.59,0.997116,0.00243678,10,1023,0,3939.95,6.88039,2.45389,-2.09669,5.31852,0.09518,-2.96446,0.223371,0.889738,5.56676,-7.77699,5.54496,-32.0987
-3938.59,0.994917,0.00243678,10,1023,0,3944.85,5.61379,8.6878,2.8344,-1.34151,-1.19651,5.81354,2.52591,-3.49869,5.75002,-9.64524,-5.65938,-31.9439
-3938.6,0.9997,0.00243678,10,1023,0,3944.72,12.4766,0.168436,3.1083,-6.83552,-7.38911,3.56319,-4.10247,-3.19691,4.50141,0.454115,-1.63188,-31.9466
-3935.21,0.960418,0.00243678,10,1023,0,3941.44,8.20357,-2.67424,-0.886126,-3.97155,-4.31375,1.34191,-2.34577,4.41656,4.38049,0.673536,-0.44018,-32.0577
-3936.69,0.948327,0.00243678,10,1023,0,3938.32,1.04237,-9.87363,2.78941,2.0561,0.0665056,3.78392,-4.89088,4.64296,0.15623,-4.3367,-4.45764,-32.1484
-3938.65,0.969925,0.00243678,10,1023,0,3943.26,-1.06732,2.19541,10.813,1.70705,-0.704511,-2.85641,-7.72292,1.41985,4.18219,-7.8765,-6.0593,-31.8383
-3936.36,0.754437,0.00243678,10,1023,0,3943.15,5.99261,0.698592,8.5141,0.814972,-2.30893,-1.44552,-4.12345,1.14702,6.02027,-6.87279,-0.336289,-31.9793
-3935.52,0.909785,0.00243678,10,1023,0,3939.78,-3.28454,2.2103,2.52554,3.25985,0.332833,-1.33919,-1.82407,2.81371,5.48904,-6.3138,7.17925,-32.0826
-3934.21,0.992405,0.00243678,10,1023,0,3937.95,1.1718,-2.43943,-4.29801,3.50455,1.31262,1.00163,0.580426,-6.02869,4.54574,-1.94585,-3.05418,-32.0051
-3935.91,0.9985,0.00243678,10,1023,0,3939.74,5.75883,-1.79137,2.61165,-5.43339,-2.42274,1.99808,2.00461,-4.29582,9.04459,0.33745,2.88627,-32.0202
-3936.16,0.968906,0.00243678,10,1023,0,3940.63,-4.74192,-2.08544,1.5488,-2.95133,-3.01738,5.84399,7.41902,-4.43738,-1.9061,-7.03401,-0.167827,-31.9969
-3939.27,0.915132,0.00243678,10,1023,0,3944.12,1.37737,6.97917,-3.41837,1.38913,2.8656,-12.7092,-3.99088,-5.24315,-6.77408,2.59016,-3.66188,-31.8383
-3935.4,0.965475,0.00243678,10,1023,0,3941.36,-2.81642,2.78362,-1.28057,1.85495,5.28756,-3.19607,0.8109,-4.49803,-5.93737,-0.881382,-6.33297,-31.862
-3943.02,0.820661,0.00243678,10,1023,0,3949.16,5.11782,11.4208,-3.96607,0.696192,0.280116,4.52207,6.05389,-16.1944,-2.53739,-2.63983,2.59976,-31.7859
-3941.53,0.9584,0.00243678,10,1023,0,3950.37,-13.4683,-1.94267,1.44121,1.37488,-6.20567,3.70814,7.14369,-0.00504563,8.95856,-4.94599,7.05068,-32.1599
-3934.86,0.900831,0.00243678,10,1023,0,3945.21,2.87564,-4.94997,-1.91869,6.60438,2.74474,0.656861,-0.777958,0.0127222,0.897538,-3.96332,-3.14357,-31.8139
-3941.22,0.928139,0.00243678,10,1023,0,3946.25,2.60497,-2.47328,0.618298,-3.6445,-7.63317,0.432921,3.56422,-6.6171,-2.12896,-7.86221,-13.4106,-32.2579
-3941.07,0.999793,0.00243678,10,1023,0,3946.56,-7.41739,0.177326,-3.37661,-2.74787,-5.98657,1.5519,5.31242,-3.28558,-0.715511,-2.70211,-15.3793,-32.2277
-3939.03,0.781361,0.00243678,10,1023,0,3948.33,-8.28447,0.7739,-1.2954,-0.239333,-5.62879,0.95706,6.5983,-1.9721,-0.260108,0.684359,-6.91409,-31.593
-3940.34,0.87156,0.00243678,10,1023,0,3951.16,-6.4736,2.52294,8.87596,-3.49466,6.95236,0.850015,-4.58784,1.27984,2.21772,9.55515,-6.13345,-32.2558
-3937.18,0.996267,0.00243678,10,1023,0,3943.05,-6.80354,5.48231,5.28483,1.46977,5.07949,5.02927,-0.475106,4.02665,-3.08316,7.69026,-2.48343,-32.0924
-3937.03,0.838932,0.00243678,10,1023,0,3940.76,-3.5006,6.88222,-0.711917,2.15677,6.44713,0.561733,0.961719,4.14407,-1.89117,7.7282,0.903091,-31.7326
-3938.13,0.980179,0.00243678,10,1023,0,3943.2,-1.81129,10.2811,-6.21903,0.601173,2.15407,7.4283,-2.51021,3.99711,-1.49092,7.17739,-4.89075,-31.9849
-3937.26,0.999269,0.00243678,10,1023,0,3943.62,-5.30654,1.88472,3.46132,-2.70406,5.05023,5.2448,-2.0481,6.09648,3.17418,-5.62322,-8.76953,-31.9783
-3937.17,0.970105,0.00243678,10,1023,0,3942.08,-6.30052,-1.93896,5.87362,2.83321,2.31308,-0.403006,0.343029,0.859603,6.42773,-8.3379,-6.49129,-31.8647
-3936.38,0.995735,0.00243678,10,1023,0,3940.13,-6.69812,1.02723,3.65291,2.65965,1.56324,-7.39484,-0.576664,2.53065,2.54404,-5.8129,-7.02399,-31.9965
-3940.54,0.864869,0.00243678,10,1023,0,3944.34,8.95849,-0.154592,-4.57917,-3.62647,1.10735,8.06469,-6.03069,1.121,12.2362,-3.96565,-0.64151,-31.7748
-3937.67,0.694488,0.00243678,10,1023,0,3945.45,-4.1588,-2.62121,-1.02615,5.99817,-2.30023,-2.26579,10.5454,-3.27554,0.578896,-5.4263,-4.04755,-31.7725
-3936.36,0.984699,0.00243678,10,1023,0,3944.11,-7.47452,-0.386332,3.69764,-0.263032,-2.19017,-4.36702,7.07425,-4.72646,1.11806,-4.81026,-4.56069,-31.8955
-3935.38,0.911314,0.00243678,10,1023,0,3940.08,-2.96878,-1.52304,-0.899816,-4.82637,0.153175,6.4832,7.7658,-4.94251,2.43535,-1.37835,-0.086074,-31.9679
-3934.8,0.991872,0.00243678,10,1023,0,3942.56,2.4946,0.066618,-6.11149,-1.06661,-2.52935,3.13734,3.48913,-6.37453,1.82603,-4.55384,-0.234846,-32.0425
-3934.35,0.999988,0.00243678,10,1023,0,3936.27,1.43151,3.55941,1.35859,1.96546,0.0468731,-0.494697,6.13941,-6.60192,3.89337,0.47871,-1.07461,-32.0003
-3936.41,0.997675,0.00243678,10,1023,0,3938.56,-8.98779,5.34382,-2.25075,-1.66768,1.82695,4.49534,0.325044,-5.48766,4.81314,2.14377,-4.50861,-32.0369
-3936.69,0.951458,0.00243678,10,1023,0,3941.36,2.59886,6.53971,-0.658852,4.53876,-3.70876,4.71773,3.5542,-3.25425,8.40813,-1.34301,-5.67084,-32.0209
-3935.76,0.945469,0.00243678,10,1023,0,3939.63,0.524727,5.67733,0.951042,-1.82019,-8.57565,3.43827,4.84253,-1.22377,3.81247,1.40459,-3.29789,-32.1065
-3936.93,0.996634,0.00243678,10,1023,0,3939.58,1.4323,2.97866,0.21315,5.44655,-9.98873,1.28131,1.29876,-1.8003,4.46023,-6.14955,5.01954,-32.1184
-3934.55,0.99977,0.00243678,10,1023,0,3939.03,-2.18464,-0.956814,-6.49102,5.7395,2.29638,2.91679,1.17133,-4.58588,-3.35529,-0.380675,0.581545,-31.9796
-3940.56,0.849176,0.00243678,10,1023,0,3943.01,-6.94249,-2.80003,-6.47275,9.64902,0.317897,4.04126,0.0441463,-5.08844,-7.20906,-0.932563,2.88179,-32.3518
-3939.45,0.873808,0.00243678,10,1023,0,3947.24,-11.3179,-2.44706,-5.19315,8.60991,2.69086,-0.903911,4.08569,-1.03783,-10.1328,0.514881,-3.0947,-32.0014
-3939.3,0.968735,0.00243678,10,1023,0,3947.24,6.21395,0.50015,10.2454,-2.42336,-1.5317,6.95019,-1.978,1.1283,-0.479386,-12.0709,-3.10133,-31.9125
-3937.29,0.890754,0.00243678,10,1023,0,3942.26,-3.41024,-3.13219,-5.57844,3.05361,-1.27612,-5.20332,-4.2827,3.99583,-1.36464,10.7287,-0.364681,-31.8312
-3936.75,0.971123,0.00243678,10,1023,0,3940.81,-4.50763,0.393262,-8.18329,0.354234,1.54632,-3.56158,-0.800122,3.77563,-1.43944,9.74994,-4.78486,-32.0191
-3936.57,0.811479,0.00243678,10,1023,0,3942.77,-2.54833,4.47153,-0.836495,-3.53654,-1.35826,8.39247,-6.09897,-1.38831,-4.17647,3.97015,-4.20174,-32.1515
