# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cf3_model
# start_datetime = 2023-07-05 12:21:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\cf\cf3.data.r
# init = 2 (Default)
# random
#   seed = 757730203 (Default)
# output
#   file = examples\cf\cf3_1k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mean
-1065.28,0.567383,0.00582471,8,255,0,1069.34,1.31752,-6.29477,-3.48279,-0.625594,-3.99281,-0.452039,-1.4016,-5.71135
-1064.74,0.969925,0.00582471,10,1023,0,1067.28,-2.39437,0.0259406,-3.92352,2.02764,3.40821,1.12901,-1.51506,-5.68478
-1065.71,0.960447,0.00582471,9,511,0,1067.37,2.95374,-1.79034,2.48096,3.44342,-1.29998,4.05364,-3.57835,-5.59322
-1064.79,0.991722,0.00582471,9,511,0,1066.54,0.549556,-2.47324,-2.10076,-0.106857,-0.455402,-0.0444453,-4.81775,-5.93222
-1065.59,0.989981,0.00582471,9,511,0,1066.73,2.39492,-1.22973,3.58348,1.37945,-0.445679,-0.0230145,-7.68589,-5.67752
-1065.7,0.975686,0.00582471,9,511,0,1068.17,8.04993,-0.560432,-0.0752584,1.72226,1.51733,-1.14818,0.425723,-5.9575
-1065.91,0.965192,0.00582471,9,511,0,1068.68,6.00825,0.502943,3.09606,-5.40735,-2.91517,-2.04001,2.1141,-5.65859
-1066.37,0.99665,0.00582471,9,511,0,1068.61,-1.35905,2.41526,-8.37528,0.275292,-2.55121,-2.20505,-5.92087,-5.88342
-1071.53,0.350905,0.00582471,2,7,0,1072.34,-1.34322,2.35687,-8.40036,0.232394,-2.58556,-2.22881,-5.91963,-5.2749
-1068.56,0.992204,0.00582471,9,511,0,1073.8,-3.64204,2.01232,-5.70374,-1.32538,-2.70492,0.0444929,-5.50967,-5.39933
-1065.64,0.953956,0.00582471,9,511,0,1070.22,1.00596,5.42779,-3.07895,4.94152,2.76944,1.62521,-0.390274,-5.64389
-1065.98,0.998414,0.00582471,10,1023,0,1067.16,-0.505441,-7.38513,2.55696,-4.11685,-2.15522,-1.51777,-2.11397,-5.63669
-1067.71,0.933524,0.00582471,9,511,0,1068.73,-1.52188,-7.96668,2.24491,-9.50553,-1.85052,-1.28535,1.22527,-5.61092
-1068,0.98799,0.00582471,10,1023,0,1072.03,-1.51807,9.68669,0.899857,6.09115,0.697368,-3.73617,5.85993,-5.96948
-1066.32,0.943447,0.00582471,9,1023,0,1070.38,-2.82709,4.71118,0.402966,4.1462,-2.75339,1.00592,8.61144,-5.80643
-1065.66,0.993634,0.00582471,9,511,0,1067.52,-1.18306,3.24151,-3.77018,4.07973,-4.96139,-1.6697,5.10791,-5.82431
-1068.04,0.712731,0.00582471,9,511,0,1070.75,-2.29604,8.96207,-8.8396,-1.51254,-2.08291,2.01519,5.71106,-5.69341
-1066.28,0.996792,0.00582471,9,511,0,1069.18,-2.59797,4.59388,-5.26197,-1.63331,-2.23608,4.13906,6.84308,-5.75249
-1066.24,0.801984,0.00582471,9,511,0,1068.64,1.43696,-2.52106,-0.151072,7.56757,-1.67815,-0.129193,-1.47858,-6.02769
-1068.34,0.959064,0.00582471,9,1023,0,1070.46,-3.00127,-1.69943,-2.95831,-5.17136,6.27777,-5.29436,6.78092,-6.05697
-1070.61,0.558101,0.00582471,9,511,0,1075.41,-0.575381,2.81096,-0.124237,8.9624,2.24128,0.655585,-5.00507,-6.26656
-1066.45,0.999644,0.00582471,9,511,0,1071.87,0.937658,-1.01978,6.80518,0.318425,0.0155481,0.452554,-7.20006,-5.98229
-1066.01,0.997237,0.00582471,10,1023,0,1068.82,1.06346,-3.57452,0.37976,-4.21727,-2.30412,-2.97127,-7.09827,-5.65504
-1064.93,0.969439,0.00582471,9,511,0,1066.73,3.13872,-1.86647,3.03997,-1.29844,1.71529,-0.0661199,3.99377,-5.9252
-1064.67,0.993992,0.00582471,9,511,0,1066.16,1.11116,-0.808656,1.14934,1.8747,3.32827,-3.41829,4.31853,-5.80231
-1065.16,0.998533,0.00582471,10,1023,0,1066.56,-4.93524,1.01783,5.99004,0.145857,0.869558,1.37308,-2.81057,-5.76616
-1067.3,0.897799,0.00582471,8,273,1,1071.44,-0.960311,10.4904,-1.92268,-6.18695,4.71206,-1.84424,1.07781,-5.79091
-1067.29,0.36889,0.00582471,9,511,0,1069.92,-0.566253,7.66278,0.0636844,-6.74166,1.19151,-1.14012,0.60326,-5.52361
-1068.63,0.871543,0.00582471,9,511,0,1071.85,-6.13136,-4.90867,7.52246,-6.52292,-3.29716,-2.30256,5.38815,-5.99161
-1067.19,0.129515,0.00582471,9,511,0,1075.07,0.893114,3.90283,-9.91455,1.65824,7.08158,1.08314,-0.577813,-5.86252
-1065.41,0.816933,0.00582471,9,511,0,1069.28,2.20937,2.44174,-6.54095,0.90962,0.589024,-2.28161,-3.98723,-5.88621
-1065.47,0.937431,0.00582471,10,1023,0,1068.8,3.02644,0.877429,6.18519,-2.77542,1.3218,3.19322,4.50135,-5.78885
-1066.43,0.773791,0.00582471,9,511,0,1069.73,1.86654,-2.75021,0.946258,-8.25106,-3.0756,-1.48853,2.37578,-5.98713
-1065.08,0.97184,0.00582471,9,1023,0,1067.68,-2.11498,2.70241,6.38359,-0.381355,2.72897,1.35352,-1.40252,-5.85876
-1066.46,0.988881,0.00582471,9,511,0,1067.65,-0.848782,7.24448,5.02834,1.46754,2.67764,-0.198314,-6.39572,-5.69642
-1065.53,0.765368,0.00582471,9,511,0,1068.97,-4.10168,-1.6472,0.475176,-6.11818,2.48754,-4.73763,2.16766,-5.76829
-1065.72,0.660058,0.00582471,10,1023,0,1069.81,-2.87084,0.483831,-2.42045,4.13915,-3.60313,-3.4147,-6.68189,-5.78588
-1068.3,0.86935,0.00582471,8,265,1,1071.96,-5.97283,-1.58508,4.32123,4.56301,3.04544,-10.4653,-2.94844,-5.63471
-1068.3,5.3935e-005,0.00582471,1,1,0,1070.49,-5.97283,-1.58508,4.32123,4.56301,3.04544,-10.4653,-2.94844,-5.63471
-1065.26,0.161797,0.00582471,9,511,0,1073.69,-0.684836,-4.85966,-1.34303,5.08912,-2.28467,1.16844,0.24639,-5.92991
-1065.37,0.979036,0.00582471,10,1023,0,1067.55,-2.1106,3.46463,-0.345675,-6.00675,0.972064,-1.65804,0.895829,-5.95196
-1064.7,0.994187,0.00582471,9,511,0,1066.51,-2.5214,5.1307,2.64574,2.05722,-0.302767,-1.0888,1.42012,-5.74393
-1064.66,0.967612,0.00582471,10,1023,0,1065.72,1.88357,-0.520505,-5.3772,-0.0319525,-2.13686,1.72747,-1.36362,-5.86358
-1064.17,0.984086,0.00582471,9,511,0,1065.46,1.30612,-1.5393,-3.40129,1.16481,-0.00676547,0.0569292,0.103975,-5.86881
-1067.19,0.95781,0.00582471,8,319,0,1068.01,0.183614,-2.97576,-1.3265,7.50852,0.792699,-2.13101,6.15214,-6.04357
-1065.53,0.933778,0.00582471,9,511,0,1069.18,2.00988,-0.526041,1.26803,-3.91845,0.721772,3.75573,-2.25211,-5.5673
-1065.84,0.987446,0.00582471,9,511,0,1067.37,2.26619,-3.72402,5.16252,1.43612,-0.765633,2.6534,-2.94088,-5.99774
-1065.14,0.955521,0.00582471,9,1023,0,1067.83,-0.638339,-1.76222,2.94245,-5.03865,4.15093,2.64234,-3.03945,-5.77235
-1066.25,0.983614,0.00582471,9,1023,0,1069.12,-3.19386,-2.3289,5.91033,-5.50758,5.46547,3.67517,-0.808849,-5.83573
-1067.56,0.347088,0.00582471,9,511,0,1073.42,-3.67458,-2.69432,-1.35092,10.4623,-1.99063,0.110383,-1.57042,-6.02342
-1065.43,0.980711,0.00582471,9,767,0,1067.7,6.68399,-1.9728,-5.58569,-1.53171,1.58214,-0.0651911,-1.07863,-5.81231
-1065.19,0.999032,0.00582471,10,1023,0,1067.46,-5.19106,1.2245,6.66028,0.194209,-0.513437,0.591192,-0.445815,-5.8123
-1066.11,0.974904,0.00582471,9,511,0,1068.24,5.75218,-2.41589,0.871486,5.00236,-6.86071,-0.247852,1.9793,-5.85738
-1065.57,0.993114,0.00582471,9,1023,0,1067.74,7.29382,1.08012,-2.06025,-0.0995025,-2.86396,4.88876,0.172775,-5.74524
-1066.45,0.981604,0.00582471,9,1023,0,1067.53,6.98236,1.48815,-1.62672,5.95263,-1.48376,6.10178,2.59754,-5.74855
-1067.25,0.86187,0.00582471,9,1023,0,1069.93,-1.26529,-10.7774,-4.81613,1.60547,-2.69718,4.70146,1.03912,-5.73717
-1068.24,0.413244,0.00582471,8,304,1,1076.47,0.179905,1.42403,-10.4432,0.861569,-1.19655,5.21235,9.13674,-5.84148
-1066.78,0.27234,0.00582471,9,511,0,1072.7,0.893546,3.80936,-5.33148,0.0285733,-3.15731,3.11309,1.08473,-5.49277
-1064.89,0.97398,0.00582471,9,511,0,1068.97,-1.78654,1.53329,0.289509,-7.10842,-1.59201,0.300212,-0.507748,-5.78293
-1065.24,0.891551,0.00582471,10,1023,0,1066.68,3.78312,-4.07759,2.93091,3.28661,0.723394,0.611487,-0.280573,-5.63146
-1068.5,0.728047,0.00582471,9,511,0,1072.56,-5.02178,0.971731,2.13767,0.342544,-1.62429,4.24996,5.65471,-5.39602
-1067.58,0.965319,0.00582471,9,511,0,1072.25,4.00485,-1.55663,3.15583,0.474168,-1.04759,-2.65562,-4.20829,-6.16396
-1066.18,0.979456,0.00582471,9,511,0,1070.32,5.0779,-0.695703,0.138341,-0.841194,-0.309703,-2.05625,-2.4857,-5.49796
-1064.78,0.803505,0.00582471,8,511,0,1074.57,2.10635,-1.70219,-0.206794,-5.19877,-0.0961584,0.235309,-3.34743,-5.88039
-1069.53,0.876089,0.00582471,9,511,0,1070.93,6.47962,-3.92812,-0.0453347,-1.04943,-6.21113,-1.71424,8.6253,-6.13251
-1065.33,0.99967,0.00582471,9,511,0,1070.46,0.784841,2.1007,-3.16113,3.21776,0.709464,2.86698,0.482093,-6.00693
-1065.58,0.715989,0.00582471,9,511,0,1074.5,2.69796,-5.73383,0.164719,0.637267,2.48532,2.9642,2.02296,-5.97474
-1066.13,0.656581,0.00582471,8,255,0,1070.8,5.61045,-1.07016,-0.0237592,0.715578,-0.790855,0.281673,0.157359,-6.08646
-1064.64,0.999846,0.00582471,9,511,0,1067.16,2.88819,-1.95207,2.14572,-0.399553,0.715775,-2.90859,2.67037,-5.9068
-1066.32,0.958571,0.00582471,9,511,0,1067.49,1.86246,5.15024,2.30581,-6.68076,3.33685,-0.0174292,-0.118537,-5.98911
-1067.82,0.776386,0.00582471,9,511,0,1070.46,3.2039,1.61054,5.64215,-3.29731,7.36352,0.838619,1.1718,-6.09693
-1065.9,0.997373,0.00582471,9,511,0,1069.1,6.12553,-0.789426,0.43147,-5.8373,1.52701,-0.281953,1.81668,-5.96814
-1066.99,0.969213,0.00582471,9,511,0,1069.72,-0.134808,-6.90622,-0.42006,6.87582,-4.46738,-0.514273,-6.02021,-5.68001
-1065.99,0.97845,0.00582471,9,511,0,1069.21,-3.11247,1.29918,0.384035,7.83517,-0.217071,3.12145,-3.95431,-5.66657
-1066.18,0.807999,0.00582471,9,511,0,1070.17,-1.00131,-2.63685,0.678719,6.21193,-2.34253,4.71921,-1.37613,-5.57457
-1066.23,0.920131,0.00582471,9,1023,0,1069.91,2.55342,-3.66303,0.340584,-4.55937,-1.20014,-6.64727,-2.68215,-5.6106
-1065.6,0.97776,0.00582471,9,1023,0,1068.64,0.979516,5.02602,-2.24999,2.62837,-5.61743,1.66062,4.48687,-5.83231
-1065.11,0.835186,0.00582471,9,511,0,1067.98,1.04585,-1.41482,2.71032,1.17149,-0.959814,3.08667,-4.35345,-5.62066
-1065.44,0.986382,0.00582471,10,1023,0,1067.79,1.69559,1.88367,-2.93157,-0.601092,5.14278,-3.21983,5.82798,-5.77482
-1067.44,0.84456,0.00582471,9,1023,0,1069.83,-1.95263,-6.42814,-3.63168,0.350051,4.12277,-3.47455,-2.44181,-5.4861
-1065.95,0.788477,0.00582471,9,511,0,1071.92,-2.17062,-5.70025,-2.30805,-1.17209,4.68994,-4.30831,-0.827761,-5.95513
-1067.17,0.8406,0.00582471,9,511,0,1071.3,-8.45518,-1.26156,-5.8874,-0.672409,-4.19613,3.45011,-5.92082,-5.77248
-1067.04,0.742148,0.00582471,9,1023,0,1069.37,-4.96701,-2.88368,-5.2757,-0.330284,-2.40705,5.65111,-8.25301,-5.78976
-1065.59,0.967136,0.00582471,8,447,1,1070.62,-2.28138,1.52515,-3.79566,3.26467,2.02169,6.71105,-3.49276,-5.79612
-1066.47,0.728275,0.00582471,9,511,0,1067.69,-1.53627,0.398601,-2.53661,1.93008,0.409287,7.28077,-3.50722,-6.03553
-1065.03,0.931709,0.00582471,9,511,0,1070.76,2.11752,1.77001,-3.14896,1.63346,-0.844342,5.38755,0.0275356,-5.91704
-1065.76,0.930883,0.00582471,9,511,0,1068.17,2.86759,1.67273,2.9469,0.40719,-7.39416,2.20982,4.50042,-5.84272
-1067.09,0.815383,0.00582471,9,1023,0,1070.17,-2.00089,4.13241,7.04573,-2.48637,8.9189,2.52034,-2.49001,-5.79818
-1066.98,0.581086,0.00582471,9,511,0,1070.4,-2.54018,1.96831,1.19104,-7.69848,6.18943,2.42396,-6.68408,-5.85021
-1064.53,0.974883,0.00582471,9,511,0,1068.91,-4.31923,-0.273556,3.94914,-1.32721,0.400761,0.226306,-1.85657,-5.82566
-1064.41,0.885606,0.00582471,8,511,0,1068.98,-2.48964,-0.171849,1.62166,-2.98854,1.26809,-0.182913,-1.25886,-5.90936
-1066.56,0.905357,0.00582471,9,511,0,1068.42,-3.6925,-1.46468,3.95077,3.43849,2.65928,-9.28486,-0.171461,-5.86948
-1068.73,0.248026,0.00582471,9,1023,0,1073.96,-2.88774,4.8052,1.36374,-5.3055,1.96496,2.81261,9.49796,-6.08686
-1067.64,0.960221,0.00582471,9,1023,0,1070.51,-1.96457,-4.9189,-1.62295,7.03963,-1.5617,-1.23593,-5.67654,-5.50782
-1067.22,0.612508,0.00582471,9,767,0,1071.56,-0.0959386,-4.69575,-0.834174,7.74021,-2.15444,-1.51119,-3.31406,-6.06447
-1066.91,0.998083,0.00582471,9,511,0,1067.91,-1.12891,-2.53925,-0.582425,7.78961,-1.96993,-0.380218,-4.61239,-5.53367
-1065.74,0.999058,0.00582471,9,511,0,1068.29,1.18417,0.804937,4.0563,-2.01369,-0.674903,4.55272,4.29836,-5.98924
-1066.17,0.996705,0.00582471,9,511,0,1067.62,3.44818,3.42344,0.976236,-3.36414,-5.04775,2.32446,-2.35243,-5.56524
-1065.85,0.916859,0.00582471,10,1023,0,1069.12,-6.92301,0.431092,-0.444256,3.80976,1.89151,-1.55556,2.01286,-5.60646
-1065.96,0.996045,0.00582471,10,1023,0,1068.06,6.83838,0.932173,4.19208,-1.07874,-3.07791,2.47939,0.16293,-5.61604
-1067.18,0.926977,0.00582471,9,1023,0,1070.26,2.68858,0.72179,-2.40378,-4.91357,-2.18339,9.16092,0.675149,-5.57496
-1067.06,0.868845,0.00582471,9,511,0,1068.98,0.900502,1.26485,-5.41471,-2.97992,-3.84632,6.30097,1.4354,-5.52577
-1067.84,0.892093,0.00582471,9,511,0,1070.59,-3.4003,-0.640462,11.616,-0.804133,-5.24285,-1.30595,-5.45948,-5.77561
-1067.14,0.499865,0.00582471,10,1023,0,1072.57,4.76133,-5.34448,-7.29885,-2.50875,-6.74918,0.0772082,1.9732,-5.68377
-1068.32,0.990443,0.00582471,9,511,0,1071.67,10.3788,-2.24334,-1.01694,0.732903,2.98095,2.80764,9.80921,-5.84998
-1065.95,0.967917,0.00582471,9,511,0,1070.96,6.19079,-3.43988,-4.59099,0.886311,-4.88887,-3.86802,0.639731,-5.81465
-1064.28,0.985154,0.00582471,9,511,0,1066.55,2.4924,-1.05988,-1.2492,-2.22712,-3.07166,1.3484,-1.76702,-5.76839
-1065.43,0.967353,0.00582471,9,511,0,1066.94,-3.62063,2.88204,-1.78538,-4.17304,0.0466217,1.24698,-2.67683,-5.60304
-1064.91,0.935366,0.00582471,9,1023,0,1069.22,-4.10175,1.71114,-0.481203,-5.77584,1.7422,0.0666373,-1.63707,-5.76029
-1064.29,0.928011,0.00582471,9,511,0,1068.2,-1.20298,1.85015,0.374849,-4.57575,0.688053,-0.376582,-1.59798,-5.798
-1064.36,0.965065,0.00582471,9,511,0,1069.52,-1.80369,2.3141,-0.330908,-4.02093,0.546504,-0.733846,-2.56283,-5.80726
-1066.74,0.998931,0.00582471,9,511,0,1067.63,-1.03804,6.96199,-2.23864,2.9296,5.22895,0.0366137,7.79398,-5.79971
-1066.36,0.995806,0.00582471,9,1023,0,1069.47,-6.02665,-0.383837,0.0211738,5.7709,0.616801,-6.70929,-4.05911,-5.76196
-1065.68,0.973112,0.00582471,10,1023,0,1069.64,-5.11771,-1.94632,0.136367,-1.92459,-1.81533,7.34217,-2.21214,-5.84234
-1065.32,0.958731,0.00582471,10,1023,0,1067.08,0.665711,-2.65383,1.52575,3.49138,1.68366,-6.67001,1.79038,-5.87938
-1065.34,0.961534,0.00582471,9,511,0,1067.29,1.31091,-0.826435,-1.53903,0.785148,0.397598,-8.44025,-0.075665,-5.72324
-1067.52,0.736607,0.00582471,9,1023,0,1070.73,4.20992,-0.211829,-3.01834,1.60935,-0.407586,-7.52926,-2.80027,-5.48081
-1066.91,0.992882,0.00582471,9,511,0,1068.43,6.79336,-1.58413,-2.1297,1.15808,-1.0853,-7.31509,-0.277156,-5.56599
-1067.53,0.921015,0.00582471,9,511,0,1070.29,4.42542,-1.6788,2.91241,-7.91556,-2.56639,-7.19497,6.19703,-5.82066
-1066.35,0.959611,0.00582471,9,1023,0,1070.15,0.932532,-7.99555,4.77715,-1.13402,-0.53739,-1.61678,6.16683,-5.83783
-1066.35,0.814378,0.00582471,10,1023,0,1071.07,0.666406,6.89135,-2.04759,5.72003,1.05077,3.83085,-2.53846,-5.63295
-1064.53,0.441209,0.00582471,9,511,0,1070.4,0.488751,-0.541173,4.82014,-1.22684,2.08613,-1.1697,2.78085,-5.83735
-1067.94,0.927834,0.00582471,9,511,0,1069.38,-0.788146,-8.29026,7.19228,-1.91742,0.765929,-6.42933,6.32011,-5.86099
-1068.73,0.640017,0.00582471,5,61,1,1072.71,-1.31063,-8.43592,7.49221,-2.01999,1.22304,-6.96194,6.64801,-5.94459
-1065.31,0.803393,0.00582471,9,511,0,1070.72,5.62575,0.43342,0.250638,-4.21994,-3.97415,2.19707,1.47302,-5.87785
-1066.35,0.918105,0.00582471,10,1023,0,1068.04,-0.346912,-0.0273845,-5.80853,-3.33095,4.57729,-4.82892,-3.22513,-5.97109
-1067.02,0.677999,0.00582471,9,511,0,1071.64,-2.17669,-5.34462,-11.2813,1.67183,-0.635194,-0.642073,1.04513,-5.77392
-1067.57,0.653111,0.00582471,7,188,1,1080.16,-0.563072,-1.6972,-12.3415,-0.44797,-3.08094,3.81708,-0.399755,-5.67567
-1066.71,0.626218,0.00582471,10,1023,0,1070.51,-6.3601,-0.520043,-5.27626,-0.398865,-3.22833,1.67651,-5.97042,-5.9707
-1065.59,0.845671,0.00582471,9,511,0,1069.24,5.17676,-2.33585,5.53832,2.10201,-2.56244,2.23044,0.496433,-5.66943
-1064.73,0.954939,0.00582471,9,511,0,1066.99,2.3426,-3.30729,0.150155,-2.06854,0.854926,4.67197,-1.79362,-5.85768
-1065.44,0.986899,0.00582471,9,511,0,1067.18,4.03762,0.104706,1.10864,-5.86385,-0.112592,5.72393,0.958572,-5.76403
-1064.91,0.938559,0.00582471,9,511,0,1066.08,3.80821,0.947727,-0.231528,-2.58438,-1.48414,5.83083,-1.3407,-5.78699
-1067.92,0.961347,0.00582471,9,511,0,1069.94,9.09418,-4.31344,-4.79837,-5.11985,1.1983,2.25567,6.28436,-5.67288
-1068.13,0.870005,0.00582471,10,1023,0,1071.44,1.4489,9.81927,-1.75016,7.2294,1.32343,-5.14578,-0.75121,-5.98672
-1066.95,0.999839,0.00582471,10,1023,0,1069.23,-7.74076,-3.79054,3.01118,-5.66004,2.70226,-5.77933,-2.4759,-5.79487
-1067.24,0.784619,0.00582471,6,105,0,1069.8,-8.07313,-3.82523,3.03321,-5.74213,2.86006,-5.86996,-2.3881,-5.71205
-1067.96,0.175112,0.00582471,9,511,0,1070.52,-8.75796,-3.95458,1.1796,-5.21599,3.90449,-7.85392,-3.56156,-5.74586
-1065.91,0.398449,0.00582471,9,575,0,1071.5,-1.6724,2.54556,0.326143,7.01093,1.45174,-3.44134,1.36395,-5.60262
-1065.98,0.788655,0.00582471,9,1023,0,1070.52,-1.66065,6.72721,1.71339,0.0225062,-0.701435,-1.91935,4.1971,-5.5896
-1065.05,0.998696,0.00582471,9,511,0,1066.83,-2.75646,-0.547449,-3.50034,3.17825,1.32092,2.93109,0.115812,-5.6284
-1065.9,0.984684,0.00582471,9,511,0,1067.31,-2.4819,1.84931,-0.617659,5.30224,-5.00989,0.88823,6.46324,-5.85146
-1064.69,0.998577,0.00582471,9,511,0,1067.06,2.24383,-2.11474,0.38567,2.43166,-0.389249,5.40899,0.0584441,-5.85431
-1067.58,0.799866,0.00582471,9,511,0,1069.79,-3.95701,3.09464,4.48223,-4.71947,2.75841,8.74893,3.29856,-5.96751
-1065.83,0.991597,0.00582471,10,1023,0,1069.67,-2.76209,-3.11464,5.48527,-0.936309,-1.56678,6.56408,1.13148,-5.68599
-1068.76,0.924023,0.00582471,9,1023,0,1070.85,-8.73624,4.63762,4.00254,6.76792,-0.119037,4.93334,8.24531,-5.76837
-1068.23,0.837592,0.00582471,10,1023,0,1072.55,7.23476,-2.08066,0.792114,5.88678,-3.93096,-3.62816,-9.76297,-5.89088
-1065.32,0.763666,0.00582471,9,511,0,1071.52,-1.23039,-6.90867,-3.12675,4.37014,-1.15907,0.826333,0.317144,-5.80461
-1064.78,0.651317,0.00582471,9,511,0,1068.72,0.311014,4.69457,-1.66793,1.54046,-0.837095,4.21052,-1.07567,-5.70958
-1067.51,0.540837,0.00582471,8,255,0,1072.09,0.710208,0.633392,0.853913,0.578131,-5.21665,1.10155,-1.38537,-6.18826
-1066.48,0.996698,0.00582471,9,511,0,1068.79,-2.99514,1.53102,0.250521,-1.35981,0.128164,2.69938,-1.55072,-6.13105
-1065.11,0.951905,0.00582471,7,251,0,1070.34,-3.2068,0.698323,-1.46116,-1.55775,-3.19099,1.02115,-2.75923,-5.98096
-1064.58,0.967926,0.00582471,9,511,0,1067.37,1.48724,-0.947234,-0.0263717,-2.33972,-2.28294,3.62595,3.78816,-5.83673
-1065.74,0.999897,0.00582471,9,767,0,1066.4,0.498106,0.0928625,1.86203,0.513546,1.83409,1.48859,-9.55396,-5.82125
-1065.3,0.994808,0.00582471,9,1023,0,1066.55,1.83451,-2.46501,0.286155,-0.111329,2.80361,2.02228,-7.00106,-5.88533
-1065.31,0.950579,0.00582471,9,511,0,1068.15,-2.59543,0.0024262,-4.77048,2.08896,1.61712,3.95737,-2.36833,-5.94042
-1070.49,0.847665,0.00582471,9,511,0,1072.18,-6.73567,4.17154,-9.8405,-0.966433,2.14129,3.96716,3.92387,-6.16918
-1066.37,0.894872,0.00582471,9,511,0,1072.71,-0.892672,0.220562,-0.783665,10.6861,-1.45601,-1.85357,0.189782,-5.6826
-1065.92,0.999158,0.00582471,10,1023,0,1067.94,-4.75106,0.430461,1.33841,-7.95769,-2.67473,-2.60976,-0.170111,-5.88549
-1065.33,0.959342,0.00582471,10,1023,0,1068.09,3.65221,0.358567,2.95086,2.73085,6.36354,-2.02951,-2.19978,-5.74673
-1067.89,0.756752,0.00582471,8,511,0,1073.46,1.87273,8.76415,1.67686,-2.56193,4.25058,-5.34221,4.57166,-6.01893
-1065.02,0.972264,0.00582471,9,511,0,1069.78,-2.59132,-0.515019,-2.77296,3.95042,2.60959,2.30527,-2.04875,-5.65271
-1068.85,0.812534,0.00582471,9,511,0,1072.07,6.04105,-0.24943,3.97069,1.5173,-2.1703,9.37897,9.94227,-5.89496
-1069.24,0.975502,0.00582471,9,1023,0,1072.69,0.463808,-3.83558,-2.6523,-7.3739,-4.50845,2.33073,-12.9853,-5.71438
-1067.18,0.99908,0.00582471,10,1023,0,1071.25,-0.630552,6.14899,-1.23115,8.57633,2.77065,0.51433,7.20558,-5.80543
-1065.18,0.652472,0.00582471,9,511,0,1069.39,-0.122281,6.83239,-2.99485,2.25476,-0.62645,-0.986349,1.07708,-5.89316
-1066.33,0.668145,0.00582471,9,511,0,1069.75,-6.44802,-2.17154,2.39698,-3.29389,3.69242,-2.9952,-0.625987,-5.5788
-1066.43,0.996187,0.00582471,10,1023,0,1069.2,2.9143,6.30279,-5.01662,5.29707,0.0551147,-1.20503,2.3144,-5.95715
-1066.97,0.3966,0.00582471,9,511,0,1072.08,0.737999,2.39519,-2.16216,7.25197,-0.121204,-0.977175,8.18101,-5.61281
-1066.06,0.817072,0.00582471,9,1023,0,1071.48,3.34269,1.02636,-2.84406,5.55109,0.345503,-2.90253,7.53174,-5.82796
-1067,0.843282,0.00582471,9,511,0,1070.66,-2.96805,9.28138,3.55578,1.44722,-6.17323,-2.6024,0.641955,-5.69439
-1067.66,0.986927,0.00582471,10,1023,0,1070.23,-0.837706,12.3386,5.26365,0.523793,-2.80905,-1.54139,-2.53822,-5.78747
-1066.96,0.850893,0.00582471,8,269,1,1072.97,-5.16651,7.80517,4.25388,5.76804,-2.52018,-3.89813,0.131662,-5.83333
-1066.61,0.361002,0.00582471,9,511,0,1070.87,-0.289051,0.488753,-5.4563,-0.462427,5.06676,-2.87466,6.58584,-5.59751
-1065.84,0.984625,0.00582471,9,1023,0,1068.52,-6.87285,2.68319,5.53265,1.10603,-2.2345,-3.03547,-0.175329,-5.71444
-1064.47,0.90618,0.00582471,10,1023,0,1067.06,1.93674,0.601333,-0.178639,2.28472,0.819928,-3.73199,-3.44005,-5.74353
-1066.42,0.985064,0.00582471,9,511,0,1067.39,-5.10649,3.70337,4.85363,-2.37671,5.20429,4.37959,1.99096,-5.66331
-1068.8,0.696844,0.00582471,9,511,0,1072.62,-0.0958783,9.0349,-3.37373,-2.65906,0.948099,-7.85455,-6.66704,-6.00925
-1065.94,0.869514,0.00582471,9,511,0,1070.42,-8.23159,-0.0482192,1.2821,0.787823,6.28115,-0.994007,-0.940447,-5.77697
-1067.22,0.849683,0.00582471,10,1023,0,1069.08,-9.7908,-0.0208608,5.63674,-1.30731,-0.370145,0.438622,1.74331,-5.58376
-1066.25,0.345468,0.00582471,9,511,0,1070.53,-8.56089,-0.211803,6.48347,-1.7706,1.58871,1.0495,2.18914,-5.80992
-1064.88,0.996116,0.00582471,10,1023,0,1067.11,-2.28391,3.01402,-2.86818,-2.62364,-0.749981,1.90869,-4.99243,-5.78256
