# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = normal_mixture_model
# start_datetime = 2023-01-12 11:25:54 UTC
# method = sample (Default)
#   sample
#     num_samples = 5000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\normal_mixture\normal_mixture.data.R
# init = 2 (Default)
# random
#   seed = 2900640468 (Default)
# output
#   file = examples\normal_mixture\normal_mixtureMCMC5k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,mu.1,mu.2
-83.9653,0.990715,0.8402,3,7,0,84.9365,0.209902,-9.42159,9.47696
-84.386,0.986566,0.8402,3,7,0,85.2533,0.190126,-9.44126,9.46994
-84.0807,0.814724,0.8402,3,7,0,87.2594,0.327386,-9.48597,9.3632
-84.6241,0.961239,0.8402,3,7,0,85.8213,0.294217,-9.26832,9.93597
-83.5618,1,0.8402,1,1,0,84.4945,0.306633,-9.37785,9.85103
-83.3645,0.970859,0.8402,2,3,0,84.1411,0.291236,-10.1017,9.58609
-82.5219,0.926743,0.8402,2,3,0,84.3757,0.262122,-9.55648,9.68094
-82.5219,0.605942,0.8402,1,3,0,86.3707,0.262122,-9.55648,9.68094
-84.7608,0.73949,0.8402,2,3,0,85.1364,0.318654,-9.201,9.89156
-82.4764,0.89796,0.8402,1,3,0,85.9714,0.254181,-9.72689,9.70855
-82.5781,0.93894,0.8402,2,3,0,83.0906,0.289449,-9.51635,9.60494
-82.4733,0.933756,0.8402,1,3,0,83.2371,0.288389,-9.83189,9.71266
-83.2375,0.924648,0.8402,2,3,0,83.3334,0.346577,-9.42574,9.73835
-83.2744,0.999119,0.8402,2,7,0,83.5903,0.230745,-10.0201,9.66812
-82.7429,0.976889,0.8402,2,3,0,83.6718,0.248513,-9.84717,9.5616
-82.6208,0.984048,0.8402,2,7,0,83.1082,0.283114,-9.63592,9.52463
-84.821,0.801358,0.8402,2,3,0,84.9966,0.284482,-9.4731,10.039
-86.4397,0.774498,0.8402,2,3,0,88.9741,0.467946,-9.77327,9.93685
-82.4125,1,0.8402,2,3,0,86.1878,0.305742,-9.68483,9.71182
-83.7947,0.851806,0.8402,2,3,0,83.8813,0.196719,-9.5961,9.83
-82.524,0.868378,0.8402,1,3,0,85.6027,0.327112,-9.63396,9.64765
-82.3651,0.999931,0.8402,3,7,0,82.5354,0.285443,-9.69453,9.60781
-84.6193,0.781896,0.8402,2,3,0,84.7533,0.307337,-9.14954,9.49223
-82.8631,0.90016,0.8402,2,3,0,86.5675,0.302299,-9.59516,9.82913
-83.0058,0.975469,0.8402,3,7,0,83.4635,0.340632,-9.58963,9.51366
-83.1124,0.925029,0.8402,2,3,0,84.186,0.367373,-9.66162,9.75796
-82.7664,0.977704,0.8402,2,3,0,83.5573,0.317086,-9.90895,9.73372
-85.4613,0.753063,0.8402,2,7,0,85.6059,0.193026,-9.11786,9.60716
-83.2693,0.922645,0.8402,2,3,0,87.8333,0.326187,-9.45455,9.82402
-82.6985,0.994169,0.8402,2,3,0,83.5744,0.345776,-9.76788,9.66272
-83.3878,0.852341,0.8402,2,7,0,84.4058,0.319173,-9.425,9.47742
-84.7534,0.469193,0.8402,2,3,0,89.6121,0.155058,-9.63751,9.7422
-83.6139,0.991628,0.8402,3,7,0,85.5743,0.365624,-9.86145,9.84684
-83.57,1,0.8402,3,7,0,84.0979,0.208193,-9.67043,9.47005
-83.5581,0.830258,0.8402,2,7,0,86.1841,0.33596,-9.40191,9.83025
-83.687,0.993395,0.8402,2,7,0,83.7289,0.236645,-10.009,9.47037
-82.7856,1,0.8402,2,3,0,83.7393,0.233329,-9.77482,9.56856
-83.3923,0.864921,0.8402,2,3,0,84.3315,0.353742,-9.39965,9.72909
-83.1481,1,0.8402,2,3,0,83.5295,0.246945,-9.99801,9.56398
-85.444,0.838178,0.8402,2,3,0,86.029,0.448498,-9.63781,9.43527
-84.6992,0.903384,0.8402,2,3,0,87.8373,0.306631,-9.30334,9.35538
-86.0743,0.836731,0.8402,2,7,0,88.5213,0.290935,-9.04104,9.93127
-83.9523,1,0.8402,2,3,0,86.7311,0.296892,-10.1259,9.84702
-82.5114,0.888957,0.8402,1,3,0,85.1546,0.245292,-9.67294,9.65456
-82.6358,0.976099,0.8402,2,3,0,82.8564,0.329256,-9.82242,9.60785
-83.4682,0.793483,0.8402,2,3,0,84.9129,0.256001,-9.71071,9.92199
-82.902,1,0.8402,2,3,0,83.8295,0.230093,-9.82826,9.56433
-84.7527,0.841026,0.8402,2,3,0,85.0397,0.366774,-9.1538,9.67343
-83.4024,0.997263,0.8402,2,7,0,85.2047,0.320907,-10.0601,9.54673
-85.455,0.571155,0.8402,2,3,0,89.2154,0.263337,-9.05229,9.46835
-82.7565,1,0.8402,2,3,0,85.4451,0.345053,-9.68631,9.58022
-82.4142,0.939291,0.8402,2,3,0,83.4373,0.267348,-9.79444,9.66455
-82.4142,0.829973,0.8402,2,3,0,83.8042,0.267348,-9.79444,9.66455
-82.4992,0.936123,0.8402,2,3,0,83.0269,0.325319,-9.75406,9.64471
-83.6965,0.671908,0.8402,1,3,0,85.6068,0.205331,-9.46979,9.52137
-83.4235,0.953166,0.8402,2,3,0,84.7964,0.31081,-9.30327,9.58577
-82.6759,1,0.8402,2,3,0,83.5993,0.244278,-9.66552,9.7587
-83.2893,0.881607,0.8402,2,3,0,84.1553,0.372343,-9.58782,9.54755
-83.3569,0.992559,0.8402,3,7,0,83.8585,0.32401,-9.43502,9.48334
-84.9062,0.704643,0.8402,2,3,0,87.2034,0.306235,-10.0298,10.0132
-82.6848,0.933651,0.8402,2,3,0,85.9602,0.237323,-9.77857,9.72257
-82.8657,0.973391,0.8402,2,7,0,83.0877,0.319998,-9.51834,9.5369
-84.4492,0.792672,0.8402,3,7,0,85.2414,0.171112,-9.80754,9.81454
-83.1106,1,0.8402,2,3,0,84.4381,0.21477,-9.63903,9.76603
-84.4382,0.864143,0.8402,2,3,0,85.1411,0.199785,-9.3249,9.50061
-83.8136,0.993666,0.8402,3,7,0,85.6293,0.319935,-10.1008,9.82507
-85.4294,0.806753,0.8402,2,3,0,87.072,0.243572,-9.44335,9.24932
-86.907,0.818285,0.8402,2,3,0,89.7354,0.470622,-9.70188,9.33326
-88.7075,0.739244,0.8402,1,1,0,89.3275,0.472636,-9.62146,9.19036
-84.9999,0.975887,0.8402,3,7,0,88.8691,0.369178,-9.68395,9.29111
-85.3519,0.981873,0.8402,2,3,0,85.8214,0.357245,-9.5411,9.25925
-83.4329,0.983811,0.8402,3,7,0,85.5418,0.227352,-9.81255,9.8657
-82.9024,1,0.8402,2,3,0,83.3925,0.234619,-9.71502,9.79526
-83.9517,0.861181,0.8402,2,3,0,84.4943,0.216485,-9.33449,9.78918
-84.5978,0.96006,0.8402,3,7,0,85.3903,0.18273,-9.60175,9.90111
-83.7588,0.931583,0.8402,2,3,0,85.8149,0.210231,-9.64089,9.88028
-82.9585,0.998797,0.8402,3,7,0,84.1431,0.305102,-10.0074,9.60922
-84.3572,0.741077,0.8402,2,3,0,85.9357,0.329399,-9.98007,9.96144
-84.6109,0.987792,0.8402,2,3,0,85.273,0.345997,-9.72411,10.0169
-82.9081,1,0.8402,3,7,0,84.6535,0.332025,-9.52229,9.76695
-84.3121,0.821286,0.8402,3,7,0,85.0045,0.230182,-9.17991,9.66086
-83.9546,0.837409,0.8402,3,7,0,86.5015,0.288209,-9.34892,9.41608
-83.2875,0.993902,0.8402,2,3,0,84.605,0.321394,-9.93469,9.84261
-83.6434,0.933911,0.8402,3,7,0,84.6174,0.232274,-10.0453,9.79703
-83.4767,0.994327,0.8402,2,7,0,84.3803,0.231347,-9.41166,9.51407
-83.3039,0.808777,0.8402,2,7,0,85.8701,0.218765,-9.90454,9.77783
-84.1408,0.911449,0.8402,2,3,0,85.0659,0.168207,-9.63859,9.65048
-83.4763,0.990264,0.8402,3,7,0,85.1414,0.314447,-9.87485,9.90139
-82.54,0.839718,0.8402,2,3,0,85.3914,0.310202,-9.67764,9.55809
-83.3782,0.917194,0.8402,2,7,0,83.5562,0.325985,-9.55801,9.88416
-83.7141,0.977678,0.8402,3,7,0,83.938,0.294417,-9.58767,9.9524
-82.6921,0.872606,0.8402,2,3,0,85.4288,0.300305,-9.573,9.53062
-82.4767,0.977653,0.8402,2,3,0,83.0714,0.265143,-9.83456,9.65827
-83.7325,0.771638,0.8402,2,3,0,84.761,0.190391,-9.48253,9.6712
-84.4815,0.911499,0.8402,2,3,0,85.8579,0.435249,-9.7067,9.55513
-83.0323,1,0.8402,2,3,0,84.6111,0.235761,-9.51115,9.77563
-85.9561,0.745826,0.8402,2,3,0,86.3885,0.441454,-9.89978,9.94522
-87.4148,0.829401,0.8402,3,7,0,90.4454,0.184218,-9.82746,10.1555
-84.7376,0.993849,0.8402,2,7,0,88.9596,0.183706,-9.28511,9.72671
-84.2803,1,0.8402,3,7,0,86.0667,0.320364,-9.16497,9.5753
-82.3658,0.875167,0.8402,1,3,0,85.4915,0.284425,-9.78241,9.65459
-83.1154,0.83562,0.8402,2,3,0,83.8905,0.282651,-9.36409,9.73995
-86.4236,0.746869,0.8402,2,3,0,87.1484,0.493747,-9.93773,9.64925
-85.4621,0.842266,0.8402,2,3,0,90.0521,0.345985,-10.2635,9.41325
-85.4381,1,0.8402,2,3,0,86.4304,0.307403,-10.1218,9.29202
-83.3668,0.993046,0.8402,3,7,0,85.9881,0.29443,-9.99759,9.84218
-82.9947,0.991475,0.8402,2,3,0,83.7506,0.293687,-9.65155,9.45047
-82.882,1,0.8402,2,3,0,83.1129,0.316341,-9.60982,9.49245
-84.1479,0.80139,0.8402,2,3,0,84.9694,0.385066,-9.31437,9.63836
-85.7704,0.737423,0.8402,1,1,0,85.8832,0.398908,-9.08823,9.63315
-83.5295,0.993386,0.8402,2,7,0,86.6171,0.354969,-9.89066,9.84675
-82.9328,0.987995,0.8402,3,7,0,84.1578,0.261601,-9.4222,9.72761
-83.1543,0.962267,0.8402,2,3,0,83.5136,0.300915,-9.91759,9.47068
-84.0586,0.907891,0.8402,2,3,0,84.6532,0.212881,-9.30465,9.55327
-85.1565,0.824426,0.8402,3,7,0,87.5953,0.146498,-9.84336,9.60867
-84.6349,0.968267,0.8402,3,7,0,86.9432,0.418605,-9.37709,9.73134
-86.2616,0.717184,0.8402,1,1,0,86.3976,0.465272,-9.28771,9.7257
-85.7734,0.995006,0.8402,3,7,0,88.7451,0.167571,-10.1075,9.86621
-84.979,1,0.8402,2,3,0,86.5452,0.159113,-9.99729,9.65042
-83.7453,0.996171,0.8402,2,3,0,85.8936,0.363197,-9.41127,9.50637
-85.5807,0.653671,0.8402,3,7,0,88.6523,0.192507,-10.1647,9.90461
-84.6425,0.978116,0.8402,2,7,0,86.9155,0.23331,-9.34944,9.36804
-82.5897,0.976415,0.8402,2,3,0,85.0336,0.297902,-9.66939,9.53114
-82.9997,0.830462,0.8402,2,3,0,84.2737,0.227004,-9.91568,9.68257
-83.083,0.946029,0.8402,3,7,0,84.0962,0.350147,-9.46404,9.69393
-82.86,1,0.8402,2,7,0,83.3364,0.315185,-9.53437,9.79401
-83.2286,0.739592,0.8402,1,3,0,85.7379,0.292198,-9.85319,9.43273
-82.5175,0.999878,0.8402,2,7,0,83.2402,0.321454,-9.6312,9.70592
-83.0181,0.788669,0.8402,2,3,0,84.5826,0.283365,-10.0281,9.59796
-83.3952,0.964159,0.8402,2,3,0,83.9118,0.216367,-9.54016,9.50436
-83.3734,0.991876,0.8402,3,7,0,84.1793,0.276672,-10.101,9.73303
-84.287,0.876435,0.8402,2,3,0,85.397,0.202235,-9.87322,9.91015
-82.9811,0.842723,0.8402,2,3,0,86.3919,0.229243,-9.62966,9.52563
-82.9874,0.982508,0.8402,3,7,0,83.5855,0.342662,-9.63949,9.8052
-83.5689,0.745822,0.8402,2,3,0,85.5564,0.263495,-10.1437,9.69505
-83.451,0.857362,0.8402,2,3,0,85.6331,0.288175,-9.69536,9.93158
-83.4586,0.999485,0.8402,3,7,0,84.1564,0.28014,-9.55994,9.39888
-84.2675,0.748944,0.8402,2,3,0,86.6872,0.235557,-10.1473,9.83534
-83.7555,1,0.8402,3,7,0,85.0294,0.352507,-10.1019,9.71348
-84.4498,0.922837,0.8402,3,7,0,85.8171,0.284161,-9.24867,9.9012
-84.9381,0.965685,0.8402,3,7,0,86.5226,0.163923,-9.72496,9.44754
-82.8161,1,0.8402,2,3,0,84.9227,0.276229,-9.73456,9.83562
-83.1024,0.970764,0.8402,3,7,0,83.5366,0.346817,-9.449,9.61094
-82.5321,1,0.8402,2,7,0,83.1568,0.247776,-9.66369,9.60691
-82.5666,0.885993,0.8402,2,3,0,83.6807,0.286675,-9.54145,9.73286
-82.4057,0.994093,0.8402,2,3,0,82.6486,0.274465,-9.60077,9.67343
-82.4148,0.997284,0.8402,2,3,0,82.4635,0.280739,-9.79504,9.61056
-83.4048,0.905799,0.8402,2,3,0,83.5176,0.391804,-9.781,9.67853
-84.3055,0.627436,0.8402,2,3,0,88.2858,0.24072,-9.50008,9.34073
-85.9411,0.664172,0.8402,2,7,0,89.4631,0.34596,-10.2232,9.32736
-86.2432,0.986314,0.8402,2,7,0,86.8473,0.194404,-9.14619,9.92234
-82.9037,1,0.8402,2,3,0,86.4146,0.29744,-9.63849,9.84739
-82.5713,1,0.8402,2,3,0,82.9606,0.269421,-9.70912,9.53793
-83.4468,0.759005,0.8402,2,3,0,84.7551,0.291271,-10.1088,9.74946
-86.7228,0.710958,0.8402,2,3,0,87.6269,0.199801,-9.74892,9.17504
-86.1144,1,0.8402,3,7,0,89.4996,0.467599,-10.0829,9.62812
-82.7345,0.999721,0.8402,3,7,0,86.0655,0.266165,-9.92759,9.72257
-82.7578,0.994621,0.8402,2,7,0,83.0326,0.247428,-9.53569,9.57466
-82.7187,0.661921,0.8402,2,3,0,86.7485,0.295552,-9.45025,9.66384
-82.7187,0.523941,0.8402,2,7,0,88.2222,0.295552,-9.45025,9.66384
-84.731,0.66323,0.8402,2,3,0,86.223,0.175033,-9.32739,9.66946
-84.3203,1,0.8402,2,3,0,85.388,0.186516,-9.47519,9.83445
-84.7601,0.945565,0.8402,1,1,0,84.9531,0.173234,-9.5003,9.85307
-87.0806,0.810005,0.8402,3,7,0,89.002,0.259293,-9.89336,9.11266
-82.951,1,0.8402,2,3,0,87.1262,0.334262,-9.61586,9.50503
-82.4314,0.973759,0.8402,2,3,0,83.2716,0.268075,-9.72169,9.58996
-82.4839,0.990732,0.8402,2,3,0,82.5821,0.272152,-9.84536,9.6895
-83.3817,0.887787,0.8402,3,7,0,83.6414,0.317852,-10.031,9.80048
-82.4777,0.994246,0.8402,2,3,0,83.5617,0.286075,-9.8596,9.64538
-85.8855,0.704287,0.8402,2,3,0,85.9282,0.213482,-9.192,9.3537
-85.2502,0.987241,0.8402,3,7,0,88.2498,0.378739,-10.1804,9.88132
-84.129,0.961186,0.8402,2,7,0,86.9402,0.219046,-10.1634,9.62636
-85.1032,0.900994,0.8402,2,3,0,86.6071,0.424702,-9.29129,9.61534
-83.883,0.9573,0.8402,2,3,0,86.5576,0.281293,-9.41416,9.39267
-85.6818,0.727112,0.8402,2,3,0,87.5144,0.365139,-9.91562,9.25059
-82.4261,0.906243,0.8402,2,3,0,86.8626,0.283702,-9.62008,9.5957
-83.5758,0.891274,0.8402,2,3,0,83.6386,0.376029,-9.92369,9.77215
-83.3371,0.996128,0.8402,3,7,0,84.3626,0.317816,-9.39422,9.50768
-84.3388,0.830727,0.8402,2,3,0,85.627,0.35869,-9.41347,9.39877
-83.0446,0.982547,0.8402,2,3,0,84.8043,0.224701,-9.85655,9.75838
-83.1731,0.983277,0.8402,1,1,0,83.2675,0.213158,-9.83174,9.75192
-82.6697,1,0.8402,2,3,0,83.2921,0.232359,-9.74636,9.62991
-84.3092,0.848133,0.8402,2,7,0,84.5651,0.371143,-10.1608,9.70908
-83.2013,0.988034,0.8402,2,3,0,85.0629,0.353223,-9.61184,9.4963
-83.117,0.998162,0.8402,2,7,0,83.5035,0.310221,-9.66908,9.43832
-83.4704,0.938752,0.8402,2,3,0,84.2148,0.21337,-9.79862,9.47934
-84.5865,0.797006,0.8402,3,7,0,86.2862,0.209755,-10.2141,9.6859
-83.0911,1,0.8402,2,3,0,84.9775,0.355687,-9.77673,9.7913
-84.3801,0.893984,0.8402,3,7,0,84.8046,0.251871,-10.0324,9.36636
-84.3885,0.946476,0.8402,2,3,0,86.1795,0.193434,-9.47881,9.43793
-83.3531,1,0.8402,2,3,0,84.9452,0.309248,-10.0902,9.59041
-83.9219,0.902937,0.8402,1,1,0,84.0377,0.294533,-10.1759,9.53103
-84.1882,0.968277,0.8402,3,7,0,85.4502,0.261185,-9.16501,9.72355
-83.1407,1,0.8402,2,3,0,84.5354,0.22534,-9.91362,9.75162
-84.3947,0.761997,0.8402,2,7,0,86.4003,0.248025,-10.0533,9.37821
-84.7339,0.987184,0.8402,3,7,0,86.1091,0.169494,-10.0327,9.68168
-83.5761,0.969488,0.8402,2,3,0,85.6886,0.234992,-9.78794,9.90533
-83.9015,0.985387,0.8402,2,7,0,83.9962,0.358375,-9.65239,9.39209
-83.0606,0.981654,0.8402,2,7,0,84.1811,0.236337,-9.83292,9.81284
-82.4826,1,0.8402,2,3,0,83.0829,0.322128,-9.72803,9.69571
-83.2743,0.791747,0.8402,2,3,0,84.17,0.279796,-9.30685,9.63951
-85.2122,0.83309,0.8402,2,3,0,85.6555,0.356963,-10.2041,9.90208
-84.3586,0.992179,0.8402,2,3,0,86.7825,0.233872,-9.54727,9.98319
-82.3739,1,0.8402,2,3,0,84.0606,0.274528,-9.69237,9.61088
-82.8245,0.853833,0.8402,2,3,0,83.6979,0.309151,-9.92258,9.75852
-82.4616,0.940562,0.8402,2,3,0,83.5342,0.297931,-9.62123,9.58491
-82.5095,0.997856,0.8402,2,7,0,82.516,0.275957,-9.78392,9.75201
-82.7357,0.909038,0.8402,3,7,0,83.4187,0.309245,-9.54061,9.5435
-82.8175,0.996118,0.8402,3,7,0,83.0421,0.307868,-9.70248,9.4864
-82.5234,0.720891,0.8402,3,7,0,85.7539,0.268815,-9.73932,9.76061
-82.6886,0.962263,0.8402,2,3,0,83.0125,0.263994,-9.70621,9.51386
-83.0266,0.95247,0.8402,2,3,0,83.3817,0.323967,-9.53161,9.49852
-85.8641,0.744471,0.8402,2,3,0,86.3361,0.309735,-10.4635,9.6726
-82.6789,1,0.8402,2,3,0,85.6488,0.234408,-9.69317,9.59614
-83.1159,0.956339,0.8402,3,7,0,83.3241,0.224648,-9.91488,9.579
-85.0264,0.724779,0.8402,2,3,0,86.4976,0.201437,-10.0708,9.92083
-82.9596,1,0.8402,2,3,0,85.1062,0.345241,-9.56116,9.76549
-82.6031,0.960787,0.8402,2,3,0,83.5812,0.269508,-9.77401,9.53749
-85.6819,0.676792,0.8402,2,3,0,86.0809,0.419978,-10.1093,9.43622
-85.0154,0.868124,0.8402,3,7,0,89.1601,0.17462,-9.63536,9.92748
-85.0493,0.975962,0.8402,3,7,0,87.1379,0.426814,-9.93305,9.45513
-84.0771,1,0.8402,2,3,0,86.119,0.183262,-9.43165,9.64486
-84.4001,0.964271,0.8402,3,7,0,85.832,0.43684,-9.73883,9.61442
-83.6771,0.676195,0.8402,2,3,0,89.3528,0.215968,-10.0478,9.72658
-89.454,0.616733,0.8402,2,3,0,90.0125,0.114764,-9.24169,9.35846
-83.0662,0.961785,0.8402,3,7,0,89.771,0.311367,-9.38441,9.72488
-83.1865,0.993337,0.8402,2,7,0,83.5179,0.232027,-9.95062,9.55267
-84.1638,0.890071,0.8402,2,3,0,84.9399,0.396691,-9.4825,9.82512
-82.5603,0.842197,0.8402,2,3,0,85.7278,0.260149,-9.56267,9.60235
-82.8567,0.974044,0.8402,2,7,0,83.0463,0.350025,-9.64575,9.56993
-83.5885,0.927294,0.8402,2,7,0,84.0937,0.274112,-9.26107,9.73052
-83.5641,0.982447,0.8402,2,3,0,84.3945,0.366413,-9.99309,9.74691
-83.9062,0.977606,0.8402,3,7,0,84.3626,0.382383,-9.83378,9.85966
-84.2441,0.985226,0.8402,2,3,0,84.6044,0.36612,-9.73762,9.95264
-83.9148,0.998815,0.8402,3,7,0,85.1364,0.346972,-9.38731,9.86345
-83.3186,0.998472,0.8402,3,7,0,84.6071,0.36067,-9.77737,9.8268
-84.2322,0.81411,0.8402,2,7,0,85.8131,0.36609,-9.24338,9.70597
-90.2025,0.529968,0.8402,2,3,0,91.3096,0.121773,-10.2257,9.27527
-83.8041,1,0.8402,2,3,0,89.8383,0.207068,-9.40639,9.77957
-83.4919,1,0.8402,3,7,0,83.8016,0.362315,-9.957,9.53601
-83.5047,0.968975,0.8402,2,3,0,84.2947,0.268647,-9.5281,9.91156
-83.6952,0.883382,0.8402,2,7,0,85.5651,0.310085,-10.1289,9.53751
-84.4538,0.87104,0.8402,1,1,0,84.5347,0.312759,-10.2388,9.51021
-83.8224,0.947793,0.8402,2,3,0,86.0018,0.220199,-9.428,9.8496
-84.9105,0.903839,0.8402,3,7,0,85.7073,0.302095,-9.17864,9.90436
-84.6943,0.995403,0.8402,3,7,0,86.5231,0.325611,-10.2063,9.44376
-84.2884,0.995164,0.8402,3,7,0,86.1928,0.232864,-9.3794,9.91904
-84.1022,1,0.8402,3,7,0,85.1622,0.216094,-9.36684,9.84745
-82.6005,0.904176,0.8402,2,3,0,85.5145,0.333023,-9.79051,9.63256
-83.9273,0.872391,0.8402,2,7,0,84.0527,0.218195,-9.43142,9.86359
-84.6443,0.88033,0.8402,2,3,0,86.254,0.369354,-9.25866,9.83704
-82.6702,0.771292,0.8402,2,3,0,86.9111,0.230949,-9.70112,9.67774
-82.8336,0.928593,0.8402,3,7,0,83.5942,0.358236,-9.68574,9.68026
-82.9459,0.979288,0.8402,1,1,0,83.0251,0.363518,-9.67673,9.71286
-84.861,0.732415,0.8402,2,3,0,86.0288,0.410188,-9.51314,9.41105
-84.7016,0.945854,0.8402,3,7,0,87.1713,0.293744,-10.2726,9.82468
-83.3759,0.970228,0.8402,2,7,0,85.6937,0.213907,-9.90851,9.77175
-84.6536,0.903866,0.8402,2,3,0,85.3684,0.393127,-9.53595,9.9289
-85.233,0.972212,0.8402,3,7,0,85.791,0.42358,-9.55092,9.92379
-83.957,1,0.8402,2,3,0,86.1786,0.283209,-9.92679,9.3605
-84.0779,0.994907,0.8402,3,7,0,84.9131,0.330442,-9.53019,9.96108
-84.1239,0.998268,0.8402,3,7,0,84.8662,0.224324,-9.74604,9.35725
-82.8051,1,0.8402,2,3,0,84.2844,0.227754,-9.6921,9.73852
-83.259,0.95281,0.8402,2,7,0,83.5164,0.382378,-9.60315,9.63514
-83.8414,0.934999,0.8402,3,7,0,84.8223,0.320986,-9.81002,9.95488
-85.5595,0.837978,0.8402,2,3,0,86.2431,0.227645,-9.39913,9.26644
-84.9291,1,0.8402,2,3,0,85.8337,0.231575,-9.32178,9.35203
-84.0304,0.813336,0.8402,3,7,0,87.8299,0.17757,-9.5954,9.55574
-84.0878,0.985561,0.8402,3,7,0,85.4154,0.313328,-9.65788,9.99194
-82.5367,1,0.8402,2,3,0,84.1227,0.279949,-9.61674,9.76197
-83.387,0.901992,0.8402,2,3,0,83.632,0.243211,-9.7789,9.89263
-85.0228,0.614989,0.8402,2,3,0,89.1284,0.400813,-9.28631,9.48513
-86.6114,0.737181,0.8402,1,1,0,86.8235,0.440497,-9.25679,9.40482
-83.3662,1,0.8402,2,3,0,86.7646,0.204027,-9.67382,9.53095
-83.7179,0.746909,0.8402,3,7,0,86.7828,0.380872,-9.62603,9.47239
-83.8401,0.99646,0.8402,3,7,0,84.0559,0.388497,-9.63835,9.47262
-83.7112,0.957484,0.8402,2,3,0,84.8248,0.188696,-9.51224,9.63233
-82.9441,0.996272,0.8402,2,3,0,84.091,0.230699,-9.70892,9.52223
-82.44,0.977041,0.8402,2,3,0,83.2971,0.269793,-9.82014,9.67235
-82.6028,0.976891,0.8402,2,3,0,82.732,0.244971,-9.76587,9.72607
-82.6028,0.628612,0.8402,1,3,0,86.388,0.244971,-9.76587,9.72607
-85.1578,0.763408,0.8402,2,3,0,85.2745,0.434357,-9.50346,9.86132
-84.2377,0.842584,0.8402,2,3,0,88.5666,0.215284,-10.1581,9.58088
-82.7515,0.963824,0.8402,2,3,0,84.8815,0.250396,-9.6956,9.51922
-84.1373,0.86658,0.8402,2,7,0,84.463,0.259719,-10.1016,9.8862
-83.246,1,0.8402,2,3,0,84.0118,0.278095,-9.99526,9.82089
-82.9349,0.796082,0.8402,2,7,0,85.4191,0.241915,-9.44889,9.63091
-82.6202,1,0.8402,2,7,0,83.0779,0.26577,-9.86273,9.57764
-82.6575,0.899485,0.8402,1,3,0,83.66,0.317285,-9.50694,9.6439
-83.2087,0.762983,0.8402,2,3,0,84.8991,0.260239,-10.0129,9.53315
-83.3487,0.99364,0.8402,3,7,0,83.6625,0.262937,-10.0002,9.48778
-82.5627,0.899978,0.8402,2,7,0,84.5421,0.333761,-9.68309,9.68335
-83.0279,0.91294,0.8402,2,3,0,83.443,0.318071,-9.92916,9.79673
-82.9038,0.839536,0.8402,2,3,0,84.7333,0.221822,-9.59892,9.71295
-83.8363,0.882219,0.8402,2,3,0,84.4362,0.376086,-9.97579,9.5164
-82.8842,1,0.8402,2,3,0,83.7527,0.323759,-9.83974,9.51605
-82.9167,0.960075,0.8402,3,7,0,83.6559,0.255377,-9.67066,9.83768
-83.6352,0.948728,0.8402,2,3,0,84.0788,0.403794,-9.70607,9.70841
-83.964,0.928057,0.8402,2,3,0,85.364,0.338776,-9.76284,9.35866
-84.8209,0.863571,0.8402,1,1,0,84.9174,0.349293,-9.83497,9.29255
-82.8686,0.991688,0.8402,2,3,0,85.2855,0.344091,-9.85783,9.58978
-82.6368,0.85007,0.8402,2,3,0,84.5201,0.262319,-9.79813,9.77241
-83.226,0.931138,0.8402,2,3,0,83.5236,0.300989,-9.69703,9.89952
-83.577,0.935146,0.8402,3,7,0,84.4481,0.375678,-9.41505,9.66657
-89.0352,0.500924,0.8402,2,3,0,91.1902,0.501786,-10.1884,9.94565
-84.1384,1,0.8402,2,3,0,89.4071,0.174941,-9.8749,9.72694
-85.4921,0.847535,0.8402,2,3,0,87.3282,0.474051,-9.78571,9.62432
-87.6854,0.869964,0.8402,3,7,0,90.1091,0.193235,-10.3084,10.0334
-85.9327,1,0.8402,2,3,0,90.1329,0.4373,-9.21416,9.56589
-83.5664,0.933599,0.8402,2,3,0,87.2133,0.289893,-9.26126,9.5895
-86.4384,0.781197,0.8402,3,7,0,87.1078,0.424965,-9.40662,9.30721
-85.4903,0.984961,0.8402,3,7,0,87.1017,0.172213,-9.87204,9.9568
-84.6851,0.923522,0.8402,2,3,0,87.6464,0.332134,-9.88684,10.018
-83.3296,0.990017,0.8402,3,7,0,85.5076,0.368452,-9.89491,9.56178
-83.4681,0.980872,0.8402,3,7,0,84.101,0.220158,-9.40121,9.57488
