# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = normal_mixture_model
# start_datetime = 2023-01-12 11:28:14 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\normal_mixture\normal_mixture.data.R
# init = 2 (Default)
# random
#   seed = 2900780693 (Default)
# output
#   file = examples\normal_mixture\normal_mixturevar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,theta,mu.1,mu.2
0,-84.9176,-1.68983,0.282131,-9.98905,9.52672
0,-85.6703,-1.69908,0.410799,-9.80995,9.69248
0,-85.1202,-1.53283,0.254595,-9.88141,9.44842
0,-85.8169,-1.65459,0.200646,-9.78479,9.88089
0,-86.6693,-2.45842,0.256178,-9.56882,9.26606
0,-84.3625,-0.668723,0.284829,-9.83433,9.57916
0,-84.795,-1.14682,0.314962,-9.83183,9.48574
0,-85.8727,-1.47132,0.42112,-9.61774,9.62703
0,-84.3793,-0.815644,0.289871,-9.89025,9.66545
0,-85.411,-0.881743,0.324143,-9.31239,9.77019
0,-84.6676,-0.303973,0.229616,-9.60827,9.73743
0,-84.9549,-1.04813,0.235695,-9.7824,9.48043
0,-85.235,-0.731695,0.286659,-9.43609,9.86526
0,-84.497,-0.300693,0.255183,-9.62458,9.54383
0,-85.0302,-1.5519,0.289729,-9.94209,9.84393
0,-84.5607,-0.534319,0.22836,-9.76565,9.66017
0,-84.9978,-0.588192,0.347407,-9.48766,9.77124
0,-86.1046,-1.58067,0.315381,-9.43825,9.96715
0,-84.356,-0.456422,0.252274,-9.79434,9.69377
0,-87.5601,-2.85674,0.19806,-9.14045,9.46195
0,-85.3444,-0.873034,0.36429,-9.46481,9.78966
0,-86.4142,-1.77903,0.222791,-9.22062,9.49371
0,-85.0135,-0.45224,0.232488,-9.46662,9.77269
0,-84.8293,-1.71983,0.299009,-10.0295,9.64062
0,-85.6073,-1.12225,0.316191,-9.45383,9.91354
0,-84.7739,-0.452702,0.351517,-9.54488,9.7145
0,-85.3606,-1.56385,0.232447,-9.8816,9.87161
0,-85.9424,-1.64974,0.332573,-9.61886,9.97654
0,-88.7762,-4.57625,0.324145,-9.72271,10.2035
0,-86.2698,-1.72456,0.164585,-9.63771,9.76137
0,-86.157,-1.68741,0.344028,-9.24366,9.49392
0,-85.3543,-0.848985,0.360247,-9.37305,9.68888
0,-86.8945,-2.83804,0.450379,-9.86906,9.76201
0,-85.0455,-0.563998,0.324607,-9.37051,9.72707
0,-84.6509,-0.36574,0.306885,-9.57902,9.81069
0,-85.6207,-1.24582,0.38904,-9.52476,9.5205
0,-85.403,-0.905602,0.276292,-9.28675,9.54467
0,-85.4583,-1.44737,0.368026,-9.69488,9.44851
0,-86.0214,-1.36152,0.177581,-9.48789,9.57518
0,-84.9517,-0.666551,0.364256,-9.594,9.75322
0,-84.6051,-0.213307,0.244689,-9.52445,9.59179
0,-85.6192,-1.08189,0.35621,-9.38619,9.81787
0,-85.2109,-0.781403,0.363584,-9.49711,9.77976
0,-85.8873,-1.49171,0.32101,-9.35009,9.41916
0,-86.6369,-2.10545,0.215075,-9.60458,10.0078
0,-85.9825,-1.32193,0.208284,-9.33473,9.51623
0,-84.5465,-0.900381,0.285282,-9.87706,9.77299
0,-85.4742,-0.921993,0.295061,-9.26743,9.76296
0,-88.8115,-5.06804,0.154962,-9.92431,9.28806
0,-85.5332,-0.865662,0.234127,-9.32009,9.77168
0,-85.5901,-1.69431,0.24433,-9.84146,9.93134
0,-85.4582,-1.84188,0.201032,-9.95795,9.71223
0,-84.3242,-0.14714,0.282146,-9.64531,9.75403
0,-84.5046,-0.192252,0.242773,-9.58489,9.59798
0,-85.5126,-1.04394,0.201936,-9.62539,9.83588
0,-84.4554,-0.612533,0.311528,-9.79214,9.76622
0,-85.2177,-0.802705,0.196425,-9.6429,9.72566
0,-85.7449,-2.20043,0.308026,-9.85843,9.35418
0,-84.435,-0.366068,0.249016,-9.7332,9.74656
0,-85.6838,-1.31267,0.399149,-9.55753,9.53764
0,-84.4802,-0.800373,0.287219,-9.83365,9.53915
0,-85.5775,-1.05566,0.362435,-9.41972,9.81685
0,-84.2364,-0.281648,0.304413,-9.72005,9.60991
0,-86.5086,-3.53244,0.403078,-10.1181,9.71644
0,-84.9241,-0.510987,0.251608,-9.56166,9.84312
0,-85.7927,-1.90758,0.360157,-9.73874,9.38756
0,-86.8966,-2.16241,0.416033,-9.40668,9.8698
0,-87.6586,-3.23243,0.259761,-8.94867,9.62805
0,-86.9028,-2.22505,0.453575,-9.5495,9.57339
0,-86.6089,-4.33712,0.359222,-10.2461,9.55484
0,-85.4493,-0.826031,0.212598,-9.48679,9.81759
0,-84.3677,-0.184276,0.323909,-9.60383,9.64773
0,-87.02,-2.18833,0.451638,-9.44683,9.70084
0,-84.7296,-0.987602,0.354971,-9.83184,9.68246
0,-85.6162,-1.08931,0.232266,-9.54173,9.91304
0,-84.5547,-0.230545,0.250823,-9.55532,9.5656
0,-86.2143,-1.52115,0.238901,-9.20993,9.81107
0,-86.1839,-2.29298,0.31596,-9.70733,9.2994
0,-85.4048,-0.907017,0.362755,-9.36662,9.64048
0,-84.6184,-0.269107,0.277219,-9.5563,9.80356
0,-89.8562,-4.86616,0.122211,-9.30634,9.88052
0,-85.6344,-1.24689,0.361213,-9.43597,9.47427
0,-84.5368,-0.739122,0.308769,-9.77633,9.51985
0,-85.8004,-1.5625,0.365649,-9.55508,9.4123
0,-84.975,-0.439502,0.260559,-9.35073,9.65149
0,-84.8918,-0.350361,0.254235,-9.38436,9.68762
0,-84.4087,-0.135434,0.300757,-9.57348,9.74789
0,-84.5806,-0.356257,0.23223,-9.68023,9.73618
0,-87.4979,-2.67708,0.473786,-9.59443,9.76285
0,-85.1812,-0.817973,0.340044,-9.43996,9.51214
0,-84.3717,-0.123219,0.312447,-9.57674,9.71033
0,-85.0208,-0.663688,0.243711,-9.52686,9.47958
0,-86.72,-1.89492,0.173631,-9.31049,9.61339
0,-86.7742,-2.64327,0.442757,-9.7876,9.50012
0,-84.6995,-1.10935,0.305768,-9.85705,9.50503
0,-86.5667,-2.12807,0.276529,-9.30006,9.35006
0,-84.5503,-0.164658,0.269026,-9.48124,9.59327
0,-85.098,-0.586089,0.295152,-9.31492,9.6975
0,-86.4676,-1.83942,0.212697,-9.31732,9.42821
0,-86.8714,-2.20532,0.268154,-9.35176,10.0173
0,-84.6867,-0.734265,0.312676,-9.75572,9.82776
0,-85.9089,-1.43113,0.285648,-9.23214,9.49113
0,-84.4819,-0.78875,0.289725,-9.82692,9.5362
0,-89.0864,-4.51223,0.485027,-9.80053,9.96337
0,-87.8349,-5.20142,0.175588,-10.2282,9.48086
0,-85.9988,-1.40152,0.370808,-9.30474,9.77578
0,-86.0294,-3.41355,0.228645,-10.2018,9.66192
0,-86.6277,-1.93664,0.156998,-9.51926,9.6019
0,-89.8434,-5.076,0.278208,-9.18715,10.1795
0,-85.2348,-1.20846,0.203876,-9.7841,9.53298
0,-86.0756,-1.52754,0.20727,-9.58981,9.92986
0,-85.3284,-0.801307,0.224797,-9.43713,9.51207
0,-85.1713,-2.0687,0.241885,-10.061,9.61885
0,-86.178,-3.10208,0.397893,-10.0767,9.62039
