# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = trueskills_model
# start_datetime = 2023-01-12 09:10:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2892518430 (Default)
# output
#   file = examples\trueskills\trueskillsMCMC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,skillA,skillB,skillC,perfA,perfB,perfC
5.16927,0.994422,0.24215,4,15,0,-0.896434,97.7061,102.257,94.9888,119.968,95.8307,87.6617
4.46544,0.979056,0.24215,4,15,0,-3.57988,109.852,106.607,87.5591,113.156,95.57,81.9459
1.47185,0.980637,0.24215,4,15,0,-0.610584,99.5763,120.386,86.1972,117.726,111.165,79.2841
3.48733,0.80427,0.24215,4,15,0,5.16778,118.375,100.64,104.669,129.665,85.4001,116.27
4.1624,0.941328,0.24215,4,15,0,-1.13197,104.48,89.5059,92.6034,129.526,84.4617,106.291
3.07022,0.981139,0.24215,4,31,0,-1.5085,103.534,99.7108,97.8174,103.655,89.6866,101.487
3.56352,0.988626,0.24215,4,15,0,-1.42678,99.6004,104.47,111.606,109.942,95.0616,97.852
4.7044,0.99996,0.24215,4,15,0,-2.93407,98.7689,103.869,106.303,116.71,93.6806,96.0377
2.73492,0.95089,0.24215,4,15,0,0.288442,99.0461,92.1279,112.106,109.882,99.302,102.452
3.19743,0.992663,0.24215,4,15,0,1.13251,120.942,106.126,89.4217,142.641,113.701,80.2303
3.32638,0.991896,0.24215,3,7,0,-2.62827,114.858,109.573,90.186,141.218,89.258,92.2832
4.07843,1,0.24215,4,15,0,-1.61756,104.896,103.008,108.463,133.363,109.274,97.286
4.11441,0.954389,0.24215,3,15,0,-1.04445,95.7925,90.4239,98.1648,107.008,64.4075,88.5497
2.16829,0.984149,0.24215,4,15,0,-0.351516,111.445,112.15,94.6847,113.685,111.783,91.6774
2.12078,0.978599,0.24215,4,15,0,-0.363222,100.368,91.031,108.848,112.562,52.7124,93.061
0.815827,0.766753,0.24215,4,15,0,1.03317,112.098,84.3791,107.482,117.353,109.816,104.604
4.0809,0.995347,0.24215,3,15,0,0.634074,98.2158,90.9881,97.7707,101.129,86.3176,94.2593
3.42991,0.98885,0.24215,4,15,0,-1.46007,101.011,99.8379,84.0584,100.808,95.4198,74.1673
-0.234434,0.947093,0.24215,3,7,0,0.835947,96.6486,112.608,76.5248,92.9871,86.5743,66.0412
0.582061,0.929083,0.24215,4,15,0,6.05208,121.685,104.947,114.316,122.66,117.093,102.486
3.3936,0.982155,0.24215,4,15,0,1.17784,98.3437,107.905,92.3353,135.499,93.372,85.6808
2.71671,0.906774,0.24215,4,15,0,-0.642507,120.384,94.3431,84.2252,122.863,71.3044,89.4375
3.52125,0.899091,0.24215,4,15,0,-0.848894,94.3657,99.1831,110.451,110.209,80.2069,96.4337
1.41933,0.729849,0.24215,4,15,0,2.28072,110.559,92.3189,98.8293,102.034,100.816,86.7043
1.17878,0.989491,0.24215,3,15,0,0.576365,103.402,89.2974,99.5132,98.3532,97.4422,81.7166
-0.0336793,0.965518,0.24215,4,15,0,2.96505,97.899,94.4467,99.8706,114.835,113.824,68.1125
1.00457,1,0.24215,4,15,0,0.840533,101.43,99.8878,85.6122,91.9655,90.5049,84.0304
0.693245,0.966061,0.24215,4,15,0,3.18878,103.301,102.002,98.1955,110.029,109.767,99.4382
3.74217,0.995807,0.24215,4,15,0,0.173725,103.84,98.2998,90.1116,110.115,68.9803,95.686
2.0082,0.992071,0.24215,4,15,0,0.766283,88.8448,101.239,96.4438,128.762,109.316,98.0359
1.80483,0.988174,0.24215,4,15,0,2.09192,109.234,107.865,96.7955,98.0487,95.2221,87.0688
2.11629,0.974064,0.24215,3,15,0,2.47289,113.831,86.4155,91.9603,113.241,91.9549,106.995
1.96751,0.999761,0.24215,3,7,0,-0.625449,117.807,84.1445,95.1956,104.312,82.6213,94.741
4.92989,0.993753,0.24215,4,15,0,-0.447458,96.1725,92.7001,96.4811,109.91,92.0555,82.2358
4.80968,0.952732,0.24215,4,15,0,-2.42192,112.153,96.1479,104.011,127.274,101.604,86.5955
2.04533,0.93707,0.24215,4,15,0,-1.17701,94.6095,105.099,83.5979,92.6781,81.7131,80.2569
1.78778,0.951546,0.24215,4,31,0,3.5893,124.11,91.078,96.1001,154.894,102.579,77.9477
3.70463,0.679008,0.24215,4,15,0,1.18233,118.508,99.7136,83.6271,132.146,94.0995,67.7092
3.3151,0.491048,0.24215,4,31,0,-0.634159,97.7844,94.5224,106.909,109.575,90.4459,106.5
0.750418,0.956621,0.24215,3,7,0,0.323914,91.8761,92.131,95.2838,115.42,91.9952,113.991
0.927709,0.984443,0.24215,3,7,0,1.62069,92.4358,95.4996,92.6292,105.736,70.6077,104.612
-2.25136,0.971926,0.24215,4,15,0,4.03331,113.705,88.5866,89.7039,83.7749,79.4115,81.7307
0.64965,0.990061,0.24215,3,15,0,5.0987,103.811,99.1136,109.028,126.264,88.9689,125.67
3.43553,0.968562,0.24215,4,15,0,1.13823,109.222,100.532,104.454,109.15,88.0262,71.8661
-0.248582,0.986879,0.24215,4,15,0,1.17106,108.811,78.8452,102.774,129.999,61.9305,126.921
-2.56867,0.749736,0.24215,3,7,0,4.3458,109.638,79.5194,99.6669,134.365,49.0654,131.145
-3.37851,0.251768,0.24215,4,15,0,11.5909,109.152,91.0743,114.761,144.217,110.47,142.829
0.679033,0.994542,0.24215,4,15,0,5.22178,106.704,105.825,106.668,98.6362,95.3579,96.576
-4.98783,0.991105,0.24215,4,15,0,5.98747,96.4315,103.129,114.593,117.995,117.389,117.83
3.1002,0.995328,0.24215,4,31,0,6.28384,95.633,91.4027,83.8992,96.3163,77.3778,60.455
4.80345,0.998087,0.24215,3,7,0,-1.9872,97.4026,96.0936,90.0017,110.955,95.1206,89.5902
4.72381,0.98588,0.24215,4,15,0,-3.37516,110.765,99.2768,97.8978,116.824,97.0787,104.293
4.6265,0.99649,0.24215,3,15,0,-3.31104,99.7384,94.9171,86.8895,103.77,78.4695,73.9003
3.92571,0.969637,0.24215,4,31,0,-2.94063,115.663,96.6122,110.037,124.229,103.547,98.6844
-0.277214,0.983933,0.24215,4,15,0,2.49303,120.31,96.5013,108.758,167.983,72.4303,98.5317
1.49301,0.476104,0.24215,4,15,0,4.76558,124.124,102.907,94.9801,114.357,80.9046,69.3689
0.187415,0.74729,0.24215,4,15,0,3.42827,125.614,107.361,85.8745,116.665,75.5239,74.3411
2.60044,0.969858,0.24215,4,15,0,1.84235,120.909,101.94,92.7186,130.035,116.827,101.672
3.75983,0.980496,0.24215,4,15,0,-0.0817383,108.221,88.5326,108.933,123.241,101.674,100.101
4.05675,0.990532,0.24215,4,15,0,-0.810893,116.69,106.449,103.282,142.081,110.156,95.8742
3.76118,0.980177,0.24215,4,15,0,-2.23211,104.213,104.209,112.685,125.873,84.8154,100.691
4.78977,0.996249,0.24215,4,15,0,-2.16777,97.1489,95.5701,95.3573,126.291,96.0289,86.8599
4.46932,0.943718,0.24215,4,15,0,-2.67165,111.697,102.699,101.109,129.166,83.8222,109.164
2.93308,0.842636,0.24215,3,7,0,-1.47939,121.971,95.8329,98.2108,126.377,111.57,97.9293
5.03142,0.977797,0.24215,3,15,0,-0.812447,104.568,96.7955,100.855,107.716,78.2096,91.2744
4.77761,0.996193,0.24215,3,7,0,-4.25812,106.719,97.1121,98.4593,103.394,82.9506,86.4569
4.07123,0.944306,0.24215,3,7,0,-1.8957,103.887,99.6224,102.859,102.232,76.7666,90.6554
4.69819,0.992983,0.24215,4,15,0,-3.11991,103.525,105.089,100.052,124.239,110.711,89.9959
4.1566,0.965058,0.24215,4,15,0,-2.34891,101.695,107.759,94.8201,119.265,109.48,98.2702
2.23387,0.943704,0.24215,4,31,0,1.55321,111.501,89.9313,86.068,109.199,64.9802,98.8179
1.24361,0.955413,0.24215,4,15,0,5.16357,102.37,116.046,109.708,118.899,81.1222,101.004
3.72943,0.998647,0.24215,4,31,0,0.926565,106.932,107.344,91.3413,128.369,118.739,89.1134
4.92985,0.985112,0.24215,3,15,0,-0.0104083,107.99,104.746,101.497,118.287,104.873,88.2384
5.3318,0.990356,0.24215,4,15,0,-2.37771,101.794,93.5773,90.823,113.104,93.0329,81.5771
2.11995,0.961387,0.24215,3,7,0,-1.0274,91.9785,89.4029,78.4989,96.5479,69.5639,77.589
0.449736,0.983581,0.24215,4,15,0,1.3915,97.5422,86.7893,81.2669,80.018,65.4428,65.4685
1.37229,0.992731,0.24215,4,15,0,3.03775,92.6627,96.7297,81.8622,94.4146,92.7468,69.1552
4.12726,0.994186,0.24215,4,31,0,1.35418,101.719,92.244,104.921,119.567,96.6996,110.116
0.857152,0.977899,0.24215,4,15,0,1.52729,118.143,96.8819,92.6013,99.7565,82.9162,96.3768
3.90401,0.893178,0.24215,3,15,0,3.29349,112.013,92.6614,92.1006,128.741,81.7694,109.818
3.76746,0.982627,0.24215,4,31,0,-1.72048,114.043,106.978,99.7294,113.685,101.731,78.7876
2.66487,0.989455,0.24215,4,15,0,-1.63348,104.479,99.8675,87.1953,142.208,104.314,63.9301
-2.50913,0.0515803,0.24215,3,7,0,4.8983,108.021,96.6014,85.6243,144.45,122.48,121.608
3.38196,0.855154,0.24215,2,7,0,3.80981,111.719,101.178,90.6838,114.992,84.9412,58.3718
2.10986,1,0.24215,4,31,0,-1.22811,112.433,105.83,87.3599,116.203,109.626,103.036
2.6409,0.997533,0.24215,4,15,0,-0.704458,98.2168,93.9821,108.945,135.981,105.263,109.76
1.98904,0.92723,0.24215,4,15,0,1.21755,112.358,107.938,96.3209,113.726,103.72,110.072
3.61304,0.997442,0.24215,4,15,0,-1.24846,94.4928,87.3362,103.52,126.333,85.1206,89.6141
2.21424,0.98569,0.24215,4,15,0,0.499518,104.746,118.632,91.5553,108.842,101.026,83.0992
4.6182,0.998394,0.24215,4,15,0,-0.62023,99.0727,92.5514,91.9615,109.845,98.3324,83.8504
0.998984,0.929167,0.24215,3,7,0,-0.127886,121.884,98.2706,88.8856,103.791,86.2148,94.1056
3.33484,0.991754,0.24215,3,15,0,2.23528,112.754,114.912,104.499,120.491,106.501,98.3655
3.48446,0.999965,0.24215,4,15,0,-2.50049,107.362,111.957,109.728,122.789,109.443,97.3046
2.85065,0.921566,0.24215,4,15,0,-0.754027,102.838,82.2422,96.0704,95.056,81.7903,83.5448
1.67044,0.980675,0.24215,3,7,0,0.393598,83.3466,87.88,97.0384,100.128,68.6307,93.7083
2.2763,0.995694,0.24215,4,15,0,1.44573,89.5551,81.2799,91.3221,96.4205,66.0487,87.4853
3.78037,0.979546,0.24215,4,15,0,0.572752,102.881,102.718,92.6838,99.6061,93.0902,74.3485
4.8247,0.982748,0.24215,3,15,0,-1.39626,99.5726,97.7272,99.7724,115.235,81.0141,102.963
1.40492,0.800452,0.24215,4,31,0,-0.537728,98.7487,95.6173,91.0007,89.3372,87.2865,63.2089
0.546844,0.972685,0.24215,4,31,0,1.28201,115.759,96.5846,109.35,135.371,126.051,116.358
3.74883,0.996911,0.24215,3,7,0,0.227688,114.199,103.041,109.861,132.052,111.464,95.234
4.20353,0.927588,0.24215,5,31,0,-0.660195,101.064,90.5261,100.513,117.162,66.9877,103.994
4.45113,1,0.24215,4,15,0,-3.73468,111.813,100.251,102.037,117.715,104.781,82.8456
3.80256,0.996144,0.24215,3,15,0,-2.71718,117.464,98.1825,90.6891,124.515,108.442,94.9778
3.2495,0.981789,0.24215,4,15,0,-2.01314,97.994,92.5442,107.136,126.036,107.511,101.579
3.54744,0.982025,0.24215,3,15,0,-1.08795,109.088,95.9993,112.452,118.169,86.5639,84.1139
1.85968,0.877771,0.24215,3,15,0,1.67903,89.9713,96.7928,93.4289,113.684,108.921,98.6962
1.86726,1,0.24215,3,15,0,0.11417,90.6025,97.9356,96.8496,109.795,107.356,97.5509
2.17948,0.999559,0.24215,4,15,0,-0.595954,105.404,100.768,92.6006,90.2168,79.6865,83.2371
3.75177,0.991671,0.24215,4,15,0,-1.8886,101.013,97.1895,98.6564,108.518,99.4422,102.638
-2.24017,0.945726,0.24215,3,7,0,3.22403,112.076,79.7518,113.396,98.5954,90.216,96.832
-0.359647,1,0.24215,3,7,0,3.39497,106.562,84.7118,114.548,99.5927,87.8054,98.1887
0.589293,0.989557,0.24215,4,15,0,2.31588,106.07,88.6706,104.283,126.238,61.5502,124.12
2.22173,0.999555,0.24215,3,15,0,0.548655,111.087,87.1896,104.401,112.472,87.6057,110.595
1.05993,0.965891,0.24215,3,7,0,-0.260604,116.867,87.3838,104.827,107.232,69.4318,105.248
0.840765,0.9998,0.24215,4,15,0,0.466438,116.32,91.409,107.388,104.812,84.7899,103.538
0.824998,0.989919,0.24215,4,15,0,2.35446,93.2867,108.213,78.3118,110.682,105.488,89.4393
1.75662,0.98096,0.24215,4,15,0,2.35914,105.974,97.8982,100.721,104.791,104.078,83.0651
3.06733,0.941519,0.24215,4,15,0,0.430419,107.862,106.088,95.495,112.184,110.011,92.415
2.97567,0.957709,0.24215,4,15,0,-1.13961,97.3132,88.9343,92.0656,109.651,61.076,100.062
2.81753,0.999796,0.24215,3,7,0,-1.988,104.15,82.7065,96.5225,103.657,90.6867,71.0042
0.766619,0.938663,0.24215,4,15,0,4.34497,102.008,113.764,115.77,137.22,107.939,124.001
1.30476,0.993739,0.24215,4,15,0,1.34032,103.267,115.256,116.021,135.996,110.943,115.785
3.15701,0.995935,0.24215,4,15,0,2.14876,94.5039,95.0932,113.378,110.92,86.2662,102.163
2.2451,0.960948,0.24215,4,15,0,1.56885,125.982,107.116,101.746,125.337,96.9768,80.1346
3.29221,0.984492,0.24215,5,31,0,-0.42259,94.6632,89.9933,90.1336,99.9684,88.2646,92.2671
1.73306,0.985952,0.24215,4,15,0,0.993049,96.2766,112.471,96.025,99.3232,97.1103,83.849
3.05699,0.947191,0.24215,3,15,0,0.855855,109.703,111.224,96.3778,112.627,108.482,95.5384
0.145618,0.950743,0.24215,4,15,0,1.67645,86.1281,76.8228,93.5162,113.156,70.554,104.048
2.49254,0.944327,0.24215,4,15,0,5.51594,97.7873,89.2595,100.1,88.2487,69.269,78.4309
4.15723,0.995178,0.24215,4,15,0,-1.17551,102.686,84.4362,102.734,114.939,91.2197,99.5436
-0.060526,0.471552,0.24215,4,15,0,6.75585,106.964,87.2819,103.407,118.068,77.9295,117.887
-1.83817,0.989449,0.24215,3,7,0,2.17126,111.282,76.9577,107.203,115.803,71.1052,115.639
2.02586,0.9552,0.24215,4,15,0,4.0682,106.564,85.327,99.5709,106.493,79.0317,105.311
4.5276,0.992703,0.24215,4,15,0,-0.597826,110.667,103.44,104.469,113.537,92.92,101.127
3.12613,0.98576,0.24215,4,15,0,-2.5941,94.7752,84.9313,93.366,120.159,78.4213,66.8393
3.00641,1,0.24215,4,15,0,-1.86982,115.17,108.425,109.817,116.097,98.4708,105.124
3.41573,0.992733,0.24215,4,15,0,-0.702665,101.662,94.7434,110.473,139.136,95.6344,104.351
2.66272,0.884009,0.24215,4,15,0,0.375,114.557,112.061,89.4848,122.18,87.9558,67.0331
2.53791,1,0.24215,4,15,0,-0.301005,109.34,111.012,107.893,145.412,119.548,103.516
4.44872,0.977144,0.24215,3,7,0,-0.458026,103.318,98.906,102.468,130.808,109.988,95.6192
5.2844,0.998156,0.24215,3,15,0,-3.26909,109.68,105.604,96.7496,123.324,99.5303,83.3423
5.20742,0.891841,0.24215,4,15,0,-2.76194,108.378,90.5283,89.5448,118.675,77.0548,80.768
4.52154,0.968153,0.24215,3,7,0,-4.00461,101.718,88.3479,89.3413,126.976,86.8968,92.5788
4.81627,0.999234,0.24215,4,15,0,-4.20465,110.635,99.7449,105.124,118.197,97.9772,104.143
3.49322,0.98196,0.24215,4,15,0,-0.864951,113.573,91.4118,109.254,119.649,95.5602,111.006
0.794251,0.960673,0.24215,4,15,0,0.619568,122.667,90.4678,108.124,113.887,100.758,82.4021
2.04088,0.961082,0.24215,4,31,0,3.57955,124.827,95.7528,93.6541,113.804,72.6954,81.6165
2.21646,0.889047,0.24215,3,7,0,0.344669,98.5736,91.8065,93.2942,127.723,113.972,73.8435
-0.60623,0.931951,0.24215,4,15,0,3.03357,106.593,97.323,101.242,87.3642,86.4234,82.5002
0.193313,0.990882,0.24215,4,15,0,3.68057,102.473,94.3883,103.197,88.8848,87.714,83.8541
-1.51436,0.93467,0.24215,3,15,0,6.17081,122.483,99.3254,103.066,95.059,90.6244,88.4663
-0.533981,0.998692,0.24215,4,15,0,6.11177,119.925,105.18,101.527,97.2795,93.1434,90.5492
0.517906,0.997762,0.24215,4,15,0,2.85833,79.3705,103.246,97.2578,110.082,86.8633,100.093
-0.430423,0.968317,0.24215,3,15,0,3.49752,78.8702,104.83,99.1475,103.844,97.1469,69.0625
0.646254,0.995123,0.24215,4,31,0,2.49541,127.931,101.145,84.9078,114.189,91.7434,88.8581
4.44098,0.999146,0.24215,3,7,0,-0.061079,115.299,97.1049,89.3162,112.962,87.7694,75.6185
1.26493,0.9777,0.24215,3,7,0,-0.921217,87.0336,105.1,85.7157,127.158,97.3244,71.5476
-5.88412,0.226667,0.24215,3,7,0,7.67965,86.6697,104.221,87.4208,130.243,109.053,29.2772
-0.139488,0.780499,0.24215,4,15,0,6.84006,121.085,112.11,91.2422,119.065,86.8119,111.29
1.72892,0.980775,0.24215,4,15,0,1.53527,94.3251,93.1316,100.349,85.4275,67.7019,78.7065
4.28089,0.972496,0.24215,4,31,0,1.38825,99.007,108.083,99.5058,112.466,95.575,99.8193
-1.46245,0.764463,0.24215,4,15,0,4.67263,113.184,86.3431,113.758,136.257,37.7785,113.611
2.22443,0.983705,0.24215,4,15,0,2.10186,119.958,86.8763,106.547,114.397,96.3692,95.2411
2.83674,0.995011,0.24215,4,15,0,-0.471554,87.9955,103.103,98.3378,99.0642,91.5438,87.8952
2.16636,0.975523,0.24215,4,15,0,2.60073,120.409,90.6722,87.7341,135.514,58.4071,83.217
3.60562,1,0.24215,4,15,0,-0.139822,101.95,88.6756,79.7919,118.505,88.8255,65.7229
3.02407,0.74536,0.24215,3,7,0,-0.421125,103.388,87.5526,84.5311,118.409,75.8298,102.084
3.50716,0.996688,0.24215,4,15,0,-1.26905,104.584,102.988,109.402,122.137,96.2079,116.438
2.73931,0.989681,0.24215,3,7,0,-1.35178,104.732,111.808,106.688,118.826,97.9323,75.4539
1.32594,0.912954,0.24215,4,15,0,2.66693,117.54,84.0316,80.776,134.104,98.1051,92.0926
4.27032,0.986369,0.24215,4,15,0,1.55821,111.409,103.72,103.743,127.857,109.909,109.211
3.48048,0.995906,0.24215,4,15,0,-2.70837,109.673,105.29,110.953,125.308,82.6942,111.645
3.59057,0.981842,0.24215,4,15,0,-2.12812,101.51,103.028,104.645,129.917,114.632,88.0249
3.50678,0.987511,0.24215,4,15,0,-0.237664,111.474,86.779,96.7147,106.41,93.7624,89.16
0.986424,0.975426,0.24215,4,31,0,1.97454,113.921,107.386,98.069,136.93,64.0343,105.722
2.6177,0.511882,0.24215,3,7,0,2.78744,110.255,102.238,103.919,132.328,124.324,90.4626
5.01227,0.995411,0.24215,3,7,0,-1.99256,108.351,102.174,106.671,123.402,102.05,100.321
3.96745,0.990546,0.24215,4,15,0,-1.93421,100.651,98.6987,80.8199,108.964,94.2967,67.4394
4.8917,0.994591,0.24215,4,15,0,-2.5004,108.557,95.8465,92.4401,107.047,91.5221,86.9322
3.81233,0.99605,0.24215,4,15,0,-3.24933,97.5366,104.502,85.2723,113.925,105.058,75.9466
3.78607,0.916453,0.24215,3,7,0,-1.85142,102.881,111.089,88.7136,109.908,100.896,82.8676
3.1798,0.954316,0.24215,3,15,0,0.224225,106.098,81.5016,100.188,113.949,57.5447,102.179
0.895158,0.622674,0.24215,4,15,0,2.81177,94.0659,88.977,81.9976,95.401,82.253,44.6506
0.603088,1,0.24215,3,7,0,1.00031,91.9248,83.4807,78.9808,111.35,91.237,92.995
3.91531,0.999493,0.24215,3,7,0,0.162144,97.0306,83.9312,89.0861,109.538,82.2303,91.2958
3.91663,0.95145,0.24215,4,15,0,-0.784165,102.746,95.5604,103.363,106.519,78.4577,102.215
4.72296,0.996964,0.24215,4,15,0,-2.83495,106.588,95.8754,93.402,136.832,85.5071,98.7527
3.3534,0.988636,0.24215,4,15,0,-1.93264,103.161,82.696,97.234,137.844,72.8951,99.0267
2.43389,0.299435,0.24215,4,15,0,4.39275,126.554,98.4946,100.778,120.233,81.6994,99.262
2.16299,0.998093,0.24215,4,15,0,0.395176,99.5268,85.236,106.974,141.283,92.1747,97.767
3.6423,0.991966,0.24215,4,15,0,-0.0812735,111.883,87.5473,112.332,117.654,86.3256,101.807
4.00072,0.973403,0.24215,4,15,0,-1.0816,113.966,100.668,105.259,136.811,88.2423,116.439
3.95666,0.907957,0.24215,4,15,0,-0.371137,97.5128,94.3019,86.907,112.352,78.5959,96.8118
3.84689,0.996057,0.24215,4,15,0,-0.740258,106.617,88.4889,112.878,117.661,78.5562,105.413
5.38255,0.998553,0.24215,4,15,0,-3.16488,104.217,96.1325,94.1631,109.966,89.4273,92.2222
3.78537,0.965524,0.24215,4,15,0,-3.08663,111.78,106.123,108.733,119.646,87.6835,87.629
2.60823,0.883534,0.24215,3,15,0,2.48959,104.415,105.606,95.4867,101.167,99.157,89.4139
1.00297,0.957164,0.24215,4,15,0,2.01793,101.736,96.7075,101.068,87.2993,85.0821,77.0426
2.26231,0.995186,0.24215,4,15,0,2.70601,100.215,101.19,100.461,111.691,109.829,103.313
2.22223,0.99186,0.24215,3,15,0,0.487753,105.057,99.4991,103.328,112.442,108.938,107.88
3.49257,0.988005,0.24215,4,15,0,-0.318743,91.4464,90.9683,89.5724,113.143,72.77,94.2004
3.81451,0.995279,0.24215,4,15,0,-1.71799,114.551,95.343,99.5281,113.318,86.7134,106.161
4.35145,0.997385,0.24215,3,15,0,-2.94461,112.801,104.237,99.7893,116.781,94.8775,105.02
4.18002,0.97926,0.24215,4,15,0,-2.5972,103.273,91.8591,95.5627,132.422,91.5826,71.7131
3.07108,0.94882,0.24215,4,15,0,-2.3657,107.976,96.8578,110.193,101.761,86.2421,91.4777
1.72477,0.993067,0.24215,4,15,0,-0.150411,100.767,90.3267,72.7172,117.908,81.5072,50.9174
2.8225,0.997005,0.24215,4,15,0,1.59546,111.416,95.4137,117.357,134.926,85.0758,95.9174
4.59619,0.963717,0.24215,4,15,0,-1.66607,113.62,102.022,88.9839,117.635,89.6854,72.2802
3.0936,0.999029,0.24215,4,15,0,-2.10181,89.1072,97.3233,98.7582,99.6674,93.8977,82.2389
-0.365105,0.929843,0.24215,4,15,0,2.30905,103.127,104.952,84.3676,93.5394,92.4937,88.7105
3.41386,0.963197,0.24215,3,15,0,2.05276,102.693,94.9386,108.509,114.218,106.662,99.1309
0.785571,0.968523,0.24215,4,15,0,2.02045,106.192,77.8083,103.702,115.46,100.498,106.799
2.31066,0.976019,0.24215,3,7,0,-0.281359,102.689,81.3583,105.77,104.471,55.5397,96.9072
4.74275,0.996683,0.24215,4,15,0,-1.35436,102.198,105.659,87.4497,112.679,91.0174,79.1767
4.23054,0.978644,0.24215,4,15,0,-3.44512,107.418,99.2385,86.2324,125.709,109.871,85.6947
2.89402,0.964125,0.24215,4,15,0,-1.70251,105.11,98.63,113.73,117.951,106.352,110.161
3.44722,0.979371,0.24215,4,15,0,-0.180967,103.331,95.6214,106.127,121.391,108.486,110.715
4.60573,0.986739,0.24215,4,31,0,-0.170874,106.972,104.655,101.051,122.39,102.23,108.572
4.30505,0.97335,0.24215,4,15,0,-1.41877,104.175,98.7491,98.3737,132.343,102.177,74.553
1.84385,0.696396,0.24215,5,31,0,3.05945,91.3399,98.6456,93.7774,101.614,94.4003,99.4088
1.28989,0.994881,0.24215,4,15,0,1.1731,110.927,102.109,95.369,105.434,93.7877,104.467
3.37682,0.987331,0.24215,4,15,0,0.253859,104.601,89.1879,106.204,107.877,86.5904,104.395
2.98816,0.981968,0.24215,3,15,0,-1.48909,105.406,96.5622,111.058,101.596,81.959,94.7377
2.47516,0.986185,0.24215,4,23,0,-0.0815509,101.437,98.7192,111.38,119.324,111.158,86.2587
0.112891,0.969402,0.24215,3,15,0,3.03738,80.814,104.575,107.122,100.975,89.9818,96.2456
-0.0571078,0.998929,0.24215,4,15,0,3.01828,119.764,88.0007,106.111,116.498,71.4676,115.655
1.95066,0.993347,0.24215,4,15,0,1.50329,101.216,94.7311,104.248,106.293,94.3346,105.501
-5.22058,0.799765,0.24215,3,15,0,6.85947,90.3814,94.8029,119.636,98.1769,97.2622,97.933
-2.43867,1,0.24215,4,15,0,6.78588,97.1392,89.3593,115.462,99.7806,97.7925,99.2111
-0.0328224,0.993499,0.24215,4,15,0,3.76494,99.7723,107.252,93.9082,106.637,87.0251,106.337
-0.898758,0.985708,0.24215,4,15,0,2.69645,105.59,109.909,106.652,102.506,99.2213,102.099
-1.2465,0.953716,0.24215,3,15,0,4.33333,102.302,105.889,92.85,118.004,116.946,115.087
-0.865303,0.994159,0.24215,4,15,0,5.85013,110.367,120.899,104.215,122.297,118.316,118.458
0.531009,0.994092,0.24215,4,15,0,3.35008,105.059,106.124,113.511,102.437,94.7457,100.989
1.26249,0.993666,0.24215,4,15,0,1.45978,98.0368,111.711,97.4963,106.856,94.1192,105.288
2.30087,0.998845,0.24215,4,15,0,-0.0926026,107.36,76.956,105.704,113.045,78.0887,78.6345
2.21646,0.999646,0.24215,4,15,0,-0.204872,99.0671,104.186,86.9196,102.542,83.4788,98.1637
2.67512,0.990589,0.24215,4,15,0,-0.201693,102.337,103.225,104.182,97.6354,85.4028,93.8551
5.37987,0.996507,0.24215,3,15,0,0.346175,101.957,99.0964,97.7449,109.625,85.2781,92.1531
4.38458,0.976857,0.24215,4,15,0,-3.14969,103.594,100.742,83.3823,128.513,99.6487,80.5531
3.46362,0.904639,0.24215,4,15,0,0.215314,108.218,102.925,108.78,109.776,95.7518,81.7374
3.85944,0.985504,0.24215,3,15,0,-0.557856,110.925,97.5453,94.5184,105.726,72.1846,91.8696
0.791276,0.971326,0.24215,4,15,0,0.119378,89.4755,91.9258,103.133,93.4543,87.1671,92.1917
-0.0665614,0.922501,0.24215,5,31,0,5.87291,99.2789,72.9893,89.4707,118.88,95.98,69.8287
2.85895,0.970705,0.24215,4,15,0,2.77994,101.04,101.916,85.5524,92.7412,79.0316,72.0905
-0.552651,0.910036,0.24215,4,15,0,4.08137,87.9824,90.8188,98.6004,106.396,105.873,93.3613
-4.27095,0.974761,0.24215,4,15,0,7.20414,115.44,83.7795,101.6,100.589,100.504,93.3689
-0.899264,0.995907,0.24215,4,15,0,7.5502,101.696,103.807,78.0293,112.244,112.042,69.6563
-1.01967,0.997012,0.24215,4,15,0,3.08007,98.0899,106.713,82.0379,107.867,107.757,68.2158
