# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = radar_model
# start_datetime = 2023-01-12 15:29:38 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2915264921 (Default)
# output
#   file = examples\radar\radarvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,bi1,unif.1,unif.2,unif.3,unif.4,unif.5,x1,x2,a1,a2,b1,b2,c1,c2,d1,d2,e1,e2,f1,f2,g1,g2,h1,h2,a,b,c,d,e,f,g,h
0,-31.1094,-14.1911,0.500833,0.943162,0.988334,0.407289,0.578552,0.255434,4.71408,4.28263,-0.770862,0.202172,-0.19634,0.114176,-4.22682,4.61128,-1.90628,4.41798,-2.52497,4.48415,-0.982274,0.869424,-1.70967,1.05415,-3.41661,1.00097,-0.56869,-0.082165,0.384463,2.5117,1.95918,-0.11285,-0.655526,-2.41563
0,-22.1365,-7.50296,0.651337,0.960943,0.554099,0.243283,0.454046,0.507012,4.44581,7.53878,-2.39972,2.67742,-0.553159,0.350402,-1.13143,0.788166,-4.61581,3.83804,-1.5369,0.637149,-0.5232,0.537252,-3.81648,2.4766,-2.58749,0.274017,0.277703,-0.202757,-0.343267,-0.777766,-0.899749,0.014052,-1.33988,-2.31347
0,-30.7754,-11.5282,0.72525,0.052907,0.78887,0.182502,0.126793,0.605024,2.64161,7.19547,-0.155573,2.58717,-0.774845,0.343031,-1.34147,0.134222,-3.75706,3.99062,-0.67887,1.17369,-0.314171,0.913867,-3.36516,2.70691,-1.63916,3.96837,2.4316,-0.431814,-1.20724,0.233562,0.494822,0.599697,-0.658254,2.32921
0,-21.7263,-6.75131,0.418334,0.902433,0.535295,0.327266,0.734513,0.668367,5.75931,3.51235,-3.67847,3.06022,-0.374349,0.681555,-4.18111,1.71709,-3.80214,4.70009,-3.31573,3.79381,-0.586582,0.111269,-0.42145,0.731938,-3.03425,4.28615,-0.61825,0.307205,-2.46403,0.897954,0.478075,-0.475313,0.310487,1.2519
0,-31.6962,-12.577,0.369138,0.911343,0.777702,0.8264,0.296843,0.618657,2.31768,5.68778,-1.03416,4.81059,-0.952463,0.0591168,-2.43445,2.4244,-4.83091,1.20707,-1.32679,0.294893,-0.607721,0.625961,-2.52364,3.87229,-4.62957,0.57921,3.77642,-0.893346,-0.0100486,-3.62384,-1.0319,0.0182401,1.34865,-4.05036
0,-28.6582,-13.903,0.741066,0.0825239,0.357899,0.309286,0.267381,0.99354,5.70359,3.47886,-0.686148,3.37648,-0.205356,0.138343,-0.497786,0.440664,-4.79883,3.81907,-4.16072,0.515659,-0.234293,0.798049,-3.6686,2.78227,-4.22455,1.2197,2.69033,-0.0670124,-0.057122,-0.979758,-3.64506,0.563755,-0.886331,-3.00485
0,-32.0399,-16.5581,0.0961207,0.262263,0.20632,0.0793662,0.258253,0.110085,2.44627,4.11316,-1.82689,4.51204,-0.557305,0.259626,-1.23385,0.00726355,-3.3343,0.487211,-2.51556,3.17341,-0.0531574,0.480067,-3.90397,3.07228,-4.85317,4.31536,2.68516,-0.297679,-1.22658,-2.84709,0.657847,0.42691,-0.83169,-0.537804
0,-26.3545,-11.2405,0.28604,0.712227,0.832699,0.517319,0.76829,0.570201,2.21292,1.28825,-4.34578,1.64668,-0.873458,0.659095,-3.86033,4.77567,-1.60793,0.341244,-3.24267,3.08365,-0.951782,0.794048,-4.12367,0.651038,-0.80486,0.5693,-2.6991,-0.214363,0.915344,-1.26669,-0.15902,-0.157734,-3.47263,-0.235561
0,-26.5863,-10.6,0.083723,0.238146,0.361918,0.843036,0.558124,0.33678,1.14273,4.28313,-2.909,0.418372,-0.587741,0.910753,-0.634863,3.82321,-2.83846,1.38257,-0.221524,1.57998,-0.483991,0.844277,-0.722956,0.536717,-2.98977,2.86664,-2.49063,0.323012,3.18835,-1.45589,1.35846,0.360286,-0.186239,-0.123122
0,-27.0731,-10.5992,0.763383,0.192263,0.377028,0.50149,0.268038,0.615982,3.13749,4.93595,-2.29396,3.67977,-0.553725,0.797629,-3.55928,0.911123,-0.35405,3.55142,-0.224645,0.234981,-0.806229,0.422104,-0.77826,3.02733,-0.341384,0.0552303,1.38581,0.243904,-2.64816,3.19737,0.0103359,-0.384125,2.24907,-0.286154
0,-25.1616,-10.1481,0.478207,0.259572,0.821431,0.467091,0.873351,0.0929317,5.54697,5.42828,-4.13678,4.06418,-0.174832,0.361505,-4.22545,1.79024,-1.05396,1.6213,-2.02107,1.88255,-0.907814,0.961041,-4.89912,0.739815,-1.99307,1.24474,-0.0725994,0.186673,-2.43521,0.567344,-0.138526,0.0532266,-4.1593,-0.748329
0,-23.2703,-7.65664,0.299257,0.166137,0.359517,0.746861,0.297158,0.176246,4.61611,4.61874,-3.8579,1.58887,-0.62209,0.38925,-0.21956,1.21147,-0.295624,0.698565,-3.83104,4.18696,-0.360582,0.521185,-3.87725,1.80147,-0.780679,0.284951,-2.26904,-0.23284,0.991913,0.402941,0.355921,0.160603,-2.07578,-0.495728
0,-29.4768,-12.9797,0.13106,0.762343,0.0285532,0.288593,0.249357,0.71369,2.99505,3.45342,-0.360597,4.76529,-0.339264,0.98875,-1.96346,2.05236,-4.25984,0.508569,-2.75887,3.06956,-0.22935,0.779543,-4.65939,3.14033,-2.63371,4.57104,4.40469,0.649486,0.0888983,-3.75128,0.310694,0.550193,-1.51906,1.93733
0,-26.8865,-9.78638,0.76158,0.397856,0.29021,0.873647,0.559943,0.619782,6.15374,2.99975,-3.87384,4.75744,-0.0577986,0.856681,-3.39146,0.172303,-1.15156,4.01085,-1.21077,3.88257,-0.784091,0.291084,-3.69904,4.49223,-3.67609,3.05362,0.883597,0.798882,-3.21916,2.85929,2.6718,-0.493007,0.793185,-0.622471
0,-27.4172,-11.5321,0.903622,0.871975,0.858641,0.707637,0.352642,0.54237,4.29571,3.30177,-4.06992,4.52206,-0.633893,0.0397295,-4.8175,0.534915,-0.749773,3.68423,-3.99973,4.93915,-0.691635,0.522415,-1.51908,2.57674,-1.82705,3.53688,0.452145,-0.594163,-4.28259,2.93445,0.939422,-0.16922,1.05766,1.70982
0,-25.9317,-9.43547,0.653145,0.102901,0.34129,0.256063,0.80708,0.473015,4.31161,2.67797,-3.86266,2.29667,-0.268287,0.662796,-1.10452,4.61321,-0.279399,3.3687,-0.0922481,2.68204,-0.654118,0.525815,-2.6771,0.505629,-3.45426,0.287877,-1.56599,0.394509,3.50868,3.0893,2.58979,-0.128303,-2.17147,-3.16639
0,-25.394,-9.57547,0.0484229,0.774377,0.709162,0.377766,0.270371,0.859973,2.97906,4.91212,-3.79561,2.57235,-0.953547,0.209744,-4.59246,2.19436,-3.64892,3.77407,-0.186342,2.77606,-0.726442,0.0669241,-2.01341,3.56828,-1.91129,1.75859,-1.22327,-0.743803,-2.3981,0.125144,2.58971,-0.659518,1.55487,-0.1527
0,-22.3796,-7.82953,0.859874,0.117046,0.303596,0.939281,0.0843683,0.106705,3.58412,4.46982,-3.86407,3.96554,-0.872868,0.22723,-1.51768,2.20521,-1.72725,2.8143,-2.4365,0.475932,-0.382373,0.607982,-3.26867,3.65833,-4.51223,1.84171,0.101479,-0.645638,0.687525,1.08705,-1.96057,0.225609,0.38966,-2.67052
0,-23.695,-8.3131,0.226881,0.19706,0.523645,0.357936,0.818597,0.0909108,4.45445,4.59067,-0.328726,3.15103,-0.915498,0.35241,-1.40303,1.80523,-3.76773,3.46567,-4.82131,0.276569,-0.857552,0.781033,-1.87517,3.17016,-2.01129,2.35409,2.8223,-0.563088,0.4022,-0.302061,-4.54474,-0.0765188,1.295,0.342796
0,-23.8518,-8.27649,0.275412,0.490596,0.28906,0.794275,0.578131,0.575423,5.14881,5.07634,-2.488,0.502098,-0.205338,0.0552848,-0.847972,4.26242,-0.53086,0.373587,-0.195094,4.37795,-0.472627,0.672685,-1.14595,2.84815,-1.1289,2.74713,-1.9859,-0.150053,3.41445,-0.157273,4.18286,0.200058,1.70219,1.61823
0,-27.9154,-12.0074,0.911998,0.316447,0.432716,0.717046,0.786175,0.485986,5.4355,4.41444,-4.84244,4.62015,-0.0438421,0.0909925,-2.66861,4.21142,-4.5205,3.18941,-4.18672,1.49809,-0.0904156,0.861881,-4.65257,2.08337,-1.45625,4.23423,-0.22229,0.0471504,1.54281,-1.33109,-2.68863,0.771466,-2.56919,2.77797
0,-23.9352,-8.91533,0.649282,0.243217,0.537626,0.605521,0.120722,0.92125,5.49019,6.63122,-1.28996,1.58571,-0.449503,0.804698,-2.0769,1.59401,-3.85019,3.44473,-0.82769,0.252108,-0.60367,0.367078,-2.34973,3.82967,-2.20043,4.93375,0.295749,0.355195,-0.482893,-0.405461,-0.575582,-0.236592,1.47994,2.73332
0,-28.4689,-11.2842,0.29457,0.918637,0.923157,0.671989,0.478191,0.392747,6.45235,3.42407,-3.92095,1.42832,-0.115693,0.406116,-1.53732,1.40812,-4.54522,0.0887856,-4.06166,3.40384,-0.346469,0.0528143,-4.01308,0.952258,-0.780744,4.38307,-2.49264,0.290422,-0.129195,-4.45643,-0.657817,-0.293655,-3.06082,3.60232
0,-28.991,-12.8338,0.47992,0.292933,0.626275,0.895842,0.970218,0.167833,2.77713,4.51616,-4.63112,1.26071,-0.144171,0.309279,-0.295206,4.75433,-0.644991,4.5358,-1.84406,4.23998,-0.695467,0.953049,-0.751462,1.42175,-0.716862,4.03907,-3.37041,0.165108,4.45913,3.89081,2.39592,0.257582,0.670285,3.32221
0,-27.4187,-8.78774,0.272576,0.85335,0.44845,0.833738,0.150833,0.968634,7.2632,3.11811,-3.2156,0.788773,-0.542647,0.886982,-3.27977,4.13344,-2.36919,1.06847,-3.13287,0.535216,-0.571944,0.772345,-3.45061,4.04123,-2.21817,2.2416,-2.42683,0.344335,0.853661,-1.30072,-2.59765,0.200401,0.590615,0.0234344
0,-27.8724,-11.3181,0.371185,0.971492,0.348212,0.5901,0.711886,0.0917949,3.13345,3.51498,-0.601003,1.78466,-0.178554,0.277479,-2.9412,2.9705,-4.8519,4.7591,-4.20611,4.09054,-0.69443,0.215033,-4.13744,4.71077,-3.23796,0.771097,1.18366,0.098925,0.0293076,-0.092805,-0.115568,-0.479397,0.573331,-2.46686
0,-26.5024,-10.0284,0.493073,0.479867,0.279438,0.166269,0.523331,0.396052,4.77913,4.88692,-0.146693,4.54738,-0.768488,0.84205,-1.71995,4.13757,-2.12778,2.63789,-2.34604,0.118919,-0.0488686,0.882287,-1.64863,1.93958,-4.37075,0.556867,4.40068,0.0735619,2.41762,0.510109,-2.22712,0.833418,0.290941,-3.81389
0,-31.0592,-15.6267,0.511297,0.3837,0.640669,0.721082,0.0507698,0.677452,1.33983,4.08007,-4.70949,3.20022,-0.353729,0.0710675,-1.00303,0.932782,-0.147723,0.364382,-4.56628,0.877153,-0.111194,0.0707869,-3.6627,2.54779,-4.92115,2.16274,-1.50926,-0.282662,-0.0702456,0.216659,-3.68913,-0.0404073,-1.11491,-2.75841
0,-28.7066,-11.0346,0.712155,0.249069,0.114919,0.449561,0.265233,0.239809,2.77815,6.54396,-4.72944,1.19876,-0.860585,0.473145,-1.55763,4.23256,-1.96449,1.35451,-2.23036,4.31236,-0.724966,0.128651,-2.06372,0.267665,-2.5018,0.0630829,-3.53068,-0.38744,2.67493,-0.609973,2.082,-0.596314,-1.79606,-2.43872
0,-27.0027,-10.8031,0.67031,0.551612,0.210273,0.351177,0.302402,0.313001,5.27634,6.96277,-3.85595,3.42155,-0.554937,0.320242,-4.28578,4.72744,-2.9792,3.71379,-4.19193,0.501191,-0.875167,0.91832,-0.587432,0.853513,-4.27092,4.88877,-0.4344,-0.234695,0.441652,0.73459,-3.69073,0.0431522,0.266082,0.617849
0,-23.7548,-7.71065,0.508878,0.359792,0.0728142,0.571061,0.411921,0.914612,2.92253,6.23173,-2.93318,4.0284,-0.300806,0.608692,-2.8762,0.734224,-0.13332,3.61143,-4.05755,3.17173,-0.600771,0.69044,-3.84964,2.18502,-1.92037,4.62608,1.09522,0.307886,-2.14198,3.47811,-0.885827,0.0896684,-1.66462,2.70571
0,-24.6366,-9.37604,0.61818,0.208894,0.183037,0.406626,0.62747,0.435225,5.00035,2.39377,-4.71864,0.70316,-0.572959,0.344206,-1.11565,0.696621,-0.54486,0.556188,-0.0614341,4.37231,-0.724244,0.684249,-3.33402,3.5683,-2.18391,3.1382,-4.01548,-0.228753,-0.419032,0.0113279,4.31088,-0.039995,0.234276,0.954289
0,-28.5365,-10.7628,0.0540713,0.755297,0.600388,0.814186,0.427355,0.828516,1.89401,5.77725,-4.53819,2.8743,-0.927699,0.322282,-4.24567,0.410415,-0.504419,4.37596,-3.33403,2.79018,-0.923588,0.73679,-2.39035,3.67793,-0.735359,4.13101,-1.66389,-0.605417,-3.83525,3.87154,-0.543851,-0.186798,1.28758,3.39565
0,-32.7105,-15.2635,0.492013,0.292686,0.343888,0.155852,0.232064,0.0126286,6.7865,3.29215,-1.41132,4.51441,-0.904785,0.70254,-3.18225,0.722581,-4.90931,2.81699,-0.589435,2.05836,-0.156199,0.200501,-0.928507,4.60842,-4.2279,0.1607,3.10308,-0.202245,-2.45967,-2.09232,1.46893,0.0443023,3.67991,-4.0672
0,-31.7172,-15.9732,0.680735,0.863324,0.447048,0.876313,0.00934272,0.765702,3.16631,3.94828,-0.462759,2.80848,-0.941479,0.324046,-2.73185,2.35439,-1.91095,0.43789,-4.73404,4.40887,-0.971771,0.331741,-1.25404,0.126655,-3.12811,0.219643,2.34572,-0.617433,-0.377457,-1.47306,-0.325165,-0.64003,-1.12738,-2.90846
0,-31.8478,-14.8178,0.311821,0.124553,0.36393,0.235882,0.0723979,0.904795,4.49644,7.64687,-3.6158,3.32535,-0.139081,0.954694,-3.79975,2.04383,-0.521699,3.69322,-0.296905,1.04448,-0.256883,0.934479,-0.399571,0.194983,-4.54971,0.923468,-0.29045,0.815614,-1.75592,3.17153,0.74758,0.677596,-0.204588,-3.62624
0,-30.0951,-13.861,0.950185,0.901596,0.0516415,0.0392926,0.276653,0.707195,5.85679,4.9237,-4.67862,1.08447,-0.11262,0.752695,-2.24523,2.11153,-0.414818,2.56425,-3.419,0.142841,-0.779628,0.924369,-1.18456,4.42531,-3.08486,4.39745,-3.59416,0.640075,-0.133695,2.14943,-3.27616,0.144741,3.24075,1.31259
0,-27.7517,-11.5633,0.0596036,0.683863,0.786937,0.249966,0.390795,0.634442,4.82835,7.09586,-4.59579,3.27635,-0.493198,0.874449,-3.89409,3.85587,-0.500435,1.47911,-0.743733,4.7674,-0.922142,0.403601,-0.886866,0.228776,-0.566566,1.37882,-1.31944,0.381251,-0.0382271,0.978674,4.02366,-0.518541,-0.658091,0.812255
0,-24.6766,-7.08699,0.257133,0.288583,0.586934,0.651118,0.318245,0.688442,3.30298,5.53912,-0.563832,1.6373,-0.733321,0.709151,-2.90198,0.631675,-4.8613,3.47736,-1.99104,4.74801,-0.811025,0.678493,-2.1649,4.2488,-2.63839,0.609424,1.07347,-0.0241699,-2.2703,-1.38395,2.75697,-0.132531,2.0839,-2.02896
0,-22.0528,-9.18978,0.492483,0.143461,0.426024,0.974092,0.211302,0.347363,1.59424,2.02732,-0.362481,3.03285,-0.899271,0.747764,-2.75366,2.69332,-3.98795,1.89739,-1.36664,1.34622,-0.334792,0.360139,-3.33264,2.40593,-0.78799,3.97444,2.67036,-0.151507,-0.0603441,-2.09056,-0.0204203,0.0253466,-0.926707,3.18645
0,-25.6433,-9.99951,0.71698,0.947775,0.200435,0.896667,0.324402,0.0446235,3.33041,6.17239,-1.97897,0.675947,-0.398971,0.609098,-4.34388,1.03048,-2.78948,3.25207,-3.08922,4.93726,-0.327381,0.705886,-4.35538,3.04308,-2.56418,3.13534,-1.30302,0.210126,-3.3134,0.462588,1.84804,0.378504,-1.3123,0.571157
0,-25.4309,-8.79003,0.379988,0.167545,0.185761,0.748916,0.847249,0.237151,5.14798,2.88132,-0.935464,2.60801,-0.0960937,0.515038,-1.52293,4.12136,-4.6921,1.9127,-0.699677,4.6717,-0.0548069,0.54394,-0.357619,2.54862,-2.41419,3.11124,1.67255,0.418945,2.59843,-2.7794,3.97203,0.489133,2.191,0.697045
0,-24.5077,-8.70318,0.0723911,0.286454,0.176682,0.760091,0.193843,0.290415,5.07673,4.10669,-4.3401,1.75517,-0.880513,0.521521,-4.64216,2.16354,-1.31624,2.88214,-0.384558,4.02074,-0.366492,0.262617,-4.68972,3.59215,-1.39456,4.54223,-2.58494,-0.358991,-2.47862,1.5659,3.63618,-0.103874,-1.09758,3.14767
0,-28.9807,-11.553,0.0742055,0.925921,0.891841,0.198561,0.136027,0.0495364,1.65647,4.2224,-2.93995,2.77089,-0.91965,0.671845,-4.34221,0.968076,-3.95677,2.65832,-1.11494,2.04381,-0.435237,0.123558,-0.28934,3.64649,-3.94324,2.77914,-0.169061,-0.247805,-3.37414,-1.29845,0.928869,-0.311679,3.35715,-1.1641
0,-38.8238,-18.3205,0.0764768,0.659589,0.0139781,0.602778,0.0814741,0.242149,2.50547,7.06386,-0.420736,2.80157,-0.0864758,0.17686,-4.61355,4.56069,-0.534333,0.0265683,-1.60545,4.767,-0.580383,0.89827,-2.87801,4.04195,-3.51581,2.37328,2.38084,0.0903845,-0.0528597,-0.507764,3.16155,0.317887,1.16394,-1.14253
0,-26.9079,-11.5006,0.546975,0.816452,0.899107,0.520326,0.142355,0.472742,4.22845,4.89883,-3.78831,4.70107,-0.894121,0.197424,-1.47403,2.4346,-0.355259,4.46599,-4.4914,0.612362,-0.00741814,0.496927,-1.9776,2.01762,-4.06584,2.79337,0.912762,-0.696697,0.960565,4.11073,-3.87904,0.489509,0.0400227,-1.27247
0,-26.7641,-11.6584,0.98733,0.688922,0.95989,0.819411,0.864829,0.693554,5.2093,4.76672,-4.55797,3.71781,-0.066886,0.863906,-2.1841,0.914475,-3.74485,2.00316,-2.75729,0.801147,-0.0693242,0.705157,-0.966663,1.59187,-3.25217,3.37729,-0.840166,0.79702,-1.26963,-1.74169,-1.95615,0.635833,0.625204,0.125122
0,-26.5379,-10.0433,0.407876,0.419409,0.684382,0.352563,0.660075,0.302883,4.62126,3.67391,-2.31589,0.956034,-0.357637,0.0343561,-0.377566,2.5456,-0.611143,3.80966,-0.0909467,0.833609,-0.129956,0.207338,-0.740041,4.34314,-4.25375,3.73063,-1.35986,-0.32328,2.16803,3.19851,0.742662,0.0773814,3.6031,-0.523116
0,-24.6579,-9.46043,0.812247,0.898678,0.979982,0.849417,0.726621,0.562867,4.08104,3.8285,-3.15599,2.97895,-0.642569,0.687533,-3.77745,3.05016,-0.242981,3.68949,-4.78436,4.22915,-0.588266,0.142398,-3.6571,4.15494,-3.2995,2.02023,-0.177044,0.0449643,-0.727295,3.44651,-0.555211,-0.445867,0.49784,-1.27927
0,-33.0404,-14.8542,0.468973,0.108422,0.656094,0.049967,0.83043,0.892211,3.23807,6.56531,-1.91062,3.14232,-0.628485,0.844704,-1.01083,3.14859,-0.345515,2.56478,-4.87749,0.488635,-0.824429,0.206099,-0.695614,0.0773775,-0.424156,1.24958,1.2317,0.216219,2.13776,2.21927,-4.38886,-0.61833,-0.618237,0.825427
0,-30.3577,-15.8708,0.997343,0.168915,0.317965,0.715343,0.55501,0.544764,5.37742,6.07065,-1.64028,1.14104,-0.216561,0.972839,-1.78855,0.264328,-3.75544,3.06537,-0.0824309,3.79252,-0.523484,0.445321,-0.392683,0.710322,-1.23198,3.99184,-0.49924,0.756278,-1.52422,-0.690068,3.71009,-0.0781629,0.317639,2.75986
0,-24.6959,-10.1082,0.283749,0.0597112,0.143071,0.893666,0.167342,0.740994,6.24388,8.04788,-2.68705,0.850716,-0.76047,0.932042,-2.24354,3.73145,-3.90055,2.26688,-2.10086,4.45123,-0.673436,0.451156,-2.85093,2.07676,-0.792678,4.50551,-1.83633,0.171573,1.48791,-1.63367,2.35038,-0.22228,-0.774166,3.71283
0,-31.4142,-10.2069,0.935461,0.583871,0.201442,0.697433,0.155242,0.704422,1.16058,7.30304,-3.91734,3.39626,-0.763267,0.232618,-1.29599,1.9843,-2.75082,0.742324,-3.8275,0.518018,-0.484174,0.883277,-1.50611,0.784629,-1.53335,2.5813,-0.521082,-0.530649,0.688305,-2.0085,-3.30948,0.399103,-0.721481,1.04794
0,-29.8655,-12.355,0.160279,0.614159,0.405587,0.171353,0.117211,0.761584,6.40367,4.29195,-1.0041,1.05579,-0.308579,0.983756,-0.454954,4.58197,-2.76115,3.94008,-0.625932,3.48015,-0.3573,0.029834,-0.464179,1.67155,-4.57573,3.74883,0.0516939,0.675177,4.12702,1.17893,2.85422,-0.327466,1.20737,-0.826894
0,-27.4379,-11.4664,0.78268,0.400673,0.83628,0.13572,0.116827,0.0466796,4.01495,5.40615,-3.14479,1.46473,-0.792186,0.697436,-2.58674,0.523751,-4.82621,4.96799,-2.06316,2.11872,-0.592175,0.770409,-0.778007,1.33674,-3.78653,0.877885,-1.68006,-0.0947493,-2.06298,0.141781,0.0555615,0.178234,0.558728,-2.90864
0,-31.5392,-15.8749,0.69312,0.828438,0.162168,0.741302,0.0803071,0.853682,3.17278,2.71056,-0.13692,1.14826,-0.807408,0.215437,-2.29595,2.41276,-0.739754,0.852366,-0.132737,0.290102,-0.444468,0.0912305,-0.204391,4.64468,-4.85534,2.41182,1.01134,-0.591971,0.116814,0.112612,0.157365,-0.353238,4.44029,-2.44352
0,-22.725,-7.8338,0.551388,0.877931,0.890903,0.431018,0.0746701,0.908861,5.12783,6.02815,-3.38804,0.338599,-0.759829,0.199501,-3.01458,4.32906,-1.95867,3.00612,-0.649002,2.53277,-0.794078,0.491794,-4.4267,1.83124,-3.25997,2.70816,-3.04944,-0.560328,1.31448,1.04745,1.88377,-0.302284,-2.59546,-0.551804
0,-25.3683,-10.1258,0.0747613,0.868402,0.38859,0.582463,0.566017,0.592238,3.65237,3.56622,-4.29443,4.60371,-0.44618,0.204136,-4.69574,2.26009,-4.63429,4.6518,-2.29119,1.81006,-0.629362,0.307583,-3.65086,4.07391,-1.47234,4.89231,0.309279,-0.242044,-2.43565,0.0175136,-0.481134,-0.321779,0.423044,3.41997
0,-30.568,-14.1059,0.981743,0.348838,0.667973,0.878944,0.0189345,0.687887,5.31343,2.39715,-4.64857,4.17047,-0.140167,0.811856,-1.0565,0.921739,-0.488017,1.34421,-2.87388,0.664196,-0.2448,0.944119,-2.88827,1.06724,-4.10579,0.418772,-0.478102,0.67169,-0.134762,0.856192,-2.20968,0.699319,-1.82103,-3.68702
0,-36.6906,-21.3973,0.232547,0.949309,0.389176,0.562822,0.966388,0.209622,2.33358,3.1861,-2.25697,0.0942382,-0.0162493,0.208446,-3.50776,0.0820224,-2.06901,0.575929,-3.39135,2.01319,-0.00745955,0.0589599,-4.08649,2.94983,-4.84912,3.80326,-2.16273,0.192197,-3.42573,-1.49308,-1.37816,0.0515004,-1.13666,-1.04587
0,-32.5518,-14.3268,0.682285,0.822052,0.873974,0.93801,0.025037,0.526444,7.89017,4.80559,-2.28842,3.3077,-0.165563,0.195593,-4.15296,0.532484,-4.83751,0.579485,-0.593696,3.58017,-0.93443,0.106816,-1.68006,3.67305,-2.56219,0.431562,1.01928,0.0300298,-3.62047,-4.25803,2.98647,-0.827614,1.99299,-2.13063
0,-20.812,-6.62335,0.36698,0.272496,0.328746,0.452169,0.30166,0.66893,3.64827,0.385697,-1.84735,4.5637,-0.709494,0.296204,-1.43414,4.19177,-1.40909,3.04695,-4.47347,4.01329,-0.45369,0.645682,-2.90059,2.38282,-3.73559,2.3082,2.71635,-0.41329,2.75763,1.63785,-0.460183,0.191992,-0.517772,-1.4274
0,-31.4808,-19.0796,0.925026,0.553852,0.140988,0.066502,0.474298,0.834961,6.59734,9.19693,-0.728324,1.77408,-0.636892,0.0791563,-0.997426,3.9075,-4.91094,1.18496,-4.96763,0.188001,-0.822444,0.396694,-1.36835,1.16942,-3.53719,2.6198,1.04575,-0.557736,2.91007,-3.72598,-4.77963,-0.42575,-0.198932,-0.917391
0,-24.664,-9.58291,0.0639625,0.566459,0.241837,0.885686,0.0671051,0.081812,3.50893,3.57308,-2.32184,0.845272,-0.616634,0.318382,-2.57251,0.51471,-1.31781,4.30872,-0.603491,0.130965,-0.905785,0.550237,-2.72187,1.03127,-2.21729,3.03173,-1.47657,-0.298252,-2.0578,2.99091,-0.472525,-0.355547,-1.6906,0.814436
0,-26.4544,-11.8157,0.821128,0.660878,0.810529,0.378663,0.407477,0.142572,4.91418,4.5012,-3.82034,0.644118,-0.0548037,0.759925,-4.88056,2.01894,-1.02781,4.29399,-0.601201,1.80274,-0.425591,0.689055,-4.79898,4.38207,-0.421367,0.478656,-3.17622,0.705121,-2.86162,3.26618,1.20154,0.263465,-0.416906,0.0572891
0,-33.5974,-18.9677,0.202955,0.757692,0.0738515,0.870198,0.957826,0.490829,6.0473,4.57992,-3.02486,4.09523,-0.496264,0.673646,-1.44619,4.02161,-0.0716148,0.867568,-2.75997,0.274705,-0.993836,0.44588,-4.63636,0.0833697,-0.178712,1.04253,1.07037,0.177382,2.57542,0.795953,-2.48526,-0.547956,-4.55299,0.863814
0,-30.9249,-12.9903,0.602201,0.62985,0.675508,0.901593,0.522139,0.346559,6.25239,2.95573,-4.6253,2.75088,-0.0455502,0.988288,-1.41102,3.06889,-0.238865,4.13398,-4.70541,4.12846,-0.864873,0.669243,-2.82449,0.697797,-1.54904,0.316496,-1.87442,0.942737,1.65788,3.89511,-0.576947,-0.19563,-2.1267,-1.23254
0,-21.3719,-6.2675,0.289645,0.539843,0.677208,0.38078,0.171798,0.282327,4.34499,5.09525,-2.76747,0.793872,-0.192169,0.458976,-4.33538,0.0930841,-0.911056,0.714809,-1.53353,1.36204,-0.46689,0.268173,-1.2347,1.27365,-3.06825,1.43161,-1.9736,0.266807,-4.2423,-0.196246,-0.171497,-0.198717,0.0389506,-1.63664
0,-24.9802,-9.24632,0.364095,0.0813834,0.856875,0.0768967,0.334316,0.301806,4.00544,5.16615,-1.46526,0.377129,-0.850962,0.130229,-3.10604,4.49773,-1.62369,3.63005,-2.96179,2.54443,-0.972749,0.650233,-2.82329,4.49252,-4.00574,2.58782,-1.08813,-0.720733,1.39169,2.00635,-0.417354,-0.322515,1.66923,-1.41792
0,-31.6243,-15.3684,0.220058,0.0804946,0.651247,0.985319,0.22158,0.502166,3.51311,2.2271,-1.68747,0.559271,-0.292867,0.523741,-3.99884,4.20973,-4.40056,2.70677,-0.259884,1.31043,-0.975871,0.0195031,-4.78482,3.99412,-3.34065,2.13585,-1.1282,0.230874,0.210889,-1.69379,1.05055,-0.956368,-0.790699,-1.2048
0,-29.6151,-11.9064,0.875658,0.737898,0.345685,0.84132,0.653775,0.780296,6.03549,3.78545,-0.179595,1.40155,-0.0758268,0.409026,-3.56701,4.29581,-4.35874,2.78583,-2.99224,0.465135,-0.0728373,0.862892,-2.26468,0.683877,-4.24632,0.125501,1.22196,0.333199,0.7288,-1.57291,-2.52711,0.790055,-1.5808,-4.12082
