# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = altermu_model
# start_datetime = 2023-01-12 11:09:56 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file = examples\altermu\altermu.data.R
# init = 2 (Default)
# random
#   seed = 2899682674 (Default)
# output
#   file = examples\altermu\altermuvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,mu.1,mu.2,mu.3
0,-120.152,-1.506,-0.19473,-0.382658,-0.200962
0,-119.967,-1.99102,-0.114442,0.347183,-0.471815
0,-120.827,-1.44023,0.345295,0.252117,-0.26523
0,-127.965,-2.95835,-0.264694,0.63935,-0.187482
0,-120.109,-0.47461,-0.131367,-0.193862,-0.122469
0,-123.697,-1.36289,-0.279248,0.425921,-0.234002
0,-121.922,-0.910758,-0.457281,0.0517071,-0.0642005
0,-120.635,-1.51675,0.159793,0.34299,0.0476557
0,-119.896,-1.13802,0.136432,0.391175,-0.168562
0,-122.391,-2.1867,-0.384016,-0.117266,0.177184
0,-120.04,-0.291596,0.147038,0.0562891,-0.189882
0,-120.077,-0.878115,-0.0471043,0.0308769,-0.414432
0,-120.04,-0.889712,-0.26598,-0.015641,-0.38424
0,-125.767,-1.79638,-0.126545,0.0554442,0.211114
0,-119.929,-0.448723,-0.261298,0.0531984,-0.303656
0,-119.998,-1.0228,-0.0110826,-0.163383,-0.382019
0,-126.649,-1.43693,-0.212599,0.407053,0.00993624
0,-120.333,-0.0249528,-0.144819,0.0389323,-0.173095
0,-122.037,-0.856007,-0.427265,0.0433736,-0.0393803
0,-121.367,-0.469529,-0.0282483,0.257321,-0.0584668
0,-121.283,-1.33971,0.0913736,0.338329,0.0469401
0,-134.518,-5.70867,-0.350243,-0.545216,-0.589286
0,-126.135,-3.41093,0.292702,0.401719,-0.513794
0,-119.948,-0.63426,-0.0799901,0.0248862,-0.377235
0,-120.589,-0.0644577,-0.100448,0.142127,-0.162399
0,-123.179,-2.44309,-0.270561,-0.288573,-0.479732
0,-120.295,-1.22273,-0.438082,-0.0945872,-0.324364
0,-121.48,-0.194748,-0.184279,0.0570507,-0.0574129
0,-120.139,-3.05509,0.566441,-0.0862035,-0.364681
0,-120.281,-0.0115059,-0.107984,0.0218581,-0.171441
0,-123.276,-0.796375,-0.141583,0.329193,-0.0388503
0,-120.167,-0.794578,-0.0482643,-0.274429,-0.148601
0,-121.437,-0.955355,-0.0891643,0.403657,-0.141282
0,-130.191,-3.67625,-0.657894,0.101003,0.20381
0,-125.831,-1.45705,-0.395045,0.385901,-0.225938
0,-120.417,-0.303241,-0.281722,0.0996045,-0.23113
0,-120.239,-1.86285,-0.251619,-0.421268,-0.122698
0,-121.718,-2.91859,-0.251345,0.53651,-0.421556
0,-120.641,-0.0196857,-0.0702574,0.0784819,-0.128386
0,-122.842,-1.3324,0.0520244,-0.267922,0.0329292
0,-119.907,-0.563252,-0.0204354,0.259395,-0.288342
0,-120.067,-0.743536,-0.181621,-0.0713254,-0.368607
0,-119.937,-1.18434,-0.00832497,0.406326,-0.280509
0,-120.849,-0.676223,-0.216103,0.281988,-0.275578
0,-120.488,-2.05161,-0.327157,-0.41311,-0.075627
0,-119.867,-0.280586,0.0321351,0.0508775,-0.286898
0,-119.874,-0.270692,-0.098072,-0.0893867,-0.257676
0,-122.381,-3.82666,-0.466017,-0.509424,0.0532853
0,-120.625,-0.47761,-0.242743,0.205938,-0.268936
0,-119.964,-0.718456,-0.144724,-0.202004,-0.290491
0,-119.909,-1.22418,0.218567,-0.121273,-0.358116
0,-125.628,-2.99924,-0.605202,-0.243233,-0.400533
0,-120.933,-2.62049,-0.397194,0.0120114,-0.546203
0,-121.957,-0.47911,-0.153153,-0.0143755,0.0201244
0,-119.988,-0.526531,-0.0636013,0.256155,-0.285848
0,-122.108,-0.358584,-0.0925409,0.0709004,0.00546207
0,-120.461,-0.0160065,-0.0907191,0.0960856,-0.162598
0,-120.213,-3.24255,-0.652349,0.130241,-0.468752
0,-120.673,-0.679988,0.254181,-0.0464716,-0.145358
0,-140.273,-2.9249,-0.661276,0.382246,-0.0631817
0,-124.323,-5.96509,-0.458384,-0.662895,0.136322
0,-120.199,-0.81425,-0.285046,-0.175706,-0.285976
0,-124.006,-1.62723,-0.172291,0.499221,-0.117472
0,-120.788,-1.11845,-0.488744,0.112498,-0.268894
0,-121.734,-2.91619,0.265145,0.284575,0.218361
0,-132.72,-2.38421,-0.604802,0.373433,-0.19128
0,-121.993,-0.432247,-0.335251,0.14664,-0.133881
0,-120.986,-0.252183,-0.226128,0.178185,-0.196118
0,-124.855,-1.73132,-0.0168141,0.230701,0.176563
0,-121.103,-0.564547,0.201401,-0.020857,-0.0737656
0,-125.794,-1.67574,-0.1174,0.104573,0.196562
0,-119.95,-0.753258,-0.0260211,0.154025,-0.381889
0,-122.488,-1.02867,0.147323,0.0641702,0.0802718
0,-119.911,-0.416372,0.0449973,-0.0972673,-0.273794
0,-120.957,-0.828423,-0.195798,0.329004,-0.274532
0,-120.18,-1.02691,0.0932754,0.0698569,-0.413246
0,-120.835,-3.80141,0.276509,0.411474,0.243627
0,-122.376,-1.31702,-0.308493,-0.0703026,0.107677
0,-119.873,-0.669946,0.180135,0.25154,-0.16011
0,-120.299,-1.42819,-0.27181,-0.35408,-0.1646
0,-122.439,-2.05778,0.158664,0.260694,0.17093
0,-122.247,-0.489299,-0.205758,0.0300737,0.0162093
0,-124.943,-1.62669,0.274747,-0.170904,0.0513832
0,-120.136,-0.13548,0.0370776,-0.0279276,-0.194346
0,-120.768,-0.313444,-0.151863,0.236173,-0.20718
0,-121.498,-1.16779,-0.216395,-0.160562,0.0790595
0,-119.96,-0.787787,-0.062182,0.123186,-0.396203
0,-119.927,-0.916011,-0.371837,0.0574965,-0.344058
0,-123.342,-3.07264,-0.191042,-0.266499,0.256996
0,-126.825,-1.20473,-0.38726,0.206288,0.0376273
0,-119.907,-0.797239,-0.226092,-0.251318,-0.180929
0,-120.008,-2.0289,-0.529738,-0.178188,0.0366916
0,-121.484,-2.16913,0.311643,0.184433,0.144259
0,-120.086,-6.49069,0.0234136,-0.80663,-0.329512
0,-119.987,-2.13576,-0.170722,0.289034,-0.50894
0,-120.528,-0.574055,0.18913,0.125123,-0.0565166
0,-120.412,-1.88079,0.0501257,-0.146079,-0.492074
0,-124.068,-1.04442,-0.114052,0.314816,0.0389598
0,-119.918,-1.24552,-0.512338,-0.110596,-0.143864
0,-121.925,-1.89786,-0.451995,-0.165473,-0.401975
0,-120.453,-1.96588,0.0586376,0.430772,-0.397444
0,-120.274,-0.312905,-0.248106,0.11858,-0.258496
0,-131.912,-3.1107,0.327826,-0.378467,0.0909261
0,-119.92,-0.807797,-0.430759,-0.0365404,-0.234075
0,-120.015,-2.42622,0.547863,0.0524883,-0.285677
0,-120.979,-1.87652,-0.361948,-0.384327,-0.124848
0,-123.674,-0.845095,-0.127552,0.0879583,0.0922731
0,-119.933,-2.14409,0.245214,0.457536,-0.00903092
0,-125.699,-2.45843,0.0396801,0.201655,0.252493
0,-123.615,-1.18279,0.0650862,-0.105775,0.102007
0,-119.879,-0.253459,-0.112278,-0.0895203,-0.249072
0,-125.353,-1.51266,-0.536314,0.255138,-0.20213
0,-122.069,-1.57932,-0.0209098,0.457032,-0.0104781
0,-129.252,-2.30194,-0.500936,0.14786,0.149333
0,-122.748,-0.854883,-0.410712,0.222549,-0.209002
0,-119.938,-0.781437,0.279469,0.144631,-0.130839
0,-119.921,-2.3633,0.356107,0.36379,0.0510912
0,-122.472,-0.741806,-0.0173426,0.216668,0.0392479
0,-122.444,-0.40013,-0.177375,0.238949,-0.0794656
0,-120.191,-1.93036,-0.296345,-0.405567,-0.0704207
0,-119.906,-0.541599,-0.354856,-0.0664975,-0.206804
0,-120.012,-0.978732,0.18375,0.324399,-0.212175
0,-125.52,-2.60822,-0.41289,-0.413349,-0.32693
0,-124.085,-1.26309,-0.0677394,-0.00360629,0.149655
0,-120.068,-1.34171,-0.0313173,0.443851,-0.264143
0,-119.929,-1.25794,-0.320829,0.0884378,-0.423333
0,-154.17,-3.96548,-0.627661,0.575998,-0.0899467
0,-121.493,-1.1135,0.133709,-0.289225,-0.142632
0,-122.706,-1.41316,0.359582,-0.0927705,-0.0353747
0,-131.129,-1.70304,-0.428959,0.404264,-0.0836823
0,-120.075,-0.200186,0.00724508,0.184845,-0.202929
