# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = clickgraph_model
# start_datetime = 2023-01-12 08:53:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\clickgraph\clickgraph.data.R
# init = 2 (Default)
# random
#   seed = 2891521876 (Default)
# output
#   file = examples\clickgraph\clickgraphMCMC20k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,simAll,unif.1,unif.2,unif.3,unif.4,unif.5,beta1,beta2
-21.7042,0.592112,0.00273203,10,1023,0,24.0841,0.302936,0.939702,0.720447,0.590257,0.535646,0.887593,0.771694,0.422728
-24.4257,0.801694,0.00273203,10,1023,0,28.6925,0.212297,0.568904,0.634406,0.529628,0.982837,0.57383,0.830318,0.877659
-24.2959,0.634046,0.00273203,10,1023,0,29.0819,0.279771,0.929438,0.236886,0.253462,0.990386,0.444279,0.87534,0.514048
-25.5517,0.720581,0.00273203,10,1023,0,29.1087,0.294552,0.930796,0.252694,0.211425,0.996014,0.499757,0.898228,0.405866
-20.0114,0.537693,0.00273203,10,1023,0,27.6581,0.49386,0.22033,0.524822,0.737588,0.555726,0.832084,0.827104,0.587048
-22.2072,0.547177,0.00273203,10,1023,0,24.5323,0.695425,0.0742921,0.741235,0.290025,0.141911,0.63545,0.792545,0.703888
-21.3553,0.985822,0.00273203,10,1023,0,28.2963,0.849619,0.233142,0.386393,0.465205,0.0455151,0.373491,0.731963,0.528784
-23.1019,0.969259,0.00273203,10,1023,0,25.0807,0.33742,0.202677,0.329154,0.133966,0.00464062,0.703748,0.677951,0.370092
-22.1454,0.565438,0.00273203,10,1023,0,26.808,0.585933,0.0910756,0.158508,0.192968,0.0452951,0.466189,0.605412,0.748181
-24.4006,0.966256,0.00273203,10,1023,0,27.9011,0.65583,0.030434,0.964602,0.192332,0.918455,0.264199,0.470638,0.400182
-23.2428,0.679303,0.00273203,10,1023,0,29.1057,0.679637,0.0457775,0.969831,0.329796,0.834882,0.179646,0.545319,0.397084
-22.9341,0.835974,0.00273203,10,1023,0,26.9141,0.640308,0.160649,0.933098,0.759195,0.102436,0.926322,0.48215,0.750632
-23.6927,0.529172,0.00273203,10,1023,0,27.9901,0.770652,0.867239,0.975312,0.23823,0.41887,0.261332,0.725328,0.403305
-22.6952,0.999999,0.00273203,10,1023,0,25.9759,0.310383,0.114421,0.189686,0.79244,0.755652,0.821397,0.736023,0.833546
-24.0756,0.967311,0.00273203,10,1023,0,26.8158,0.378055,0.818712,0.246832,0.0140395,0.62502,0.484763,0.718114,0.0503056
-23.7945,0.542499,0.00273203,9,511,0,24.7796,0.321154,0.792988,0.265759,0.0120393,0.570228,0.50086,0.711436,0.0592635
-24.1091,0.357236,0.00273203,10,1023,0,25.913,0.252773,0.801301,0.231871,0.0085706,0.657026,0.491645,0.685204,0.0714796
-23.7363,0.259618,0.00273203,10,1023,0,28.4352,0.311247,0.888824,0.21628,0.00951075,0.485535,0.43651,0.735299,0.106311
-22.0525,0.711574,0.00273203,10,1023,0,26.8185,0.772827,0.118162,0.118234,0.710186,0.540938,0.777869,0.828995,0.684017
-23.1863,0.562548,0.00273203,10,1023,0,29.366,0.337906,0.299354,0.443347,0.0243547,0.292277,0.0436336,0.500619,0.911761
-19.2082,0.727588,0.00273203,10,1023,0,25.3246,0.32591,0.238233,0.613657,0.229085,0.199322,0.585396,0.650924,0.480088
-22.0658,0.855088,0.00273203,10,1023,0,25.5567,0.392921,0.638894,0.895397,0.877555,0.0406384,0.331064,0.219125,0.783765
-20.9012,0.520227,0.00273203,10,1023,0,23.8912,0.520571,0.830411,0.890577,0.830243,0.119107,0.339057,0.260417,0.702541
-21.0405,0.371464,0.00273203,10,1023,0,23.8498,0.637879,0.842086,0.903575,0.801992,0.0937407,0.3586,0.279397,0.712253
-21.4854,0.566012,0.00273203,10,1023,0,25.6361,0.532869,0.240051,0.612818,0.340843,0.0131139,0.400676,0.451485,0.641033
-23.6191,0.746411,0.00273203,10,1023,0,27.6918,0.982947,0.942402,0.588489,0.343343,0.415578,0.111896,0.705255,0.606262
-23.9921,0.999999,0.00273203,10,1023,0,26.4472,0.968105,0.908916,0.83541,0.220168,0.274045,0.0488931,0.536221,0.528373
-19.8984,1,0.00273203,10,1023,0,26.1748,0.401276,0.744577,0.610597,0.739577,0.748657,0.490072,0.312989,0.660291
-21.0663,0.722966,0.00273203,10,1023,0,22.6307,0.532706,0.352645,0.560582,0.722967,0.352608,0.682641,0.224936,0.765825
-21.5884,0.669846,0.00273203,10,1023,0,29.4959,0.576884,0.329972,0.641103,0.774291,0.207898,0.724081,0.250129,0.811051
-21.2907,0.883,0.00273203,10,1023,0,22.4723,0.421811,0.683609,0.345543,0.225204,0.791018,0.275798,0.80407,0.825689
-19.2801,0.884116,0.00273203,9,511,0,22.3665,0.339757,0.789772,0.461125,0.40274,0.574467,0.591514,0.683268,0.3687
-22.1976,0.736735,0.00273203,10,1023,0,24.3083,0.653685,0.180305,0.576552,0.641944,0.449757,0.406901,0.363473,0.976118
-21.4663,0.487143,0.00273203,10,1023,0,26.0785,0.75442,0.069305,0.84662,0.807845,0.626001,0.293436,0.516958,0.415363
-23.7294,0.798787,0.00273203,10,1023,0,26.4888,0.841802,0.859709,0.390074,0.0777861,0.818801,0.552043,0.327372,0.96909
-22.8819,0.816736,0.00273203,10,1023,0,28.173,0.204181,0.414558,0.245084,0.838732,0.120847,0.251749,0.665916,0.94533
-20.6182,0.413134,0.00273203,10,1023,0,27.1822,0.539395,0.218448,0.149339,0.741086,0.233023,0.566722,0.688658,0.806132
-25.403,0.928162,0.00273203,10,1023,0,27.7424,0.581978,0.72364,0.380778,0.000869335,0.442612,0.409159,0.47232,0.208416
-21.376,0.975994,0.00273203,10,1023,0,28.4737,0.812334,0.236009,0.624693,0.493522,0.105259,0.289376,0.590119,0.938311
-23.7825,0.985767,0.00273203,10,1023,0,26.2627,0.985443,0.674194,0.113074,0.706392,0.885059,0.132036,0.653281,0.407045
-19.9982,0.954564,0.00273203,10,1023,0,24.8706,0.918894,0.674652,0.43938,0.680616,0.795998,0.362263,0.58845,0.32068
-23.0451,0.877183,0.00273203,10,1023,0,25.0569,0.176364,0.277272,0.883337,0.0556843,0.195357,0.804049,0.390012,0.639352
-21.061,0.950004,0.00273203,10,1023,0,24.7802,0.306491,0.562748,0.482832,0.146696,0.151008,0.777933,0.320256,0.447972
-20.4897,0.932141,0.00273203,10,1023,0,22.2777,0.21357,0.693429,0.282587,0.491563,0.273861,0.728309,0.329319,0.748281
-20.2707,0.85898,0.00273203,10,1023,0,23.8682,0.226866,0.637759,0.369531,0.574329,0.141826,0.857233,0.329208,0.759745
-20.7946,0.322696,0.00273203,10,1023,0,23.4493,0.308773,0.646803,0.403111,0.639265,0.119927,0.893607,0.293518,0.770688
-18.8847,0.484061,0.00273203,9,1023,0,24.41,0.314938,0.300126,0.61954,0.743791,0.623901,0.303974,0.577831,0.487131
-20.3807,0.854837,0.00273203,10,1023,0,21.6264,0.500232,0.645688,0.267696,0.257797,0.353167,0.211887,0.775288,0.761343
-20.798,0.986574,0.00273203,10,1023,0,22.9972,0.370791,0.816806,0.888899,0.553511,0.664723,0.0796734,0.580417,0.558132
-20.0432,0.861037,0.00273203,10,1023,0,23.11,0.628758,0.235683,0.47813,0.85936,0.638932,0.704609,0.62654,0.732275
-23.2209,0.874613,0.00273203,10,1023,0,24.6563,0.876639,0.193751,0.846229,0.866829,0.0665027,0.34659,0.399297,0.760376
-21.6137,1,0.00273203,10,1023,0,24.723,0.825708,0.6295,0.741033,0.861477,0.310312,0.307912,0.269494,0.631125
-19.7278,0.930107,0.00273203,10,1023,0,23.0564,0.405234,0.555784,0.887245,0.4147,0.651316,0.23822,0.309917,0.69402
-25.3099,0.302116,0.00273203,10,1023,0,32.0548,0.0268168,0.951752,0.880267,0.450517,0.135895,0.242729,0.433449,0.829337
-20.903,1,0.00273203,10,1023,0,26.5942,0.947368,0.550269,0.161288,0.354933,0.169145,0.512502,0.63833,0.369606
-24.8858,0.829821,0.00273203,10,1023,0,26.074,0.892023,0.344932,0.0888716,0.338845,0.054219,0.655071,0.768473,0.0334408
-23.681,1,0.00273203,9,511,0,25.7407,0.881639,0.43476,0.151709,0.370356,0.0635945,0.528433,0.764704,0.0430911
-21.2677,0.580761,0.00273203,10,1023,0,27.5931,0.578325,0.530452,0.893055,0.15898,0.530358,0.652173,0.64078,0.122066
-20.7612,0.569925,0.00273203,10,1023,0,24.1158,0.782362,0.158738,0.77735,0.304085,0.369745,0.700894,0.605609,0.908648
-20.0337,0.850726,0.00273203,10,1023,0,22.1801,0.739038,0.851643,0.751143,0.851486,0.586247,0.60906,0.557265,0.956346
-20.2128,0.631944,0.00273203,10,1023,0,22.3336,0.761705,0.739759,0.848835,0.69636,0.394031,0.477048,0.664882,0.900317
-29.2541,0.836448,0.00273203,10,1023,0,31.119,0.713121,0.982264,0.367186,0.810784,0.995394,0.201847,0.859303,0.280789
-26.419,0.911234,0.00273203,10,1023,0,31.0689,0.835354,0.952777,0.108837,0.767706,0.981418,0.152219,0.84412,0.509392
-22.6408,0.519309,0.00273203,10,1023,0,31.9538,0.539183,0.622085,0.822036,0.685543,0.981484,0.257073,0.701991,0.443808
-19.4285,0.922231,0.00273203,10,1023,0,22.9127,0.6191,0.458814,0.606565,0.321643,0.699888,0.152949,0.785703,0.544882
-20.8633,0.588799,0.00273203,10,1023,0,22.1778,0.385233,0.244041,0.410627,0.296629,0.397064,0.0297204,0.707967,0.481145
-21.0046,0.478462,0.00273203,10,1023,0,25.2412,0.313042,0.769759,0.306629,0.189505,0.388473,0.185476,0.696592,0.843354
-21.5184,0.856679,0.00273203,10,1023,0,24.3811,0.224045,0.931278,0.116123,0.528089,0.358528,0.568429,0.481253,0.272729
-20.9068,0.867916,0.00273203,10,1023,0,23.0365,0.279267,0.936497,0.179165,0.573291,0.520862,0.50407,0.520613,0.264324
-23.1711,0.903757,0.00273203,10,1023,0,25.853,0.431066,0.0657732,0.555741,0.745739,0.597726,0.664149,0.239817,0.750621
-24.4077,0.491025,0.00273203,10,1023,0,28.4246,0.450996,0.111414,0.333747,0.952701,0.578759,0.442806,0.290131,0.120442
-25.2094,0.591085,0.00273203,10,1023,0,30.0209,0.70335,0.212176,0.151622,0.877996,0.143219,0.517526,0.155141,0.510049
-20.6266,0.995061,0.00273203,10,1023,0,27.9893,0.288632,0.664641,0.220732,0.393209,0.835833,0.0735386,0.619114,0.669681
-22.4752,0.954805,0.00273203,10,1023,0,23.9233,0.615857,0.464908,0.974694,0.271698,0.150511,0.908601,0.483926,0.487299
-19.7652,0.975381,0.00273203,10,1023,0,24.2602,0.402545,0.856888,0.775853,0.360546,0.363923,0.834194,0.548946,0.541198
-20.9914,0.971472,0.00273203,10,1023,0,24.5324,0.790304,0.530492,0.963737,0.400943,0.626868,0.790145,0.433549,0.70066
-19.8981,0.788241,0.00273203,10,1023,0,24.6699,0.174955,0.293207,0.463003,0.258063,0.186764,0.400383,0.540079,0.738764
-24.0306,0.93258,0.00273203,10,1023,0,26.8549,0.864429,0.889636,0.475555,0.911247,0.175957,0.925106,0.293866,0.465553
-21.5139,0.683876,0.00273203,10,1023,0,27.3197,0.906187,0.454075,0.252627,0.114664,0.479238,0.107402,0.707007,0.43815
-22.1412,0.911533,0.00273203,10,1023,0,24.0101,0.883128,0.440178,0.457793,0.0221121,0.667744,0.335581,0.726478,0.675003
-20.6566,0.860278,0.00273203,10,1023,0,27.1259,0.788337,0.656171,0.387037,0.0730463,0.811268,0.485787,0.741359,0.637086
-24.5496,0.782628,0.00273203,10,1023,0,27.4584,0.734452,0.234655,0.0561444,0.00600022,0.254596,0.229451,0.492599,0.546562
-23.6077,0.774288,0.00273203,10,1023,0,27.7195,0.495976,0.534996,0.087675,0.00709,0.226847,0.197136,0.434116,0.677829
-25.883,0.726345,0.00273203,10,1023,0,29.0867,0.493509,0.849878,0.654437,0.0046163,0.835673,0.381712,0.406598,0.17927
-22.8011,1,0.00273203,10,1023,0,29.2136,0.90475,0.221134,0.7412,0.798084,0.966661,0.26704,0.629168,0.713344
-22.4984,0.571317,0.00273203,10,1023,0,26.952,0.576175,0.379296,0.611209,0.149527,0.596671,0.932482,0.802216,0.0614485
-27.2063,0.320888,0.00273203,10,1023,0,29.8147,0.440587,0.730184,0.795723,0.943119,0.858575,0.937948,0.629359,0.957629
-19.4328,0.871877,0.00273203,10,1023,0,29.195,0.755098,0.529876,0.521988,0.62176,0.846287,0.533275,0.579083,0.707342
-19.3957,0.999728,0.00273203,10,1023,0,20.3277,0.915753,0.528224,0.424442,0.543059,0.411217,0.43998,0.567921,0.253092
-19.264,0.557372,0.00273203,10,1023,0,20.8402,0.874893,0.635892,0.560769,0.618634,0.278657,0.514411,0.601547,0.283836
-21.2704,0.943854,0.00273203,10,1023,0,22.8683,0.552564,0.248627,0.242207,0.159353,0.346737,0.812911,0.348878,0.475545
-21.9785,0.893708,0.00273203,10,1023,0,25.0107,0.673276,0.475074,0.118189,0.166844,0.232662,0.738944,0.34444,0.593644
-19.9536,0.864976,0.00273203,10,1023,0,24.2414,0.245287,0.154723,0.183777,0.340933,0.640745,0.69727,0.468663,0.429301
-22.3092,0.841125,0.00273203,10,1023,0,24.567,0.464511,0.908711,0.188303,0.474383,0.723635,0.850268,0.281444,0.509178
-20.3079,0.587691,0.00273203,10,1023,0,26.3884,0.377961,0.0767393,0.294126,0.148517,0.514786,0.600372,0.488994,0.0844175
-24.2509,0.984421,0.00273203,10,1023,0,26.1964,0.313714,0.955078,0.0897356,0.855695,0.21536,0.600723,0.544568,0.931675
-21.9701,0.855583,0.00273203,10,1023,0,26.685,0.721365,0.847169,0.226148,0.223051,0.152778,0.121833,0.441635,0.306952
-19.0808,1,0.00273203,10,1023,0,22.96,0.636722,0.633508,0.471846,0.127575,0.739945,0.362617,0.528203,0.233769
-22.8199,0.430124,0.00273203,10,1023,0,23.747,0.632464,0.945917,0.218889,0.119581,0.926002,0.430496,0.528253,0.767986
-26.0838,0.616956,0.00273203,10,1023,0,32.326,0.938848,0.922078,0.0887253,0.090627,0.866343,0.331078,0.394245,0.941355
-24.449,0.966367,0.00273203,9,511,0,27.4061,0.911341,0.890696,0.101282,0.113115,0.852269,0.398261,0.433179,0.928501
-23.3423,1,0.00273203,10,1023,0,28.4783,0.270706,0.840921,0.867345,0.709517,0.226087,0.0368668,0.237747,0.45142
-21.5493,0.482057,0.00273203,10,1023,0,24.7638,0.514273,0.796754,0.788435,0.842824,0.380181,0.0330994,0.259523,0.658976
-24.3124,0.416464,0.00273203,10,1023,0,27.546,0.946496,0.362831,0.0594895,0.158889,0.592886,0.915626,0.791441,0.328147
-20.0899,1,0.00273203,10,1023,0,25.5647,0.350152,0.280591,0.709535,0.532425,0.283362,0.849668,0.381695,0.432187
-20.1585,0.941966,0.00273203,10,1023,0,22.1124,0.43089,0.533735,0.624158,0.883128,0.233056,0.779884,0.667235,0.805052
-23.6865,0.836247,0.00273203,10,1023,0,26.0338,0.23171,0.92804,0.752237,0.59942,0.15866,0.469275,0.877581,0.657035
-22.9677,1,0.00273203,10,1023,0,25.4895,0.368174,0.112832,0.582428,0.278281,0.924362,0.670189,0.906512,0.699278
-24.251,0.627695,0.00273203,10,1023,0,27.4783,0.327493,0.215098,0.716702,0.209596,0.865442,0.600595,0.943243,0.7793
-24.9811,0.361313,0.00273203,10,1023,0,31.1212,0.841055,0.458704,0.966027,0.125533,0.700749,0.884793,0.864936,0.274928
-23.3654,0.902505,0.00273203,10,1023,0,28.8433,0.15981,0.37266,0.990397,0.601331,0.235483,0.785848,0.40073,0.719416
-19.5077,1,0.00273203,10,1023,0,25.1201,0.435535,0.867872,0.754214,0.419287,0.225332,0.617867,0.620109,0.549391
-21.7459,0.937473,0.00273203,10,1023,0,23.2173,0.597067,0.473944,0.892216,0.472708,0.540791,0.926113,0.828505,0.64355
-19.7248,0.879503,0.00273203,10,1023,0,22.8539,0.493771,0.26854,0.493619,0.633822,0.724094,0.262211,0.781648,0.321298
-18.6555,0.936073,0.00273203,10,1023,0,19.9771,0.518147,0.453287,0.44669,0.878219,0.533027,0.756945,0.704575,0.456137
-20.9532,0.484724,0.00273203,10,1023,0,22.1239,0.291479,0.8826,0.529894,0.364527,0.704768,0.313842,0.840391,0.676901
-18.5589,0.592904,0.00273203,10,1023,0,23.4298,0.609454,0.349468,0.32841,0.529374,0.459048,0.449312,0.465584,0.360758
-22.3414,0.989668,0.00273203,10,1023,0,23.1185,0.902907,0.67669,0.72157,0.315337,0.938749,0.0635454,0.764295,0.337957
-21.3538,0.750121,0.00273203,10,1023,0,25.5342,0.359502,0.218366,0.447931,0.793072,0.0427768,0.139194,0.414246,0.88222
-22.8089,0.75722,0.00273203,10,1023,0,24.8181,0.628187,0.815577,0.0779177,0.2496,0.987314,0.689533,0.704703,0.502729
-20.2003,0.521392,0.00273203,10,1023,0,24.1564,0.394161,0.214618,0.899878,0.803768,0.209306,0.243824,0.486107,0.819401
-21.3645,0.521018,0.00273203,10,1023,0,27.768,0.702967,0.696372,0.687894,0.743516,0.020373,0.426165,0.628457,0.76795
-20.7804,0.993786,0.00273203,10,1023,0,23.9453,0.619718,0.425934,0.119237,0.322304,0.910791,0.917424,0.678045,0.0644736
-20.4199,0.28979,0.00273203,10,1023,0,26.8757,0.815275,0.466186,0.184051,0.417609,0.910819,0.910552,0.680929,0.0900226
-23.6223,0.768186,0.00273203,10,1023,0,25.3128,0.502932,0.265684,0.781178,0.383358,0.953113,0.987668,0.78903,0.603953
-23.6421,0.531443,0.00273203,10,1023,0,26.2203,0.469921,0.258239,0.754469,0.426591,0.968722,0.984483,0.798161,0.57501
-21.6182,0.657664,0.00273203,10,1023,0,26.2788,0.278849,0.132736,0.5474,0.348964,0.598853,0.957386,0.824352,0.524744
-21.6077,0.599593,0.00273203,10,1023,0,25.635,0.87919,0.0975816,0.553029,0.793937,0.418472,0.520295,0.795038,0.449935
-20.6862,0.895257,0.00273203,10,1023,0,24.4201,0.672443,0.76748,0.616149,0.303564,0.568499,0.0846074,0.602049,0.932793
-23.2748,0.910331,0.00273203,9,1023,0,28.8003,0.854059,0.856108,0.623022,0.174447,0.611681,0.171671,0.54682,0.991147
-20.0545,0.597014,0.00273203,10,1023,0,26.2602,0.480544,0.739894,0.579608,0.42207,0.235402,0.879476,0.446316,0.384412
-20.9204,1,0.00273203,10,1023,0,22.6674,0.863263,0.250579,0.54393,0.518354,0.705736,0.890365,0.589794,0.0461295
-20.0246,0.935565,0.00273203,10,1023,0,22.1113,0.163332,0.465794,0.340852,0.38771,0.118854,0.306434,0.52841,0.838228
-22.5928,0.958975,0.00273203,10,1023,0,24.3557,0.505089,0.425284,0.877497,0.0210296,0.570483,0.0693722,0.590264,0.436079
-25.8404,0.942042,0.00273203,10,1023,0,29.6188,0.948892,0.882962,0.184288,0.989985,0.923258,0.551842,0.578511,0.38706
-24.3186,1,0.00273203,9,511,0,26.6575,0.948461,0.833777,0.276843,0.981237,0.904187,0.633281,0.562487,0.437356
-24.171,0.817757,0.00273203,10,1023,0,30.5094,0.754658,0.146783,0.923043,0.329465,0.511496,0.991151,0.672057,0.73769
-19.7969,0.855024,0.00273203,10,1023,0,25.2592,0.411805,0.80225,0.289743,0.539365,0.431598,0.285815,0.455247,0.317461
-23.5543,0.570021,0.00273203,10,1023,0,24.5067,0.439886,0.114689,0.846891,0.219975,0.296716,0.680319,0.280615,0.84119
-21.4042,1,0.00273203,9,511,0,23.9277,0.430766,0.164406,0.720387,0.324946,0.314314,0.71268,0.312118,0.73887
-22.3776,0.913778,0.00273203,10,1023,0,24.9043,0.166901,0.808403,0.604577,0.631124,0.616502,0.0496975,0.80044,0.669651
-21.965,0.964545,0.00273203,10,1023,0,25.5249,0.0818165,0.0703171,0.721726,0.413975,0.581983,0.776873,0.398376,0.380655
-24.1058,0.977345,0.00273203,10,1023,0,26.5733,0.988317,0.938747,0.503408,0.408193,0.348214,0.295236,0.791875,0.621517
-20.6099,0.934346,0.00273203,10,1023,0,26.5412,0.677561,0.917144,0.361176,0.823578,0.335784,0.154599,0.606338,0.612813
-21.5272,0.825072,0.00273203,10,1023,0,26.6253,0.601511,0.348194,0.836548,0.668743,0.876748,0.065454,0.382598,0.586709
-22.8284,0.42487,0.00273203,10,1023,0,25.9122,0.563377,0.278016,0.55901,0.359636,0.885975,0.089156,0.314834,0.653672
-25.0998,0.960065,0.00273203,10,1023,0,28.2737,0.782004,0.450757,0.420336,0.553763,0.916055,0.00473897,0.342771,0.472506
-20.8128,0.84995,0.00273203,10,1023,0,29.3265,0.719463,0.289709,0.478407,0.619361,0.604429,0.062709,0.730954,0.21615
-18.6615,0.933422,0.00273203,10,1023,0,22.9854,0.427878,0.669628,0.459643,0.433174,0.24674,0.394304,0.656864,0.912796
-19.3107,0.821263,0.00273203,9,1023,0,23.7502,0.412741,0.666338,0.569135,0.708722,0.256232,0.401557,0.72138,0.878809
-20.3484,0.496058,0.00273203,10,1023,0,23.0666,0.662604,0.52689,0.207026,0.910377,0.556533,0.382091,0.726132,0.673423
-25.0619,0.481458,0.00273203,10,1023,0,30.2425,0.513961,0.512213,0.390033,0.856164,0.458911,0.0441431,0.844352,0.156183
-23.6582,0.945171,0.00273203,10,1023,0,28.1843,0.539969,0.224874,0.169015,0.115227,0.0526146,0.0510977,0.489247,0.812972
-19.7591,0.964393,0.00273203,10,1023,0,24.3802,0.324612,0.175419,0.427539,0.267627,0.164318,0.301554,0.447062,0.7258
-21.5489,0.82144,0.00273203,10,1023,0,27.6071,0.219302,0.0396344,0.387032,0.588383,0.302095,0.52274,0.374111,0.363296
-22.6663,0.997579,0.00273203,10,1023,0,25.8719,0.345983,0.0665102,0.672186,0.33336,0.985938,0.279795,0.607335,0.506693
-21.691,0.902296,0.00273203,10,1023,0,26.7841,0.356081,0.16964,0.781269,0.635307,0.942493,0.430487,0.518495,0.225849
-23.1443,0.685088,0.00273203,10,1023,0,26.7142,0.566039,0.873327,0.950294,0.594368,0.101409,0.903594,0.569907,0.866783
-24.9859,0.79664,0.00273203,10,1023,0,26.9707,0.674368,0.735351,0.982188,0.794962,0.0723929,0.966491,0.592688,0.808747
-23.2498,0.793171,0.00273203,10,1023,0,27.9248,0.475248,0.835754,0.912247,0.504359,0.0611006,0.809535,0.572868,0.2929
-20.1085,1,0.00273203,10,1023,0,24.7015,0.573719,0.630152,0.450622,0.270012,0.323644,0.819893,0.757994,0.768675
-21.4793,0.868287,0.00273203,10,1023,0,24.5964,0.0335412,0.42218,0.85906,0.369312,0.737923,0.732678,0.573968,0.441684
-23.6245,0.99285,0.00273203,10,1023,0,26.7591,0.0636476,0.198008,0.253697,0.64334,0.287077,0.955426,0.407171,0.818683
-23.5255,0.946664,0.00273203,10,1023,0,27.5502,0.403001,0.575865,0.435033,0.33117,0.97763,0.08302,0.741817,0.280364
-21.3789,0.968092,0.00273203,10,1023,0,24.7701,0.564298,0.160605,0.551984,0.0964286,0.569451,0.072361,0.729929,0.663283
-22.8402,0.791139,0.00273203,10,1023,0,26.1182,0.848838,0.133477,0.0217434,0.825158,0.382913,0.312588,0.55773,0.241757
-22.0673,0.753556,0.00273203,10,1023,0,25.9563,0.0717054,0.667213,0.888852,0.267312,0.428823,0.698556,0.753332,0.788478
-22.3185,0.938194,0.00273203,10,1023,0,25.364,0.213423,0.0491509,0.947456,0.378091,0.479838,0.332761,0.774711,0.365932
-23.5145,0.546212,0.00273203,10,1023,0,26.9551,0.168764,0.0373138,0.900908,0.307076,0.758012,0.186255,0.780218,0.267256
-21.2966,0.806492,0.00273203,10,1023,0,26.0776,0.282636,0.115743,0.64596,0.137087,0.607074,0.123548,0.750408,0.614717
-22.1644,0.976444,0.00273203,10,1023,0,25.1417,0.281207,0.0709969,0.725956,0.0859079,0.469038,0.0790958,0.596559,0.644795
-23.5705,0.756649,0.00273203,10,1023,0,28.8898,0.401198,0.121136,0.786871,0.944393,0.03913,0.412942,0.54073,0.305339
-25.1621,0.788747,0.00273203,10,1023,0,28.3567,0.705027,0.752712,0.754592,0.990482,0.0135621,0.761412,0.565638,0.750789
-21.8379,0.881266,0.00273203,10,1023,0,28.6186,0.793934,0.864741,0.148751,0.0378487,0.581437,0.376589,0.46477,0.700459
-22.6873,0.914107,0.00273203,10,1023,0,25.4389,0.16871,0.271952,0.819841,0.989685,0.465577,0.530433,0.518219,0.444986
-27.4128,0.866054,0.00273203,10,1023,0,29.7356,0.323196,0.582752,0.814877,0.99782,0.987485,0.853895,0.484017,0.712305
-21.9695,0.964576,0.00273203,10,1023,0,30.6652,0.856124,0.582499,0.676574,0.648498,0.974742,0.126864,0.513098,0.460083
-21.6741,0.433936,0.00273203,10,1023,0,26.935,0.669863,0.713796,0.572445,0.453393,0.892515,0.0234269,0.650121,0.391816
-20.679,0.850278,0.00273203,10,1023,0,25.984,0.761311,0.544574,0.439065,0.583054,0.932821,0.0637291,0.668822,0.40116
-23.9676,0.762724,0.00273203,10,1023,0,25.5041,0.763409,0.298588,0.719975,0.884218,0.991795,0.0957748,0.595674,0.579751
-24.0657,0.949514,0.00273203,10,1023,0,27.3716,0.760312,0.232449,0.778405,0.344607,0.986079,0.173997,0.318948,0.509071
-21.5127,0.667101,0.00273203,10,1023,0,27.7583,0.52232,0.419631,0.100802,0.915368,0.31104,0.836568,0.763545,0.41144
-20.536,0.933271,0.00273203,10,1023,0,24.9066,0.460404,0.565849,0.138874,0.131605,0.505353,0.919142,0.526155,0.384893
-19.8833,0.947338,0.00273203,10,1023,0,22.9406,0.084006,0.739217,0.534852,0.53441,0.612631,0.308274,0.718642,0.57589
-24.2827,0.857342,0.00273203,10,1023,0,27.4605,0.99795,0.599591,0.468589,0.3901,0.632002,0.690537,0.779645,0.683549
-24.15,0.999998,0.00273203,10,1023,0,27.0782,0.998,0.640086,0.277182,0.410806,0.341121,0.589741,0.766774,0.529218
-26.8784,0.999993,0.00273203,10,1023,0,30.2804,0.99469,0.470825,0.328643,0.0327418,0.150652,0.225001,0.697417,0.0537054
-23.6676,0.626772,0.00273203,10,1023,0,30.436,0.948664,0.756967,0.197976,0.212575,0.179407,0.437277,0.785726,0.0793645
-22.1682,0.951105,0.00273203,10,1023,0,24.3411,0.0727358,0.239121,0.795537,0.785022,0.815438,0.569305,0.301826,0.691431
-21.02,0.94708,0.00273203,10,1023,0,26.3444,0.283507,0.278877,0.882286,0.501848,0.799069,0.676952,0.358886,0.371315
-23.0162,0.927324,0.00273203,10,1023,0,25.8136,0.144314,0.44579,0.95217,0.208456,0.588954,0.80342,0.274509,0.392186
-17.8743,0.98194,0.00273203,10,1023,0,22.0427,0.418548,0.797333,0.679952,0.49845,0.360378,0.408636,0.383731,0.719627
-18.9071,0.299842,0.00273203,10,1023,0,23.214,0.478392,0.800176,0.602376,0.463722,0.1771,0.390819,0.378223,0.708371
